"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Mack Hollins","WR","BUF","NE",,"0.0",,,,"0.0","0.0","0.00","1.6","22.3","0.16"
"Curtis Samuel","WR","BUF","NE",,"0.0",,,,"0.5","2.8","0.03","1.1","11.7","0.09"
"Dawson Knox","TE","BUF","NE",,"0.0",,,,"0.0","0.0","0.00","1.5","16.5","0.17"
"Dalton Kincaid","TE","BUF","NE",,"0.0",,,,"0.0","0.0","0.00","3.8","42.1","0.34"
"Quintin Morris","TE","BUF","NE",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Bryce Young","QB","CAR","ARI","20.3","31.8","210.8","1.33","0.77","3.0","18.7","0.14",,"0.0",
"Velus Jones Jr.","RB","CAR","ARI",,"0.0",,,,"0.2","1.2","0.01","0.1","0.6","0.00"
"Chuba Hubbard","RB","CAR","ARI",,"0.0",,,,"18.5","78.4","0.57","3.7","22.9","0.12"
"Raheem Blackshear","RB","CAR","ARI",,"0.0",,,,"3.9","16.2","0.12","0.4","2.7","0.01"
"Adam Thielen","WR","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","5.4","62.0","0.38"
"Dan Chisena","WR","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"David Moore","WR","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","3.0","35.7","0.23"
"Jalen Coker","WR","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","3.2","42.7","0.23"
"Deven Thompkins","WR","CAR","ARI",,"0.0",,,,"0.1","0.6","0.00","0.5","5.0","0.04"
"Feleipe Franks","TE","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.01"
"Tommy Tremble","TE","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","2.2","20.9","0.18"
"Ja'Tavion Sanders","TE","CAR","ARI",,"0.0",,,,"0.0","0.0","0.00","1.8","17.1","0.12"
"Caleb Williams","QB","CHI","DET","20.0","32.5","218.7","1.38","0.76","5.1","31.2","0.18",,"0.0",
"D'Andre Swift","RB","CHI","DET",,"0.0",,,,"14.9","59.8","0.44","1.9","13.5","0.05"
"Roschon Johnson","RB","CHI","DET",,"0.0",,,,"3.6","14.5","0.11","0.9","6.5","0.03"
"DJ Moore","WR","CHI","DET",,"0.0",,,,"1.3","6.5","0.06","5.8","63.1","0.39"
"Keenan Allen","WR","CHI","DET",,"0.0",,,,"0.0","0.0","0.00","5.2","60.9","0.43"
"Rome Odunze","WR","CHI","DET",,"0.0",,,,"0.2","1.1","0.01","3.6","48.6","0.30"
"Cole Kmet","TE","CHI","DET",,"0.0",,,,"0.0","0.0","0.00","2.4","24.6","0.16"
"Collin Johnson","WR","CHI","DET",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Marcedes Lewis","TE","CHI","DET",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Gerald Everett","TE","CHI","DET",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Joe Burrow","QB","CIN","CLE","25.3","37.3","290.8","2.27","0.65","3.0","9.5","0.13",,"0.0",
"Khalil Herbert","RB","CIN","CLE",,"0.0",,,,"2.7","12.1","0.09","0.3","2.0","0.01"
"Trayveon Williams","RB","CIN","CLE",,"0.0",,,,"0.1","0.5","0.00",,"0.0",
"Chase Brown","RB","CIN","CLE",,"0.0",,,,"19.3","85.5","0.80","4.2","31.2","0.23"
"Ja'Marr Chase","WR","CIN","CLE",,"0.0",,,,"0.2","1.2","0.02","8.0","104.0","0.78"
"Jermaine Burton","WR","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.8","0.01"
"Tee Higgins","WR","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","5.1","69.3","0.52"
"Isaiah Williams","WR","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.8","0.01"
"Andrei Iosivas","WR","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","2.4","30.1","0.25"
"Mike Gesicki","TE","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","2.8","31.0","0.25"
"Drew Sample","TE","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","1.4","11.9","0.13"
"Cam Grandy","TE","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","0.8","8.2","0.08"
"Tanner McLachlan","TE","CIN","CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Dorian Thompson-Robinson","QB","CLE","@CIN","18.3","32.5","192.1","1.16","0.90","6.1","29.2","0.28",,"0.0",
"Pierre Strong","RB","CLE","@CIN",,"0.0",,,,"2.2","9.1","0.06","0.7","4.9","0.02"
"Jerome Ford","RB","CLE","@CIN",,"0.0",,,,"12.6","52.4","0.31","3.0","20.1","0.11"
"D'Onta Foreman","RB","CLE","@CIN",,"0.0",,,,"6.0","24.4","0.15","0.4","2.5","0.01"
"Elijah Moore","WR","CLE","@CIN",,"0.0",,,,"0.2","1.2","0.01","3.6","38.5","0.23"
"James Proche","WR","CLE","@CIN",,"0.0",,,,"0.2","1.3","0.01","0.1","1.1","0.01"
"Mike Woods","WR","CLE","@CIN",,"0.0",,,,"0.0","0.0","0.00","1.6","19.7","0.12"
"Jamari Thrash","WR","CLE","@CIN",,"0.0",,,,"0.1","0.6","0.01","0.5","5.2","0.04"
"Jerry Jeudy","WR","CLE","@CIN",,"0.0",,,,"0.1","0.6","0.01","4.9","63.5","0.35"
"Brenden Bates","TE","CLE","@CIN",,"0.0",,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Blake Whiteheart","TE","CLE","@CIN",,"0.0",,,,"0.0","0.0","0.00","0.8","8.4","0.08"
"Jordan Akins","TE","CLE","@CIN",,"0.0",,,,"0.0","0.0","0.00","2.7","27.2","0.18"
"Cooper Rush","QB","DAL","TB","22.7","36.3","241.3","1.52","0.84","1.9","4.7","0.08",,"0.0",
"Hunter Luepke","RB","DAL","TB",,"0.0",,,,"0.7","3.0","0.03","0.7","5.0","0.03"
"Ezekiel Elliott","RB","DAL","TB",,"0.0",,,,"2.8","11.7","0.08","0.5","3.8","0.02"
"Rico Dowdle","RB","DAL","TB",,"0.0",,,,"17.4","76.3","0.60","2.5","18.4","0.11"
"Brandin Cooks","WR","DAL","TB",,"0.0",,,,"0.2","1.2","0.01","2.9","37.6","0.25"
"Jalen Tolbert","WR","DAL","TB",,"0.0",,,,"0.0","0.0","0.00","2.0","24.8","0.16"
"Jonathan Mingo","WR","DAL","TB",,"0.0",,,,"0.0","0.0","0.00","0.2","2.9","0.02"
"Ryan Flournoy","WR","DAL","TB",,"0.0",,,,"0.0","0.0","0.00","0.3","3.2","0.02"
"CeeDee Lamb","WR","DAL","TB",,"0.0",,,,"0.9","4.8","0.05","6.8","75.4","0.48"
"KaVontae Turpin","WR","DAL","TB",,"0.0",,,,"0.9","5.0","0.04","1.6","18.2","0.11"
"Brevyn Spann-Ford","TE","DAL","TB",,"0.0",,,,"0.0","0.0","0.00","0.2","2.5","0.02"
"Jake Ferguson","TE","DAL","TB",,"0.0",,,,"0.0","0.0","0.00","4.4","43.3","0.27"
"Luke Schoonmaker","TE","DAL","TB",,"0.0",,,,"0.0","0.0","0.00","0.6","6.1","0.04"
"Jared Goff","QB","DET","@CHI","22.8","33.3","256.6","1.73","0.64","2.2","4.4","0.07",,"0.0",
"Jahmyr Gibbs","RB","DET","@CHI",,"0.0",,,,"18.5","98.3","0.87","3.9","29.7","0.17"
"Craig Reynolds","RB","DET","@CHI",,"0.0",,,,"6.0","28.0","0.23","0.7","5.3","0.02"
"Sione Vaki","RB","DET","@CHI",,"0.0",,,,"1.6","7.5","0.07","0.1","1.0","0.01"
"Jameson Williams","WR","DET","@CHI",,"0.0",,,,"1.0","5.5","0.07","3.6","53.2","0.31"
"Allen Robinson","WR","DET","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Tim Patrick","WR","DET","@CHI",,"0.0",,,,"0.0","0.0","0.00","2.7","34.1","0.23"
"Amon-Ra St. Brown","WR","DET","@CHI",,"0.0",,,,"0.3","1.5","0.02","6.5","77.0","0.52"
"Sam LaPorta","TE","DET","@CHI",,"0.0",,,,"0.0","0.0","0.00","4.4","47.9","0.39"
"Brock Wright","TE","DET","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.6","5.9","0.07"
"Shane Zylstra","TE","DET","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Anthony Richardson","QB","IND","TEN","15.1","27.0","186.3","1.20","0.71","9.6","50.7","0.47",,"0.0",
"Jonathan Taylor","RB","IND","TEN",,"0.0",,,,"21.5","88.6","0.78","1.4","11.5","0.06"
"Trey Sermon","RB","IND","TEN",,"0.0",,,,"0.6","2.4","0.02","0.4","3.0","0.01"
"Tyler Goodson","RB","IND","TEN",,"0.0",,,,"0.3","1.2","0.01","0.1","0.7","0.00"
"Anthony Gould","WR","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","0.4","6.4","0.04"
"Michael Pittman","WR","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","3.8","49.8","0.31"
"Adonai Mitchell","WR","IND","TEN",,"0.0",,,,"0.6","2.8","0.03","2.2","32.5","0.19"
"Josh Downs","WR","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","4.0","48.2","0.30"
"Kylen Granson","TE","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","1.3","15.7","0.12"
"Mo Alie-Cox","TE","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","0.6","6.9","0.06"
"Will Mallory","TE","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","0.5","5.7","0.05"
"Andrew Ogletree","TE","IND","TEN",,"0.0",,,,"0.0","0.0","0.00","0.5","5.9","0.06"
"Mac Jones","QB","JAX","@LV","21.2","32.8","216.7","1.14","0.79","3.0","10.7","0.11",,"0.0",
"Tank Bigsby","RB","JAX","@LV",,"0.0",,,,"12.2","50.0","0.35","0.8","4.9","0.02"
"Keilan Robinson","RB","JAX","@LV",,"0.0",,,,"0.1","0.5","0.00","0.1","0.4","0.00"
"Travis Etienne","RB","JAX","@LV",,"0.0",,,,"10.7","43.4","0.30","3.1","19.3","0.08"
"Brian Thomas Jr.","WR","JAX","@LV",,"0.0",,,,"0.5","2.4","0.02","5.7","73.9","0.37"
"Josh Reynolds","WR","JAX","@LV",,"0.0",,,,"0.0","0.0","0.00","1.2","14.7","0.08"
"Parker Washington","WR","JAX","@LV",,"0.0",,,,"0.0","0.0","0.00","2.9","34.0","0.17"
"Tim Jones","WR","JAX","@LV",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.01"
"Devin Duvernay","WR","JAX","@LV",,"0.0",,,,"0.2","1.2","0.01","1.8","17.5","0.09"
"Josiah Deguara","TE","JAX","@LV",,"0.0",,,,"0.0","0.0","0.00","0.2","2.0","0.01"
"Luke Farrell","TE","JAX","@LV",,"0.0",,,,"0.0","0.0","0.00","0.9","8.5","0.06"
"Brenton Strange","TE","JAX","@LV",,"0.0",,,,"0.0","0.0","0.00","4.5","40.4","0.25"
"Aidan O'Connell","QB","LV","JAX","22.7","35.2","243.1","1.38","0.78","2.1","4.7","0.10",,"0.0",
"Dylan Laube","RB","LV","JAX",,"0.0",,,,"0.2","0.9","0.01",,"0.0",
"Ameer Abdullah","RB","LV","JAX",,"0.0",,,,"6.5","26.7","0.18","2.5","18.3","0.10"
"Alexander Mattison","RB","LV","JAX",,"0.0",,,,"15.1","56.3","0.49","2.0","15.0","0.07"
"Tre Tucker","WR","LV","JAX",,"0.0",,,,"0.7","3.7","0.04","2.5","33.3","0.18"
"Terrace Marshall Jr.","WR","LV","JAX",,"0.0",,,,"0.0","0.0","0.00","0.7","8.2","0.05"
"Ramel Keyton","WR","LV","JAX",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Jakobi Meyers","WR","LV","JAX",,"0.0",,,,"0.2","1.2","0.01","5.7","69.7","0.38"
"Brock Bowers","TE","LV","JAX",,"0.0",,,,"0.5","1.3","0.04","6.3","68.9","0.38"
"Michael Mayer","TE","LV","JAX",,"0.0",,,,"0.0","0.0","0.00","2.7","26.8","0.21"
"John Shenker","TE","LV","JAX",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Harrison Bryant","TE","LV","JAX",,"0.0",,,,"0.0","0.0","0.00","0.2","1.7","0.02"
"Matthew Stafford","QB","LA","@NYJ","21.2","31.7","237.1","1.56","0.64","1.8","3.0","0.06",,"0.0",
"Ronnie Rivers","RB","LA","@NYJ",,"0.0",,,,"0.1","0.6","0.00",,"0.0",
"Blake Corum","RB","LA","@NYJ",,"0.0",,,,"4.9","21.2","0.15","0.6","4.8","0.02"
"Kyren Williams","RB","LA","@NYJ",,"0.0",,,,"19.9","86.8","0.79","1.8","13.0","0.08"
"Jordan Whittington","WR","LA","@NYJ",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Cooper Kupp","WR","LA","@NYJ",,"0.0",,,,"0.3","1.4","0.02","5.6","60.1","0.45"
"Puka Nacua","WR","LA","@NYJ",,"0.0",,,,"1.6","8.4","0.08","6.6","83.1","0.47"
"Tutu Atwell","WR","LA","@NYJ",,"0.0",,,,"0.3","1.4","0.02","1.3","17.6","0.10"
"Demarcus Robinson","WR","LA","@NYJ",,"0.0",,,,"0.0","0.0","0.00","1.9","25.5","0.18"
"Tyler Johnson","WR","LA","@NYJ",,"0.0",,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Tyler Higbee","TE","LA","@NYJ",,"0.0",,,,"0.0","0.0","0.00","1.4","13.4","0.10"
"Colby Parkinson","TE","LA","@NYJ",,,,,,"0.0","0.0","0.00","1.1","11.2","0.09"
"Hunter Long","TE","LA","@NYJ",,"0.0",,,,"0.0","0.0","0.00","0.2","2.2","0.02"
"Davis Allen","TE","LA","@NYJ",,"0.0",,,,"0.0","0.0","0.00","0.5","4.4","0.03"
"Tua Tagovailoa","QB","MIA","SF","25.3","36.4","259.2","1.47","0.77","1.7","5.2","0.04",,"0.0",
"Alec Ingold","RB","MIA","SF",,"0.0",,,,"0.4","1.8","0.02","0.6","4.5","0.02"
"De'Von Achane","RB","MIA","SF",,"0.0",,,,"13.0","55.3","0.43","5.4","41.5","0.22"
"Raheem Mostert","RB","MIA","SF",,"0.0",,,,"6.0","25.0","0.18","1.7","12.3","0.07"
"Jaylen Wright","RB","MIA","SF",,"0.0",,,,"1.3","5.4","0.03","0.2","1.1","0.01"
"Tyreek Hill","WR","MIA","SF",,"0.0",,,,"0.4","2.2","0.02","5.4","71.9","0.39"
"River Cracraft","WR","MIA","SF",,"0.0",,,,"0.0","0.0","0.00","1.6","20.4","0.15"
"Malik Washington","WR","MIA","SF",,"0.0",,,,"0.3","1.7","0.02","3.2","33.6","0.20"
"Durham Smythe","TE","MIA","SF",,"0.0",,,,"0.0","0.0","0.00","0.7","6.1","0.05"
"Jonnu Smith","TE","MIA","SF",,"0.0",,,,"0.2","0.6","0.01","5.8","58.9","0.30"
"Julian Hill","TE","MIA","SF",,"0.0",,,,"0.0","0.0","0.00","0.9","8.8","0.06"
"Sam Darnold","QB","MIN","@SEA","22.6","33.9","259.6","1.60","0.80","3.6","13.4","0.11",,"0.0",
"Ty Chandler","RB","MIN","@SEA",,"0.0",,,,"0.3","1.5","0.01","0.1","0.5","0.00"
"Aaron Jones","RB","MIN","@SEA",,"0.0",,,,"15.3","68.1","0.53","3.0","21.6","0.12"
"C.J. Ham","RB","MIN","@SEA",,"0.0",,,,"0.1","0.5","0.00","0.1","1.0","0.00"
"Cam Akers","RB","MIN","@SEA",,"0.0",,,,"6.3","27.4","0.18","0.8","6.1","0.03"
"Justin Jefferson","WR","MIN","@SEA",,"0.0",,,,"0.0","0.0","0.00","6.3","87.4","0.49"
"Jordan Addison","WR","MIN","@SEA",,"0.0",,,,"0.2","1.2","0.01","4.7","62.1","0.42"
"Jalen Nailor","WR","MIN","@SEA",,"0.0",,,,"0.2","1.1","0.01","1.1","14.7","0.10"
"Trent Sherfield","WR","MIN","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.2","1.9","0.01"
"Brandon Powell","WR","MIN","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.2","1.8","0.01"
"Josh Oliver","TE","MIN","@SEA",,"0.0",,,,"0.0","0.0","0.00","1.1","11.5","0.08"
"T.J. Hockenson","TE","MIN","@SEA",,"0.0",,,,"0.0","0.0","0.00","4.7","48.7","0.32"
"Johnny Mundt","TE","MIN","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.3","2.3","0.02"
"Drake Maye","QB","NE","@BUF","20.4","31.3","209.6","1.01","0.92","4.5","31.7","0.13",,"0.0",
"Terrell Jennings","RB","NE","@BUF",,"0.0",,,,"0.4","1.7","0.01",,"0.0",
"Antonio Gibson","RB","NE","@BUF",,"0.0",,,,"5.9","23.9","0.10","1.2","8.7","0.03"
"Rhamondre Stevenson","RB","NE","@BUF",,"0.0",,,,"14.2","56.3","0.32","2.7","18.3","0.06"
"Marcus Jones","RB","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.00"
"Ja'Lynn Polk","WR","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","0.7","7.9","0.05"
"Kendrick Bourne","WR","NE","@BUF",,"0.0",,,,"0.2","1.1","0.01","2.2","26.7","0.12"
"Demario Douglas","WR","NE","@BUF",,"0.0",,,,"0.2","1.0","0.01","3.7","38.0","0.15"
"Kayshon Boutte","WR","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","2.6","35.6","0.16"
"Javon Baker","WR","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","0.2","2.2","0.01"
"Austin Hooper","TE","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","2.6","25.7","0.15"
"Jaheim Bell","TE","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Hunter Henry","TE","NE","@BUF",,"0.0",,,,"0.0","0.0","0.00","4.4","45.0","0.26"
"Drew Lock","QB","NYG","@ATL","21.0","33.4","212.6","1.04","0.90","3.5","19.4","0.14",,"0.0",
"Devin Singletary","RB","NYG","@ATL",,"0.0",,,,"7.3","29.6","0.16","1.0","7.2","0.02"
"Eric Gray","RB","NYG","@ATL",,"0.0",,,,"0.3","1.3","0.01","0.1","0.5","0.00"
"Tyrone Tracy Jr.","RB","NYG","@ATL",,"0.0",,,,"13.1","54.0","0.34","3.4","24.4","0.09"
"Malik Nabers","WR","NYG","@ATL",,"0.0",,,,"0.3","1.5","0.01","6.3","72.3","0.40"
"Darius Slayton","WR","NYG","@ATL",,"0.0",,,,"0.0","0.0","0.00","1.9","27.7","0.12"
"Wan'Dale Robinson","WR","NYG","@ATL",,"0.0",,,,"0.2","1.1","0.01","4.6","41.2","0.21"
"Jalin Hyatt","WR","NYG","@ATL",,"0.0",,,,"0.0","0.0","0.00","0.6","8.2","0.04"
"Daniel Bellinger","TE","NYG","@ATL",,"0.0",,,,"0.0","0.0","0.00","2.8","27.8","0.13"
"Chris Manhertz","TE","NYG","@ATL",,"0.0",,,,"0.0","0.0","0.00","0.2","2.2","0.02"
"Greg Dulcich","TE","NYG","@ATL",,"0.0",,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Aaron Rodgers","QB","NYJ","LA","22.0","34.4","238.6","1.51","0.70","1.9","8.0","0.07",,"0.0",
"Breece Hall","RB","NYJ","LA",,"0.0",,,,"13.2","56.3","0.46","3.0","21.8","0.13"
"Braelon Allen","RB","NYJ","LA",,"0.0",,,,"4.3","18.1","0.12","0.5","3.7","0.02"
"Isaiah Davis","RB","NYJ","LA",,"0.0",,,,"4.1","17.5","0.11","1.2","9.2","0.05"
"Davante Adams","WR","NYJ","LA",,"0.0",,,,"0.0","0.0","0.00","6.4","77.1","0.53"
"Garrett Wilson","WR","NYJ","LA",,"0.0",,,,"0.0","0.0","0.00","5.4","65.3","0.39"
"Allen Lazard","WR","NYJ","LA",,"0.0",,,,"0.0","0.0","0.00","2.1","29.3","0.17"
"Xavier Gipson","WR","NYJ","LA",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Kenny Yeboah","TE","NYJ","LA",,,,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Jeremy Ruckert","TE","NYJ","LA",,"0.0",,,,"0.0","0.0","0.00","0.9","8.8","0.06"
"Tyler Conklin","TE","NYJ","LA",,"0.0",,,,"0.0","0.0","0.00","2.3","22.3","0.14"
"Jalen Hurts","QB","PHI","@WAS","17.6","26.9","209.6","1.08","0.53","10.0","43.8","0.80",,"0.0",
"Saquon Barkley","RB","PHI","@WAS",,"0.0",,,,"19.8","107.2","0.69","2.0","14.0","0.06"
"Will Shipley","RB","PHI","@WAS",,"0.0",,,,"0.1","0.6","0.00",,"0.0",
"Kenneth Gainwell","RB","PHI","@WAS",,"0.0",,,,"3.9","18.3","0.10","1.1","7.8","0.03"
"Devonta Smith","WR","PHI","@WAS",,"0.0",,,,"0.1","0.8","0.01","4.8","59.4","0.32"
"Johnny Wilson","WR","PHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.5","6.2","0.04"
"Jahan Dotson","WR","PHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","1.0","12.4","0.08"
"A.J. Brown","WR","PHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","5.6","81.6","0.40"
"Grant Calcaterra","TE","PHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","2.5","26.8","0.14"
"C.J. Uzomah","TE","PHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.01"
"E.J. Jenkins","TE","PHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"Brock Purdy","QB","SF","@MIA","21.3","32.4","252.8","1.42","0.71","4.8","22.6","0.20",,"0.0",
"Ke'Shawn Vaughn","RB","SF","@MIA",,"0.0",,,,"3.9","17.2","0.13","0.6","4.7","0.02"
"Israel Abanikanda","RB","SF","@MIA",,"0.0",,,,"1.3","5.7","0.05","0.1","1.0","0.00"
"Patrick Taylor","RB","SF","@MIA",,"0.0",,,,"12.7","56.3","0.46","1.5","11.9","0.05"
"Kyle Juszczyk","RB","SF","@MIA",,"0.0",,,,"0.3","1.4","0.02","1.7","13.4","0.06"
"Deebo Samuel","WR","SF","@MIA",,"0.0",,,,"3.3","16.3","0.14","4.1","48.4","0.28"
"Chris Conley","WR","SF","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Jauan Jennings","WR","SF","@MIA",,"0.0",,,,"0.0","0.0","0.00","5.8","74.5","0.42"
"Jacob Cowing","WR","SF","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Ricky Pearsall","WR","SF","@MIA",,"0.0",,,,"0.1","0.7","0.01","1.9","24.0","0.15"
"Brayden Willis","TE","SF","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"George Kittle","TE","SF","@MIA",,"0.0",,,,"0.0","0.0","0.00","5.0","67.8","0.36"
"Jake Tonges","TE","SF","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Eric Saubert","TE","SF","@MIA",,,,,,"0.0","0.0","0.00","0.3","3.4","0.03"
"Geno Smith","QB","SEA","MIN","22.9","35.1","247.1","1.35","0.77","2.7","12.9","0.10",,"0.0",
"Zach Charbonnet","RB","SEA","MIN",,"0.0",,,,"7.1","28.9","0.19","2.3","15.4","0.06"
"Kenny McIntosh","RB","SEA","MIN",,"0.0",,,,"0.2","0.9","0.00","0.1","0.4","0.00"
"Kenneth Walker III","RB","SEA","MIN",,"0.0",,,,"13.4","53.0","0.39","2.7","20.2","0.09"
"Tyler Lockett","WR","SEA","MIN",,"0.0",,,,"0.0","0.0","0.00","2.2","27.4","0.15"
"DK Metcalf","WR","SEA","MIN",,"0.0",,,,"0.0","0.0","0.00","4.8","68.8","0.39"
"Jaxon Smith-Njigba","WR","SEA","MIN",,"0.0",,,,"0.4","2.1","0.02","5.9","66.2","0.36"
