"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Ja'Marr Chase","WR","CIN","@CLE",,"0.0",,,,"0.2","1.2","0.02","6.0","74.3","0.48"
"Tee Higgins","WR","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","5.2","69.2","0.45"
"Trenton Irwin","WR","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Charlie Jones","WR","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Andrei Iosivas","WR","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","2.0","24.4","0.18"
"Mike Gesicki","TE","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","2.0","19.7","0.17"
"Drew Sample","TE","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.5","4.2","0.04"
"Tanner Hudson","TE","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.2","2.3","0.02"
"Erick All","TE","CIN","@CLE",,"0.0",,,,"0.0","0.0","0.00","2.1","18.7","0.12"
"Jameis Winston","QB","CLE","CIN",,"0.0",,,,"0.2","0.0","0.02",,"0.0",
"Deshaun Watson","QB","CLE","CIN","20.1","32.2","203.2","1.13","0.75","4.8","27.7","0.14",,"0.0",
"Nick Chubb","RB","CLE","CIN",,"0.0",,,,"9.9","42.1","0.24","0.7","5.0","0.02"
"Pierre Strong","RB","CLE","CIN",,"0.0",,,,"6.0","25.1","0.13","2.6","17.8","0.07"
"D'Onta Foreman","RB","CLE","CIN",,"0.0",,,,"6.7","27.5","0.15","1.0","6.9","0.03"
"Elijah Moore","WR","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","2.7","29.0","0.17"
"Jaelon Darden","WR","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","0.8","8.6","0.06"
"Jamari Thrash","WR","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","0.3","3.4","0.02"
"Jerry Jeudy","WR","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","3.8","49.3","0.26"
"Cedric Tillman","WR","CLE","CIN",,"0.0",,,,"0.2","1.3","0.01","1.9","21.6","0.14"
"Geoff Swaim","TE","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.01"
"David Njoku","TE","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","5.0","49.7","0.28"
"Jordan Akins","TE","CLE","CIN",,"0.0",,,,"0.0","0.0","0.00","1.1","11.0","0.07"
"Jared Goff","QB","DET","@MIN","23.4","34.7","262.2","1.60","0.76","2.0","4.4","0.06",,"0.0",
"Jahmyr Gibbs","RB","DET","@MIN",,"0.0",,,,"11.5","52.2","0.45","3.2","24.2","0.11"
"David Montgomery","RB","DET","@MIN",,"0.0",,,,"12.5","55.3","0.55","1.6","12.4","0.05"
"Craig Reynolds","RB","DET","@MIN",,"0.0",,,,"0.5","2.2","0.02","0.1","0.5","0.00"
"Sione Vaki","RB","DET","@MIN",,"0.0",,,,"0.1","0.5","0.01","0.1","0.5","0.00"
"Kalif Raymond","WR","DET","@MIN",,"0.0",,,,"0.1","0.7","0.01","1.0","12.0","0.06"
"Jameson Williams","WR","DET","@MIN",,"0.0",,,,"0.8","4.2","0.06","3.5","52.5","0.29"
"Allen Robinson","WR","DET","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Tim Patrick","WR","DET","@MIN",,"0.0",,,,"0.0","0.0","0.00","2.1","29.4","0.17"
"Amon-Ra St. Brown","WR","DET","@MIN",,"0.0",,,,"0.1","0.7","0.01","7.1","80.8","0.54"
"Sam LaPorta","TE","DET","@MIN",,"0.0",,,,"0.0","0.0","0.00","3.8","40.1","0.30"
"Brock Wright","TE","DET","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.9","7.9","0.07"
"Parker Hesse","TE","DET","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Jordan Love","QB","GB","HOU","21.7","33.9","257.9","1.86","0.77","2.7","11.3","0.09",,"0.0",
"Chris Brooks","RB","GB","HOU",,"0.0",,,,"0.5","2.3","0.01",,"0.0",
"Josh Jacobs","RB","GB","HOU",,"0.0",,,,"15.9","68.5","0.57","2.2","17.1","0.10"
"Emanuel Wilson","RB","GB","HOU",,"0.0",,,,"7.2","31.7","0.20","1.1","8.3","0.06"
"Christian Watson","WR","GB","HOU",,"0.0",,,,"0.0","0.0","0.00","2.5","36.7","0.30"
"Jayden Reed","WR","GB","HOU",,"0.0",,,,"1.4","11.3","0.10","4.6","57.4","0.39"
"Dontayvion Wicks","WR","GB","HOU",,"0.0",,,,"0.0","0.0","0.00","2.2","30.0","0.21"
"Bo Melton","WR","GB","HOU",,"0.0",,,,"0.5","3.0","0.03","0.5","7.0","0.05"
"Romeo Doubs","WR","GB","HOU",,"0.0",,,,"0.0","0.0","0.00","3.4","45.1","0.34"
"Malik Heath","WR","GB","HOU",,"0.0",,,,"0.0","0.0","0.00","0.5","6.4","0.05"
"Ben Sims","TE","GB","HOU",,"0.0",,,,"0.0","0.0","0.00","0.8","8.7","0.09"
"Tucker Kraft","TE","GB","HOU",,"0.0",,,,"0.0","0.0","0.00","3.8","41.0","0.27"
"C.J. Stroud","QB","HOU","@GB","23.4","35.5","260.8","1.61","0.76","2.7","12.6","0.13",,"0.0",
"Dameon Pierce","RB","HOU","@GB",,"0.0",,,,"3.5","14.8","0.09","0.6","4.2","0.02"
"Joe Mixon","RB","HOU","@GB",,"0.0",,,,"16.1","68.6","0.54","3.1","23.9","0.11"
"Dare Ogunbowale","RB","HOU","@GB",,"0.0",,,,"1.5","6.2","0.04","1.1","8.8","0.04"
"John Metchie III","WR","HOU","@GB",,"0.0",,,,"0.0","0.0","0.00","0.9","11.5","0.07"
"Stefon Diggs","WR","HOU","@GB",,"0.0",,,,"0.5","2.4","0.03","6.0","72.1","0.43"
"Tank Dell","WR","HOU","@GB",,"0.0",,,,"1.0","5.3","0.05","5.1","68.3","0.40"
"Xavier Hutchinson","WR","HOU","@GB",,"0.0",,,,"0.0","0.0","0.00","1.6","19.8","0.14"
"Dalton Schultz","TE","HOU","@GB",,"0.0",,,,"0.0","0.0","0.00","4.1","43.0","0.32"
"Cade Stover","TE","HOU","@GB",,"0.0",,,,"0.0","0.0","0.00","0.9","9.3","0.07"
"Anthony Richardson","QB","IND","MIA","17.3","28.0","199.9","1.12","0.69","7.4","36.9","0.44",,"0.0",
"Trey Sermon","RB","IND","MIA",,"0.0",,,,"15.7","66.1","0.53","1.2","9.3","0.03"
"Evan Hull","RB","IND","MIA",,"0.0",,,,"0.3","1.3","0.01",,"0.0",
"Tyler Goodson","RB","IND","MIA",,"0.0",,,,"8.9","39.3","0.29","1.9","14.3","0.05"
"Ashton Dulin","WR","IND","MIA",,"0.0",,,,"0.3","1.6","0.03","0.3","3.7","0.02"
"Michael Pittman","WR","IND","MIA",,"0.0",,,,"0.0","0.0","0.00","3.6","42.3","0.24"
"Alec Pierce","WR","IND","MIA",,"0.0",,,,"0.0","0.0","0.00","1.5","26.5","0.14"
"Adonai Mitchell","WR","IND","MIA",,"0.0",,,,"0.8","4.2","0.06","1.5","20.6","0.12"
"Josh Downs","WR","IND","MIA",,"0.0",,,,"0.3","1.6","0.03","4.3","47.6","0.27"
"Kylen Granson","TE","IND","MIA",,"0.0",,,,"0.0","0.0","0.00","0.6","7.2","0.05"
"Mo Alie-Cox","TE","IND","MIA",,"0.0",,,,"0.0","0.0","0.00","1.1","14.0","0.11"
"Will Mallory","TE","IND","MIA",,"0.0",,,,"0.0","0.0","0.00","0.6","7.1","0.05"
"Andrew Ogletree","TE","IND","MIA",,"0.0",,,,"0.0","0.0","0.00","0.6","7.3","0.06"
"Trevor Lawrence","QB","JAX","NE","22.1","34.2","250.5","1.64","0.68","3.8","15.5","0.14",,"0.0",
"D'Ernest Johnson","RB","JAX","NE",,"0.0",,,,"7.6","32.7","0.25","2.3","16.8","0.08"
"Tank Bigsby","RB","JAX","NE",,"0.0",,,,"15.4","67.7","0.60","1.1","8.6","0.04"
"Jake Funk","RB","JAX","NE",,"0.0",,,,"0.5","2.1","0.02",,"0.0",
"Brian Thomas Jr.","WR","JAX","NE",,"0.0",,,,"0.2","1.4","0.02","4.4","59.6","0.37"
"Christian Kirk","WR","JAX","NE",,"0.0",,,,"0.1","0.6","0.01","4.2","52.0","0.32"
"Gabe Davis","WR","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","3.2","45.9","0.32"
"Parker Washington","WR","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","0.6","6.2","0.05"
"Tim Jones","WR","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Josiah Deguara","TE","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Luke Farrell","TE","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Evan Engram","TE","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","5.5","51.9","0.38"
"Brenton Strange","TE","JAX","NE",,"0.0",,,,"0.0","0.0","0.00","0.7","7.1","0.07"
"Patrick Mahomes","QB","KC","@SF","23.5","35.4","252.4","1.60","0.73","4.1","22.5","0.15",,"0.0",
"Carson Steele","RB","KC","@SF",,"0.0",,,,"1.1","4.5","0.02","0.1","1.0","0.01"
"Clyde Edwards-Helaire","RB","KC","@SF",,"0.0",,,,"2.6","10.8","0.06","0.6","4.3","0.03"
"Samaje Perine","RB","KC","@SF",,"0.0",,,,"1.2","5.0","0.03","2.2","16.1","0.09"
"Kareem Hunt","RB","KC","@SF",,"0.0",,,,"15.1","62.3","0.44","2.3","17.2","0.10"
"Xavier Worthy","WR","KC","@SF",,"0.0",,,,"1.2","6.3","0.06","3.3","47.9","0.29"
"Justin Watson","WR","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","1.7","25.8","0.16"
"Mecole Hardman","WR","KC","@SF",,"0.0",,,,"0.2","1.2","0.02","1.1","11.0","0.08"
"Skyy Moore","WR","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"JuJu Smith-Schuster","WR","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","3.7","40.2","0.24"
"Travis Kelce","TE","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","6.3","66.4","0.43"
"Noah Gray","TE","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","1.8","17.7","0.13"
"Jared Wiley","TE","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","0.2","1.9","0.02"
"Joseph Fortson","TE","KC","@SF",,"0.0",,,,"0.0","0.0","0.00","0.2","1.8","0.02"
"Aidan O'Connell","QB","LV","@LA","21.4","33.9","223.0","1.12","0.86","1.8","4.4","0.07",,"0.0",
"Zamir White","RB","LV","@LA",,"0.0",,,,"7.4","30.1","0.19","1.0","6.7","0.02"
"Ameer Abdullah","RB","LV","@LA",,"0.0",,,,"1.6","6.6","0.03","1.6","10.8","0.04"
"Alexander Mattison","RB","LV","@LA",,"0.0",,,,"11.6","47.2","0.29","2.3","16.5","0.06"
"Tre Tucker","WR","LV","@LA",,"0.0",,,,"0.9","4.7","0.04","3.7","48.7","0.22"
"Tyreik McAllister","WR","LV","@LA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Alex Bachman","WR","LV","@LA",,"0.0",,,,"0.0","0.0","0.00","1.3","16.1","0.08"
"DJ Turner","WR","LV","@LA",,"0.0",,,,"0.9","4.9","0.05","2.1","27.8","0.14"
"Kristian Wilkerson","WR","LV","@LA",,"0.0",,,,"0.0","0.0","0.00","1.3","16.2","0.10"
"Brock Bowers","TE","LV","@LA",,"0.0",,,,"0.3","1.2","0.02","5.9","60.1","0.31"
"Harrison Bryant","TE","LV","@LA",,"0.0",,,,"0.0","0.0","0.00","2.1","18.8","0.15"
"Matthew Stafford","QB","LA","LV","21.2","33.6","231.2","1.59","0.66","1.7","2.9","0.05",,"0.0",
"Ronnie Rivers","RB","LA","LV",,"0.0",,,,"0.5","2.4","0.02","0.1","0.5","0.00"
"Blake Corum","RB","LA","LV",,"0.0",,,,"5.0","22.2","0.15","0.6","4.2","0.02"
"Kyren Williams","RB","LA","LV",,"0.0",,,,"20.8","93.5","0.83","2.7","19.8","0.14"
"Jordan Whittington","WR","LA","LV",,"0.0",,,,"0.1","0.7","0.01","4.3","49.4","0.30"
"Tutu Atwell","WR","LA","LV",,"0.0",,,,"0.4","2.2","0.03","3.8","52.9","0.34"
"Demarcus Robinson","WR","LA","LV",,"0.0",,,,"0.1","0.9","0.01","2.8","37.2","0.25"
"Tyler Johnson","WR","LA","LV",,"0.0",,,,"0.0","0.0","0.00","0.8","9.3","0.07"
"Colby Parkinson","TE","LA","LV",,,,,,"0.0","0.0","0.00","4.8","45.4","0.34"
"Hunter Long","TE","LA","LV",,"0.0",,,,"0.0","0.0","0.00","0.6","6.3","0.06"
"Davis Allen","TE","LA","LV",,"0.0",,,,"0.0","0.0","0.00","0.6","6.3","0.06"
"Tyler Huntley","QB","MIA","@IND","17.7","28.0","186.8","1.02","0.64","6.4","32.0","0.27",,"0.0",
"Alec Ingold","RB","MIA","@IND",,"0.0",,,,"1.0","4.1","0.03","0.4","3.1","0.01"
"De'Von Achane","RB","MIA","@IND",,"0.0",,,,"12.6","57.9","0.36","3.5","24.7","0.11"
"Raheem Mostert","RB","MIA","@IND",,"0.0",,,,"8.5","38.0","0.27","1.3","9.2","0.04"
"Jaylen Wright","RB","MIA","@IND",,"0.0",,,,"3.3","14.3","0.08","0.2","1.5","0.01"
"Odell Beckham Jr.","WR","MIA","@IND",,"0.0",,,,"0.0","0.0","0.00","0.9","12.0","0.08"
"Tyreek Hill","WR","MIA","@IND",,"0.0",,,,"0.9","4.8","0.05","4.2","54.4","0.32"
"Braxton Berrios","WR","MIA","@IND",,"0.0",,,,"0.0","0.0","0.00","0.2","2.4","0.02"
"Jaylen Waddle","WR","MIA","@IND",,"0.0",,,,"0.3","1.6","0.02","3.3","41.7","0.21"
"Malik Washington","WR","MIA","@IND",,"0.0",,,,"0.0","0.0","0.00","0.3","3.6","0.02"
"Durham Smythe","TE","MIA","@IND",,"0.0",,,,"0.0","0.0","0.00","0.5","4.8","0.04"
"Jonnu Smith","TE","MIA","@IND",,"0.0",,,,"0.3","1.0","0.02","2.3","23.6","0.13"
"Tanner Conner","TE","MIA","@IND",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.01"
"Julian Hill","TE","MIA","@IND",,"0.0",,,,"0.0","0.0","0.00","0.5","4.9","0.03"
"Sam Darnold","QB","MIN","DET","21.8","35.4","259.6","1.89","0.86","3.9","16.6","0.16",,"0.0",
"Ty Chandler","RB","MIN","DET",,"0.0",,,,"6.5","26.8","0.22","1.3","10.2","0.05"
"Aaron Jones","RB","MIN","DET",,"0.0",,,,"13.8","57.8","0.50","3.9","30.2","0.18"
"C.J. Ham","RB","MIN","DET",,"0.0",,,,"0.2","0.9","0.01","0.3","2.1","0.01"
"Cam Akers","RB","MIN","DET",,"0.0",,,,"1.1","4.6","0.04","0.1","0.5","0.00"
"Justin Jefferson","WR","MIN","DET",,"0.0",,,,"0.1","0.6","0.01","6.5","96.9","0.71"
"Jordan Addison","WR","MIN","DET",,"0.0",,,,"0.2","1.2","0.02","4.0","55.4","0.45"
"Jalen Nailor","WR","MIN","DET",,"0.0",,,,"0.3","1.8","0.03","1.7","23.5","0.18"
"Trent Sherfield","WR","MIN","DET",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Brandon Powell","WR","MIN","DET",,"0.0",,,,"0.1","0.6","0.01","0.5","5.2","0.04"
"Josh Oliver","TE","MIN","DET",,"0.0",,,,"0.0","0.0","0.00","1.0","10.3","0.08"
"Johnny Mundt","TE","MIN","DET",,"0.0",,,,"0.0","0.0","0.00","2.4","23.9","0.17"
"Drake Maye","QB","NE","@JAX","19.5","31.2","207.3","1.09","0.83","5.2","26.6","0.18",,"0.0",
"Antonio Gibson","RB","NE","@JAX",,"0.0",,,,"6.3","25.5","0.13","1.8","13.2","0.06"
"JaMycal Hasty","RB","NE","@JAX",,"0.0",,,,"1.5","5.9","0.03","0.2","1.8","0.01"
"Rhamondre Stevenson","RB","NE","@JAX",,"0.0",,,,"14.6","59.6","0.35","2.8","19.1","0.07"
"Ja'Lynn Polk","WR","NE","@JAX",,"0.0",,,,"0.2","1.2","0.01","1.6","20.4","0.12"
"Kendrick Bourne","WR","NE","@JAX",,"0.0",,,,"0.0","0.0","0.00","2.3","27.1","0.13"
"Demario Douglas","WR","NE","@JAX",,"0.0",,,,"0.2","1.3","0.01","4.2","48.8","0.21"
"Kayshon Boutte","WR","NE","@JAX",,"0.0",,,,"0.0","0.0","0.00","1.7","22.9","0.12"
"K.J. Osborn","WR","NE","@JAX",,"0.0",,,,"0.0","0.0","0.00","0.3","3.1","0.02"
"Austin Hooper","TE","NE","@JAX",,"0.0",,,,"0.0","0.0","0.00","1.7","17.0","0.13"
"Jaheim Bell","TE","NE","@JAX",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Hunter Henry","TE","NE","@JAX",,"0.0",,,,"0.0","0.0","0.00","2.9","33.4","0.23"
"Daniel Jones","QB","NYG","PHI","20.7","32.5","210.4","1.21","0.73","7.0","35.0","0.25",,"0.0",
"Devin Singletary","RB","NYG","PHI",,"0.0",,,,"9.7","41.1","0.27","1.8","12.3","0.04"
"Eric Gray","RB","NYG","PHI",,"0.0",,,,"0.5","1.9","0.01","0.1","0.9","0.00"
"Tyrone Tracy Jr.","RB","NYG","PHI",,"0.0",,,,"8.7","36.8","0.22","1.8","12.6","0.06"
"Malik Nabers","WR","NYG","PHI",,"0.0",,,,"0.5","2.3","0.02","6.4","75.2","0.49"
"Darius Slayton","WR","NYG","PHI",,"0.0",,,,"0.0","0.0","0.00","2.6","35.1","0.16"
"Wan'Dale Robinson","WR","NYG","PHI",,"0.0",,,,"0.5","2.6","0.03","5.3","47.7","0.29"
"Jalin Hyatt","WR","NYG","PHI",,"0.0",,,,"0.0","0.0","0.00","0.3","5.0","0.03"
"Daniel Bellinger","TE","NYG","PHI",,"0.0",,,,"0.0","0.0","0.00","0.2","2.1","0.02"
"Chris Manhertz","TE","NYG","PHI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.01"
"Theo Johnson","TE","NYG","PHI",,"0.0",,,,"0.0","0.0","0.00","2.0","18.7","0.12"
"Aaron Rodgers","QB","NYJ","@PIT","21.1","33.4","222.0","1.37","0.63","2.2","8.2","0.09",,"0.0",
"Breece Hall","RB","NYJ","@PIT",,"0.0",,,,"16.3","67.6","0.44","3.7","27.2","0.16"
"Braelon Allen","RB","NYJ","@PIT",,"0.0",,,,"7.1","29.3","0.15","0.9","6.6","0.03"
"Isaiah Davis","RB","NYJ","@PIT",,"0.0",,,,"0.5","2.0","0.01",,"0.0",
"Davante Adams","WR","NYJ","@PIT",,"0.0",,,,"0.0","0.0","0.00","5.1","61.4","0.42"
"Garrett Wilson","WR","NYJ","@PIT",,"0.0",,,,"0.2","1.2","0.01","4.9","55.6","0.35"
"Allen Lazard","WR","NYJ","@PIT",,"0.0",,,,"0.0","0.0","0.00","2.3","30.5","0.17"
"Mike Williams","WR","NYJ","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.6","8.1","0.04"
"Xavier Gipson","WR","NYJ","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Anthony Firkser","TE","NYJ","@PIT",,,,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Jeremy Ruckert","TE","NYJ","@PIT",,"0.0",,,,"0.0","0.0","0.00","1.0","8.9","0.06"
"Tyler Conklin","TE","NYJ","@PIT",,"0.0",,,,"0.0","0.0","0.00","2.3","21.3","0.12"
"Jalen Hurts","QB","PHI","@NYG","19.9","30.5","226.7","1.15","0.64","10.3","44.0","0.54",,"0.0",
"Saquon Barkley","RB","PHI","@NYG",,"0.0",,,,"17.6","85.3","0.62","2.5","17.3","0.09"
"Will Shipley","RB","PHI","@NYG",,"0.0",,,,"0.2","1.1","0.01",,"0.0",
"Kenneth Gainwell","RB","PHI","@NYG",,"0.0",,,,"2.2","9.9","0.07","0.7","5.0","0.02"
"Parris Campbell","WR","PHI","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.01"
"Devonta Smith","WR","PHI","@NYG",,"0.0",,,,"0.0","0.0","0.00","5.0","62.6","0.29"
"Johnny Wilson","WR","PHI","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.6","6.8","0.04"
"Jahan Dotson","WR","PHI","@NYG",,"0.0",,,,"0.2","1.3","0.01","1.6","18.3","0.11"
"A.J. Brown","WR","PHI","@NYG",,"0.0",,,,"0.0","0.0","0.00","5.8","79.2","0.40"
"Grant Calcaterra","TE","PHI","@NYG",,"0.0",,,,"0.0","0.0","0.00","3.0","30.7","0.16"
"Jack Stoll","TE","PHI","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.7","5.9","0.04"
"Russell Wilson","QB","PIT","NYJ","16.8","27.4","176.2","1.02","0.58","5.3","23.2","0.20",,"0.0",
"Justin Fields","QB","PIT","NYJ","0.7","1.1","7.3","0.04","0.02","1.0","4.3","0.06",,"0.0",
"Najee Harris","RB","PIT","NYJ",,"0.0",,,,"15.2","62.4","0.36","2.5","18.0","0.07"
"Jaylen Warren","RB","PIT","NYJ",,"0.0",,,,"8.1","34.2","0.17","2.8","19.2","0.07"
"Aaron Shampklin","RB","PIT","NYJ",,,,,,"0.4","1.6","0.01","0.1","0.4","0.00"
"Jonathan Ward","RB","PIT","NYJ",,,,,,"0.4","1.6","0.01",,"0.0",
"Scott Miller","WR","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.2","1.9","0.01"
"Van Jefferson","WR","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","1.5","19.8","0.11"
"Roman Wilson","WR","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.01"
"George Pickens","WR","PIT","NYJ",,"0.0",,,,"0.3","1.3","0.02","3.8","53.6","0.32"
"Calvin Austin III","WR","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","1.6","20.5","0.11"
"Connor Heyward","TE","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.7","6.9","0.05"
"Pat Freiermuth","TE","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","3.4","32.8","0.23"
"Darnell Washington","TE","PIT","NYJ",,"0.0",,,,"0.0","0.0","0.00","1.0","9.4","0.08"
"Brock Purdy","QB","SF","KC","21.2","32.3","256.6","1.52","0.71","4.2","19.8","0.14",,"0.0",
"Isaac Guerendo","RB","SF","KC",,"0.0",,,,"3.7","17.4","0.11","0.3","1.9","0.01"
"Jordan Mason","RB","SF","KC",,"0.0",,,,"15.8","73.7","0.60","1.7","13.0","0.06"
