"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Bucky Irving","TB","@NO","RB","5400","17.0","3.3","35.0","45.6","36209104","6.7","30.7"
"Tony Pollard","TEN","IND","RB","6000","16.7","1.8","27.5","33.0","36209082","6.0","30.8"
"Eagles ","PHI","CLE","DST","3400","9.5","1.8","16.0","19.7","36209873","3.1","17.3"
"Drake London","ATL","@CAR","WR","6700","17.9","1.7","25.2","32.7","36209300","6.5","32.5"
"Spencer Rattler","NO","TB","QB","4000","14.3","1.7","9.2","9.8","36209045","6.7","23.1"
"Bijan Robinson","ATL","@CAR","RB","6600","17.5","1.4","27.9","33.0","36209070","6.3","32.2"
"Chuba Hubbard","CAR","ATL","RB","6300","16.8","1.3","25.3","28.8","36209076","6.6","30.2"
"CeeDee Lamb","DAL","DET","WR","8600","21.3","1.3","14.8","16.3","36209278","8.2","37.7"
"Amon-Ra St. Brown","DET","@DAL","WR","8100","20.1","1.1","18.2","18.6","36209280","7.9","35.5"
"Chris Godwin","TB","@NO","WR","6900","17.7","1.0","19.6","20.0","36209296","6.6","32.0"
"Buccaneers ","TB","@NO","DST","2600","7.2","1.0","17.8","24.2","36209884","1.3","14.3"
"Lamar Jackson","BAL","WAS","QB","7800","24.9","0.9","18.5","21.6","36208992","12.9","38.7"
"Chargers ","LAC","@DEN","DST","3300","8.4","0.9","6.5","6.1","36209874","2.3","15.9"
"Titans ","TEN","IND","DST","2800","7.5","0.9","6.8","6.8","36209881","1.5","15.0"
"Texans ","HOU","@NE","DST","3600","8.9","0.8","7.5","6.4","36209871","2.8","16.3"
"J.K. Dobbins","LAC","@DEN","RB","6200","15.9","0.6","22.0","19.5","36209078","5.9","28.8"
"Jalen Hurts","PHI","CLE","QB","7200","22.8","0.6","11.3","12.5","36208994","11.9","35.7"
"Ravens ","BAL","WAS","DST","3000","7.5","0.6","10.3","9.7","36209879","1.3","15.0"
"Zay Flowers","BAL","WAS","WR","6500","16.4","0.5","14.8","16.3","36209304","5.5","30.9"
"Dak Prescott","DAL","DET","QB","6700","21.2","0.5","11.6","14.1","36208997","11.4","32.0"
"Will Levis","TEN","IND","QB","4800","15.5","0.5","4.8","4.6","36209018","7.5","24.4"
"Patriots ","NE","HOU","DST","2400","6.1","0.4","5.6","6.3","36209889","0.5","13.1"
"Raiders ","LV","PIT","DST","3000","7.2","0.2","3.6","2.0","36209878","1.3","14.2"
"Saints ","NO","TB","DST","2700","6.5","0.2","7.1","6.9","36209883","0.7","13.6"
"Diontae Johnson","CAR","ATL","WR","6100","15.1","0.1","22.5","27.2","36209312","5.1","28.5"
"Jake Ferguson","DAL","DET","TE","5000","13.0","0.1","29.2","33.2","36209662","4.6","23.8"
"Alvin Kamara","NO","TB","RB","7700","18.3","0.1","15.5","19.3","36209058","7.5","32.3"
"Saquon Barkley","PHI","CLE","RB","8200","19.3","0.1","9.7","7.4","36209054","7.4","34.4"
"Austin Ekeler","WAS","@BAL","RB","5600","14.2","0.1","14.0","11.8","36209096","4.7","27.4"
"Terry McLaurin","WAS","@BAL","WR","6400","15.8","0.1","11.5","12.2","36209306","5.1","29.7"
"Darnell Mooney","ATL","@CAR","WR","5300","13.5","0.0","20.5","23.9","36209330","4.1","26.0"
"Jayden Daniels","WAS","@BAL","QB","7300","22.4","-0.1","8.2","7.4","36208993","11.8","34.3"
"Packers ","GB","ARI","DST","3100","7.0","-0.2","2.7","2.0","36209876","1.1","14.1"
"Steelers ","PIT","@LV","DST","3700","8.0","-0.3","1.0","0.3","36209870","2.1","15.2"
"Justin Fields","PIT","@LV","QB","5800","17.6","-0.4","6.7","6.0","36209005","8.3","27.8"
"Najee Harris","PIT","@LV","RB","5800","14.1","-0.4","7.4","4.5","36209088","5.0","26.8"
"Cade Otton","TB","@NO","TE","3500","9.5","-0.5","21.7","20.0","36209684","2.7","18.0"
"Colts ","IND","@TEN","DST","3100","6.7","-0.5","2.8","2.8","36209877","0.8","13.8"
"Falcons ","ATL","@CAR","DST","3500","7.3","-0.6","1.2","0.6","36209872","1.3","14.7"
"Kirk Cousins","ATL","@CAR","QB","6200","18.5","-0.7","7.9","9.1","36209001","9.5","28.8"
"Derrick Henry","BAL","WAS","RB","8000","18.1","-0.8","7.7","8.5","36209056","5.8","33.9"
"Deshaun Watson","CLE","@PHI","QB","5100","15.0","-0.8","2.5","1.2","36209011","7.3","24.1"
"Ray-Ray McCloud III","ATL","@CAR","WR","4300","10.6","-0.9","15.7","19.4","36209366","2.9","21.5"
"Jahmyr Gibbs","DET","@DAL","RB","7000","16.0","-0.9","7.0","5.3","36209062","5.1","30.5"
"Jordan Love","GB","ARI","QB","6600","19.5","-0.9","5.2","3.9","36208998","10.1","29.8"
"Cardinals ","ARI","@GB","DST","2500","5.0","-0.9","0.9","0.5","36209886","-0.5","11.8"
"Broncos ","DEN","LAC","DST","3200","6.4","-0.9","2.2","0.7","36209875","0.9","13.2"
"Lions ","DET","@DAL","DST","2800","5.7","-0.9","1.8","0.7","36209882","-0.1","12.7"
"Josh Jacobs","GB","ARI","RB","6700","15.3","-1.0","9.8","7.4","36209068","5.1","29.2"
"Tank Dell","HOU","@NE","WR","6200","14.2","-1.0","7.3","3.6","36209310","4.4","28.2"
"Antonio Gibson","NE","HOU","RB","5300","12.5","-1.0","14.9","18.3","36209108","4.4","23.6"
"Panthers ","CAR","ATL","DST","2400","4.8","-1.0","2.5","1.8","36209888","-0.6","11.4"
"Browns ","CLE","@PHI","DST","2600","5.2","-1.0","3.8","2.7","36209885","-0.4","11.9"
"Andy Dalton","CAR","ATL","QB","5200","15.1","-1.1","3.6","3.7","36209009","7.2","24.0"
"Javonte Williams","DEN","LAC","RB","5500","12.8","-1.1","11.1","8.0","36209098","4.7","23.9"
"Ladd McConkey","LAC","@DEN","WR","4900","11.5","-1.2","17.2","21.2","36209348","3.4","22.2"
"Jayden Reed","GB","ARI","WR","7000","15.4","-1.5","13.5","13.6","36209294","4.7","30.4"
"Josh Downs","IND","@TEN","WR","5500","12.4","-1.5","5.6","5.0","36209324","4.2","23.3"
"Tre Tucker","LV","PIT","WR","4200","9.8","-1.5","20.0","24.4","36209370","2.5","20.3"
"Baker Mayfield","TB","@NO","QB","6500","18.6","-1.5","2.8","2.3","36208999","9.6","28.5"
"David Montgomery","DET","@DAL","RB","6500","14.3","-1.6","5.1","3.2","36209072","4.0","28.3"
"Stefon Diggs","HOU","@NE","WR","7400","16.0","-1.6","5.5","3.5","36209286","5.8","29.6"
"Zach Ertz","WAS","@BAL","TE","3700","8.7","-1.6","8.4","8.3","36209682","2.3","16.9"
"Commanders ","WAS","@BAL","DST","2500","4.4","-1.6","0.1","0.0","36209887","-1.2","11.1"
"Jalen Tolbert","DAL","DET","WR","5000","11.2","-1.7","10.0","10.0","36209342","3.0","22.4"
"Brock Bowers","LV","PIT","TE","6000","13.2","-1.7","14.4","13.9","36209654","4.7","23.3"
"Drake Maye","NE","HOU","QB","5000","13.9","-1.7","0.5","0.1","36209014","6.4","22.2"
"James Conner","ARI","@GB","RB","6800","14.7","-1.8","6.7","3.6","36209066","5.1","27.7"
"Alexander Mattison","LV","PIT","RB","5300","11.7","-1.8","6.2","2.5","36209106","3.9","22.6"
"Rashid Shaheed","NO","TB","WR","5600","12.3","-1.8","4.3","5.3","36209322","3.3","24.7"
"Xavier Legette","CAR","ATL","WR","4900","10.8","-1.9","5.6","1.3","36209350","2.9","21.7"
"Courtland Sutton","DEN","LAC","WR","5300","11.6","-1.9","8.7","8.4","36209332","3.3","22.2"
"Rico Dowdle","DAL","DET","RB","5900","12.6","-2.1","1.7","0.6","36209086","4.0","24.6"
"Trey McBride","ARI","@GB","TE","5700","12.1","-2.2","7.4","4.7","36209656","4.3","21.8"
"Amari Cooper","CLE","@PHI","WR","6000","12.7","-2.2","4.2","2.0","36209314","3.8","24.7"
"Jared Goff","DET","@DAL","QB","6400","17.6","-2.2","1.9","1.5","36209000","8.8","27.3"
"Joe Mixon","HOU","@NE","RB","6900","14.4","-2.2","2.1","0.4","36209064","5.1","26.8"
"Mike Evans","TB","@NO","WR","7300","15.3","-2.2","1.1","1.9","36209288","4.7","29.2"
"Jerome Ford","CLE","@PHI","RB","5600","11.8","-2.3","1.8","0.5","36209094","4.1","22.6"
"Kyle Pitts","ATL","@CAR","TE","4400","9.4","-2.4","5.9","3.5","36209668","2.2","18.6"
"Rashod Bateman","BAL","WAS","WR","4100","8.7","-2.4","3.4","2.1","36209372","1.6","18.7"
"Trey Sermon","IND","@TEN","RB","6000","12.5","-2.4","0.6","0.3","36209084","4.1","23.9"
"Kyler Murray","ARI","@GB","QB","6800","18.5","-2.5","2.3","1.5","36208996","9.3","29.4"
"Tucker Kraft","GB","ARI","TE","4800","10.1","-2.5","8.7","5.9","36209664","2.9","19.5"
"Bo Nix","DEN","LAC","QB","5400","14.2","-2.6","0.5","0.1","36209007","6.7","22.9"
"Cowboys ","DAL","DET","DST","2900","4.2","-2.6","0.0","0.0","36209880","-1.2","10.7"
"Hayden Hurst","LAC","@DEN","TE","2600","5.4","-2.7","4.0","4.1","36209718","0.8","11.6"
"DeAndre Hopkins","TEN","IND","WR","5100","10.3","-2.8","1.1","0.3","36209336","2.5","20.8"
"Ja'Tavion Sanders","CAR","ATL","TE","2600","5.2","-2.9","8.2","8.2","36209724","0.8","11.2"
"DJ Turner","LV","PIT","WR","3300","6.7","-2.9","5.3","6.3","36209414","0.9","15.1"
"Michael Wilson","ARI","@GB","WR","4600","9.1","-3.0","5.7","4.7","36209358","2.1","18.8"
"Jonathan Mingo","CAR","ATL","WR","3700","7.3","-3.0","1.1","0.3","36209388","1.3","15.8"
"Jameson Williams","DET","@DAL","WR","5800","11.5","-3.0","3.2","3.6","36209318","2.8","24.0"
"Dalton Schultz","HOU","@NE","TE","4100","8.1","-3.0","2.3","1.7","36209674","1.9","16.0"
"Joe Flacco","IND","@TEN","QB","6000","15.5","-3.0","1.0","0.3","36209003","7.4","24.6"
"Michael Pittman Jr.","IND","@TEN","WR","6300","12.5","-3.0","0.5","0.3","36209308","4.1","23.6"
"Ja'Lynn Polk","NE","HOU","WR","3600","7.0","-3.1","1.0","0.6","36209396","1.3","14.9"
"A.J. Brown","PHI","CLE","WR","7800","15.3","-3.1","3.0","1.3","36209284","5.1","28.4"
"KaVontae Turpin","DAL","DET","WR","3800","7.4","-3.2","3.0","5.3","36209384","1.1","16.7"
"DeVonta Smith","PHI","CLE","WR","6800","13.3","-3.2","3.9","1.2","36209298","4.2","25.7"
"Pat Freiermuth","PIT","@LV","TE","4300","8.1","-3.5","1.5","0.6","36209670","2.0","15.7"
"Tyjae Spears","TEN","IND","RB","5100","9.6","-3.5","0.9","0.3","36209116","2.6","20.0"
"Lil'Jordan Humphrey","DEN","LAC","WR","3200","5.8","-3.6","4.7","5.1","36209432","0.9","12.6"
"Sam LaPorta","DET","@DAL","TE","5500","10.3","-3.6","1.2","0.7","36209658","3.0","19.6"
"Juwan Johnson","NO","TB","TE","3100","5.6","-3.6","1.4","1.0","36209690","0.8","11.9"
"Calvin Ridley","TEN","IND","WR","5700","10.7","-3.6","0.5","0.3","36209320","2.5","22.3"
"Dontayvion Wicks","GB","ARI","WR","5200","9.6","-3.7","5.2","3.0","36209338","2.2","19.9"
"Xavier Hutchinson","HOU","@NE","WR","3300","5.8","-3.7","1.7","0.7","36209426","0.7","13.1"
"Hunter Henry","NE","HOU","TE","3800","6.8","-3.7","0.7","0.1","36209680","1.4","13.7"
"Justin Herbert","LAC","@DEN","QB","5500","13.3","-3.8","0.5","0.1","36209006","6.1","21.3"
"Noah Brown","WAS","@BAL","WR","3900","6.9","-3.8","0.3","0.1","36209380","1.0","15.1"
"Marvin Harrison Jr.","ARI","@GB","WR","7200","13.4","-3.9","0.7","0.3","36209290","3.9","25.8"
"Jerry Jeudy","CLE","@PHI","WR","5000","9.0","-3.9","0.9","0.3","36209346","2.2","18.4"
"Aidan O'Connell","LV","PIT","QB","4900","11.4","-3.9","0.5","0.1","36209016","5.0","18.6"
"Harrison Bryant","LV","PIT","TE","2500","4.0","-3.9","0.1","0.1","36209766","0.2","9.2"
"Quentin Johnston","LAC","@DEN","WR","4700","8.4","-3.9","0.5","0.3","36209356","1.7","17.8"
"Mark Andrews","BAL","WAS","TE","3900","6.8","-4.0","0.4","0.4","36209678","0.8","14.6"
"Romeo Doubs","GB","ARI","WR","5200","9.3","-4.0","1.2","0.5","36209334","2.1","19.6"
"Tyler Allgeier","ATL","@CAR","RB","5100","9.0","-4.1","0.5","0.3","36209118","2.0","19.8"
"Chris Olave","NO","TB","WR","6600","11.9","-4.1","0.8","0.3","36209302","3.5","23.1"
"Dallas Goedert","PHI","CLE","TE","5200","9.2","-4.1","1.1","0.3","36209660","2.6","17.7"
"George Pickens","PIT","@LV","WR","5900","10.6","-4.1","3.3","2.1","36209316","2.7","21.6"
"Chig Okonkwo","TEN","IND","TE","3300","5.4","-4.1","0.3","0.1","36209686","0.7","11.7"
"Elijah Moore","CLE","@PHI","WR","3300","5.4","-4.2","0.7","0.3","36209416","0.8","11.7"
"David Njoku","CLE","@PHI","TE","4200","7.2","-4.2","1.0","0.4","36209672","1.8","14.0"
"Emanuel Wilson","GB","ARI","RB","4300","7.3","-4.3","0.5","0.1","36209148","1.3","16.8"
"C.J. Stroud","HOU","@NE","QB","7000","17.3","-4.3","0.5","0.3","36208995","8.9","26.8"
"Joshua Palmer","LAC","@DEN","WR","4500","7.6","-4.3","0.5","0.3","36209362","1.6","16.0"
"Greg Dortch","ARI","@GB","WR","4300","7.1","-4.4","0.5","0.3","36209368","1.5","15.3"
"DeMario Douglas","NE","HOU","WR","4400","7.3","-4.4","0.7","0.7","36209364","1.6","15.0"
"Tim Patrick","DET","@DAL","WR","3300","5.1","-4.5","0.3","0.1","36209410","0.3","12.0"
"Austin Hooper","NE","HOU","TE","2800","4.1","-4.5","0.1","0.0","36209700","0.3","9.4"
"Van Jefferson","PIT","@LV","WR","3100","4.6","-4.5","0.4","0.3","36209438","0.2","10.9"
"Troy Franklin","DEN","LAC","WR","3000","4.3","-4.6","0.2","0.4","36209526","0.3","10.3"
"Justice Hill","BAL","WAS","RB","5200","8.6","-4.7","0.5","0.3","36209112","2.1","18.6"
"Nelson Agholor","BAL","WAS","WR","3500","5.3","-4.7","0.3","0.1","36209398","0.4","12.4"
"Josh Whyle","TEN","IND","TE","2500","3.1","-4.8","0.4","0.0","36209798","0.0","7.9"
"Jalen McMillan","TB","@NO","WR","3600","5.3","-4.9","0.3","0.1","36209392","0.4","12.3"
"Tyler Boyd","TEN","IND","WR","4100","6.2","-4.9","0.3","0.1","36209374","1.0","13.7"
"Miles Sanders","CAR","ATL","RB","4800","7.5","-5.0","0.5","0.1","36209126","1.8","16.3"
"Mo Alie-Cox","IND","@TEN","TE","2600","3.1","-5.0","0.0","0.0","36209722","0.0","8.0"
"Tyreik McAllister","LV","PIT","WR","3000","3.9","-5.1","0.1","0.0","36209498","0.0","10.0"
"Will Dissly","LAC","@DEN","TE","2700","3.2","-5.1","0.2","0.2","36209706","0.0","7.7"
"Jaleel McLaughlin","DEN","LAC","RB","4400","6.6","-5.2","0.3","0.1","36209144","1.4","14.3"
"Calvin Austin III","PIT","@LV","WR","3300","4.3","-5.3","0.0","0.0","36209418","0.1","10.1"
"Isaiah Likely","BAL","WAS","TE","4500","6.5","-5.4","0.4","0.3","36209666","0.9","13.7"
"Jalen Brooks","DAL","DET","WR","3300","4.1","-5.4","0.0","0.0","36209422","0.0","10.3"
"Lucas Krull","DEN","LAC","TE","2500","2.6","-5.4","0.0","0.0","36209778","0.0","6.6"
"Tyler Goodson","IND","@TEN","RB","5400","8.3","-5.4","0.5","0.1","36209102","1.9","17.5"
"Cade Stover","HOU","@NE","TE","2600","2.6","-5.5","0.0","0.0","36209720","0.0","6.9"
"Jeremy McNichols","WAS","@BAL","RB","4500","6.4","-5.5","1.1","0.5","36209138","1.1","15.1"
"Ben Sims","GB","ARI","TE","2500","2.3","-5.7","0.0","0.0","36209854","0.0","6.3"
"Adonai Mitchell","IND","@TEN","WR","3900","5.0","-5.7","0.8","0.4","36209382","0.2","12.4"
"JaMycal Hasty","NE","HOU","RB","4000","5.2","-5.7","0.3","0.1","36209236","0.8","12.1"
"Jaylen Warren","PIT","@LV","RB","5000","7.3","-5.7","0.5","0.1","36209114","1.6","15.8"
"Adam Trautman","DEN","LAC","TE","2600","2.4","-5.8","0.0","0.0","36209714","0.0","6.4"
"Sean Tucker","TB","@NO","RB","4000","5.1","-5.8","0.3","0.1","36209226","0.6","12.4"
"Christian Watson","GB","ARI","WR","4800","6.6","-5.9","0.3","0.1","36209354","0.4","13.3"
"Kylen Granson","IND","@TEN","TE","2500","2.1","-5.9","0.0","0.0","36209790","0.0","5.9"
"Ameer Abdullah","LV","PIT","RB","4500","6.0","-5.9","0.3","0.1","36209140","1.2","13.2"
"Luke McCaffrey","WAS","@BAL","WR","3700","4.4","-5.9","0.0","0.0","36209390","0.3","10.3"
"Will Mallory","IND","@TEN","TE","2500","2.0","-6.0","0.0","0.0","36209792","0.0","5.6"
"Darnell Washington","PIT","@LV","TE","2700","2.3","-6.0","0.0","0.0","36209710","0.0","6.2"
"Jordan Akins","CLE","@PHI","TE","3000","2.9","-6.1","0.0","0.0","36209692","0.0","7.0"
"Nate Adkins","DEN","LAC","TE","2500","1.9","-6.1","0.0","0.0","36209784","0.0","5.3"
"Mason Tipton","NO","TB","WR","3100","3.0","-6.2","0.0","0.0","36209444","0.0","7.9"
"Olamide Zaccheaus","WAS","@BAL","WR","3500","3.8","-6.2","0.0","0.0","36209400","0.0","9.7"
"Charlie Kolar","BAL","WAS","TE","2800","2.2","-6.3","0.0","0.0","36209702","0.0","6.6"
"Ian Thomas","CAR","ATL","TE","2500","1.6","-6.4","0.0","0.0","36209750","0.0","4.7"
"Marvin Mims Jr.","DEN","LAC","WR","3100","2.8","-6.4","0.0","0.0","36209440","0.0","7.7"
"Foster Moreau","NO","TB","TE","2900","2.4","-6.4","0.0","0.0","36209694","0.0","6.4"
"Connor Heyward","PIT","@LV","TE","2600","1.8","-6.4","0.0","0.0","36209726","0.0","4.9"
"Brock Wright","DET","@DAL","TE","2700","1.9","-6.5","0.0","0.0","36209704","0.0","5.4"
"Alec Pierce","IND","@TEN","WR","5400","7.2","-6.5","0.5","0.3","36209328","0.9","16.1"
"Drew Ogletree","IND","@TEN","TE","2500","1.5","-6.5","0.0","0.0","36209788","0.0","4.7"
"D'Onta Foreman","CLE","@PHI","RB","4300","4.9","-6.6","0.0","0.0","36209146","0.7","11.9"
"Ezekiel Elliott","DAL","DET","RB","4400","5.2","-6.6","0.3","0.1","36209142","0.7","12.5"
"K.J. Osborn","NE","HOU","WR","3300","3.0","-6.6","0.0","0.0","36209420","0.0","7.5"
"Treylon Burks","TEN","IND","WR","3200","2.7","-6.7","0.0","0.0","36209430","0.0","7.9"
"Jalen Coker","CAR","ATL","WR","3000","2.1","-6.9","0.0","0.0","36209470","0.0","6.0"
"Charlie Woerner","ATL","@CAR","TE","2500","1.0","-7.0","0.0","0.0","36209756","0.0","3.5"
"Feleipe Franks","CAR","ATL","TE","2500","1.0","-7.0","0.0","0.0","36209748","0.0","3.3"
"Luke Schoonmaker","DAL","DET","TE","2800","1.6","-7.0","0.0","0.0","36209698","0.0","4.9"
"Jordan Matthews","CAR","ATL","TE","2500","0.9","-7.1","0.0","0.0","36209752","0.0","3.3"
"Hassan Haskins","LAC","@DEN","RB","4000","3.8","-7.1","0.0","0.0","36209194","0.2","9.6"
"Grant Calcaterra","PHI","CLE","TE","2700","1.2","-7.1","0.0","0.0","36209708","0.0","3.9"
"Elijah Higgins","ARI","@GB","TE","3200","2.1","-7.2","0.0","0.0","36209688","0.0","5.8"
"Nick Vannett","TEN","IND","TE","2500","0.8","-7.2","0.0","0.0","36209800","0.0","2.9"
"Ben Sinnott","WAS","@BAL","TE","2500","0.8","-7.2","0.0","0.0","36209734","0.0","3.0"
"Brevyn Spann-Ford","DAL","DET","TE","2500","0.7","-7.3","0.0","0.0","36209742","0.0","2.4"
"Devaughn Vele","DEN","LAC","WR","3000","1.7","-7.3","0.0","0.0","36209528","0.0","4.9"
"Kalif Raymond","DET","@DAL","WR","3200","2.0","-7.3","0.0","0.0","36209434","0.0","6.2"
"John Metchie III","HOU","@NE","WR","3000","1.7","-7.3","0.0","0.0","36209606","0.0","5.2"
"Ashton Dulin","IND","@TEN","WR","3000","1.7","-7.3","0.0","0.0","36209534","0.0","6.0"
"Payne Durham","TB","@NO","TE","2500","0.6","-7.3","0.0","0.0","36209816","0.0","2.3"
"Alex Bachman","LV","PIT","WR","3000","1.5","-7.4","0.0","0.0","36209500","0.0","4.8"
"Kendrick Bourne","NE","HOU","WR","3800","3.2","-7.4","0.0","0.0","36209386","0.0","8.0"
"John Bates","WAS","@BAL","TE","2600","0.8","-7.4","0.0","0.0","36209716","0.0","2.9"
"Hunter Luepke","DAL","DET","RB","4000","3.5","-7.5","0.0","0.0","36209170","0.1","8.5"
"Jack Stoll","PHI","CLE","TE","2500","0.5","-7.5","0.0","0.0","36209806","0.0","1.8"
"Kayshon Boutte","NE","HOU","WR","3100","1.6","-7.6","0.0","0.0","36209446","0.0","5.0"
"Tip Reiman","ARI","@GB","TE","2500","0.3","-7.7","0.0","0.0","36209846","0.0","1.0"
"Geoff Swaim","CLE","@PHI","TE","2500","0.2","-7.7","0.0","0.0","36209812","0.0","0.9"
"Eric Tomlinson","LAC","@DEN","TE","2500","0.2","-7.7","0.0","0.0","36209772","0.0","0.9"
"Emari Demercado","ARI","@GB","RB","4000","3.1","-7.8","0.0","0.0","36209248","0.0","8.0"
