"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Jonnu Smith","TE","MIA","@CLE","5700","0.3%","0.4%","0.5%","6800","0.5%"
"Adam Thielen","WR","CAR","@TB","5700","13.8%","15.3%","16.2%","6200","19.5%"
"Bryce Young","QB","CAR","@TB","5600","10.7%","9.4%","8.6%","7100","3.6%"
"Alexander Mattison","RB","LV","@NO","5600","1.1%","2.3%","3.1%","5700","9.8%"
"Khalil Shakir","WR","BUF","NYJ","5600","3.7%","5.2%","6.2%","6500","5.7%"
"Kenny Pickett","QB","PHI","DAL","5500","0.3%","0.5%","0.6%","6600","0.5%"
"Kendre Miller","RB","NO","LV","5500","2.8%","4.2%","5.1%","6200","6.3%"
"Calvin Ridley","WR","TEN","@JAX","5500","24.3%","21.7%","19.9%","6300","21.5%"
"Cooper Rush","QB","DAL","@PHI","5400","0.3%","0.4%","0.5%","7000","0.5%"
"Tyjae Spears","RB","TEN","@JAX","5400","53.1%","44.0%","38.0%","5800","46.2%"
"Spencer Rattler","QB","NO","LV","5300","0.3%","0.3%","0.4%","6900","0.6%"
"Travis Etienne Jr.","RB","JAX","TEN","5300","0.3%","1.1%","1.7%","6000","1.3%"
"Mac Jones","QB","JAX","TEN","5200","0.8%","1.7%","2.3%","6600","1.4%"
"Tank Bigsby","RB","JAX","TEN","5200","0.3%","0.4%","0.5%","6100","0.6%"
"Aidan O'Connell","QB","LV","@NO","5100","2.4%","3.3%","3.9%","6800","3.6%"
"Ameer Abdullah","RB","LV","@NO","5100","0.1%","0.7%","1.1%","5600","1.0%"
"Romeo Doubs","WR","GB","@MIN","5100","10.7%","10.3%","10.0%","5600","11.1%"
"Mason Rudolph","QB","TEN","@JAX","5000","3.6%","3.9%","4.1%","6700","2.4%"
"Braelon Allen","RB","NYJ","@BUF","5000","0.0%","0.0%","0.0%","5000","0.0%"
"Amari Cooper","WR","BUF","NYJ","5000","0.3%","0.4%","0.5%","5500","0.5%"
"Joe Flacco","QB","IND","@NYG","4900","13.7%","12.2%","11.2%","6000","8.8%"
"Drew Lock","QB","NYG","IND","4900","0.5%","1.0%","1.3%","6500","0.5%"
"Cam Akers","RB","MIN","GB","4900","0.0%","0.0%","0.0%","5200","0.0%"
"Dorian Thompson-Robinson","QB","CLE","MIA","4800","0.5%","0.8%","1.0%","6400","0.6%"
"Jamaal Williams","RB","NO","LV","4800","0.1%","0.2%","0.3%","5400","0.3%"
"Josh Downs","WR","IND","@NYG","4800","46.2%","40.6%","36.9%","6100","30.8%"
"Raheem Mostert","RB","MIA","@CLE","4700","0.1%","0.2%","0.3%","5100","0.5%"
"Ty Johnson","RB","BUF","NYJ","4700","0.0%","0.0%","0.0%","5400","0.3%"
"Michael Pittman Jr.","WR","IND","@NYG","4700","25.1%","23.7%","22.8%","5900","15.5%"
"Alec Pierce","WR","IND","@NYG","4700","0.3%","0.4%","0.5%","5600","0.5%"
"Kenneth Gainwell","RB","PHI","DAL","4600","0.1%","0.2%","0.3%","4800","0.3%"
"Ezekiel Elliott","RB","DAL","@PHI","4600","0.0%","0.0%","0.0%","5300","0.0%"
"Jalen McMillan","WR","TB","CAR","4600","11.3%","12.6%","13.5%","5900","9.2%"
"Brandin Cooks","WR","DAL","@PHI","4600","1.3%","1.4%","1.5%","5800","1.5%"
"Isaiah Davis","RB","NYJ","@BUF","4500","0.0%","0.0%","0.0%","4900","0.0%"
"T.J. Hockenson","TE","MIN","GB","4500","29.7%","27.1%","25.4%","5700","21.7%"
"Nick Westbrook-Ikhine","WR","TEN","@JAX","4500","0.3%","0.4%","0.5%","5500","0.3%"
"Keon Coleman","WR","BUF","NYJ","4500","0.1%","0.2%","0.3%","5400","0.3%"
"Sean Tucker","RB","TB","CAR","4400","0.0%","0.0%","0.0%","4700","0.0%"
"Chris Brooks","RB","GB","@MIN","4400","0.0%","0.0%","0.0%","4900","0.0%"
"Wan'Dale Robinson","WR","NYG","IND","4400","7.9%","8.7%","9.2%","5300","5.5%"
"Xavier Legette","WR","CAR","@TB","4400","0.9%","1.1%","1.2%","4900","5.2%"
"Pierre Strong Jr.","RB","CLE","MIA","4300","0.0%","0.0%","0.0%","4500","0.0%"
"Ty Chandler","RB","MIN","GB","4300","0.0%","0.0%","0.0%","4500","0.0%"
"Dalton Kincaid","TE","BUF","NYJ","4300","2.9%","5.1%","6.5%","5800","3.1%"
"Jalen Coker","WR","CAR","@TB","4300","3.5%","4.5%","5.2%","5100","8.5%"
"Elijah Moore","WR","CLE","MIA","4300","0.1%","0.3%","0.4%","5400","0.3%"
"Devin Singletary","RB","NYG","IND","4200","0.1%","0.2%","0.3%","5200","0.3%"
"Ray Davis","RB","BUF","NYJ","4200","0.1%","0.2%","0.3%","5500","0.3%"
"Marquez Valdes-Scantling","WR","NO","LV","4200","0.3%","0.7%","0.9%","5800","0.5%"
"Parker Washington","WR","JAX","TEN","4200","0.3%","0.4%","0.5%","5500","0.5%"
"Emanuel Wilson","RB","GB","@MIN","4100","0.0%","0.0%","0.0%","5300","0.0%"
"Jaylen Wright","RB","MIA","@CLE","4100","0.0%","0.0%","0.0%","4600","0.0%"
"Jalen Tolbert","WR","DAL","@PHI","4100","0.1%","0.2%","0.3%","5200","0.3%"
"David Moore","WR","CAR","@TB","4100","0.0%","0.1%","0.1%","4900","0.1%"
"Tyler Huntley","QB","MIA","@CLE","4000","8.8%","8.3%","7.9%","6000","2.9%"
"Raheem Blackshear","RB","CAR","@TB","4000","2.0%","2.8%","3.4%","4500","6.9%"
"Mike Boone","RB","CAR","@TB","4000","1.5%","2.3%","2.8%","4600","3.8%"
"Julius Chestnut","RB","TEN","@JAX","4000","0.1%","0.2%","0.3%","4200","0.3%"
"Jordan Mims","RB","NO","LV","4000","0.0%","0.0%","0.0%","4300","0.2%"
"Trey Sermon","RB","IND","@NYG","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Tyler Goodson","RB","IND","@NYG","4000","0.0%","0.0%","0.0%","4400","0.0%"
"D'Onta Foreman","RB","CLE","MIA","4000","0.0%","0.0%","0.0%","4700","0.0%"
"D'Ernest Johnson","RB","JAX","TEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Hunter Luepke","RB","DAL","@PHI","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Alec Ingold","RB","MIA","@CLE","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Jeff Wilson Jr.","RB","MIA","@CLE","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Eric Gray","RB","NYG","IND","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Velus Jones Jr.","RB","CAR","@TB","4000","0.0%","0.0%","0.0%","4000","0.0%"
"C.J. Ham","RB","MIN","GB","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Joshua Kelley","RB","TEN","@JAX","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Adam Prentice","RB","NO","LV","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Dylan Laube","RB","LV","@NO","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Brenton Strange","TE","JAX","TEN","4000","0.5%","1.2%","1.7%","5100","3.7%"
"Allen Lazard","WR","NYJ","@BUF","4000","0.1%","0.2%","0.3%","5000","0.3%"
"Malik Washington","WR","MIA","@CLE","4000","0.1%","0.2%","0.3%","5100","0.3%"
"Tucker Kraft","TE","GB","@MIN","3900","7.6%","8.9%","9.8%","5200","11.2%"
"Dontayvion Wicks","WR","GB","@MIN","3900","23.3%","19.8%","17.5%","5200","12.9%"
"Tre Tucker","WR","LV","@NO","3800","0.1%","0.4%","0.5%","5000","0.4%"
"Adonai Mitchell","WR","IND","@NYG","3800","0.1%","0.2%","0.3%","5000","0.3%"
"Jake Ferguson","TE","DAL","@PHI","3700","20.4%","18.4%","17.0%","5500","6.0%"
"Mack Hollins","WR","BUF","NYJ","3700","0.0%","0.0%","0.0%","4900","0.0%"
"Bills ","DST","BUF","NYJ","3600","0.9%","1.8%","2.5%","4500","4.0%"
"Chig Okonkwo","TE","TEN","@JAX","3600","18.8%","17.4%","16.5%","5400","6.2%"
"Colts ","DST","IND","@NYG","3500","4.8%","5.8%","6.5%","4900","3.2%"
"Juwan Johnson","TE","NO","LV","3500","1.0%","2.4%","3.3%","5200","1.4%"
"Tyler Boyd","WR","TEN","@JAX","3500","0.1%","0.2%","0.3%","4800","0.3%"
"Buccaneers ","DST","TB","CAR","3400","2.9%","3.5%","3.8%","4800","1.4%"
"KaVontae Turpin","WR","DAL","@PHI","3400","1.0%","1.3%","1.5%","4900","0.9%"
"Vikings ","DST","MIN","GB","3300","0.1%","0.2%","0.3%","4300","0.3%"
"Darius Slayton","WR","NYG","IND","3300","0.1%","0.2%","0.3%","4900","0.3%"
"Jalen Nailor","WR","MIN","GB","3300","0.0%","0.0%","0.0%","4700","0.0%"
"Dolphins ","DST","MIA","@CLE","3200","13.8%","13.1%","12.7%","4700","8.4%"
"Tommy Tremble","TE","CAR","@TB","3200","0.1%","0.1%","0.1%","4800","0.0%"
"Cedrick Wilson Jr.","WR","NO","LV","3200","0.1%","0.1%","0.2%","4800","0.0%"
"Ashton Dulin","WR","IND","@NYG","3200","0.0%","0.0%","0.0%","4100","0.0%"
"River Cracraft","WR","MIA","@CLE","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Eagles ","DST","PHI","DAL","3100","15.2%","15.1%","15.1%","5000","3.6%"
"Grant Calcaterra","TE","PHI","DAL","3100","0.0%","0.1%","0.1%","4700","0.1%"
"Kevin Austin Jr.","WR","NO","LV","3100","0.1%","0.4%","0.7%","4700","0.3%"
"Michael Woods II","WR","CLE","MIA","3100","0.0%","0.0%","0.0%","4800","0.0%"
"Jahan Dotson","WR","PHI","DAL","3100","0.0%","0.0%","0.0%","4500","0.0%"
"Jaguars ","DST","JAX","TEN","3000","3.5%","4.8%","5.7%","3600","11.9%"
"Foster Moreau","TE","NO","LV","3000","0.5%","1.3%","1.9%","5100","0.4%"
"Dawson Knox","TE","BUF","NYJ","3000","0.0%","0.0%","0.0%","4800","0.0%"
"Ryan Miller","WR","TB","CAR","3000","1.0%","1.8%","2.3%","4300","7.9%"
"Dante Pettis","WR","NO","LV","3000","0.5%","0.8%","1.0%","4600","0.3%"
"Ryan Flournoy","WR","DAL","@PHI","3000","0.0%","0.0%","0.0%","4000","0.1%"
"Josh Reynolds","WR","JAX","TEN","3000","0.0%","0.0%","0.0%","4800","0.0%"
"Devin Duvernay","WR","JAX","TEN","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Trey Palmer","WR","TB","CAR","3000","0.0%","0.0%","0.0%","4700","0.0%"
"Rakim Jarrett","WR","TB","CAR","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Jonathan Mingo","WR","DAL","@PHI","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Bryce Oliver","WR","TEN","@JAX","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Trent Sherfield Sr.","WR","MIN","GB","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Malik Heath","WR","GB","@MIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bo Melton","WR","GB","@MIN","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Dee Eskridge","WR","MIA","@CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Xavier Gipson","WR","NYJ","@BUF","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Deven Thompkins","WR","CAR","@TB","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Jalin Hyatt","WR","NYG","IND","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Mason Kinsey","WR","TEN","@JAX","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Brandon Powell","WR","MIN","GB","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Ainias Smith","WR","PHI","DAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Terrace Marshall Jr.","WR","LV","@NO","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Johnny Wilson","WR","PHI","DAL","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Jamari Thrash","WR","CLE","MIA","3000","0.0%","0.0%","0.0%","4200","0.0%"
"James Proche II","WR","CLE","MIA","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Tim Jones","WR","JAX","TEN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Ramel Keyton","WR","LV","@NO","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Tyrell Shavers","WR","BUF","NYJ","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Kameron Johnson","WR","TB","CAR","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Erik Ezukanma","WR","MIA","@CLE","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Saints ","DST","NO","LV","2900","2.7%","3.4%","3.9%","4000","4.5%"
"Payne Durham","TE","TB","CAR","2900","12.7%","10.7%","9.4%","4600","3.4%"
"Tyler Conklin","TE","NYJ","@BUF","2900","1.1%","1.6%","2.0%","4900","0.3%"
"Titans ","DST","TEN","@JAX","2800","2.4%","3.7%","4.6%","4100","1.7%"
"Daniel Bellinger","TE","NYG","IND","2800","0.5%","0.7%","0.8%","4800","0.3%"
"Ja'Tavion Sanders","TE","CAR","@TB","2800","0.0%","0.0%","0.0%","4600","0.0%"
"Packers ","DST","GB","@MIN","2700","1.6%","2.2%","2.5%","4200","1.1%"
"Jordan Akins","TE","CLE","MIA","2700","1.6%","2.4%","2.9%","4900","0.3%"
"Michael Mayer","TE","LV","@NO","2700","0.1%","0.3%","0.4%","4600","0.1%"
"Luke Schoonmaker","TE","DAL","@PHI","2700","0.0%","0.0%","0.0%","4700","0.0%"
"Raiders ","DST","LV","@NO","2600","26.8%","22.8%","20.2%","3200","31.5%"
"Josh Oliver","TE","MIN","GB","2600","0.0%","0.0%","0.0%","4800","0.0%"
"Josh Whyle","TE","TEN","@JAX","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Jeremy Ruckert","TE","NYJ","@BUF","2600","0.0%","0.0%","0.0%","4500","0.0%"
"Cowboys ","DST","DAL","@PHI","2500","0.6%","1.1%","1.4%","3800","0.5%"
"Johnny Mundt","TE","MIN","GB","2500","0.0%","0.0%","0.0%","4600","0.0%"
"Nick Vannett","TE","TEN","@JAX","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Mo Alie-Cox","TE","IND","@NYG","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Luke Musgrave","TE","GB","@MIN","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Kenny Yeboah","TE","NYJ","@BUF","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Harrison Bryant","TE","LV","@NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Julian Hill","TE","MIA","@CLE","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Blake Whiteheart","TE","CLE","MIA","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Kylen Granson","TE","IND","@NYG","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Drew Ogletree","TE","IND","@NYG","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Brevyn Spann-Ford","TE","DAL","@PHI","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Luke Farrell","TE","JAX","TEN","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Greg Dulcich","TE","NYG","IND","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Durham Smythe","TE","MIA","@CLE","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Quintin Morris","TE","BUF","NYJ","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Will Mallory","TE","IND","@NYG","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ben Sims","TE","GB","@MIN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"David Martin-Robinson","TE","TEN","@JAX","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Manhertz","TE","NYG","IND","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Josiah Deguara","TE","JAX","TEN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"John Samuel Shenker","TE","LV","@NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"John FitzPatrick","TE","GB","@MIN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Dallin Holker","TE","NO","LV","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Feleipe Franks","TE","CAR","@TB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ko Kieft","TE","TB","CAR","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Devin Culp","TE","TB","CAR","2500","0.0%","0.0%","0.0%","4000","0.0%"
"C.J. Uzomah","TE","PHI","DAL","2500","0.0%","0.0%","0.0%","4100","0.0%"
"E.J. Jenkins","TE","PHI","DAL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Princeton Fant","TE","DAL","@PHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Brenden Bates","TE","CLE","MIA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Browns ","DST","CLE","MIA","2400","20.2%","17.1%","15.0%","3500","17.4%"
"Giants ","DST","NYG","IND","2300","4.5%","4.7%","4.8%","3300","6.7%"
"Panthers ","DST","CAR","@TB","2200","0.1%","0.5%","0.7%","3000","2.7%"
"Jets ","DST","NYJ","@BUF","2100","0.1%","0.2%","0.2%","3900","0.3%"
