"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Isaiah Likely","TE","BAL","@CIN",,"0.0",,,,"0.0","0.0","0.00","2.6","30.3","0.20"
"Charlie Kolar","TE","BAL","@CIN",,"0.0",,,,"0.0","0.0","0.00","0.3","3.5","0.03"
"Josh Allen","QB","BUF","@HOU","20.8","31.7","229.5","1.37","0.74","6.9","34.7","0.44",,"0.0",
"Ty Johnson","RB","BUF","@HOU",,"0.0",,,,"2.2","9.3","0.06","1.4","11.6","0.06"
"Reggie Gilliam","RB","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Ray Davis","RB","BUF","@HOU",,"0.0",,,,"4.3","18.1","0.11","0.4","2.8","0.01"
"James Cook","RB","BUF","@HOU",,"0.0",,,,"15.0","65.3","0.43","3.1","24.8","0.13"
"Tyrell Shavers","WR","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Keon Coleman","WR","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","3.0","43.3","0.24"
"Mack Hollins","WR","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","2.0","28.1","0.16"
"Curtis Samuel","WR","BUF","@HOU",,"0.0",,,,"1.0","5.1","0.07","3.3","34.7","0.21"
"Marquez Valdes-Scantling","WR","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","1.1","17.9","0.11"
"Dawson Knox","TE","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","1.5","15.7","0.14"
"Dalton Kincaid","TE","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","4.7","48.2","0.29"
"Quintin Morris","TE","BUF","@HOU",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Andy Dalton","QB","CAR","@CHI","21.1","33.0","221.3","1.14","0.83","1.9","6.1","0.04",,"0.0",
"Miles Sanders","RB","CAR","@CHI",,"0.0",,,,"6.5","26.3","0.14","2.0","13.5","0.05"
"Chuba Hubbard","RB","CAR","@CHI",,"0.0",,,,"16.7","68.4","0.46","3.3","23.7","0.08"
"Raheem Blackshear","RB","CAR","@CHI",,"0.0",,,,"0.7","3.0","0.02","0.1","0.5","0.00"
"Xavier Legette","WR","CAR","@CHI",,"0.0",,,,"0.4","1.9","0.02","3.7","47.0","0.22"
"Jonathan Mingo","WR","CAR","@CHI",,"0.0",,,,"0.4","1.9","0.02","2.6","28.8","0.14"
"David Moore","WR","CAR","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.2","2.5","0.02"
"Jalen Coker","WR","CAR","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.2","2.5","0.01"
"Diontae Johnson","WR","CAR","@CHI",,"0.0",,,,"0.1","0.6","0.01","5.7","70.4","0.40"
"Feleipe Franks","TE","CAR","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Tommy Tremble","TE","CAR","@CHI",,"0.0",,,,"0.0","0.0","0.00","2.2","21.4","0.16"
"Ja'Tavion Sanders","TE","CAR","@CHI",,"0.0",,,,"0.0","0.0","0.00","1.1","10.5","0.06"
"Caleb Williams","QB","CHI","CAR","20.0","31.3","212.3","1.33","0.69","4.4","18.5","0.19",,"0.0",
"D'Andre Swift","RB","CHI","CAR",,"0.0",,,,"15.2","62.8","0.50","2.5","16.7","0.07"
"Roschon Johnson","RB","CHI","CAR",,"0.0",,,,"7.3","30.4","0.20","1.4","9.6","0.04"
"Khalil Herbert","RB","CHI","CAR",,"0.0",,,,"2.4","10.3","0.07","0.1","0.8","0.00"
"DeAndre Carter","WR","CHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.01"
"DJ Moore","WR","CHI","CAR",,"0.0",,,,"0.5","2.8","0.04","4.8","57.2","0.36"
"Keenan Allen","WR","CHI","CAR",,"0.0",,,,"0.0","0.0","0.00","4.9","56.2","0.35"
"Rome Odunze","WR","CHI","CAR",,"0.0",,,,"0.3","1.4","0.02","2.7","36.5","0.23"
"Cole Kmet","TE","CHI","CAR",,"0.0",,,,"0.0","0.0","0.00","3.0","29.5","0.22"
"Marcedes Lewis","TE","CHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Gerald Everett","TE","CHI","CAR",,"0.0",,,,"0.0","0.0","0.00","0.5","4.1","0.03"
"Joe Burrow","QB","CIN","BAL","24.7","37.1","269.4","1.70","0.79","3.4","13.0","0.14",,"0.0",
"Zack Moss","RB","CIN","BAL",,"0.0",,,,"11.0","45.5","0.37","2.9","21.2","0.12"
"Trayveon Williams","RB","CIN","BAL",,"0.0",,,,"0.4","1.6","0.01",,"0.0",
"Chase Brown","RB","CIN","BAL",,"0.0",,,,"7.9","33.5","0.24","2.0","14.6","0.06"
"Ja'Marr Chase","WR","CIN","BAL",,"0.0",,,,"0.2","1.0","0.02","6.2","76.6","0.48"
"Jermaine Burton","WR","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","0.1","1.6","0.01"
"Tee Higgins","WR","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","4.4","61.8","0.36"
"Trenton Irwin","WR","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Charlie Jones","WR","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Andrei Iosivas","WR","CIN","BAL",,"0.0",,,,"0.1","0.5","0.01","2.8","31.9","0.23"
"Mike Gesicki","TE","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","3.0","31.1","0.24"
"Drew Sample","TE","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","0.7","6.0","0.05"
"Tanner Hudson","TE","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Erick All","TE","CIN","BAL",,"0.0",,,,"0.0","0.0","0.00","2.3","21.9","0.12"
"Jameis Winston","QB","CLE","@WAS",,"0.0",,,,"0.2","0.0","0.03",,"0.0",
"Deshaun Watson","QB","CLE","@WAS","20.0","32.7","219.1","1.30","0.72","5.1","28.2","0.18",,"0.0",
"Gary Brightwell","RB","CLE","@WAS",,"0.0",,,,"0.7","2.9","0.02",,"0.0",
"Jerome Ford","RB","CLE","@WAS",,"0.0",,,,"13.9","58.2","0.37","3.2","21.5","0.13"
"D'Onta Foreman","RB","CLE","@WAS",,"0.0",,,,"7.9","32.7","0.19","0.5","3.4","0.02"
"Elijah Moore","WR","CLE","@WAS",,"0.0",,,,"0.2","1.2","0.01","2.4","26.6","0.15"
"James Proche","WR","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Amari Cooper","WR","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","4.6","62.7","0.42"
"Jerry Jeudy","WR","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","3.8","47.8","0.25"
"Cedric Tillman","WR","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.6","6.6","0.04"
"David Njoku","TE","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","3.6","37.3","0.20"
"Blake Whiteheart","TE","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Jordan Akins","TE","CLE","@WAS",,"0.0",,,,"0.0","0.0","0.00","1.1","11.0","0.07"
"Dak Prescott","QB","DAL","@PIT","22.5","34.2","237.8","1.37","0.72","3.1","10.3","0.13",,"0.0",
"Hunter Luepke","RB","DAL","@PIT",,"0.0",,,,"1.2","4.8","0.04","1.5","11.1","0.05"
"Deuce Vaughn","RB","DAL","@PIT",,"0.0",,,,"2.3","9.3","0.05","0.1","0.9","0.00"
"Ezekiel Elliott","RB","DAL","@PIT",,"0.0",,,,"6.0","24.3","0.16","0.9","6.1","0.03"
"Rico Dowdle","RB","DAL","@PIT",,"0.0",,,,"11.4","46.6","0.28","2.0","14.4","0.07"
"Jalen Tolbert","WR","DAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","2.9","36.5","0.20"
"Ryan Flournoy","WR","DAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"CeeDee Lamb","WR","DAL","@PIT",,"0.0",,,,"1.3","6.7","0.08","6.3","78.3","0.43"
"KaVontae Turpin","WR","DAL","@PIT",,"0.0",,,,"0.7","3.7","0.04","1.5","17.8","0.13"
"Jalen Brooks","WR","DAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","1.3","16.9","0.10"
"Brevyn Spann-Ford","TE","DAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Jake Ferguson","TE","DAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","5.3","50.7","0.31"
"Luke Schoonmaker","TE","DAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.4","3.3","0.03"
"Bo Nix","QB","DEN","LV","19.0","30.2","184.9","1.05","0.76","6.2","28.8","0.29",,"0.0",
"Michael Burton","RB","DEN","LV",,"0.0",,,,"0.3","1.0","0.01","0.4","2.2","0.01"
"Jaleel McLaughlin","RB","DEN","LV",,"0.0",,,,"8.6","35.9","0.21","1.6","9.1","0.03"
"Blake Watson","RB","DEN","LV",,"0.0",,,,"1.0","4.3","0.02","0.1","0.7","0.00"
"Javonte Williams","RB","DEN","LV",,"0.0",,,,"12.9","52.2","0.33","2.8","16.2","0.06"
"Courtland Sutton","WR","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","4.6","56.1","0.35"
"Troy Franklin","WR","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","1.1","11.4","0.06"
"Josh Reynolds","WR","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","2.1","25.9","0.13"
"Marvin Mims Jr.","WR","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","0.4","4.3","0.02"
"Lil'Jordan Humphrey","WR","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","2.8","29.1","0.16"
"Nate Adkins","TE","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","0.7","5.7","0.04"
"Adam Trautman","TE","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","0.6","5.9","0.05"
"Greg Dulcich","TE","DEN","LV",,"0.0",,,,"0.0","0.0","0.00","1.9","18.4","0.13"
"Jordan Love","QB","GB","@LA","23.1","35.0","271.7","1.86","0.77","2.5","9.4","0.07",,"0.0",
"Chris Brooks","RB","GB","@LA",,"0.0",,,,"0.5","2.2","0.01",,"0.0",
"Josh Jacobs","RB","GB","@LA",,"0.0",,,,"14.8","64.7","0.52","2.8","20.8","0.12"
"Emanuel Wilson","RB","GB","@LA",,"0.0",,,,"7.6","33.7","0.21","1.5","10.8","0.07"
"Jayden Reed","WR","GB","@LA",,"0.0",,,,"1.0","7.8","0.11","5.7","74.4","0.49"
"Dontayvion Wicks","WR","GB","@LA",,"0.0",,,,"0.0","0.0","0.00","4.4","61.5","0.42"
"Malik Heath","WR","GB","@LA",,"0.0",,,,"0.0","0.0","0.00","1.6","19.5","0.16"
"Bo Melton","WR","GB","@LA",,"0.0",,,,"0.8","4.4","0.06","2.4","34.4","0.24"
"Ben Sims","TE","GB","@LA",,"0.0",,,,"0.0","0.0","0.00","0.7","7.5","0.08"
"Andrew Beck","TE","GB","@LA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Tucker Kraft","TE","GB","@LA",,"0.0",,,,"0.0","0.0","0.00","3.9","41.5","0.27"
"C.J. Stroud","QB","HOU","BUF","23.9","36.1","279.5","1.73","0.73","2.6","11.6","0.14",,"0.0",
"British Brooks","RB","HOU","BUF",,"0.0",,,,"0.7","2.8","0.02","0.1","1.1","0.01"
"J.J. Taylor","RB","HOU","BUF",,"0.0",,,,"5.6","23.5","0.15","1.0","7.3","0.03"
"Dare Ogunbowale","RB","HOU","BUF",,"0.0",,,,"1.1","4.7","0.04","2.0","15.3","0.08"
"Cam Akers","RB","HOU","BUF",,"0.0",,,,"12.8","54.1","0.41","1.6","11.8","0.06"
"Steven Sims","WR","HOU","BUF",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"John Metchie III","WR","HOU","BUF",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Stefon Diggs","WR","HOU","BUF",,"0.0",,,,"0.4","2.4","0.03","5.2","60.4","0.40"
"Nico Collins","WR","HOU","BUF",,"0.0",,,,"0.2","1.2","0.02","6.1","86.2","0.48"
"Robert Woods","WR","HOU","BUF",,"0.0",,,,"0.0","0.0","0.00","0.4","4.7","0.03"
"Tank Dell","WR","HOU","BUF",,"0.0",,,,"1.1","5.9","0.05","3.8","53.1","0.33"
"Xavier Hutchinson","WR","HOU","BUF",,"0.0",,,,"0.0","0.0","0.00","0.4","5.3","0.04"
"Dalton Schultz","TE","HOU","BUF",,"0.0",,,,"0.0","0.0","0.00","2.7","28.0","0.21"
"Cade Stover","TE","HOU","BUF",,"0.0",,,,"0.0","0.0","0.00","0.5","5.2","0.05"
"Joe Flacco","QB","IND","@JAX","22.2","35.5","249.4","1.44","0.89","1.9","4.5","0.06",,"0.0",
"Trey Sermon","RB","IND","@JAX",,"0.0",,,,"14.4","56.1","0.43","1.9","14.0","0.06"
"Evan Hull","RB","IND","@JAX",,"0.0",,,,"1.6","6.2","0.05","0.2","1.6","0.01"
"Tyler Goodson","RB","IND","@JAX",,"0.0",,,,"6.8","27.0","0.24","2.2","16.0","0.07"
"Ashton Dulin","WR","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","0.3","4.3","0.03"
"Michael Pittman","WR","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","6.4","74.5","0.44"
"Alec Pierce","WR","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","2.2","34.8","0.18"
"Adonai Mitchell","WR","IND","@JAX",,"0.0",,,,"0.2","1.3","0.02","1.1","16.0","0.09"
"Josh Downs","WR","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","5.1","56.2","0.31"
"Kylen Granson","TE","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","1.5","16.3","0.11"
"Mo Alie-Cox","TE","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","0.8","9.3","0.09"
"Andrew Ogletree","TE","IND","@JAX",,"0.0",,,,"0.0","0.0","0.00","0.6","6.3","0.06"
"Trevor Lawrence","QB","JAX","IND","21.5","33.5","244.8","1.60","0.69","3.6","16.6","0.15",,"0.0",
"D'Ernest Johnson","RB","JAX","IND",,"0.0",,,,"2.1","8.8","0.06","0.1","0.5","0.00"
"Tank Bigsby","RB","JAX","IND",,"0.0",,,,"7.6","32.4","0.22","0.3","1.8","0.01"
"Travis Etienne","RB","JAX","IND",,"0.0",,,,"14.0","59.2","0.56","3.1","22.1","0.12"
"Brian Thomas Jr.","WR","JAX","IND",,"0.0",,,,"0.2","1.4","0.02","4.7","61.8","0.38"
"Christian Kirk","WR","JAX","IND",,"0.0",,,,"0.1","0.7","0.01","5.0","60.4","0.36"
"Gabe Davis","WR","JAX","IND",,"0.0",,,,"0.0","0.0","0.00","3.1","44.3","0.29"
"Parker Washington","WR","JAX","IND",,"0.0",,,,"0.0","0.0","0.00","0.9","9.6","0.07"
"Tim Jones","WR","JAX","IND",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Devin Duvernay","WR","JAX","IND",,"0.0",,,,"0.2","1.3","0.02","0.2","2.3","0.02"
"Luke Farrell","TE","JAX","IND",,"0.0",,,,"0.0","0.0","0.00","1.2","12.4","0.10"
"Brenton Strange","TE","JAX","IND",,"0.0",,,,"0.0","0.0","0.00","2.8","29.0","0.24"
"Gardner Minshew","QB","LV","@DEN","20.0","31.3","204.6","0.95","0.69","2.5","10.2","0.09",,"0.0",
"Dylan Laube","RB","LV","@DEN",,"0.0",,,,"1.0","4.0","0.02","0.4","2.5","0.01"
"Sincere McCormick","RB","LV","@DEN",,"0.0",,,,"0.5","2.0","0.01",,"0.0",
"Ameer Abdullah","RB","LV","@DEN",,"0.0",,,,"4.1","16.5","0.06","1.4","9.5","0.03"
"Alexander Mattison","RB","LV","@DEN",,"0.0",,,,"15.7","63.6","0.23","2.4","16.8","0.06"
"Tre Tucker","WR","LV","@DEN",,"0.0",,,,"0.7","3.7","0.03","3.4","43.8","0.17"
"Tyreik McAllister","WR","LV","@DEN",,"0.0",,,,"0.6","3.0","0.03","0.1","0.9","0.00"
"Alex Bachman","WR","LV","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"DJ Turner","WR","LV","@DEN",,"0.0",,,,"0.8","4.6","0.04","1.2","14.2","0.07"
"Jakobi Meyers","WR","LV","@DEN",,"0.0",,,,"0.2","1.2","0.01","4.6","53.5","0.24"
"Brock Bowers","TE","LV","@DEN",,"0.0",,,,"0.4","1.5","0.07","4.7","46.6","0.22"
"Harrison Bryant","TE","LV","@DEN",,"0.0",,,,"0.0","0.0","0.00","1.9","16.3","0.14"
"Matthew Stafford","QB","LA","GB","21.3","32.7","237.4","1.48","0.71","1.4","3.3","0.05",,"0.0",
"Ronnie Rivers","RB","LA","GB",,"0.0",,,,"4.2","17.5","0.12","0.6","4.6","0.02"
"Blake Corum","RB","LA","GB",,"0.0",,,,"0.5","2.1","0.01",,"0.0",
"Kyren Williams","RB","LA","GB",,"0.0",,,,"18.9","80.3","0.71","3.1","21.9","0.15"
"Jordan Whittington","WR","LA","GB",,"0.0",,,,"0.4","2.0","0.04","4.6","52.2","0.30"
"Xavier Smith","WR","LA","GB",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Tutu Atwell","WR","LA","GB",,"0.0",,,,"0.4","2.0","0.02","3.8","54.1","0.31"
"Demarcus Robinson","WR","LA","GB",,"0.0",,,,"0.2","1.5","0.02","3.0","41.2","0.23"
"Tyler Johnson","WR","LA","GB",,"0.0",,,,"0.0","0.0","0.00","1.3","14.7","0.09"
"Colby Parkinson","TE","LA","GB",,,,,,"0.0","0.0","0.00","3.9","38.6","0.28"
"Hunter Long","TE","LA","GB",,"0.0",,,,"0.0","0.0","0.00","0.5","4.7","0.05"
"Davis Allen","TE","LA","GB",,"0.0",,,,"0.0","0.0","0.00","0.5","4.8","0.04"
"Tyler Huntley","QB","MIA","@NE","17.0","26.0","176.0","0.85","0.60","8.6","44.0","0.30",,"0.0",
"Alec Ingold","RB","MIA","@NE",,"0.0",,,,"1.0","3.9","0.03","0.4","2.8","0.01"
"De'Von Achane","RB","MIA","@NE",,"0.0",,,,"12.6","53.8","0.32","3.3","22.9","0.10"
"Raheem Mostert","RB","MIA","@NE",,"0.0",,,,"7.8","32.4","0.20","1.2","8.2","0.03"
"Jaylen Wright","RB","MIA","@NE",,"0.0",,,,"1.1","4.5","0.02","0.2","1.4","0.01"
"Odell Beckham Jr.","WR","MIA","@NE",,"0.0",,,,"0.3","1.5","0.01","1.0","13.7","0.07"
"Tyreek Hill","WR","MIA","@NE",,"0.0",,,,"0.8","4.3","0.05","4.5","55.6","0.28"
"Braxton Berrios","WR","MIA","@NE",,"0.0",,,,"0.0","0.0","0.00","0.4","4.1","0.02"
"Jaylen Waddle","WR","MIA","@NE",,"0.0",,,,"0.6","2.9","0.04","3.4","41.7","0.18"
"Malik Washington","WR","MIA","@NE",,"0.0",,,,"0.0","0.0","0.00","0.3","3.9","0.02"
"Durham Smythe","TE","MIA","@NE",,"0.0",,,,"0.0","0.0","0.00","0.4","3.3","0.02"
"Jonnu Smith","TE","MIA","@NE",,"0.0",,,,"0.0","0.0","0.00","1.5","14.3","0.08"
"Tanner Conner","TE","MIA","@NE",,"0.0",,,,"0.0","0.0","0.00","0.2","1.7","0.01"
"Julian Hill","TE","MIA","@NE",,"0.0",,,,"0.0","0.0","0.00","0.3","2.6","0.02"
"Sam Darnold","QB","MIN","NYJ","20.2","31.1","228.3","1.38","0.75","3.4","14.0","0.10",,"0.0",
"Ty Chandler","RB","MIN","NYJ",,"0.0",,,,"6.5","27.6","0.17","1.0","7.3","0.03"
"Aaron Jones","RB","MIN","NYJ",,"0.0",,,,"16.7","73.2","0.52","4.1","30.1","0.17"
"C.J. Ham","RB","MIN","NYJ",,"0.0",,,,"0.3","1.1","0.01","0.2","1.8","0.01"
"Myles Gaskin","RB","MIN","NYJ",,"0.0",,,,"0.5","2.1","0.01",,"0.0",
"Justin Jefferson","WR","MIN","NYJ",,"0.0",,,,"0.3","1.3","0.02","5.5","80.6","0.44"
"Jordan Addison","WR","MIN","NYJ",,"0.0",,,,"0.3","1.3","0.02","3.2","43.6","0.29"
"Jalen Nailor","WR","MIN","NYJ",,"0.0",,,,"0.5","2.6","0.03","1.2","15.6","0.10"
"Trent Sherfield","WR","MIN","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.3","3.3","0.02"
"Brandon Powell","WR","MIN","NYJ",,"0.0",,,,"0.1","0.7","0.01","1.0","10.5","0.06"
"Josh Oliver","TE","MIN","NYJ",,"0.0",,,,"0.0","0.0","0.00","1.1","11.4","0.09"
"Johnny Mundt","TE","MIN","NYJ",,"0.0",,,,"0.0","0.0","0.00","2.5","23.4","0.16"
"Robert Tonyan","TE","MIN","NYJ",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Jacoby Brissett","QB","NE","MIA","16.8","26.8","168.9","0.82","0.58","3.4","14.8","0.13",,"0.0",
"Drake Maye","QB","NE","MIA","0.9","1.4","8.9","0.04","0.03","0.2","0.8","0.01",,"0.0",
"Antonio Gibson","RB","NE","MIA",,"0.0",,,,"12.2","49.9","0.27","2.1","14.6","0.05"
"JaMycal Hasty","RB","NE","MIA",,"0.0",,,,"2.2","8.9","0.05","0.2","1.4","0.00"
"Rhamondre Stevenson","RB","NE","MIA",,"0.0",,,,"12.2","50.0","0.33","2.1","13.2","0.04"
"Ja'Lynn Polk","WR","NE","MIA",,"0.0",,,,"0.3","1.3","0.01","2.5","29.9","0.15"
"Kendrick Bourne","WR","NE","MIA",,"0.0",,,,"0.0","0.0","0.00","2.2","25.3","0.11"
"Demario Douglas","WR","NE","MIA",,"0.0",,,,"0.3","1.4","0.01","2.9","32.0","0.12"
"Tyquan Thornton","WR","NE","MIA",,"0.0",,,,"0.0","0.0","0.00","0.4","4.6","0.02"
"Kayshon Boutte","WR","NE","MIA",,"0.0",,,,"0.0","0.0","0.00","0.4","4.6","0.02"
"Javon Baker","WR","NE","MIA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.00"
"Austin Hooper","TE","NE","MIA",,"0.0",,,,"0.0","0.0","0.00","1.8","18.0","0.12"
"Hunter Henry","TE","NE","MIA",,"0.0",,,,"0.0","0.0","0.00","3.1","33.2","0.20"
"Daniel Jones","QB","NYG","@SEA","19.3","30.8","197.9","1.04","0.72","6.9","35.4","0.26",,"0.0",
"Dante Miller","RB","NYG","@SEA",,"0.0",,,,"1.0","3.9","0.02",,"0.0",
"Eric Gray","RB","NYG","@SEA",,"0.0",,,,"4.4","17.4","0.10","0.8","5.8","0.02"
"Tyrone Tracy Jr.","RB","NYG","@SEA",,"0.0",,,,"13.8","54.7","0.29","2.4","16.7","0.07"
"Ihmir Smith-Marsette","WR","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.6","6.0","0.04"
"Bryce Ford-Wheaton","WR","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.2","2.2","0.01"
"Darius Slayton","WR","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","3.3","45.1","0.21"
"Wan'Dale Robinson","WR","NYG","@SEA",,"0.0",,,,"1.1","5.9","0.07","6.0","53.0","0.28"
"Isaiah Hodgins","WR","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.6","7.5","0.05"
"Jalin Hyatt","WR","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","1.8","26.3","0.13"
"Daniel Bellinger","TE","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","1.1","10.0","0.07"
"Chris Manhertz","TE","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.1","1.1","0.01"
"Theo Johnson","TE","NYG","@SEA",,"0.0",,,,"0.0","0.0","0.00","2.4","24.2","0.16"
"Aaron Rodgers","QB","NYJ","@MIN","21.8","34.5","226.6","1.27","0.65","2.3","9.6","0.09",,"0.0",
"Breece Hall","RB","NYJ","@MIN",,"0.0",,,,"13.1","53.2","0.38","4.1","29.6","0.18"
"Braelon Allen","RB","NYJ","@MIN",,"0.0",,,,"8.8","36.5","0.21","2.0","14.2","0.06"
"Isaiah Davis","RB","NYJ","@MIN",,"0.0",,,,"0.7","2.8","0.02",,"0.0",
"Garrett Wilson","WR","NYJ","@MIN",,"0.0",,,,"0.3","1.7","0.02","5.4","62.7","0.37"
"Allen Lazard","WR","NYJ","@MIN",,"0.0",,,,"0.0","0.0","0.00","3.0","38.7","0.22"
"Mike Williams","WR","NYJ","@MIN",,"0.0",,,,"0.0","0.0","0.00","2.5","34.9","0.17"
"Xavier Gipson","WR","NYJ","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.5","6.1","0.03"
