"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Tyreek Hill","MIA","JAX","WR","8700","22.9","2.7","32.6","41.4","35214055","8.6","40.1"
"Justin Fields","PIT","ATL","QB","5000","17.8","2.2","7.0","8.0","35213678","9.1","28.3"
"Anthony Richardson","IND","HOU","QB","6300","21.5","2.0","18.0","22.9","35213652","10.8","33.6"
"Andrei Iosivas","CIN","NE","WR","3000","10.6","1.6","40.0","52.5","35214489","2.4","21.7"
"Rachaad White","TB","WAS","RB","6300","17.0","1.6","28.0","33.6","35213753","6.8","30.7"
"Jayden Daniels","WAS","TB","QB","5700","19.2","1.5","9.0","12.0","35213658","10.0","29.7"
"Daniel Jones","NYG","MIN","QB","5400","18.1","1.3","4.9","4.3","35213661","9.6","28.1"
"Drake London","ATL","PIT","WR","6000","16.0","1.1","22.6","28.6","35214087","5.1","30.4"
"Trevor Lawrence","JAX","MIA","QB","6200","20.1","0.9","7.6","9.2","35213653","10.8","30.7"
"Geno Smith","SEA","DEN","QB","5500","18.0","0.9","4.6","3.6","35213660","9.2","27.9"
"Chargers ","LAC","LV","DST","2900","7.7","0.9","11.0","14.7","35214945","1.7","15.0"
"Bijan Robinson","ATL","PIT","RB","7700","19.0","0.8","18.7","22.2","35213737","8.0","33.2"
"Baker Mayfield","TB","WAS","QB","5600","18.2","0.8","5.8","5.0","35213659","9.4","28.2"
"Alvin Kamara","NO","CAR","RB","6700","17.0","0.7","22.9","28.7","35213745","6.9","30.3"
"Malik Nabers","NYG","MIN","WR","5900","15.4","0.7","17.5","20.9","35214089","5.0","29.3"
"Vikings ","MIN","NYG","DST","3600","8.8","0.7","4.3","4.9","35214936","2.4","16.6"
"Falcons ","ATL","PIT","DST","3300","8.2","0.6","7.6","7.7","35214941","2.0","15.6"
"Bills ","BUF","ARI","DST","3000","7.6","0.6","10.6","11.3","35214944","1.5","15.1"
