"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Cody White","WR","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","0.3","3.4","0.02"
"Brady Russell","TE","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Pharaoh Brown","TE","SEA","@ARI",,,,,,"0.0","0.0","0.00","0.3","2.6","0.02"
"Noah Fant","TE","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","3.0","31.0","0.18"
"AJ Barner","TE","SEA","@ARI",,"0.0",,,,"0.0","0.0","0.00","1.5","13.6","0.10"
"Baker Mayfield","QB","TB","LV","23.3","34.3","257.0","1.86","0.72","3.9","16.7","0.14",,"0.0",
"Bucky Irving","RB","TB","LV",,"0.0",,,,"14.0","68.8","0.59","3.1","23.5","0.12"
"Rachaad White","RB","TB","LV",,"0.0",,,,"8.4","37.8","0.31","2.8","21.4","0.15"
"Sean Tucker","RB","TB","LV",,"0.0",,,,"1.0","4.5","0.04","0.1","1.1","0.01"
"Rakim Jarrett","WR","TB","LV",,,,,,"0.0","0.0","0.00","0.4","5.9","0.04"
"Mike Evans","WR","TB","LV",,"0.0",,,,"0.0","0.0","0.00","5.8","86.5","0.68"
"Ryan Miller","WR","TB","LV",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Trey Palmer","WR","TB","LV",,"0.0",,,,"0.0","0.0","0.00","0.4","4.8","0.04"
"Jalen McMillan","WR","TB","LV",,"0.0",,,,"0.2","1.5","0.02","2.0","27.5","0.19"
"Sterling Shepard","WR","TB","LV",,"0.0",,,,"0.7","4.1","0.04","3.5","34.7","0.25"
"Cade Otton","TE","TB","LV",,"0.0",,,,"0.0","0.0","0.00","4.8","48.2","0.36"
"Payne Durham","TE","TB","LV",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Ko Kieft","TE","TB","LV",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.01"
"Will Levis","QB","TEN","JAX","19.8","31.0","219.9","1.32","0.71","5.6","24.6","0.24",,"0.0",
"Tony Pollard","RB","TEN","JAX",,"0.0",,,,"16.2","67.1","0.52","3.4","23.6","0.10"
"Julius Chestnut","RB","TEN","JAX",,,,,,"0.4","1.5","0.01","0.1","0.9","0.00"
"Tyjae Spears","RB","TEN","JAX",,"0.0",,,,"5.5","22.7","0.14","1.7","11.9","0.05"
"Jha'Quan Jackson","WR","TEN","JAX",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Calvin Ridley","WR","TEN","JAX",,"0.0",,,,"0.4","1.9","0.02","4.5","66.9","0.40"
"Tyler Boyd","WR","TEN","JAX",,"0.0",,,,"0.1","0.7","0.01","2.4","26.2","0.15"
"Nick Westbrook-Ikhine","WR","TEN","JAX",,"0.0",,,,"0.0","0.0","0.00","3.3","46.3","0.29"
"Bryce Oliver","WR","TEN","JAX",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Chig Okonkwo","TE","TEN","JAX",,"0.0",,,,"0.0","0.0","0.00","2.5","25.0","0.18"
"Josh Whyle","TE","TEN","JAX",,"0.0",,,,"0.0","0.0","0.00","1.1","10.7","0.09"
"Nick Vannett","TE","TEN","JAX",,,,,,"0.0","0.0","0.00","0.8","7.3","0.06"
