"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Kyler Murray","QB","ARI","@MIA","19.4","30.2","206.2","1.24","0.67","5.8","34.1","0.25",,"0.0",
"James Conner","RB","ARI","@MIA",,"0.0",,,,"16.9","74.1","0.54","2.2","15.5","0.08"
"Emari Demercado","RB","ARI","@MIA",,"0.0",,,,"2.6","11.3","0.07","1.2","8.4","0.03"
"Trey Benson","RB","ARI","@MIA",,"0.0",,,,"3.6","15.3","0.09","0.1","0.8","0.00"
"Marvin Harrison Jr.","WR","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","4.1","54.0","0.38"
"Greg Dortch","WR","ARI","@MIA",,"0.0",,,,"0.3","1.4","0.01","1.8","19.0","0.11"
"Zach Pascal","WR","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"Michael Wilson","WR","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","2.7","34.8","0.20"
"Zay Jones","WR","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.9","10.8","0.06"
"Tip Reiman","TE","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.3","3.2","0.02"
"Elijah Higgins","TE","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","0.7","6.3","0.05"
"Trey McBride","TE","ARI","@MIA",,"0.0",,,,"0.0","0.0","0.00","5.4","53.0","0.29"
"Kirk Cousins","QB","ATL","@TB","23.2","35.1","258.6","1.62","0.70","1.6","2.3","0.05",,"0.0",
"Bijan Robinson","RB","ATL","@TB",,"0.0",,,,"14.3","64.8","0.57","3.2","23.4","0.14"
"Avery Williams","RB","ATL","@TB",,"0.0",,,,"0.4","1.6","0.01",,"0.0",
"Tyler Allgeier","RB","ATL","@TB",,"0.0",,,,"8.9","40.5","0.29","1.1","7.8","0.04"
"Drake London","WR","ATL","@TB",,"0.0",,,,"0.0","0.0","0.00","6.4","77.7","0.52"
"KhaDarel Hodge","WR","ATL","@TB",,"0.0",,,,"0.0","0.0","0.00","0.2","3.3","0.02"
"Ray-Ray McCloud","WR","ATL","@TB",,"0.0",,,,"0.5","2.9","0.03","3.4","37.6","0.19"
"Darnell Mooney","WR","ATL","@TB",,"0.0",,,,"0.0","0.0","0.00","4.8","59.8","0.36"
"Charlie Woerner","TE","ATL","@TB",,"0.0",,,,"0.0","0.0","0.00","0.2","2.5","0.02"
"Ross Dwelley","TE","ATL","@TB",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.01"
"Kyle Pitts","TE","ATL","@TB",,"0.0",,,,"0.0","0.0","0.00","3.8","45.8","0.31"
"Lamar Jackson","QB","BAL","@CLE","18.4","27.9","215.2","1.56","0.55","10.8","60.3","0.38",,"0.0",
"Justice Hill","RB","BAL","@CLE",,"0.0",,,,"3.7","17.3","0.12","2.6","21.0","0.11"
"Derrick Henry","RB","BAL","@CLE",,"0.0",,,,"19.5","101.5","0.95","1.0","8.2","0.05"
"Patrick Ricard","RB","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.2","1.6","0.01"
"Zay Flowers","WR","BAL","@CLE",,"0.0",,,,"1.1","6.4","0.08","4.3","52.5","0.33"
"Nelson Agholor","WR","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","1.6","21.4","0.16"
"Tylan Wallace","WR","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","1.8","0.01"
"Devontez Walker","WR","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Rashod Bateman","WR","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","2.7","41.7","0.25"
"Mark Andrews","TE","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","2.5","30.2","0.33"
"Isaiah Likely","TE","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","2.5","28.5","0.23"
"Charlie Kolar","TE","BAL","@CLE",,"0.0",,,,"0.0","0.0","0.00","0.7","7.6","0.08"
"Josh Allen","QB","BUF","@SEA","20.1","31.3","228.3","1.44","0.70","6.6","32.6","0.41",,"0.0",
"Ty Johnson","RB","BUF","@SEA",,"0.0",,,,"2.0","8.9","0.05","1.0","7.6","0.05"
"Reggie Gilliam","RB","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Ray Davis","RB","BUF","@SEA",,"0.0",,,,"6.8","30.5","0.21","0.9","6.4","0.03"
"James Cook","RB","BUF","@SEA",,"0.0",,,,"14.4","65.7","0.48","2.4","18.2","0.10"
"Amari Cooper","WR","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","3.7","53.1","0.39"
"Khalil Shakir","WR","BUF","@SEA",,"0.0",,,,"0.2","1.4","0.02","3.6","43.0","0.22"
"Keon Coleman","WR","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","2.2","31.6","0.20"
"Mack Hollins","WR","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","1.0","13.2","0.08"
"Dawson Knox","TE","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.9","9.4","0.09"
"Dalton Kincaid","TE","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","4.3","44.5","0.28"
"Quintin Morris","TE","BUF","@SEA",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Bryce Young","QB","CAR","@DEN","18.9","30.8","180.0","0.88","0.78","2.6","15.0","0.08",,"0.0",
"Miles Sanders","RB","CAR","@DEN",,"0.0",,,,"5.0","20.2","0.09","2.1","13.6","0.05"
"Chuba Hubbard","RB","CAR","@DEN",,"0.0",,,,"16.5","66.6","0.37","2.9","18.9","0.06"
"Raheem Blackshear","RB","CAR","@DEN",,"0.0",,,,"0.7","2.7","0.02",,"0.0",
"Xavier Legette","WR","CAR","@DEN",,"0.0",,,,"0.5","2.3","0.02","3.8","43.4","0.21"
"Jonathan Mingo","WR","CAR","@DEN",,"0.0",,,,"0.1","0.6","0.00","1.7","19.1","0.09"
"David Moore","WR","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","1.0","12.2","0.07"
"Jalen Coker","WR","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","2.2","26.7","0.12"
"Deven Thompkins","WR","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.2","1.7","0.01"
"Feleipe Franks","TE","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Tommy Tremble","TE","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","1.1","9.7","0.08"
"Ian Thomas","TE","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.7","6.0","0.04"
"Ja'Tavion Sanders","TE","CAR","@DEN",,"0.0",,,,"0.0","0.0","0.00","3.2","28.0","0.13"
"Caleb Williams","QB","CHI","@WAS","21.1","32.5","229.1","1.50","0.74","4.9","24.4","0.21",,"0.0",
"Travis Homer","RB","CHI","@WAS",,"0.0",,,,"0.5","2.2","0.01","0.1","0.9","0.01"
"D'Andre Swift","RB","CHI","@WAS",,"0.0",,,,"15.8","68.5","0.55","2.8","20.0","0.09"
"Roschon Johnson","RB","CHI","@WAS",,"0.0",,,,"6.4","27.7","0.19","1.3","9.7","0.04"
"Khalil Herbert","RB","CHI","@WAS",,"0.0",,,,"0.5","2.2","0.01","0.1","0.4","0.00"
"DeAndre Carter","WR","CHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"DJ Moore","WR","CHI","@WAS",,"0.0",,,,"0.2","1.3","0.02","4.8","58.7","0.40"
"Keenan Allen","WR","CHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","4.3","50.1","0.33"
"Tyler Scott","WR","CHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Rome Odunze","WR","CHI","@WAS",,"0.0",,,,"0.2","1.3","0.02","3.2","42.8","0.27"
"Cole Kmet","TE","CHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","3.5","36.3","0.28"
"Marcedes Lewis","TE","CHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Gerald Everett","TE","CHI","@WAS",,"0.0",,,,"0.0","0.0","0.00","0.9","8.3","0.07"
"Joe Burrow","QB","CIN","PHI","24.3","36.1","260.7","1.85","0.71","3.3","12.6","0.15",,"0.0",
"Zack Moss","RB","CIN","PHI",,"0.0",,,,"6.8","29.8","0.23","2.8","21.6","0.14"
"Chase Brown","RB","CIN","PHI",,"0.0",,,,"13.5","63.2","0.48","2.3","16.6","0.10"
"Ja'Marr Chase","WR","CIN","PHI",,"0.0",,,,"0.2","1.1","0.02","7.2","92.9","0.61"
"Jermaine Burton","WR","CIN","PHI",,"0.0",,,,"0.0","0.0","0.00","1.3","18.1","0.12"
"Trenton Irwin","WR","CIN","PHI",,"0.0",,,,"0.0","0.0","0.00","0.8","10.3","0.07"
"Charlie Jones","WR","CIN","PHI",,"0.0",,,,"0.0","0.0","0.00","0.4","4.2","0.03"
