id,player,team,opponent,position,salary,ownership
23486000,Jonathan Taylor,IND,HOU,RB,"$9,100 ",29.50%
23486006,Austin Ekeler,LAC,LV,RB,"$8,200 ",20.20%
23486002,Derrick Henry,TEN,NYG,RB,"$8,600 ",16.30%
23486508,Rondale Moore,ARI,KC,WR,"$4,000 ",13.10%
23486012,Joe Mixon,CIN,PIT,RB,"$7,100 ",12.60%
23485909,Kyler Murray,ARI,KC,QB,"$7,200 ",12.10%
23486010,Alvin Kamara,NO,ATL,RB,"$7,600 ",11.50%
23486418,Michael Pittman Jr.,IND,HOU,WR,"$5,500 ",11.30%
23486018,Aaron Jones,GB,MIN,RB,"$6,700 ",9.90%
23485906,Patrick Mahomes,KC,ARI,QB,"$7,700 ",9.80%
23486430,JuJu Smith-Schuster,KC,ARI,WR,"$5,200 ",9.60%
23485907,Justin Herbert,LAC,LV,QB,"$7,600 ",9.40%
23486380,Keenan Allen,LAC,LV,WR,"$7,000 ",9.30%
23486384,Mike Williams,LAC,LV,WR,"$6,600 ",9.30%
23487366,Chicago Bears,CHI,SF,D,"$2,200 ",9.20%
23486004,Christian McCaffrey,CAR,CLE,RB,"$8,500 ",8.60%
23486388,A.J. Brown,PHI,DET,WR,"$6,400 ",8.30%
23486426,Rashod Bateman,BAL,NYJ,WR,"$5,300 ",8.20%
23486410,Michael Thomas,NO,ATL,WR,"$5,700 ",8.10%
23486378,Ja'Marr Chase,CIN,PIT,WR,"$7,100 ",8.10%
23486398,Tee Higgins,CIN,PIT,WR,"$6,100 ",8.10%
23486014,James Conner,ARI,KC,RB,"$7,000 ",7.40%
23486382,Tyreek Hill,MIA,NE,WR,"$6,800 ",7.10%
23486394,Marquise Brown,ARI,KC,WR,"$6,200 ",7.10%
23486412,Allen Lazard,GB,MIN,WR,"$5,600 ",7.10%
23485908,Lamar Jackson,BAL,NYJ,QB,"$7,300 ",7.00%
23486416,Robert Woods,TEN,NYG,WR,"$5,600 ",7.00%
23486008,Dalvin Cook,MIN,GB,RB,"$7,900 ",6.80%
23486420,DeVonta Smith,PHI,DET,WR,"$5,500 ",6.70%
23487365,New York Giants,NYG,TEN,D,"$2,300 ",6.60%
23486372,Davante Adams,LV,LAC,WR,"$8,100 ",6.60%
23486406,Hunter Renfrow,LV,LAC,WR,"$5,800 ",6.60%
23486428,Brandon Aiyuk,SF,CHI,WR,"$5,200 ",6.50%
23486016,D'Andre Swift,DET,PHI,RB,"$6,800 ",6.50%
23487357,Atlanta Falcons,ATL,NO,D,"$2,800 ",6.30%
23486058,Clyde Edwards-Helaire,KC,ARI,RB,"$5,400 ",6.30%
23485916,Derek Carr,LV,LAC,QB,"$5,900 ",6.30%
23486518,Josh Palmer,LAC,LV,WR,"$3,800 ",6.20%
23486432,Christian Kirk,JAC,WAS,WR,"$5,100 ",6.10%
23485911,Jalen Hurts,PHI,DET,QB,"$6,800 ",6.10%
23485910,Aaron Rodgers,GB,MIN,QB,"$7,000 ",5.90%
23487359,Miami Dolphins,MIA,NE,D,"$2,600 ",5.90%
23486028,Saquon Barkley,NYG,TEN,RB,"$6,100 ",5.80%
23486374,Justin Jefferson,MIN,GB,WR,"$7,800 ",5.70%
23486424,Adam Thielen,MIN,GB,WR,"$5,400 ",5.70%
23486390,Jaylen Waddle,MIA,NE,WR,"$6,400 ",5.70%
23487351,Carolina Panthers,CAR,CLE,D,"$3,400 ",5.50%
23486156,Jerick McKinnon,KC,ARI,RB,"$4,200 ",5.50%
23487361,Jacksonville Jaguars,JAC,WAS,D,"$2,500 ",5.40%
23485922,Matt Ryan,IND,HOU,QB,"$5,500 ",5.30%
23486060,AJ Dillon,GB,MIN,RB,"$5,300 ",5.30%
23486998,Travis Kelce,KC,ARI,TE,"$6,600 ",5.20%
23487010,Dallas Goedert,PHI,DET,TE,"$4,500 ",5.20%
23487036,Irv Smith,MIN,GB,TE,"$3,400 ",5.20%
23486376,Deebo Samuel,SF,CHI,WR,"$7,400 ",5.20%
23486020,Nick Chubb,CLE,CAR,RB,"$6,500 ",5.20%
23486022,Najee Harris,PIT,CIN,RB,"$6,400 ",5.20%
23486396,Amon-Ra St. Brown,DET,PHI,WR,"$6,100 ",5.20%
23486056,Miles Sanders,PHI,DET,RB,"$5,400 ",5.20%
23486464,Marquez Valdes-Scantling,KC,ARI,WR,"$4,700 ",5.10%
23487362,Pittsburgh Steelers,PIT,CIN,D,"$2,400 ",5.10%
23486042,J.K. Dobbins,BAL,NYJ,RB,"$5,600 ",5.10%
23487350,Tennessee Titans,TEN,NYG,D,"$3,500 ",5.00%
23486024,Josh Jacobs,LV,LAC,RB,"$6,300 ",4.90%
23486392,Brandin Cooks,HOU,IND,WR,"$6,300 ",4.90%
23486402,D.J. Moore,CAR,CLE,WR,"$6,000 ",4.90%
23486434,Elijah Moore,NYJ,BAL,WR,"$5,100 ",4.90%
23487344,San Francisco 49ers,SF,CHI,D,"$4,100 ",4.80%
23487349,Cincinnati Bengals,CIN,PIT,D,"$3,600 ",4.80%
23485918,Tua Tagovailoa,MIA,NE,QB,"$5,700 ",4.70%
23486386,Terry McLaurin,WAS,JAC,WR,"$6,500 ",4.60%
23487346,Indianapolis Colts,IND,HOU,D,"$3,900 ",4.50%
23486070,Nyheim Hines,IND,HOU,RB,"$5,100 ",4.40%
23487348,New Orleans Saints,NO,ATL,D,"$3,700 ",4.40%
23487364,New York Jets,NYJ,BAL,D,"$2,300 ",4.40%
23485913,Joe Burrow,CIN,PIT,QB,"$6,400 ",4.30%
23486458,Tyler Boyd,CIN,PIT,WR,"$4,800 ",4.30%
23486996,Mark Andrews,BAL,NYJ,TE,"$6,800 ",4.20%
23487000,George Kittle,SF,CHI,TE,"$5,900 ",4.20%
23487002,Kyle Pitts,ATL,NO,TE,"$5,700 ",4.20%
23487004,Darren Waller,LV,LAC,TE,"$5,400 ",4.20%
23487038,Hayden Hurst,CIN,PIT,TE,"$3,300 ",4.20%
23487048,Brevin Jordan,HOU,IND,TE,"$3,100 ",4.20%
23487070,Jonnu Smith,NE,MIA,TE,"$2,800 ",4.20%
23487345,Baltimore Ravens,BAL,NYJ,D,"$4,000 ",4.10%
23486066,Chase Edmonds,MIA,NE,RB,"$5,200 ",4.00%
23486438,Jarvis Landry,NO,ATL,WR,"$5,000 ",3.90%
23486400,Diontae Johnson,PIT,CIN,WR,"$6,000 ",3.90%
23486404,Amari Cooper,CLE,CAR,WR,"$5,900 ",3.90%
23486408,Darnell Mooney,CHI,SF,WR,"$5,700 ",3.90%
23486444,Drake London,ATL,NO,WR,"$5,000 ",3.90%
23486440,Chase Claypool,PIT,CIN,WR,"$5,000 ",3.90%
23486030,David Montgomery,CHI,SF,RB,"$6,000 ",3.90%
23486472,Mecole Hardman,KC,ARI,WR,"$4,600 ",3.80%
23486522,Skyy Moore,KC,ARI,WR,"$3,800 ",3.80%
23487347,Cleveland Browns,CLE,CAR,D,"$3,800 ",3.80%
23486470,A.J. Green,ARI,KC,WR,"$4,600 ",3.80%
23486516,Alec Pierce,IND,HOU,WR,"$3,900 ",3.60%
23486474,Chris Olave,NO,ATL,WR,"$4,500 ",3.50%
23486052,Elijah Mitchell,SF,CHI,RB,"$5,400 ",3.40%
23487006,T.J. Hockenson,DET,PHI,TE,"$4,900 ",3.40%
23487012,Zach Ertz,ARI,KC,TE,"$4,400 ",3.40%
23487014,Pat Freiermuth,PIT,CIN,TE,"$4,200 ",3.40%
23487018,David Njoku,CLE,CAR,TE,"$3,900 ",3.40%
23487026,Robert Tonyan,GB,MIN,TE,"$3,900 ",3.40%
23487022,Gerald Everett,LAC,LV,TE,"$3,800 ",3.40%
23487020,Hunter Henry,NE,MIA,TE,"$3,800 ",3.40%
23487016,Cole Kmet,CHI,SF,TE,"$3,700 ",3.40%
23487024,Austin Hooper,TEN,NYG,TE,"$3,700 ",3.40%
23487032,Evan Engram,JAC,WAS,TE,"$3,500 ",3.40%
23487054,Adam Trautman,NO,ATL,TE,"$3,100 ",3.40%
23487232,Daniel Bellinger,NYG,TEN,TE,"$2,500 ",3.40%
23486134,Mike Davis,BAL,NYJ,RB,"$4,400 ",3.30%
23487354,Philadelphia Eagles,PHI,DET,D,"$3,100 ",3.30%
23486520,Devin Duvernay,BAL,NYJ,WR,"$3,800 ",3.30%
23486492,Nico Collins,HOU,IND,WR,"$4,200 ",3.20%
23486500,Kadarius Toney,NYG,TEN,WR,"$4,100 ",3.20%
23485915,Trey Lance,SF,CHI,QB,"$6,000 ",3.00%
23485921,Carson Wentz,WAS,JAC,QB,"$5,500 ",2.90%
23485917,Ryan Tannehill,TEN,NYG,QB,"$5,700 ",2.90%
23485914,Kirk Cousins,MIN,GB,QB,"$6,100 ",2.80%
23486460,Nick Westbrook-Ikhine,TEN,NYG,WR,"$4,800 ",2.80%
23486462,DJ Chark Jr.,DET,PHI,WR,"$4,800 ",2.80%
23486526,Josh Reynolds,DET,PHI,WR,"$3,600 ",2.80%
23486034,Antonio Gibson,WAS,JAC,RB,"$5,800 ",2.70%
23487008,Mike Gesicki,MIA,NE,TE,"$4,800 ",2.70%
23487030,Tyler Conklin,NYJ,BAL,TE,"$3,500 ",2.70%
23487034,Mo Alie-Cox,IND,HOU,TE,"$3,400 ",2.70%
