id,player,team,opponent,position,salary,ownership
24169356,Joe Mixon,CIN,NYJ,RB,7600,17.4
24169656,Stefon Diggs,BUF,MIA,WR,7700,15.0
24169354,Dalvin Cook,MIN,DET,RB,7900,14.3
24169262,Josh Allen,BUF,MIA,QB,8200,13.8
24169265,Jalen Hurts,PHI,WAS,QB,7600,13.7
24169394,Josh Jacobs,LV,TEN,RB,5400,12.9
24169648,Cooper Kupp,LAR,ARI,WR,9900,12.7
24169650,Justin Jefferson,MIN,DET,WR,9300,12.0
24169364,Leonard Fournette,TB,GB,RB,6500,11.5
24169660,A.J. Brown,PHI,WAS,WR,7300,11.1
24169352,Austin Ekeler,LAC,JAC,RB,8000,10.8
24169376,David Montgomery,CHI,HOU,RB,5900,10.8
24169346,Jonathan Taylor,IND,KC,RB,9000,10.4
24169348,Christian McCaffrey,CAR,NO,RB,8800,10.2
24169266,Justin Herbert,LAC,JAC,QB,7400,9.8
24169654,Ja'Marr Chase,CIN,NYJ,WR,8100,9.3
24169662,Amon-Ra St. Brown,DET,MIN,WR,7200,9.2
24170433,Carolina Panthers,CAR,NO,D,2600,8.7
24169264,Patrick Mahomes,KC,IND,QB,7900,8.3
24170434,Houston Texans,HOU,CHI,D,2600,8.1
24169268,Kirk Cousins,MIN,DET,QB,6700,8.1
24169263,Lamar Jackson,BAL,NE,QB,8000,8.0
24169690,Adam Thielen,MIN,DET,WR,5900,8.0
24169652,Davante Adams,LV,TEN,WR,8400,8.0
24169682,Tee Higgins,CIN,NYJ,WR,6100,7.7
24169708,JuJu Smith-Schuster,KC,IND,WR,5500,7.7
24169668,Mike Williams,LAC,JAC,WR,6700,7.5
24170431,Seattle Seahawks,SEA,ATL,D,2700,7.5
24169722,DeVonta Smith,PHI,WAS,WR,5200,7.4
24169658,Tyreek Hill,MIA,BUF,WR,7600,7.4
24169368,Clyde Edwards-Helaire,KC,IND,RB,6300,7.3
24170428,Philadelphia Eagles,PHI,WAS,D,2900,7.1
24170432,Atlanta Falcons,ATL,SEA,D,2700,7.1
24169267,Kyler Murray,ARI,LAR,QB,7300,7.0
24169384,Devin Singletary,BUF,MIA,RB,5600,6.8
24169700,Allen Robinson,LAR,ARI,WR,5700,6.8
24169270,Matthew Stafford,LAR,ARI,QB,6500,6.5
24169390,Miles Sanders,PHI,WAS,RB,5500,6.3
24169350,Derrick Henry,TEN,LV,RB,8100,6.1
24169672,Keenan Allen,LAC,JAC,WR,6500,6.0
24169360,D'Andre Swift,DET,MIN,RB,7200,6.0
24169746,Marquez Valdes-Scantling,KC,IND,WR,4700,5.8
24170436,New England Patriots,NE,BAL,D,2500,5.5
24169382,Darrell Henderson Jr.,LAR,ARI,RB,5700,5.4
24169388,Cam Akers,LAR,ARI,RB,5500,5.4
24169710,Hunter Renfrow,LV,TEN,WR,5500,5.3
24169698,Brandin Cooks,HOU,CHI,WR,5800,5.3
24169732,Jakobi Meyers,NE,BAL,WR,5000,5.3
24170128,Mark Andrews,BAL,NE,TE,6900,5.3
24170430,Green Bay Packers,GB,TB,D,2800,5.2
24170438,New York Jets,NYJ,CIN,D,2400,5.1
24169432,Zack Moss,BUF,MIA,RB,4800,5.1
24170427,Baltimore Ravens,BAL,NE,D,3000,5.1
24169269,Joe Burrow,CIN,NYJ,QB,6600,5.0
24170138,Tyler Higbee,LAR,ARI,TE,4500,5.0
24170144,T.J. Hockenson,DET,MIN,TE,4200,5.0
24169720,Tyler Boyd,CIN,NYJ,WR,5200,5.0
24169666,Jaylen Waddle,MIA,BUF,WR,6800,4.9
24169452,Jerick McKinnon,KC,IND,RB,4500,4.9
24170435,Las Vegas Raiders,LV,TEN,D,2500,4.8
24169752,Mecole Hardman,KC,IND,WR,4600,4.7
24169702,Rashod Bateman,BAL,NE,WR,5700,4.6
24169358,Aaron Jones,GB,TB,RB,7400,4.6
24169362,Alvin Kamara,NO,CAR,RB,7000,4.6
24170426,Tampa Bay Buccaneers,TB,GB,D,3100,4.6
24169664,Michael Pittman Jr.,IND,KC,WR,6900,4.5
24169688,Marquise Brown,ARI,LAR,WR,6000,4.5
24169680,Christian Kirk,JAC,LAC,WR,6200,4.2
24169684,DK Metcalf,SEA,ATL,WR,6100,4.2
24169692,Michael Thomas,NO,CAR,WR,5900,4.2
24169696,Drake London,ATL,SEA,WR,5800,4.2
24169706,D.J. Moore,CAR,NO,WR,5600,4.2
24169704,Julio Jones,TB,GB,WR,5600,4.2
24169714,Garrett Wilson,NYJ,CIN,WR,5400,4.2
24169716,Darnell Mooney,CHI,HOU,WR,5300,4.2
24169724,Curtis Samuel,WAS,PHI,WR,5100,4.2
24169734,Elijah Moore,NYJ,CIN,WR,5000,4.2
24170126,Travis Kelce,KC,IND,TE,7900,4.2
24170130,Darren Waller,LV,TEN,TE,5800,4.2
24169273,Tua Tagovailoa,MIA,BUF,QB,6100,4.2
24169370,James Conner,ARI,LAR,RB,6200,4.2
24170132,Kyle Pitts,ATL,SEA,TE,4800,4.0
24170134,Dallas Goedert,PHI,WAS,TE,4700,4.0
24170136,Zach Ertz,ARI,LAR,TE,4600,4.0
24170140,Gerald Everett,LAC,JAC,TE,4400,4.0
24170148,Hayden Hurst,CIN,NYJ,TE,3900,4.0
24170154,Evan Engram,JAC,LAC,TE,3700,4.0
24170168,Irv Smith,MIN,DET,TE,3100,4.0
24170200,Kylen Granson,IND,KC,TE,2700,4.0
24169726,DJ Chark Jr.,DET,MIN,WR,5100,3.9
24170423,New Orleans Saints,NO,CAR,D,3500,3.7
24169736,K.J. Osborn,MIN,DET,WR,4900,3.7
24169748,Isaiah McKenzie,BUF,MIA,WR,4700,3.7
24169416,Kenneth Gainwell,PHI,WAS,RB,5000,3.5
24169766,Greg Dortch,ARI,LAR,WR,4300,3.5
24169774,A.J. Green,ARI,LAR,WR,4100,3.5
24169742,Josh Palmer,LAC,JAC,WR,4800,3.4
24169674,Terry McLaurin,WAS,PHI,WR,6400,3.4
24169686,Allen Lazard,GB,TB,WR,6000,3.4
24169694,Tyler Lockett,SEA,ATL,WR,5800,3.4
24169730,Robbie Anderson,CAR,NO,WR,5000,3.4
24169728,Robert Woods,TEN,LV,WR,5000,3.4
24169422,Dameon Pierce,HOU,CHI,RB,5000,3.3
24169750,Russell Gage,TB,GB,WR,4700,3.2
24169756,Chris Olave,NO,CAR,WR,4500,3.2
24169786,Zay Jones,JAC,LAC,WR,4000,3.2
24169784,Nico Collins,HOU,CHI,WR,4000,3.2
24169790,Breshad Perriman,TB,GB,WR,3900,3.2
24169788,Equanimeous St. Brown,CHI,HOU,WR,3900,3.2
24170146,Dawson Knox,BUF,MIA,TE,4100,3.2
24170150,Tyler Conklin,NYJ,CIN,TE,3800,3.2
24170152,Robert Tonyan,GB,TB,TE,3700,3.2
24170160,Logan Thomas,WAS,PHI,TE,3500,3.2
24170162,Cole Kmet,CHI,HOU,TE,3400,3.2
24170164,Austin Hooper,TEN,LV,TE,3300,3.2
24170166,Hunter Henry,NE,BAL,TE,3200,3.2
24170174,Juwan Johnson,NO,CAR,TE,2900,3.2
24170178,Jonnu Smith,NE,BAL,TE,2900,3.2
24170180,Isaiah Likely,BAL,NE,TE,2800,3.2
24169412,Chase Edmonds,MIA,BUF,RB,5100,3.2
24169456,Raheem Mostert,MIA,BUF,RB,4500,3.2
24170419,Chicago Bears,CHI,HOU,D,3800,3.0
24170421,Cincinnati Bengals,CIN,NYJ,D,3600,3.0
24169380,Alexander Mattison,MIN,DET,RB,5700,2.9
24170418,Los Angeles Chargers,LAC,JAC,D,3900,2.8
24169818,Alec Pierce,IND,KC,WR,3500,2.8
24169366,Antonio Gibson,WAS,PHI,RB,6400,2.8
24169374,AJ Dillon,GB,TB,RB,6000,2.8
24169738,Treylon Burks,TEN,LV,WR,4900,2.6
24169740,Corey Davis,NYJ,CIN,WR,4900,2.6
24169744,Jarvis Landry,NO,CAR,WR,4800,2.6
