"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","All Defenders","SF","","","","","","","","","","","","","90.16881139","56.77744621"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","Josh Norman","SF","72","200","4.61","","1","93","147","15","0.4","73","1.25","56.7","94.62128133","45.33876657"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","Emmanuel Moseley","SF","71","184","","76","1","15","159","20","0.23","53","1.19","61.2","75.62787296","2.287735928"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","K'Waun Williams","SF","69","185","","3","92","1","112","11","0.16","67","0.85","61","88.19284253","9.150943712"
"Antoine Wesley","ARZ","77","200","","75","17","8","24","12","0.07","33","0.29","51.6","All Defenders","SF","","","","","","","","","","","","","10.03921074","33.33538025"
"Antoine Wesley","ARZ","77","200","","75","17","8","24","12","0.07","33","0.29","51.6","Josh Norman","SF","72","200","4.61","","1","93","147","15","0.4","73","1.25","56.7","1.620932345","6.66707605"
"Antoine Wesley","ARZ","77","200","","75","17","8","24","12","0.07","33","0.29","51.6","Emmanuel Moseley","SF","71","184","","76","1","15","159","20","0.23","53","1.19","61.2","-4.957793429","20.00122815"
"Antoine Wesley","ARZ","77","200","","75","17","8","24","12","0.07","33","0.29","51.6","K'Waun Williams","SF","69","185","","3","92","1","112","11","0.16","67","0.85","61","5.062405276","7.936995298"
"Christian Kirk","ARZ","71","200","4.47","9","87","4","211","20","0.49","81","2.15","78.4","All Defenders","SF","","","","","","","","","","","","","46.54157174","49.08233445"
"Christian Kirk","ARZ","71","200","4.47","9","87","4","211","20","0.49","81","2.15","78.4","Josh Norman","SF","72","200","4.61","","1","93","147","15","0.4","73","1.25","56.7","62.6305485","3.951543875"
"Christian Kirk","ARZ","71","200","4.47","9","87","4","211","20","0.49","81","2.15","78.4","Emmanuel Moseley","SF","71","184","","76","1","15","159","20","0.23","53","1.19","61.2","45.99304571","2.079759934"
"Christian Kirk","ARZ","71","200","4.47","9","87","4","211","20","0.49","81","2.15","78.4","K'Waun Williams","SF","69","185","","3","92","1","112","11","0.16","67","0.85","61","59.05603549","43.05103064"
"Olamide Zaccheaus","ATL","68","190","","19","48","30","154","12","0.18","56","0.74","59.6","All Defenders","NO","","","","","","","","","","","","","32.03754222","44.12545"
"Olamide Zaccheaus","ATL","68","190","","19","48","30","154","12","0.18","56","0.74","59.6","Marshon Lattimore","NO","72","192","4.36","16","5","77","244","16","0.35","49","1.76","70","22.21235011","23.76008286"
"Olamide Zaccheaus","ATL","68","190","","19","48","30","154","12","0.18","56","0.74","59.6","Paulson Adebo","NO","73","190","","70","8","18","260","15","0.3","64","1.38","51.5","47.91590086","11.28143469"
"Olamide Zaccheaus","ATL","68","190","","19","48","30","154","12","0.18","56","0.74","59.6","Chauncey Gardner-Johnson","NO","72","208","4.48","","83","2","220","16","0.29","69","1.46","52.3","54.78584442","9.569835693"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","106","17","0.29","83","1.49","68.7","All Defenders","NO","","","","","","","","","","","","","44.96548847","29.38206029"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","106","17","0.29","83","1.49","68.7","Marshon Lattimore","NO","72","192","4.36","16","5","77","244","16","0.35","49","1.76","70","36.17984853","12.67461424"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","106","17","0.29","83","1.49","68.7","Paulson Adebo","NO","73","190","","70","8","18","260","15","0.3","64","1.38","51.5","60.85478554","7.489544779"
