"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","214","16","0.46","74","1.71","76.9","All Defenders","HST","","","","","","","","","","","","","86.50774919","64.44698918"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","214","16","0.46","74","1.71","76.9","Desmond King II","HST","70","200","","42","51","1","142","17","0.36","83","1.78","66","79.07676615","51.50130576"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","214","16","0.46","74","1.71","76.9","Terrance Mitchell","HST","71","191","4.63","59","1","38","156","17","0.27","59","1.29","59.4","62.89358768","2.532851103"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","214","16","0.46","74","1.71","76.9","Tavierre Thomas","HST","70","205","","","91","","68","9","0.09","67","0.35","57.2","85.32074198","10.41283231"
"A.J. Green","ARZ","76","210","4.48","3","11","86","194","16","0.38","66","1.75","66.1","All Defenders","HST","","","","","","","","","","","","","33.53809915","59.09985907"
"A.J. Green","ARZ","76","210","4.48","3","11","86","194","16","0.38","66","1.75","66.1","Desmond King II","HST","70","200","","42","51","1","142","17","0.36","83","1.78","66","50.20264767","1.407139502"
"A.J. Green","ARZ","76","210","4.48","3","11","86","194","16","0.38","66","1.75","66.1","Terrance Mitchell","HST","71","191","4.63","59","1","38","156","17","0.27","59","1.29","59.4","42.06214585","50.65702206"
"A.J. Green","ARZ","76","210","4.48","3","11","86","194","16","0.38","66","1.75","66.1","Tavierre Thomas","HST","70","205","","","91","","68","9","0.09","67","0.35","57.2","55.89045626","7.035697509"
"Christian Kirk","ARZ","71","200","4.47","7","89","4","157","20","0.51","84","2.28","80","All Defenders","HST","","","","","","","","","","","","","47.03534465","50.09416626"
"Christian Kirk","ARZ","71","200","4.47","7","89","4","157","20","0.51","84","2.28","80","Desmond King II","HST","70","200","","42","51","1","142","17","0.36","83","1.78","66","49.71918134","3.095706904"
"Christian Kirk","ARZ","71","200","4.47","7","89","4","157","20","0.51","84","2.28","80","Terrance Mitchell","HST","71","191","4.63","59","1","38","156","17","0.27","59","1.29","59.4","41.71334557","1.969995302"
"Christian Kirk","ARZ","71","200","4.47","7","89","4","157","20","0.51","84","2.28","80","Tavierre Thomas","HST","70","205","","","91","","68","9","0.09","67","0.35","57.2","55.3976775","45.02846406"
"Tajae Sharpe","ATL","74","194","4.55","47","24","29","75","13","0.22","80","1.09","61.5","All Defenders","MIA","","","","","","","","","","","","","40.11079526","30.6866558"
"Tajae Sharpe","ATL","74","194","4.55","47","24","29","75","13","0.22","80","1.09","61.5","Justin Coleman","MIA","71","190","4.53","8","32","55","120","15","0.28","83","1.56","49.5","65.19241734","15.3433279"
