"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","247","18","0.47","75","1.7","78.2","All Defenders","GB","","","","","","","","","","","","","99.79230618","63.36578691"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","247","18","0.47","75","1.7","78.2","Eric Stokes","GB","73","185","","30","","67","248","17","0.25","56","1.09","60.4","96.31677538","50.59625571"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","247","18","0.47","75","1.7","78.2","Rasul Douglas","GB","74","209","4.59","54","","42","71","11","0.11","50","0.51","70.4","85.53619169","2.650280061"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","247","18","0.47","75","1.7","78.2","Chandon Sullivan","GB","71","194","4.6","4","84","2","214","13","0.22","71","1","61.1","85.21339886","10.11925114"
"A.J. Green","ARZ","76","210","4.48","2","11","87","223","16","0.37","69","1.82","67.5","All Defenders","GB","","","","","","","","","","","","","46.96374109","57.82429224"
"A.J. Green","ARZ","76","210","4.48","2","11","87","223","16","0.37","69","1.82","67.5","Eric Stokes","GB","73","185","","30","","67","248","17","0.25","56","1.09","60.4","67.91815738","1.204672755"
"A.J. Green","ARZ","76","210","4.48","2","11","87","223","16","0.37","69","1.82","67.5","Rasul Douglas","GB","74","209","4.59","54","","42","71","11","0.11","50","0.51","70.4","59.13117425","49.87345206"
"A.J. Green","ARZ","76","210","4.48","2","11","87","223","16","0.37","69","1.82","67.5","Chandon Sullivan","GB","71","194","4.6","4","84","2","214","13","0.22","71","1","61.1","57.12636228","6.746167428"
"Christian Kirk","ARZ","71","200","4.47","8","88","4","182","20","0.52","83","2.24","79.5","All Defenders","GB","","","","","","","","","","","","","49.15691827","49.39158296"
"Christian Kirk","ARZ","71","200","4.47","8","88","4","182","20","0.52","83","2.24","79.5","Eric Stokes","GB","73","185","","30","","67","248","17","0.25","56","1.09","60.4","66.60503864","3.373083714"
"Christian Kirk","ARZ","71","200","4.47","8","88","4","182","20","0.52","83","2.24","79.5","Rasul Douglas","GB","74","209","4.59","54","","42","71","11","0.11","50","0.51","70.4","57.91023726","2.168410959"
"Christian Kirk","ARZ","71","200","4.47","8","88","4","182","20","0.52","83","2.24","79.5","Chandon Sullivan","GB","71","194","4.6","4","84","2","214","13","0.22","71","1","61.1","55.8276507","43.85008828"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","85","14","0.24","83","1.18","62.8","All Defenders","CAR","","","","","","","","","","","","","37.61861371","27.29767229"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","85","14","0.24","83","1.18","62.8","Donte Jackson","CAR","70","180","4.32","31","4","61","248","15","0.23","63","1.07","65.2","45.28631806","12.24895551"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","85","14","0.24","83","1.18","62.8","Keith Taylor","CAR","75","195","","52","6","40","106","18","0.32","74","1.35","69.8","53.29821049","6.299462836"
"Tajae Sharpe","ATL","74","194","4.55","42","28","29","85","14","0.24","83","1.18","62.8","A.J. Bouye","CAR","72","191","","7","75","5","130","18","0.29","87","1.32","66.6","47.80423644","8.749253939"
"Calvin Ridley","ATL","73","190","4.43","47","20","33","197","26","0.36","61","1.43","64.2","All Defenders","CAR","","","","","","","","","","","","","55.23620579","58.34370916"
"Calvin Ridley","ATL","73","190","4.43","47","20","33","197","26","0.36","61","1.43","64.2","Donte Jackson","CAR","70","180","4.32","31","4","61","248","15","0.23","63","1.07","65.2","60.80756365","26.94923709"
"Calvin Ridley","ATL","73","190","4.43","47","20","33","197","26","0.36","61","1.43","64.2","Keith Taylor","CAR","75","195","","52","6","40","106","18","0.32","74","1.35","69.8","67.72985504","18.89224868"
"Calvin Ridley","ATL","73","190","4.43","47","20","33","197","26","0.36","61","1.43","64.2","A.J. Bouye","CAR","72","191","","7","75","5","130","18","0.29","87","1.32","66.6","63.15518742","12.50222339"
"Russell Gage","ATL","72","184","","18","56","26","84","18","0.29","60","1.13","60","All Defenders","CAR","","","","","","","","","","","","","43.47981893","40.39365703"
