"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","82","15","3","74","15","0.56","91","1.85","73.8","All Defenders","JAX","","","","","","","","","","","","","94.33980035","62.2946843"
"DeAndre Hopkins","ARZ","73","212","4.57","82","15","3","74","15","0.56","91","1.85","73.8","C.J. Henderson","JAX","73","191","4.39","2","7","84","56","11","0.31","83","1.12","51.5","87.76192049","50.96837806"
"DeAndre Hopkins","ARZ","73","212","4.57","82","15","3","74","15","0.56","91","1.85","73.8","Shaquill Griffin","JAX","72","198","4.38","76","4","5","75","15","0.24","64","1.45","60.7","78.19792737","2.427065622"
"DeAndre Hopkins","ARZ","73","212","4.57","82","15","3","74","15","0.56","91","1.85","73.8","Tyson Campbell","JAX","74","185","","10","62","19","52","23","0.5","75","2.12","52.6","86.67270542","8.899240614"
"A.J. Green","ARZ","76","210","4.48","1","12","87","67","18","0.27","42","1.03","53.7","All Defenders","JAX","","","","","","","","","","","","","26.04587664","55.82250931"
"A.J. Green","ARZ","76","210","4.48","1","12","87","67","18","0.27","42","1.03","53.7","C.J. Henderson","JAX","73","191","4.39","2","7","84","56","11","0.31","83","1.12","51.5","55.54243654","0.809021874"
"A.J. Green","ARZ","76","210","4.48","1","12","87","67","18","0.27","42","1.03","53.7","Shaquill Griffin","JAX","72","198","4.38","76","4","5","75","15","0.24","64","1.45","60.7","44.77736436","48.54131244"
"A.J. Green","ARZ","76","210","4.48","1","12","87","67","18","0.27","42","1.03","53.7","Tyson Campbell","JAX","74","185","","10","62","19","52","23","0.5","75","2.12","52.6","52.43095542","6.472174992"
"Christian Kirk","ARZ","71","200","4.47","6","88","6","52","17","0.64","89","2.6","87.5","All Defenders","JAX","","","","","","","","","","","","","30.80863026","44.49620307"
"Christian Kirk","ARZ","71","200","4.47","6","88","6","52","17","0.64","89","2.6","87.5","C.J. Henderson","JAX","73","191","4.39","2","7","84","56","11","0.31","83","1.12","51.5","52.26087118","2.427065622"
