"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","273","18","0.5","77","1.9","80.2","All Defenders","LA","","","","","","","","","","","","","44.42307769","56.95353556"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","273","18","0.5","77","1.9","80.2","Jalen Ramsey","LA","73","208","4.41","22","42","24","446","15","0.22","68","0.94","85.4","45.1614354","45.25075428"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","273","18","0.5","77","1.9","80.2","Darious Williams","LA","69","187","","36","17","42","341","14","0.22","67","0.87","59.5","73.4795008","2.535602611"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","273","18","0.5","77","1.9","80.2","Dont'e Deayon","LA","69","159","","25","50","23","224","17","0.28","65","1.44","66.2","80.19885782","9.167178669"
"A.J. Green","ARZ","76","210","4.48","3","9","88","330","17","0.33","64","1.67","65.5","All Defenders","LA","","","","","","","","","","","","","24.04403628","55.54601355"
"A.J. Green","ARZ","76","210","4.48","3","9","88","330","17","0.33","64","1.67","65.5","Jalen Ramsey","LA","73","208","4.41","22","42","24","446","15","0.22","68","0.94","85.4","14.88454654","1.701966989"
"A.J. Green","ARZ","76","210","4.48","3","9","88","330","17","0.33","64","1.67","65.5","Darious Williams","LA","69","187","","36","17","42","341","14","0.22","67","0.87","59.5","35.64409687","48.42869705"
"A.J. Green","ARZ","76","210","4.48","3","9","88","330","17","0.33","64","1.67","65.5","Dont'e Deayon","LA","69","159","","25","50","23","224","17","0.28","65","1.44","66.2","48.79471683","5.415349511"
"Christian Kirk","ARZ","71","200","4.47","12","77","11","324","19","0.42","79","1.94","76.8","All Defenders","LA","","","","","","","","","","","","","26.86901191","51.29109608"
"Christian Kirk","ARZ","71","200","4.47","12","77","11","324","19","0.42","79","1.94","76.8","Jalen Ramsey","LA","73","208","4.41","22","42","24","446","15","0.22","68","0.94","85.4","15.54779917","6.177919135"
"Christian Kirk","ARZ","71","200","4.47","12","77","11","324","19","0.42","79","1.94","76.8","Darious Williams","LA","69","187","","36","17","42","341","14","0.22","67","0.87","59.5","36.4729281","5.172211369"
"Christian Kirk","ARZ","71","200","4.47","12","77","11","324","19","0.42","79","1.94","76.8","Dont'e Deayon","LA","69","159","","25","50","23","224","17","0.28","65","1.44","66.2","49.48266331","39.94096557"
"Olamide Zaccheaus","ATL","68","190","","23","43","32","258","15","0.26","56","1.03","65.2","All Defenders","CAR","","","","","","","","","","","","","34.52203532","38.03050153"
"Olamide Zaccheaus","ATL","68","190","","23","43","32","258","15","0.26","56","1.03","65.2","C.J. Henderson","CAR","73","191","4.39","30","5","59","106","14","0.45","87","1.59","53.8","67.22359652","18.81830092"
"Olamide Zaccheaus","ATL","68","190","","23","43","32","258","15","0.26","56","1.03","65.2","Stephon Gilmore","CAR","73","202","4.38","59","16","20","74","11","0.12","62","0.5","88.2","6.443778439","7.816620119"
"Olamide Zaccheaus","ATL","68","190","","23","43","32","258","15","0.26","56","1.03","65.2","Myles Hartsfield","CAR","71","211","","2","51","6","86","13","0.19","73","0.94","57.2","41.25427439","11.57043281"
"Tajae Sharpe","ATL","74","194","4.55","39","30","30","251","13","0.18","75","0.89","57.7","All Defenders","CAR","","","","","","","","","","","","","15.58881954","39.15647602"
"Tajae Sharpe","ATL","74","194","4.55","39","30","30","251","13","0.18","75","0.89","57.7","C.J. Henderson","CAR","73","191","4.39","30","5","59","106","14","0.45","87","1.59","53.8","55.05752646","15.26177609"
"Tajae Sharpe","ATL","74","194","4.55","39","30","30","251","13","0.18","75","0.89","57.7","Stephon Gilmore","CAR","73","202","4.38","59","16","20","74","11","0.12","62","0.5","88.2","0.00212","10.94531416"
"Tajae Sharpe","ATL","74","194","4.55","39","30","30","251","13","0.18","75","0.89","57.7","Myles Hartsfield","CAR","71","211","","2","51","6","86","13","0.19","73","0.94","57.2","28.63524404","12.64106706"
"Russell Gage","ATL","72","184","","20","53","26","253","21","0.36","72","1.58","67.6","All Defenders","CAR","","","","","","","","","","","","","39.5956944","46.46371579"
"Russell Gage","ATL","72","184","","20","53","26","253","21","0.36","72","1.58","67.6","C.J. Henderson","CAR","73","191","4.39","30","5","59","106","14","0.45","87","1.59","53.8","79.30317054","9.154561103"
"Russell Gage","ATL","72","184","","20","53","26","253","21","0.36","72","1.58","67.6","Stephon Gilmore","CAR","73","202","4.38","59","16","20","74","11","0.12","62","0.5","88.2","21.53897414","12.26365733"
"Russell Gage","ATL","72","184","","20","53","26","253","21","0.36","72","1.58","67.6","Myles Hartsfield","CAR","71","211","","2","51","6","86","13","0.19","73","0.94","57.2","53.78358834","24.70004222"
"Sammy Watkins","BLT","73","211","4.43","66","14","20","235","18","0.31","64","1.68","69.3","All Defenders","CLV","","","","","","","","","","","","","5.1444","39.9051592"
