"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","81","15","3","183","17","0.43","72","1.7","78.4","All Defenders","CLV","","","","","","","","","","","","","64.53677536","62.41067029"
"DeAndre Hopkins","ARZ","73","212","4.57","81","15","3","183","17","0.43","72","1.7","78.4","Denzel Ward","CLV","71","190","4.32","47","3","42","145","17","0.24","60","1.35","66.2","58.35599089","50.70866961"
"DeAndre Hopkins","ARZ","73","212","4.57","81","15","3","183","17","0.43","72","1.7","78.4","Greedy Williams","CLV","74","185","4.37","43","1","47","97","21","0.25","60","1.27","88.2","62.60393342","2.275389021"
"DeAndre Hopkins","ARZ","73","212","4.57","81","15","3","183","17","0.43","72","1.7","78.4","Troy Hill","CLV","71","183","4.55","3","91","1","140","15","0.21","62","1.13","61.2","61.72305416","9.426611659"
"A.J. Green","ARZ","76","210","4.48","2","12","86","165","16","0.33","62","1.58","61.8","All Defenders","CLV","","","","","","","","","","","","","9.878373385","56.88472553"
"A.J. Green","ARZ","76","210","4.48","2","12","86","165","16","0.33","62","1.58","61.8","Denzel Ward","CLV","71","190","4.32","47","3","42","145","17","0.24","60","1.35","66.2","24.48808078","1.300222298"
"A.J. Green","ARZ","76","210","4.48","2","12","86","165","16","0.33","62","1.58","61.8","Greedy Williams","CLV","74","185","4.37","43","1","47","97","21","0.25","60","1.27","88.2","26.25197049","48.43328059"
"A.J. Green","ARZ","76","210","4.48","2","12","86","165","16","0.33","62","1.58","61.8","Troy Hill","CLV","71","183","4.55","3","91","1","140","15","0.21","62","1.13","61.2","30.98659637","7.151222638"
"Christian Kirk","ARZ","71","200","4.47","5","91","4","131","18","0.47","91","2.16","80.7","All Defenders","CLV","","","","","","","","","","","","","24.25526979","47.13305829"
"Christian Kirk","ARZ","71","200","4.47","5","91","4","131","18","0.47","91","2.16","80.7","Denzel Ward","CLV","71","190","4.32","47","3","42","145","17","0.24","60","1.35","66.2","27.65751755","2.275389021"
