"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","All Defenders","SEA","","","","","","","","","","","","","84.64098424","57.30038839"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","D.J. Reed Jr.","SEA","69","188","4.51","31","4","59","370","12","0.17","50","0.75","69","67.88846123","45.7563541"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","Tre Brown","SEA","70","186","","90","3","","137","12","0.08","44","0.32","65","73.3298112","2.308806858"
"DeAndre Hopkins","ARZ","73","212","4.57","80","16","4","256","18","0.49","76","1.9","79.3","Ugo Amadi","SEA","69","201","4.51","1","87","","208","19","0.32","85","1.3","52.8","87.78139306","9.235227432"
"A.J. Green","ARZ","76","210","4.48","2","10","88","285","17","0.33","62","1.61","63.1","All Defenders","SEA","","","","","","","","","","","","","42.92779453","58.21728298"
"A.J. Green","ARZ","76","210","4.48","2","10","88","285","17","0.33","62","1.61","63.1","D.J. Reed Jr.","SEA","69","188","4.51","31","4","59","370","12","0.17","50","0.75","69","33.14803436","1.502381496"
"A.J. Green","ARZ","76","210","4.48","2","10","88","285","17","0.33","62","1.61","63.1","Tre Brown","SEA","70","186","","90","3","","137","12","0.08","44","0.32","65","43.20909412","50.7053755"
"A.J. Green","ARZ","76","210","4.48","2","10","88","285","17","0.33","62","1.61","63.1","Ugo Amadi","SEA","69","201","4.51","1","87","","208","19","0.32","85","1.3","52.8","54.15438291","6.009525985"
"Christian Kirk","ARZ","71","200","4.47","10","79","11","272","21","0.48","84","2.2","82","All Defenders","SEA","","","","","","","","","","","","","70.42003223","51.69056015"
"Christian Kirk","ARZ","71","200","4.47","10","79","11","272","21","0.48","84","2.2","82","D.J. Reed Jr.","SEA","69","188","4.51","31","4","59","370","12","0.17","50","0.75","69","46.16975652","5.151883072"
"Christian Kirk","ARZ","71","200","4.47","10","79","11","272","21","0.48","84","2.2","82","Tre Brown","SEA","70","186","","90","3","","137","12","0.08","44","0.32","65","54.68403723","5.151883072"
"Christian Kirk","ARZ","71","200","4.47","10","79","11","272","21","0.48","84","2.2","82","Ugo Amadi","SEA","69","201","4.51","1","87","","208","19","0.32","85","1.3","52.8","66.94588777","41.38679401"
"Olamide Zaccheaus","ATL","68","190","","21","44","33","188","14","0.28","56","1.03","65.3","All Defenders","NE","","","","","","","","","","","","","33.18718649","39.01374818"
"Olamide Zaccheaus","ATL","68","190","","21","44","33","188","14","0.28","56","1.03","65.3","Jalen Mills","NE","72","191","4.61","34","22","41","293","13","0.27","62","1.02","60","49.08069833","23.40824891"
"Olamide Zaccheaus","ATL","68","190","","21","44","33","188","14","0.28","56","1.03","65.3","J.C. Jackson","NE","73","198","4.46","47","15","34","335","19","0.25","50","1.36","74.3","29.73183697","12.19179631"
"Olamide Zaccheaus","ATL","68","190","","21","44","33","188","14","0.28","56","1.03","65.3","Myles Bryant","NE","69","185","4.62","1","74","1","140","11","0.18","93","0.83","80.4","23.72004745","17.44364702"
"Tajae Sharpe","ATL","74","194","4.55","39","34","25","153","13","0.22","85","1.11","64.3","All Defenders","NE","","","","","","","","","","","","","26.55942894","34.21245659"
"Tajae Sharpe","ATL","74","194","4.55","39","34","25","153","13","0.22","85","1.11","64.3","Jalen Mills","NE","72","191","4.61","34","22","41","293","13","0.27","62","1.02","60","46.36411699","13.19303882"
"Tajae Sharpe","ATL","74","194","4.55","39","34","25","153","13","0.22","85","1.11","64.3","J.C. Jackson","NE","73","198","4.46","47","15","34","335","19","0.25","50","1.36","74.3","27.39961862","20.52747396"
"Tajae Sharpe","ATL","74","194","4.55","39","34","25","153","13","0.22","85","1.11","64.3","Myles Bryant","NE","69","185","4.62","1","74","1","140","11","0.18","93","0.83","80.4","21.11393693","12.74581716"
"Russell Gage","ATL","72","184","","19","53","27","153","17","0.25","62","1.04","57.5","All Defenders","NE","","","","","","","","","","","","","22.73281049","43.03380978"
"Russell Gage","ATL","72","184","","19","53","27","153","17","0.25","62","1.04","57.5","Jalen Mills","NE","72","191","4.61","34","22","41","293","13","0.27","62","1.02","60","44.65644313","8.184344192"
