"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","366","2","25","58","14","18","0.3","71","1.08","62.8","-18","Ernest Jones","74","230","181","17","0.25","84","1.06","72.7"
"Kyle Pitts","78","246","162","7","27","41","29","27","0.39","53","1.76","71.5","-10","Frankie Luvu","75","235","172","13","0.32","87","1.33","69"
"Dawson Knox","76","254","217","11","35","39","16","12","0.23","74","0.84","63","24","Eric Kendricks","72","232","308","11","0.17","64","0.78","58.4"
"Tommy Tremble","76","250","143","2","74","18","6","12","0.22","59","0.69","43.6","-52","Rashaan Evans","74","232","337","12","0.21","83","1.03","61.8"
"Cole Kmet","78","260","219","14","38","46","14","12","0.26","73","0.91","64.1","-16","Alex Anzalone","75","237","254","9","0.15","83","0.71","52.5"
"David Njoku","76","246","195","10","50","35","14","21","0.42","83","2.14","83.5","26","Eric Rowe","73","210","126","18","0.36","91","1.91","46.1"
"Dalton Schultz","77","244","134","9","44","39","14","20","0.3","74","1.51","59.6","2","Quay Walker","76","241","171","13","0.27","78","1.28","50.6"
"Greg Dulcich","76","245","93","1","35","56","9","18","0.39","71","1.96","66.7","-27","Zach Cunningham","75","230","98","17","0.37","82","1.07","63.5"
"Brock Wright","77","255","65","27","66","17","12","9","0.23","100","1.35","56.4","-32","Jack Sanborn","74","234","30","10","0.24","100","1.43","55.3"
"Robert Tonyan","77","240","207","3","37","45","19","22","0.36","84","1.52","59.7","15","Anthony Barr","77","255","167","11","0.15","78","0.63","56.1"
"Brevin Jordan","75","245","95","9","50","34","15","17","0.1","38","0.34","51.8","-23","Julian Love","71","195","257","10","0.19","68","0.75","68.4"
"Mo Alie-Cox","77","267","167","8","59","32","9","10","0.24","76","0.89","51.9","-14","Denzel Perryman","71","240","93","15","0.36","86","1.02","68.7"
"Evan Engram","75","240","263","6","32","42","25","18","0.28","70","1.29","59.4","-3","Willie Gay Jr.","74","240","87","25","0.45","95","2.1","49.6"
"Travis Kelce","77","250","314","2","23","45","32","24","0.53","75","2.1","90.8","58","Devin Lloyd","75","235","304","18","0.33","85","1.56","56.4"
"Tyler Higbee","78","255","238","14","56","18","26","23","0.28","65","1.31","58.3","13","Isaiah Simmons","76","238","251","12","0.26","94","1.21","61.6"
"Gerald Everett","75","240","251","5","43","42","14","20","0.31","64","1.36","65","-9","Dre Greenlaw","72","230","213","16","0.29","89","1.12","77.4"
"Darren Waller","78","255","142","1","15","64","20","17","0.28","67","1.23","62.8","-10","Bobby Okereke","73","235","245","20","0.29","69","1.31","80.9"
"Mike Gesicki","78","250","211","7","29","53","17","15","0.33","71","1.13","63.3","-7","Jeremiah Owusu-Koramoah","74","221","131","15","0.31","74","1.16","68.9"
"T.J. Hockenson","77","244","247","12","46","35","19","20","0.4","70","1.88","72","-18","Tremaine Edmunds","77","250","232","14","0.21","73","0.79","76"
"Juwan Johnson","76","231","241","6","37","50","13","13","0.28","72","1.07","62.5","-35","Myles Jack","73","255","252","16","0.26","76","1.09","56.7"
"Chris Myarick","77","261","55","32","75","10","7","11","0.29","100","0.76","65.6","-23","Christian Kirksey","74","235","238","13","0.23","69","0.88","57.8"
"Dallas Goedert","77","256","246","3","49","39","11","20","0.42","83","2.12","80.2","13","Jon Bostic","73","245","32","6","0.14","100","0.78","64.6"
"Pat Freiermuth","77","258","202","9","66","31","3","23","0.37","68","1.82","74.7","-18","Demario Davis","74","248","278","7","0.09","68","0.42","84.3"
"Noah Fant","76","249","176","10","44","35","16","19","0.34","79","1.55","67.9","-28","Lavonte David","73","233","319","13","0.2","78","0.82","82.9"
"George Kittle","76","250","188","7","54","36","9","19","0.38","80","1.7","71.6","6","Drue Tranquill","74","234","223","12","0.21","85","0.8","66.4"
"Cameron Brate","77","245","130","2","30","52","18","16","0.19","62","0.88","58.2","-2","Jordyn Brooks","73","245","325","10","0.23","81","0.9","62.2"
"Austin Hooper","76","254","124","6","38","44","18","13","0.22","75","1.21","62.2","-25","Josey Jewell","74","236","106","21","0.3","82","1.29","67.6"
"Logan Thomas","78","250","166","9","22","68","9","13","0.18","62","0.64","55.9","-13","Kyzir White","74","234","247","16","0.19","69","0.76","58.1"
