"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","129","3","25","62","11","19","0.27","67","1.04","55.4","-21","Frankie Luvu","75","235","88","10","0.27","78","0.53","69"
"Kyle Pitts","78","246","75","12","31","40","27","24","0.29","50","1.67","69","-20","Jeremiah Owusu-Koramoah","74","221","67","9","0.31","83","0.52","79.3"
"Mark Andrews","77","247","89","","17","65","18","36","0.72","69","2.75","89.6","7","Tremaine Edmunds","77","250","93","15","0.14","57","0.55","67.1"
"Dawson Knox","76","254","97","16","37","35","13","11","0.17","82","0.73","55.1","11","Josh Bynes","73","235","60","12","0.13","57","0.6","65.8"
"Ian Thomas","76","260","49","23","89","9","","16","0.26","62","1.61","52","-33","Zaven Collins","76","260","76","11","0.17","75","0.91","49.3"
"Cole Kmet","78","260","51","9","43","48","9","10","0.12","40","0.78","53.7","-35","Julian Love","71","195","89","8","0.18","100","1.01","60"
"Hayden Hurst","76","250","111","3","54","28","17","14","0.17","73","0.69","55.8","7","Brandon Jones","73","191","110","15","0.19","62","1","50.8"
"David Njoku","76","246","79","15","48","37","15","20","0.4","81","1.62","73.4","-9","Rashaan Evans","74","232","105","11","0.17","83","0.7","74.5"
"Dalton Schultz","77","244","71","7","42","38","17","17","0.24","75","1.13","56.9","-1","Jamin Davis","75","234","81","12","0.17","60","0.98","56.7"
"Albert Okwuegbunam","77","258","78","5","41","46","12","12","0.13","67","0.58","52.9","-5","Jayon Brown","72","226","83","14","0.27","100","1.27","49.3"
"T.J. Hockenson","77","244","91","14","42","35","24","20","0.27","56","0.9","55.7","7","Cody Barton","74","237","85","16","0.41","93","1.87","44.6"
"Robert Tonyan","77","240","56","2","32","54","14","23","0.35","85","1.5","56.2","15","Adrian Phillips","71","210","83","16","0.23","54","0.76","58.6"
"Pharaoh Brown","78","258","54","26","71","19","10","17","0.26","78","1.33","59.2","-11","Kenneth Murray","74","243","68","12","0.19","88","0.85","45.4"
"Kylen Granson","74","242","60","3","39","53","8","17","0.19","70","0.72","53.3","-16","Zach Cunningham","75","230","59","14","0.31","88","0.92","73.2"
"Evan Engram","75","240","93","4","28","44","26","16","0.22","80","0.89","60.1","-39","T.J. Edwards","73","242","124","12","0.13","73","0.41","84"
"Travis Kelce","77","250","104","4","26","42","32","23","0.5","71","2.21","82.2","52","Devin White","72","237","103","12","0.15","58","0.84","53.4"
"Tyler Higbee","78","255","100","7","56","17","28","22","0.33","73","1.71","64.2","-6","Dre Greenlaw","72","230","91","18","0.36","94","1.29","72.1"
"Gerald Everett","75","240","92","7","53","35","11","21","0.35","58","1.63","69.2","55","Kamu Grugier-Hill","74","230","99","19","0.32","84","1.61","33.9"
"Darren Waller","78","255","102","1","9","66","24","19","0.33","68","1.48","67.6","14","Josey Jewell","74","236","26","15","0.37","100","2.12","57.2"
"Durham Smythe","78","246","39","29","75","20","4","15","0.24","83","1.08","60.2","-26","Akeem Davis-Gaither","74","228","39","23","0.4","78","2.23","61"
"Irv Smith Jr.","74","242","69","4","51","28","21","22","0.29","47","0.99","59.4","-20","Demario Davis","74","248","89","11","0.13","60","0.65","77.6"
"Hunter Henry","77","250","79","2","38","44","16","6","0.07","60","0.35","44.2","-23","Quay Walker","76","241","65","17","0.33","91","1.77","57.6"
"Juwan Johnson","76","231","89","6","24","56","20","15","0.16","46","0.93","64.9","-29","Eric Kendricks","72","232","119","10","0.12","50","0.72","61.9"
"Daniel Bellinger","77","253","49","8","75","13","11","12","0.34","83","1.14","70.1","20","Roquan Smith","73","232","93","15","0.13","43","0.7","42.8"
"Tyler Conklin","75","254","134","9","62","30","7","16","0.28","86","1.04","51.7","-24","Myles Jack","73","255","108","15","0.18","75","0.69","60.2"
"Dallas Goedert","77","256","96","2","45","47","8","14","0.35","85","1.75","67.3","-12","Devin Lloyd","75","235","112","16","0.22","72","1.05","77.7"
"Pat Freiermuth","77","258","81","14","68","29","3","25","0.38","55","1.7","67.6","3","C.J. Mosley","74","231","98","14","0.19","64","1.01","61.3"
"Noah Fant","76","249","56","7","43","33","17","18","0.26","90","0.96","58.7","-13","DeShon Elliott","73","210","128","5","0.08","67","0.45","62.9"
"George Kittle","76","250","28","10","61","23","13","14","0.24","100","1","57","-17","Ernest Jones","74","230","80","19","0.25","80","0.95","73.4"
"Cameron Brate","77","245","85","2","29","52","20","13","0.16","64","0.8","53.3","-27","Nick Bolton","71","237","114","9","0.15","100","0.58","74.1"
"Austin Hooper","76","254","54","7","40","48","12","13","0.16","57","0.81","51.2","-15","Zaire Franklin","72","235","105","11","0.17","75","0.89","52.7"
"Logan Thomas","78","250","92","11","24","65","10","14","0.25","62","0.95","56.4","-2","Anthony Barr","77","255","75","9","0.09","57","0.35","53"
