"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Dalton Schultz","77","244","94","8","40","41","17","16","0.18","60","0.85","49.2","-25","Ernest Jones","74","230","98","21","0.3","81","1.26","71.2"
"Eric Saubert","77","253","54","8","56","39","5","11","0.24","33","0.87","60.6","-26","Zaire Franklin","72","235","130","13","0.22","82","1.09","51.5"
"T.J. Hockenson","77","244","126","12","44","35","21","23","0.49","62","2.07","69.5","-3","Kyle Dugger","74","220","67","7","0.17","60","0.4","58.6"
"Robert Tonyan","77","240","78","1","30","53","16","19","0.38","87","1.36","57.9","19","Julian Love","71","195","97","7","0.16","100","0.93","60"
"O.J. Howard","78","251","40","17","79","15","6","22","0.6","56","1.8","60.8","-36","Devin Lloyd","75","235","141","18","0.27","80","1.32","72.4"
"Mo Alie-Cox","77","267","87","9","66","29","5","15","0.4","77","1.48","67.6","1","Josey Jewell","74","236","61","16","0.28","90","1.36","62.2"
"Evan Engram","75","240","114","3","31","43","25","14","0.2","81","0.87","59.5","-7","Christian Kirksey","74","235","136","15","0.29","70","1.01","58"
"Travis Kelce","77","250","142","3","25","41","34","24","0.54","76","2.27","90.2","39","Denzel Perryman","71","240","21","14","0.24","100","1","73.7"
"Tyler Higbee","78","255","147","8","58","18","24","24","0.34","72","1.66","66","19","Anthony Barr","77","255","99","9","0.1","67","0.35","54.6"
"Gerald Everett","75","240","117","9","48","38","13","21","0.42","64","1.8","71.8","4","Jeremiah Owusu-Koramoah","74","221","76","12","0.31","67","0.72","71.6"
"Darren Waller","78","255","136","1","14","64","20","18","0.29","67","1.29","63.4","-6","Nick Bolton","71","237","160","9","0.17","100","0.77","69"
"Mike Gesicki","78","250","77","9","32","53","12","12","0.27","89","0.92","58.9","1","C.J. Mosley","74","231","129","14","0.19","67","1.02","63.4"
"Irv Smith Jr.","74","242","95","6","49","26","26","20","0.26","53","0.96","58.2","-1","Jaquan Brisker","73","200","109","11","0.14","75","0.58","64.2"
"Hunter Henry","77","250","93","7","38","45","16","10","0.1","56","0.44","46.9","-27","DeShon Elliott","73","210","159","4","0.06","67","0.36","66.4"
"Juwan Johnson","76","231","107","6","26","55","18","16","0.19","53","1.08","67.5","-3","Cody Barton","74","237","103","17","0.39","88","1.9","42.4"
"Daniel Bellinger","77","253","57","11","80","11","9","16","0.38","89","1.39","72.7","13","Quay Walker","76","241","77","14","0.28","91","1.49","51.1"
"Tyler Conklin","75","254","163","10","60","32","8","16","0.28","81","1.18","52.8","-17","Brandon Jones","73","191","123","15","0.2","63","1.05","50.6"
"Dallas Goedert","77","256","126","2","44","47","9","15","0.37","84","1.9","67.8","22","Zaven Collins","76","260","109","13","0.25","79","0.96","53.7"
"Pat Freiermuth","77","258","107","12","68","29","3","27","0.43","62","2.08","74.9","2","Tremaine Edmunds","77","250","129","15","0.21","68","0.64","68.1"
"Noah Fant","76","249","71","8","44","30","18","15","0.3","91","0.79","64.3","-31","Demario Davis","74","248","126","10","0.13","67","0.63","83"
"George Kittle","76","250","52","10","60","28","10","15","0.22","75","1","56.1","-21","Frankie Luvu","75","235","113","13","0.31","80","0.94","71.9"
"Cameron Brate","77","245","105","2","30","52","18","17","0.2","61","0.95","58.3","-13","Rashaan Evans","74","232","138","11","0.17","87","0.73","68.6"
"Austin Hooper","76","254","70","5","35","50","15","11","0.14","62","0.69","51.1","-23","Jamin Davis","75","234","99","13","0.2","62","1.19","56"
"Logan Thomas","78","250","125","9","21","69","9","15","0.24","68","0.85","58","-16","Dylan Cole","72","237","38","16","0.22","83","0.92","69.4"
"Zach Ertz","77","250","161","3","25","60","12","19","0.32","73","1.12","61.4","-30","T.J. Edwards","73","242","147","10","0.11","73","0.35","85.5"
"Kyle Pitts","78","246","87","11","29","39","29","25","0.29","45","1.72","72","22","Devin White","72","237","140","14","0.18","60","0.99","35.9"
"Mark Andrews","77","247","127","","13","66","20","29","0.54","65","2.05","79.7","2","Logan Wilson","74","245","157","14","0.23","64","1","64.5"
"Dawson Knox","76","254","126","14","32","41","15","13","0.18","71","0.88","64","17","Myles Jack","73","255","142","15","0.2","73","0.82","58.9"
"Ian Thomas","76","260","55","24","88","11","","20","0.26","55","1.55","48.8","-71","Dre Greenlaw","72","230","144","18","0.33","92","1.24","77.1"
"Cole Kmet","78","260","82","10","41","44","11","10","0.13","62","0.68","52.9","-37","Eric Kendricks","72","232","144","10","0.15","60","0.92","62.9"
"Hayden Hurst","76","250","136","5","55","26","17","14","0.22","74","0.76","61.1","0","Josh Bynes","73","235","78","10","0.1","50","0.46","63.6"
"David Njoku","76","246","112","14","52","33","15","20","0.39","82","1.79","74.2","23","Kenneth Murray","74","243","86","16","0.26","93","1.13","45.1"
