"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","517","2","31","58","9","21","0.35","69","1.48","66.9","2","Willie Gay Jr.","74","240","189","15","0.26","82","1.35","56"
"Kyle Pitts","78","240","508","3","22","44","34","21","0.35","64","2.02","80.3","-11","Demario Davis","74","248","514","11","0.13","67","0.56","78.1"
"Mark Andrews","77","256","623","1","22","62","16","24","0.48","72","2.18","91.5","28","C.J. Mosley","74","250","531","15","0.28","87","1.13","42.9"
"Dawson Knox","76","254","507","8","37","42","13","14","0.32","69","1.16","62.4","13","Ernest Jones","74","230","247","13","0.2","78","0.76","59.5"
"Tommy Tremble","76","242","276","6","43","44","13","12","0.16","62","0.65","56.3","-61","Jeremiah Owusu-Koramoah","74","215","300","12","0.16","74","0.56","76.6"
"Cole Kmet","78","258","499","12","34","49","15","18","0.24","67","1.23","63.9","-39","Dre Greenlaw","72","227","59","19","0.24","82","0.9","69.5"
"Hayden Hurst","76","245","220","14","44","41","15","15","0.3","81","1","55.3","14","Devin Bush","71","234","358","17","0.29","77","1.23","36.1"
"David Njoku","76","246","305","14","56","31","13","17","0.35","68","1.56","70.9","6","Damien Wilson","72","245","378","16","0.33","79","1.66","45.6"
"Dalton Schultz","77","244","548","9","44","44","10","18","0.38","77","1.47","79.1","53","Devin White","72","237","564","15","0.24","81","1.01","37"
"Albert Okwuegbunam","77","255","170","16","74","18","7","24","0.46","82","1.94","67.3","-10","Cody Barton","74","237","100","19","0.27","68","1.39","66.1"
"T.J. Hockenson","77","247","395","5","34","54","11","21","0.36","75","1.48","68.1","-26","T.J. Edwards","73","242","362","15","0.28","84","1.24","80.6"
"Robert Tonyan","77","237","193","3","38","44","18","13","0.26","69","1.06","53.9","14","Eric Kendricks","72","232","525","11","0.23","73","1.02","59.4"
"Pharaoh Brown","78","258","198","24","82","13","2","16","0.2","72","0.86","48.1","-62","Shaquille Leonard","74","234","547","12","0.22","70","0.99","78.4"
"Mo Alie-Cox","77","267","247","13","53","40","7","17","0.32","57","1.28","66.8","23","Christian Kirksey","74","235","372","14","0.29","75","1.24","50.6"
"Evan Engram","75","240","459","4","22","69","9","15","0.23","69","0.89","53.5","-13","Jamin Davis","76","234","292","14","0.25","88","1.03","46.8"
"Travis Kelce","77","260","613","3","28","45","27","21","0.42","70","1.84","81.9","59","Isaiah Simmons","76","230","479","15","0.22","72","1.03","50.9"
"Tyler Higbee","78","255","497","8","53","22","24","16","0.3","75","1.13","68","23","Tremaine Edmunds","77","250","438","15","0.27","81","1.23","51"
"Gerald Everett","75","240","356","9","48","33","17","17","0.34","81","1.34","63.5","1","Divine Deablo","75","226","144","11","0.22","88","1.21","68.4"
"Darren Waller","78","255","383","4","49","29","22","23","0.35","61","1.74","68.2","6","Drue Tranquill","74","234","299","11","0.2","88","0.86","66.3"
"Mike Gesicki","78","245","539","2","8","62","29","20","0.3","69","1.45","68.7","-12","Kyle Dugger","74","220","404","11","0.17","65","0.67","71.6"
"Irv Smith Jr.","74","242","","","","","","","","","","","-1","Quay Walker","76","241","","","","","",""
"Hunter Henry","77","250","403","11","27","61","12","18","0.41","68","1.5","73.8","7","Brandon Jones","72","205","302","8","0.19","92","1.01","54.4"
"Juwan Johnson","76","231","166","1","25","54","21","13","0.32","62","0.96","70","-14","Rashaan Evans","74","232","240","12","0.19","82","0.96","44.5"
"Daniel Bellinger","77","253","","","","","","","","","","","-11","Zach Cunningham","75","238","321","19","0.28","75","1.19","60.6"
"Tyler Conklin","75","254","480","16","83","10","6","17","0.29","73","1.24","66.7","-21","Patrick Queen","73","227","403","14","0.24","79","1.17","43.5"
"Dallas Goedert","76","260","355","9","49","40","10","20","0.46","78","2.34","90","48","Alex Anzalone","75","241","377","12","0.17","70","0.75","37.1"
"Pat Freiermuth","77","258","395","6","62","31","7","19","0.38","78","1.26","72.8","-2","Akeem Davis-Gaither","74","200","149","16","0.2","67","0.91","63.3"
"Noah Fant","76","249","442","6","68","24","7","20","0.36","77","1.52","61.6","-9","Kareem Jackson","70","185","507","6","0.13","75","0.44","51.1"
"George Kittle","76","250","389","14","58","31","9","24","0.51","76","2.35","90.8","26","Roquan Smith","73","225","454","14","0.2","81","0.87","48.6"
"Cameron Brate","77","245","319","2","35","41","19","16","0.25","60","0.77","57","-8","Donovan Wilson","73","207","197","6","0.04","36","0.19","62.4"
"Austin Hooper","76","254","303","17","58","33","8","19","0.3","66","1.14","64.3","-19","Austin Calitro","72","240","12","8","0.17","100","0.83","63.9"
"Logan Thomas","78","250","151","9","21","67","8","17","0.37","72","1.3","63.6","6","Foyesade Oluokun","74","215","526","11","0.21","81","0.97","47.1"
