"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","249","253","7","50","32","10","10","0.13","73","0.58","44.6","-11","Troy Andersen","76","235","162","18","0.38","93","1.73","47.7"
"Anthony Firkser","74","241","82","5","15","69","16","15","0.21","67","1.09","58.7","-35","Ben Niemann","74","235","205","16","0.23","85","0.93","73"
"Mark Andrews","77","247","410","","12","66","22","25","0.41","63","1.82","77.8","16","Myles Jack","73","255","322","16","0.3","80","1.13","53.7"
"Dawson Knox","76","254","445","7","32","46","13","14","0.28","73","1.13","64.8","16","Logan Wilson","74","245","474","14","0.24","83","1.03","73.2"
"Ian Thomas","76","260","156","22","84","11","1","18","0.25","71","1.21","51.7","-64","Lavonte David","73","233","524","13","0.2","79","0.83","83.7"
"Cole Kmet","78","260","376","12","43","43","13","16","0.32","72","1.22","66.8","-4","Alex Anzalone","75","237","486","8","0.13","80","0.69","57"
"Hayden Hurst","76","250","355","3","53","26","19","17","0.28","80","1.13","66.7","-3","Tremaine Edmunds","77","250","389","13","0.19","73","0.74","76.6"
"David Njoku","76","246","344","10","52","36","12","21","0.37","75","1.64","74.9","10","Jamin Davis","75","234","375","15","0.24","77","1.06","61.2"
"Dalton Schultz","77","244","342","9","48","37","13","20","0.33","68","1.43","65.3","15","Zach Cunningham","75","230","103","18","0.38","79","1.17","60.2"
"Greg Dulcich","76","245","316","4","34","58","9","16","0.27","65","1.3","60.4","-33","Willie Gay Jr.","74","240","243","19","0.34","96","1.35","69.8"
"Shane Zylstra","76","239","105","3","25","35","40","10","0.37","91","0.5","68.3","6","Joe Thomas","73","232","97","12","0.18","83","0.73","63"
"Robert Tonyan","77","240","326","2","41","40","19","17","0.28","82","1.19","56.8","18","Eric Kendricks","72","232","578","13","0.22","77","1","60.8"
"Teagan Quitoriano","78","258","105","21","77","20","4","8","0.18","50","0.29","46.1","-2","Devin Lloyd","75","235","441","18","0.36","85","1.54","49.2"
"Mo Alie-Cox","77","267","250","8","57","33","10","10","0.19","72","0.74","47","-13","Julian Love","71","195","519","9","0.17","71","0.72","70.1"
"Evan Engram","75","240","474","5","35","40","24","19","0.35","75","1.53","66","14","Christian Kirksey","74","235","460","14","0.25","75","1.15","56.4"
"Travis Kelce","77","250","533","4","27","45","27","25","0.55","73","2.36","91.4","50","Josey Jewell","74","236","319","19","0.31","77","1.55","72.5"
"Tyler Higbee","78","255","395","16","66","14","21","24","0.36","69","1.46","63.5","22","Drue Tranquill","74","234","431","11","0.18","79","0.78","63.3"
"Gerald Everett","75","240","409","7","44","41","15","18","0.29","70","1.3","68.2","21","Ernest Jones","74","230","327","17","0.28","85","1.18","63.6"
"Darren Waller","78","255","186","1","16","63","20","17","0.34","72","1.51","66.7","-2","Dre Greenlaw","72","230","470","20","0.3","78","1.27","81"
"Mike Gesicki","78","250","307","6","27","52","20","13","0.26","63","0.97","58.8","-12","Ja'Whaun Bentley","74","244","336","11","0.14","73","0.57","81.1"
"T.J. Hockenson","77","244","525","10","49","34","16","21","0.38","71","1.6","69.3","20","Quay Walker","76","241","338","11","0.17","69","0.73","52.1"
"Hunter Henry","77","250","347","9","44","42","11","13","0.24","68","1.2","57.3","0","Eric Rowe","73","210","302","14","0.26","86","1.42","56.4"
"Juwan Johnson","76","231","324","6","35","49","15","16","0.37","68","1.31","66.2","-21","Kyzir White","74","234","425","14","0.19","72","0.91","57.5"
"Daniel Bellinger","77","253","251","9","60","25","13","12","0.25","90","0.9","60.2","-9","Bobby Okereke","73","235","452","18","0.27","77","1.21","71.3"
"Tyler Conklin","75","254","428","11","59","31","9","17","0.27","68","1.07","56.5","-8","Cody Barton","74","237","343","17","0.3","78","1.18","57.2"
"Dallas Goedert","77","256","311","3","46","43","10","17","0.4","85","1.96","77","0","Demario Davis","74","248","498","8","0.14","74","0.55","78.4"
"Pat Freiermuth","77","258","389","6","61","34","5","23","0.36","67","1.79","78.1","11","Roquan Smith","73","232","427","12","0.2","76","0.95","67.8"
"Noah Fant","76","249","304","10","40","40","16","18","0.36","79","1.4","66.7","-3","C.J. Mosley","74","231","531","13","0.19","67","0.89","71.4"
"George Kittle","76","250","389","6","55","31","12","17","0.44","79","1.83","80.3","46","Luke Masterson","73","234","98","17","0.31","94","1.48","44.1"
"Cade Otton","77","247","416","5","40","49","10","13","0.21","70","0.89","57.4","-13","Frankie Luvu","75","235","335","13","0.31","91","1.15","74.6"
"Austin Hooper","76","254","273","4","32","52","15","17","0.32","77","1.47","69.7","-13","Leighton Vander Esch","76","256","358","8","0.12","83","0.49","70.4"
"Logan Thomas","78","250","314","9","25","63","11","15","0.2","65","0.8","51.6","-4","Tony Fields II","73","220","45","11","0.2","100","0.87","56.9"
