"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"David Njoku","76","246","246","10","51","35","14","21","0.4","79","1.89","81.4","-3","Logan Wilson","74","245","352","13","0.24","78","1","68"
"Dalton Schultz","77","244","237","10","49","37","12","21","0.37","70","1.45","66.3","11","Christian Kirksey","74","235","349","13","0.21","64","0.9","59.1"
"Greg Dulcich","76","245","216","4","35","57","8","17","0.29","69","1.48","63","-32","Willie Gay Jr.","74","240","174","18","0.32","97","1.45","63.4"
"Brock Wright","77","255","112","30","70","15","12","12","0.3","93","1.26","51.9","-36","Eric Kendricks","72","232","477","12","0.19","74","0.92","60.7"
"Teagan Quitoriano","78","258","65","27","76","21","2","11","0.17","43","0.34","49.7","-30","Leighton Vander Esch","76","256","335","8","0.11","81","0.48","69.2"
"Evan Engram","75","240","370","5","33","40","26","16","0.25","71","1.04","56.4","-17","Dylan Cole","72","237","191","13","0.23","88","1.16","62.8"
"Travis Kelce","77","250","433","4","26","45","28","24","0.57","73","2.24","91.3","43","Josey Jewell","74","236","221","17","0.28","79","1.41","71.2"
"Tyler Higbee","78","255","327","15","62","16","22","23","0.29","66","1.36","59.1","-4","Denzel Perryman","71","240","160","12","0.28","80","1.01","73.9"
"Gerald Everett","75","240","325","4","42","43","15","19","0.31","69","1.42","68.6","8","Jerome Baker","74","225","352","11","0.16","79","0.6","72.6"
"Foster Moreau","76","250","254","16","36","47","15","15","0.27","64","1.24","62.2","-23","Ernest Jones","74","230","287","18","0.31","85","1.28","65.6"
"Mike Gesicki","78","250","269","6","29","52","18","13","0.28","67","1","60.8","7","Drue Tranquill","74","234","344","11","0.19","84","0.78","60.2"
"T.J. Hockenson","77","244","387","11","47","37","16","20","0.37","71","1.6","69.5","8","Alex Anzalone","75","237","397","9","0.13","80","0.64","55.5"
"Hunter Henry","77","250","297","9","44","41","11","13","0.24","66","1.13","56.8","-6","Tanner Vallejo","73","230","75","19","0.26","71","1.28","55.5"
"Daniel Bellinger","77","253","146","13","67","18","14","15","0.35","95","1.21","68.9","-2","Kyzir White","74","234","349","15","0.21","75","0.93","59"
"Tyler Conklin","75","254","343","10","60","30","9","17","0.28","67","1.13","58.6","-47","Tremaine Edmunds","77","250","288","14","0.19","68","0.71","82"
"Jack Stoll","76","247","152","13","67","26","6","8","0.12","67","0.64","53.6","-48","Julian Love","71","195","400","10","0.19","76","0.83","65.4"
"Pat Freiermuth","77","258","318","7","64","31","5","24","0.36","67","1.88","79.9","9","Roquan Smith","73","232","338","12","0.2","76","0.93","61.8"
"Noah Fant","76","249","241","10","42","37","17","19","0.36","80","1.59","69","-15","Frankie Luvu","75","235","249","13","0.28","91","1.19","74.7"
"George Kittle","76","250","316","7","53","33","12","16","0.35","76","1.49","70.5","-17","Lavonte David","73","233","426","12","0.19","79","0.73","84.6"
"Cade Otton","77","247","324","4","43","46","11","13","0.23","74","0.95","61.6","-28","Dre Greenlaw","72","230","345","19","0.29","78","1.17","82.7"
"Austin Hooper","76","254","211","5","34","48","18","17","0.32","75","1.32","68.6","-6","Chad Muma","75","239","92","12","0.26","73","1.04","55.4"
"Trey McBride","75","249","150","8","55","29","10","7","0.09","82","0.3","36.9","-35","Mack Wilson","73","240","132","14","0.26","78","1.08","51.2"
"Mark Andrews","77","247","338","","12","67","22","26","0.45","64","1.93","79.2","6","Myles Jack","73","255","306","16","0.3","80","1.16","53.3"
"Dawson Knox","76","254","356","8","32","47","13","12","0.22","77","0.92","63.2","13","C.J. Mosley","74","231","429","13","0.18","70","0.89","69.8"
"Tommy Tremble","76","250","177","2","76","16","6","11","0.19","55","0.57","43.8","-39","Cody Barton","74","237","270","19","0.32","78","1.31","52.5"
"Mitchell Wilcox","76","250","107","12","71","12","16","7","0.12","100","0.56","49.4","-33","Tony Fields II","73","220","30","7","0.13","100","0.63","62.9"
