"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","249","181","9","55","27","9","9","0.11","71","0.4","40.6","-58","Josey Jewell","74","236","256","19","0.28","73","1.44","72.3"
"Anthony Firkser","74","241","57","3","22","68","10","12","0.24","86","1.39","65.2","-54","Demario Davis","74","248","433","9","0.15","74","0.55","81.1"
"Mark Andrews","77","247","360","","11","67","22","25","0.43","64","1.86","78.7","-1","Tony Fields II","73","220","31","6","0.13","100","0.61","61.7"
"Dawson Knox","76","254","387","8","31","48","13","13","0.24","74","0.95","62.9","5","Jerome Baker","74","225","395","11","0.17","81","0.63","73.9"
"Ian Thomas","76","260","141","22","85","11","2","18","0.26","76","1.25","52.4","-43","Myles Jack","73","255","316","16","0.3","80","1.13","54"
"Cole Kmet","78","260","318","12","43","44","12","15","0.33","71","1.28","70.1","-22","Kyzir White","74","234","371","15","0.19","72","0.88","61.1"
"Mitchell Wilcox","76","250","132","11","70","12","16","7","0.11","89","0.53","53.9","-50","Lavonte David","73","233","446","12","0.18","78","0.75","82.7"
"David Njoku","76","246","290","9","51","37","12","21","0.41","80","1.8","79.6","3","Roquan Smith","73","232","366","12","0.2","76","0.94","63.6"
"Dalton Schultz","77","244","274","10","48","37","14","22","0.37","68","1.57","66.6","15","Devin Lloyd","75","235","394","17","0.34","85","1.49","51.1"
"Greg Dulcich","76","245","255","4","34","57","9","17","0.27","65","1.42","60.5","-38","Ben Niemann","74","235","175","17","0.24","83","0.96","69.1"
"Brock Wright","77","255","126","30","71","14","13","12","0.26","87","1.12","49.7","-56","C.J. Mosley","74","231","459","12","0.17","70","0.86","73.2"
"Robert Tonyan","77","240","285","2","37","42","21","19","0.31","82","1.31","57.3","-2","Ernest Jones","74","230","301","18","0.29","85","1.22","66.1"
"Teagan Quitoriano","78","258","78","24","76","21","3","9","0.14","43","0.28","47.4","-31","Willie Gay Jr.","74","240","203","19","0.34","97","1.51","66.2"
"Kylen Granson","74","242","219","5","39","51","10","17","0.25","78","1.22","58.5","-3","Eric Kendricks","72","232","516","12","0.2","75","0.95","61.3"
"Evan Engram","75","240","406","5","34","39","26","18","0.32","73","1.35","63.1","-22","Leighton Vander Esch","76","256","356","8","0.11","82","0.47","72.2"
"Travis Kelce","77","250","469","3","26","45","29","25","0.55","70","2.22","90.9","69","Christian Kirksey","74","235","391","13","0.23","69","1.04","57.8"
"Tyler Higbee","78","255","357","16","64","15","22","22","0.27","66","1.27","58.4","9","Quay Walker","76","241","294","11","0.18","75","0.78","51.5"
"Gerald Everett","75","240","362","6","43","41","15","19","0.3","71","1.35","68.2","22","Dylan Cole","72","237","222","13","0.23","90","1.17","58.6"
"Foster Moreau","76","250","277","16","36","47","16","14","0.25","62","1.14","60.6","-27","Jahlani Tavai","74","246","165","13","0.18","71","0.88","72.6"
"Mike Gesicki","78","250","286","6","28","52","19","13","0.26","63","0.94","59.6","-22","Tremaine Edmunds","77","250","330","14","0.19","71","0.7","80"
"T.J. Hockenson","77","244","427","10","47","36","17","20","0.36","71","1.63","68.5","-15","Bobby Okereke","73","235","364","20","0.3","75","1.31","70.3"
"Hunter Henry","77","250","320","9","44","41","10","13","0.25","68","1.27","58.7","7","Luke Masterson","73","234","53","13","0.3","100","1.66","40.5"
"Adam Trautman","77","253","111","30","73","14","13","17","0.35","84","1.56","67.6","-27","Mykal Walker","75","230","353","14","0.23","81","1.15","60"
"Daniel Bellinger","77","253","172","11","65","18","15","15","0.32","96","1.13","67.7","1","Jon Bostic","73","245","115","6","0.17","86","0.62","56.5"
"Tyler Conklin","75","254","379","10","60","30","9","18","0.28","67","1.1","55.6","-21","Alex Anzalone","75","237","434","9","0.13","79","0.63","59.1"
"Grant Calcaterra","76","240","55","15","48","37","14","13","0.24","71","1.47","63.4","-33","Jack Sanborn","74","234","123","17","0.29","81","1.49","62.5"
"Pat Freiermuth","77","258","338","7","63","32","5","24","0.38","65","1.86","81","-4","Frankie Luvu","75","235","275","13","0.29","91","1.12","76.6"
"Noah Fant","76","249","258","11","42","37","17","18","0.34","79","1.48","67.3","-31","Dre Greenlaw","72","230","399","20","0.3","79","1.22","85.7"
"George Kittle","76","250","338","7","54","31","12","16","0.34","76","1.48","70.2","17","Cody Barton","74","237","298","17","0.29","77","1.2","55.2"
"Cade Otton","77","247","355","4","41","48","11","14","0.23","75","0.95","59.4","-19","Logan Wilson","74","245","398","14","0.24","80","1.01","71.9"
"Austin Hooper","76","254","238","5","33","51","16","17","0.33","78","1.46","69.1","-11","Drue Tranquill","74","234","371","12","0.19","79","0.78","63.1"
"Logan Thomas","78","250","256","10","26","62","11","14","0.2","65","0.82","54.6","-18","Julian Love","71","195","434","10","0.18","76","0.8","66.8"
