"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","249","90","12","59","22","12","4","0.08","100","0.33","43.4","-59","Dre Greenlaw","72","230","238","18","0.29","84","1.14","75.2"
"Kyle Pitts","78","246","195","7","26","44","28","26","0.35","49","1.61","70.7","6","Jack Sanborn","74","234","49","16","0.34","88","1.96","59"
"Mark Andrews","77","247","224","","12","66","22","29","0.54","66","2.18","84.5","-1","Frankie Luvu","75","235","194","13","0.31","88","1.31","72.2"
"Dawson Knox","76","254","258","9","33","42","16","13","0.23","73","0.93","63.2","4","Sione Takitaki","73","238","119","16","0.28","89","1.38","72.9"
"Tommy Tremble","76","250","151","2","74","17","7","12","0.21","56","0.66","42.6","-57","Patrick Queen","72","237","301","16","0.27","82","1.39","63.9"
"Cole Kmet","78","260","239","14","41","44","13","13","0.34","72","1.15","67.1","-21","Rashaan Evans","74","232","352","12","0.2","83","0.98","62.3"
"Hayden Hurst","76","250","282","3","53","27","18","16","0.28","84","1.07","65.9","16","Robert Spillane","73","229","153","18","0.34","75","1.6","48.3"
"Harrison Bryant","77","230","159","11","44","44","10","15","0.23","71","0.81","54","-48","Tremaine Edmunds","77","250","252","15","0.2","68","0.77","82.3"
"Dalton Schultz","77","244","169","9","44","42","13","21","0.34","74","1.52","63.1","13","Eric Kendricks","72","232","354","11","0.18","67","0.85","54.2"
"Greg Dulcich","76","245","133","4","36","54","10","16","0.29","62","1.45","62","0","Luke Masterson","73","234","24","8","0.19","100","1.04","29.7"
"Shane Zylstra","76","239","20","5","24","29","48","10","0.36","50","0.05","53.8","-24","Julian Love","71","195","298","9","0.17","69","0.73","67.6"
"Robert Tonyan","77","240","220","3","37","44","19","21","0.35","85","1.47","59.1","25","Monty Rice","72","233","25","20","0.37","100","1.72","51.3"
"Jordan Akins","76","243","105","5","38","48","14","15","0.41","88","2.2","74.2","3","Jon Bostic","73","245","51","6","0.24","100","0.61","60.9"
"Kylen Granson","74","242","180","5","38","51","11","17","0.26","80","1.29","56.5","-6","Kyzir White","74","234","270","16","0.19","71","0.81","59.7"
"Travis Kelce","77","250","343","3","24","45","31","24","0.54","76","2.16","91.1","59","Drue Tranquill","74","234","252","11","0.19","86","0.75","64.7"
"Tyler Higbee","78","255","264","14","58","17","24","24","0.31","70","1.46","59.3","-16","Demario Davis","74","248","314","7","0.1","71","0.49","80.6"
"Gerald Everett","75","240","258","5","43","43","14","20","0.32","65","1.41","65.7","21","Willie Gay Jr.","74","240","106","22","0.38","96","1.72","56.1"
"Foster Moreau","76","250","175","12","32","50","16","16","0.27","71","1.25","66.7","-21","Josey Jewell","74","236","137","20","0.29","75","1.34","66.3"
"T.J. Hockenson","77","244","296","12","45","37","18","20","0.38","70","1.72","71.5","-18","Damone Clark","75","240","16","6","0.07","100","0.06","75.3"
"Hunter Henry","77","250","211","9","45","38","13","13","0.23","70","1.14","58.2","-16","C.J. Mosley","74","231","336","13","0.19","73","0.93","62.8"
"Adam Trautman","77","253","65","35","75","16","9","18","0.42","83","1.78","71.8","-40","Ernest Jones","74","230","206","17","0.26","86","1.12","72.9"
"Chris Myarick","77","261","57","34","76","10","7","12","0.28","86","0.74","63","-20","Alex Anzalone","75","237","279","9","0.15","81","0.71","52.5"
"Tyler Conklin","75","254","262","9","62","29","9","18","0.31","69","1.2","58.9","-32","Kyle Dugger","74","220","156","10","0.17","62","0.69","68.9"
"Jack Stoll","76","247","79","17","75","17","7","9","0.11","57","0.62","54.8","-55","Bobby Okereke","73","235","283","21","0.32","73","1.42","77.6"
"Pat Freiermuth","77","258","238","8","65","31","4","23","0.35","67","1.69","74.1","-1","Logan Wilson","74","245","254","12","0.2","74","0.85","69.4"
"George Kittle","76","250","216","7","53","35","10","17","0.35","78","1.57","70.9","7","Isaiah Simmons","76","238","288","12","0.24","89","1.1","65.1"
"Austin Hooper","76","254","149","6","36","47","17","15","0.24","74","1.28","65.1","-11","Quay Walker","76","241","215","13","0.23","75","1.04","52.3"
"Logan Thomas","78","250","192","9","25","65","10","13","0.17","60","0.61","55.6","-2","Christian Kirksey","74","235","257","14","0.25","71","1.02","56.5"
