"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Dalton Schultz","77","244","43","7","39","46","11","19","0.31","88","1.44","61.8","-15","Logan Wilson","74","250","37","14","0.23","80","1.19","84.3"
"Albert Okwuegbunam","77","255","33","6","43","46","11","15","0.25","100","1","62.8","14","Kamu Grugier-Hill","74","230","49","33","0.5","81","2.37","37.3"
"T.J. Hockenson","77","247","30","17","50","28","22","23","0.26","57","1.27","69.1","12","Jamin Davis","76","234","36","17","0.28","67","1.72","45.9"
"Robert Tonyan","77","237","19","5","20","50","30","21","0.35","75","1.89","55.7","40","Roquan Smith","73","225","35","29","0.2","30","1.14","28.5"
"Brevin Jordan","75","245","25","14","38","48","14","8","0.06","50","0.2","56","-26","Alex Singleton","74","232","28","11","0.17","100","0.64","67.7"
"Mo Alie-Cox","77","267","20","23","65","35","","10","0.23","100","1.3","70.4","19","Devin Lloyd","75","237","38","8","0.2","100","1.24","51.5"
"Evan Engram","75","240","35","5","32","38","30","11","0.19","100","0.8","54.6","-17","Zaire Franklin","72","238","36","8","0.05","33","0.22","52.6"
"Travis Kelce","77","260","32","","25","34","41","28","0.82","89","3.78","91.9","53","Kyle Van Noy","75","250","15","7","0.59","100","1.2","60.2"
"Tyler Higbee","78","255","46","","48","30","22","20","0.19","56","0.85","57.4","3","Rashaan Evans","74","232","33","6","0.09","100","0.33","64.9"
"Gerald Everett","75","240","23","8","64","24","12","17","0.63","75","2.35","70.4","44","Willie Gay Jr.","74","240","22","14","0.32","100","1.86","29.9"
"Darren Waller","78","255","35","3","8","67","25","17","0.34","67","2.26","69.2","29","Jalen Thompson","72","190","41","10","0.26","75","0.37","45.2"
"Durham Smythe","78","248","13","38","86","10","5","15","0.18","50","1.08","70.2","-28","Malik Harrison","75","245","8","12","0.19","100","0.62","64.8"
"Irv Smith Jr.","74","242","14","7","60","27","13","14","","","","42.3","-34","Kyzir White","74","218","27","7","0.03","50","-0.04","69.9"
"Hunter Henry","77","250","29","","41","52","7","10","0.14","67","0.69","50.6","-33","Myles Jack","73","244","52","13","0.17","71","0.73","69.4"
"Juwan Johnson","76","231","32","3","24","67","9","16","0.2","40","1.34","70","-27","Devin White","72","237","34","18","0.17","50","0.82","58.5"
"Daniel Bellinger","77","253","7","22","78","22","","","","","","67.1","7","Jeremy Chinn","74","211","36","6","0.12","100","0.64","49.3"
"Tyler Conklin","75","254","50","9","53","40","7","10","0.23","80","0.32","40.1","-64","Jeremiah Owusu-Koramoah","74","215","24","4","0.05","100","0.04","76.7"
"Dallas Goedert","76","260","38","3","49","41","10","8","0.24","100","1.58","58.6","-28","Eric Kendricks","72","232","42","10","0.05","25","0.31","76.1"
"Pat Freiermuth","77","258","31","16","76","22","3","29","0.4","56","2.42","75.1","38","Raekwon McMillan","74","248","23","17","0.34","100","1.7","27.8"
"Will Dissly","76","265","14","18","47","29","6","21","0.95","100","3.07","75.9","7","Dre Greenlaw","72","227","21","19","0.81","100","3.33","44.9"
"George Kittle","76","250","","","","","","","","","","","-17","Jordyn Brooks","73","245","42","7","0.14","100","0.71","64.3"
"Cameron Brate","77","245","23","","43","48","9","13","0.07","33","0.3","46.3","-32","Demario Davis","74","248","37","11","0.16","50","1.11","71.4"
"Geoff Swaim","76","260","15","25","75","15","10","27","0.33","75","1.27","62.2","-51","Matt Milano","72","223","48","6","0.11","100","0.48","71.3"
"Logan Thomas","78","250","26","7","29","64","7","19","0.29","60","1.73","68","-8","DeShon Elliott","73","210","39","3","","","","71.9"
"Zach Ertz","77","250","27","","26","56","15","11","0.35","67","0.52","62.5","-16","Denzel Perryman","71","240","15","7","0.05","100","-0.2","68.2"
"Kyle Pitts","78","240","28","18","38","32","26","25","0.14","29","0.68","56.2","-50","Ernest Jones","74","230","21","24","0.37","100","1.29","91.2"
"Mark Andrews","77","256","32","","6","69","25","25","0.32","62","1.62","73.7","2","Jerome Baker","74","215","32","12","0.2","100","0.75","48.4"
"Dawson Knox","76","254","25","22","28","38","16","8","0.06","50","0.2","53.2","-2","Zach Cunningham","75","238","16","12","0.19","100","0.62","68.7"
"Tommy Tremble","76","242","11","","73","27","","18","0.1","50","0.09","51.6","-13","Austin Calitro","72","240","14","21","0.83","100","1.86","28.9"
"Cole Kmet","78","258","16","6","41","53","6","6","","","","56.5","-45","Quay Walker","76","241","24","21","0.4","100","1.92","64.7"
"Hayden Hurst","76","245","51","2","48","33","19","14","0.19","71","0.9","63.5","6","Donovan Wilson","73","207","21","5","","","","61.7"
"David Njoku","76","246","26","24","47","38","15","4","0.07","100","0.27","56.1","-18","C.J. Mosley","74","250","31","16","0.25","80","1.23","54.7"
