"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"George Kittle","76","250","","","","","","","","","","","-17","Alex Singleton","74","240","62","13","0.17","75","0.74","69.8"
"Cade Otton","77","247","14","12","94","","6","14","0.1","50","0.29","59.6","-15","Quay Walker","76","241","38","21","0.36","88","1.76","71.5"
"Austin Hooper","76","254","42","9","37","50","13","12","0.11","40","0.6","46.1","-19","Jayon Brown","72","226","60","13","0.24","100","1.12","48.9"
"Logan Thomas","78","250","56","14","29","60","9","18","0.36","60","1.46","61.7","-9","Kyzir White","74","234","58","14","0.11","50","0.36","63.8"
"Zach Ertz","77","250","75","","29","57","12","19","0.33","71","1.19","61.2","-27","Ernest Jones","74","230","42","17","0.29","100","1.19","79.6"
"Kyle Pitts","78","246","57","14","32","41","26","18","0.14","40","0.67","52.1","-3","Cody Barton","74","237","60","22","0.53","92","2.28","49.3"
"Mark Andrews","77","247","58","","10","69","21","33","0.61","74","2.69","84.1","-14","Ja'Whaun Bentley","74","244","34","9","0.12","100","0.29","79.1"
"Dawson Knox","76","254","49","26","39","33","11","14","0.2","71","0.94","61.2","19","Brandon Jones","73","191","51","16","0.16","50","0.82","60.7"
"Ian Thomas","76","260","38","21","85","12","","13","0.25","60","1.74","52.6","-49","Demario Davis","74","248","68","10","0.07","43","0.29","83.7"
"Cole Kmet","78","260","31","6","42","52","6","6","","","","49.9","-12","Kamu Grugier-Hill","74","230","79","22","0.35","82","1.72","37.5"
"Hayden Hurst","76","250","90","3","56","29","15","14","0.19","77","0.78","60.7","10","C.J. Mosley","74","231","62","16","0.25","80","1.24","54.3"
"David Njoku","76","246","52","19","50","34","16","12","0.15","67","0.75","59.2","-33","Myles Jack","73","255","81","14","0.17","73","0.69","69.4"
"Jake Ferguson","77","244","12","14","71","29","","","","","","56","-3","Julian Love","71","195","64","6","0.16","100","0.97","55.9"
"Albert Okwuegbunam","77","258","55","8","50","38","12","13","0.15","71","0.6","57.3","-11","Dre Greenlaw","72","230","52","21","0.53","100","2.04","58"
"T.J. Hockenson","77","244","60","14","41","30","29","23","0.22","50","1.07","59.7","-19","Eric Kendricks","72","232","79","8","0.06","33","0.32","65.1"
"Robert Tonyan","77","240","33","3","32","50","18","18","0.29","83","1.42","58.1","9","Devin White","72","237","73","14","0.15","60","0.64","64.4"
"Pharaoh Brown","78","258","36","27","71","14","14","14","0.22","80","1.14","59.5","1","Roquan Smith","73","232","64","17","0.14","36","0.77","29.2"
"Kylen Granson","74","242","48","2","39","53","8","17","0.18","62","0.75","48.5","-27","Nick Bolton","71","237","77","8","0.14","100","0.57","77.4"
"Evan Engram","75","240","61","5","34","38","28","20","0.3","92","1.21","61.1","-1","Kenneth Murray","74","243","41","10","0.13","75","0.56","53.3"
"Travis Kelce","77","250","67","","22","36","42","24","0.54","81","2.57","85.2","65","Zaire Franklin","72","235","64","11","0.14","71","0.59","52.8"
"Tyler Higbee","78","255","76","8","53","20","27","24","0.3","67","1.45","62.8","34","Zaven Collins","76","260","62","11","0.18","71","0.98","43.9"
"Gerald Everett","75","240","58","8","57","29","14","22","0.47","69","2.16","75","26","Devin Lloyd","75","235","68","12","0.18","75","0.96","68.9"
"Darren Waller","78","255","60","2","10","64","25","23","0.48","71","2.15","71.1","10","David Long","71","225","58","3","0.07","100","0.33","63.9"
"Durham Smythe","78","246","29","29","78","17","5","10","0.13","67","0.66","60.4","-59","Matt Milano","72","223","71","8","0.11","67","0.55","91.1"
"Irv Smith Jr.","74","242","44","2","44","36","20","23","0.33","50","0.82","53.3","1","DeShon Elliott","73","210","89","4","0.09","75","0.53","63.8"
"Hunter Henry","77","250","51","","39","45","14","8","0.08","50","0.39","42.7","-1","Josh Bynes","73","235","41","10","0.11","50","0.66","37.1"
"Juwan Johnson","76","231","65","6","26","55","19","18","0.22","50","1.28","71","3","Shaq Thompson","72","230","64","17","0.22","64","1.11","50.3"
"Daniel Bellinger","77","253","26","7","75","11","14","4","0.33","100","0.62","61.5","-6","Anthony Barr","77","255","51","12","0.13","67","0.51","59.6"
"Tyler Conklin","75","254","92","10","60","32","8","14","0.23","77","0.61","41.1","-31","Germaine Pratt","75","250","38","8","0.19","100","1.11","60.2"
"Dallas Goedert","77","256","70","3","44","47","8","13","0.32","89","2.03","69.1","16","Jamin Davis","75","234","53","19","0.26","60","1.49","47.5"
"Pat Freiermuth","77","258","60","9","64","32","5","27","0.41","56","1.62","60.5","-43","Jeremiah Owusu-Koramoah","74","221","59","8","0.21","80","0.42","91.7"
"Will Dissly","76","265","25","17","47","23","7","20","0.61","100","1.72","72.7","-4","Rashaan Evans","74","232","63","5","0.1","100","0.48","69.3"
