Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyreek Hill,MIA,WR,17,BAL,0,0,0,3.4,0,7.3,104,0.6,0,0,0,0,24.5,24.54
2,Jalen Hurts,PHI,QB,17,ARI,241.4,1.6,0.7,41.4,0.9,0,0,0,0,0,0,0,24.4,24.4
3,Christian McCaffrey,SF,RB,17,WAS,0,0,0,91.3,0.8,4.3,36,0.3,0,0,0,0,23.5,23.53
4,CeeDee Lamb,DAL,WR,17,DET,0,0,0,5.5,0.1,7.3,97,0.7,0,0,0,0,22.4,22.35
5,Dak Prescott,DAL,QB,17,DET,284.4,2.2,0.7,18.1,0.2,0,0,0,0,0,0,0,22.3,22.29
6,Josh Allen,BUF,QB,17,NE,239,1.7,0.8,32,0.6,0,0,0,0,0,0,0,22.1,22.06
7,Lamar Jackson,BAL,QB,17,MIA,227.8,1.5,0.7,55.5,0.3,0,0,0,0,0,0,0,21.6,21.56
8,Brock Purdy,SF,QB,17,WAS,280.7,2.2,0.6,10.4,0.1,0,0,0,0,0,0,0,21,20.97
9,Patrick Mahomes,KC,QB,17,CIN,272.2,1.9,0.7,24.8,0.1,0,0,0,0,0,0,0,20.8,20.77
10,Justin Fields,CHI,QB,17,ATL,191.8,1.1,0.8,55.1,0.4,0,0,0,0,0,0,0,18.9,18.88
11,Justin Jefferson,MIN,WR,17,GB,0,0,0,0.7,0,6.5,90.9,0.5,0,0,0,0,18.7,18.66
12,C.J. Stroud,HOU,QB,17,TEN,263.6,1.6,0.6,10.5,0.2,0,0,0,0,0,0,0,18.3,18.29
13,Amon-Ra St. Brown,DET,WR,17,DAL,0,0,0,2.1,0,6.9,81.7,0.5,0,0,0,0,18.3,18.28
14,Kyren Williams,LAR,RB,17,NYG,0,0,0,84.4,0.6,3,20.9,0.2,0,0,0,0,18.2,18.23
15,A.J. Brown,PHI,WR,17,ARI,0,0,0,0.9,0,5.9,84.1,0.6,0,0,0,0,18,18
16,Matthew Stafford,LAR,QB,17,NYG,256.9,1.7,0.7,4.5,0.1,0,0,0,0,0,0,0,17.3,17.33
17,Kyler Murray,ARI,QB,17,PHI,214.6,1.1,0.8,30.7,0.3,0,0,0,0,0,0,0,16.8,16.85
18,Jared Goff,DET,QB,17,DAL,258.2,1.6,0.8,4.1,0.1,0,0,0,0,0,0,0,16.7,16.74
19,Baker Mayfield,TB,QB,17,NO,234.4,1.6,0.8,11.7,0.1,0,0,0,0,0,0,0,16.6,16.55
20,Tua Tagovailoa,MIA,QB,17,BAL,259.6,1.5,0.8,4.8,0.1,0,0,0,0,0,0,0,16.5,16.46
21,Deebo Samuel,SF,WR,17,WAS,0,0,0,14.4,0.2,4.7,66.8,0.4,0,0,0,0,16.4,16.42
22,Geno Smith,SEA,QB,17,PIT,239.9,1.5,0.8,11.3,0.1,0,0,0,0,0,0,0,16.3,16.33
23,Cooper Kupp,LAR,WR,17,NYG,0,0,0,1.3,0,5.9,72.1,0.5,0,0,0,0,16.2,16.24
24,Stefon Diggs,BUF,WR,17,NE,0,0,0,0.2,0,6.2,69.7,0.5,0,0,0,0,16.2,16.19
25,Michael Pittman Jr.,IND,WR,17,LV,0,0,0,0.7,0,6.5,72.1,0.4,0,0,0,0,16.2,16.18
26,Jordan Love,GB,QB,17,MIN,232,1.5,0.8,12.3,0.1,0,0,0,0,0,0,0,16.1,16.11
27,Puka Nacua,LAR,WR,17,NYG,0,0,0,3.3,0,5.7,75.5,0.4,0,0,0,0,16,15.98
28,Alvin Kamara,NO,RB,17,TB,0,0,0,52.5,0.3,4.5,32.7,0.2,0,0,0,0,15.9,15.92
29,Jaren Hall,MIN,QB,17,GB,219.2,1.3,1,18.5,0.2,0,0,0,0,0,0,0,15.8,15.82
29,Travis Kelce,KC,TE,17,CIN,0,0,0,0,0,6.1,67.2,0.5,0,0,0,0,15.8,15.82
31,Brandon Aiyuk,SF,WR,17,WAS,0,0,0,1,0,5,77,0.5,0,0,0,0,15.8,15.8
32,Rachaad White,TB,RB,17,NO,0,0,0,67.4,0.4,3.4,27.2,0.1,0,0,0,0,15.8,15.76
