Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,3,CHI,308.5,2.4,0.7,24.9,0.2,0,0,0,0,0,0,0,27.7,27.73
2,Tyreek Hill,MIA,WR,3,DEN,0,0,0,4.5,0,7.8,100.3,0.6,0,0,0,0,24.8,24.78
3,Justin Jefferson,MIN,WR,3,LAC,0,0,0,1.3,0,7.1,103.7,0.6,0,0,0,0,24.1,24.1
4,Kirk Cousins,MIN,QB,3,LAC,300.9,2.1,0.9,5.8,0.1,0,0,0,0,0,0,0,23.5,23.52
5,Jalen Hurts,PHI,QB,3,TB,232.7,1.5,0.6,45,0.6,0,0,0,0,0,0,0,22.6,22.61
6,Josh Allen,BUF,QB,3,WAS,257.3,1.8,0.9,35.4,0.3,0,0,0,0,0,0,0,21.6,21.63
7,Lamar Jackson,BAL,QB,3,IND,227.9,1.6,0.7,51.3,0.3,0,0,0,0,0,0,0,21.6,21.55
8,Christian McCaffrey,SF,RB,3,NYG,0,0,0,86.9,0.7,4.2,29.2,0.2,0,0,0,0,21.2,21.21
9,Justin Herbert,LAC,QB,3,MIN,283,2,0.7,11.7,0.2,0,0,0,0,0,0,0,20.9,20.89
10,Tua Tagovailoa,MIA,QB,3,DEN,281.1,2,0.8,7.3,0.1,0,0,0,0,0,0,0,19.6,19.57
11,Trevor Lawrence,JAX,QB,3,HOU,254.2,1.8,0.7,18.9,0.2,0,0,0,0,0,0,0,19.5,19.46
12,Dak Prescott,DAL,QB,3,ARI,247.4,1.9,0.7,13.4,0.1,0,0,0,0,0,0,0,18.5,18.54
13,Tony Pollard,DAL,RB,3,ARI,0,0,0,77.4,0.7,3.5,21.1,0.1,0,0,0,0,18.2,18.15
14,Justin Fields,CHI,QB,3,KC,190.4,1.1,0.9,47.8,0.4,0,0,0,0,0,0,0,18,18
15,Stefon Diggs,BUF,WR,3,WAS,0,0,0,0.3,0,6.4,80.5,0.6,0,0,0,0,18,17.98
16,Jared Goff,DET,QB,3,ATL,267.8,1.9,0.7,4.1,0,0,0,0,0,0,0,0,17.8,17.82
17,CeeDee Lamb,DAL,WR,3,ARI,0,0,0,3.5,0,6.3,82.6,0.5,0,0,0,0,17.8,17.81
18,Travis Kelce,KC,TE,3,CHI,0,0,0,0.1,0,6.5,76.5,0.6,0,0,0,0,17.8,17.76
19,Geno Smith,SEA,QB,3,CAR,241.7,1.7,0.7,15,0.1,0,0,0,0,0,0,0,17.7,17.67
20,Deshaun Watson,CLE,QB,3,TEN,237,1.4,0.8,24.5,0.2,0,0,0,0,0,0,0,17.6,17.63
21,Keenan Allen,LAC,WR,3,MIN,0,0,0,1.1,0,6.6,79.6,0.5,0,0,0,0,17.6,17.57
22,Davante Adams,LV,WR,3,PIT,0,0,0,0.2,0,6,79.5,0.6,0,0,0,0,17.5,17.47
23,Ja'Marr Chase,CIN,WR,3,LAR,0,0,0,2.1,0,6.3,80.3,0.5,0,0,0,0,17.4,17.44
24,Deebo Samuel,SF,WR,3,NYG,0,0,0,16.9,0.2,5.2,64.8,0.4,0,0,0,0,16.9,16.87
25,Daniel Jones,NYG,QB,3,SF,201.1,1,0.7,39.2,0.3,0,0,0,0,0,0,0,16.9,16.86
26,Brock Purdy,SF,QB,3,NYG,232.9,1.7,0.5,6.6,0.1,0,0,0,0,0,0,0,16.8,16.78
27,Bijan Robinson,ATL,RB,3,DET,0,0,0,66.8,0.5,3.6,22.4,0.2,0,0,0,0,16.6,16.62
28,Matthew Stafford,LAR,QB,3,CIN,260.1,1.5,0.9,6,0.1,0,0,0,0,0,0,0,16.6,16.6
29,Amon-Ra St. Brown,DET,WR,3,ATL,0,0,0,3,0,6.5,73.8,0.4,0,0,0,0,16.5,16.48
30,A.J. Brown,PHI,WR,3,TB,0,0,0,1.3,0,5.4,78.4,0.5,0,0,0,0,16.3,16.27
31,Calvin Ridley,JAX,WR,3,HOU,0,0,0,0.2,0,5.6,77.1,0.5,0,0,0,0,16.2,16.23
32,Russell Wilson,DEN,QB,3,MIA,223.5,1.4,0.7,16.9,0.1,0,0,0,0,0,0,0,15.9,15.93
33,Derrick Henry,TEN,RB,3,CLE,0,0,0,81.9,0.6,2,15.2,0.1,0,0,0,0,15.8,15.81
33,Joe Mixon,CIN,RB,3,LAR,0,0,0,67.2,0.5,3.5,20.9,0.1,0,0,0,0,15.8,15.81
35,Baker Mayfield,TB,QB,3,PHI,233.2,1.4,0.9,11.8,0.1,0,0,0,0,0,0,0,15.6,15.61
36,Jahmyr Gibbs,DET,RB,3,ATL,0,0,0,54.3,0.4,4.1,25.7,0.2,0,0,0,0,15.6,15.6
37,Joe Burrow,CIN,QB,3,LAR,214.5,1.6,0.6,6.5,0.1,0,0,0,0,0,0,0,15.5,15.53
38,Kenny Pickett,PIT,QB,3,LV,221.7,1.2,0.8,14.9,0.2,0,0,0,0,0,0,0,15.5,15.46
39,Travis Etienne Jr.,JAX,RB,3,HOU,0,0,0,75.9,0.5,2.8,16.6,0.1,0,0,0,0,15.4,15.45
40,Josh Jacobs,LV,RB,3,PIT,0,0,0,70.2,0.5,3,17.8,0.1,0,0,0,0,15.3,15.3
41,C.J. Stroud,HOU,QB,3,JAX,243.5,1.2,0.9,11.9,0.1,0,0,0,0,0,0,0,15.2,15.23
42,Jimmy Garoppolo,LV,QB,3,PIT,234.5,1.4,0.9,5.4,0.1,0,0,0,0,0,0,0,15.1,15.12
43,Jordan Love,GB,QB,3,NO,203.8,1.4,0.7,15.6,0.1,0,0,0,0,0,0,0,15.1,15.11
44,Puka Nacua,LAR,WR,3,CIN,0,0,0,1.8,0,5.7,69.2,0.4,0,0,0,0,15.1,15.1
45,Chris Olave,NO,WR,3,GB,0,0,0,0.1,0,5.2,72.7,0.4,0,0,0,0,14.8,14.78
46,DeVonta Smith,PHI,WR,3,TB,0,0,0,0.2,0,5.2,71.9,0.4,0,0,0,0,14.7,14.71
47,Gardner Minshew,IND,QB,3,BAL,220.1,1.2,0.8,14.1,0.1,0,0,0,0,0,0,0,14.6,14.61
48,Sam Howell,WAS,QB,3,BUF,215.9,1.2,0.9,16.1,0.1,0,0,0,0,0,0,0,14.6,14.55
49,Kyren Williams,LAR,RB,3,CIN,0,0,0,58.6,0.5,2.9,15.8,0.2,0,0,0,0,14.4,14.44
50,Mac Jones,NE,QB,3,NYJ,218.1,1.3,0.9,9.5,0.1,0,0,0,0,0,0,0,14.4,14.37
51,Derek Carr,NO,QB,3,GB,235.9,1.3,0.8,5.9,0,0,0,0,0,0,0,0,14.3,14.33
52,Michael Pittman Jr.,IND,WR,3,BAL,0,0,0,1.2,0,5.8,60.8,0.4,0,0,0,0,14.3,14.3
53,Kenneth Walker III,SEA,RB,3,CAR,0,0,0,71.2,0.6,1.9,9.6,0.1,0,0,0,0,14.2,14.18
