Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyreek Hill,MIA,WR,6,CAR,0,0,0,3.6,0,7,101.1,0.7,0,0,0,0,24.7,24.67
2,Josh Allen,BUF,QB,6,NYG,265.8,2.2,0.8,32.7,0.4,0,0,0,0,0,0,0,24.1,24.1
3,Patrick Mahomes,KC,QB,6,DEN,289.9,2.3,0.6,23.1,0.2,0,0,0,0,0,0,0,23.6,23.61
4,Jalen Hurts,PHI,QB,6,NYJ,231.7,1.3,0.7,45.2,0.6,0,0,0,0,0,0,0,21.7,21.69
5,Lamar Jackson,BAL,QB,6,TEN,219.7,1.3,0.7,53.5,0.4,0,0,0,0,0,0,0,20.6,20.64
6,Christian McCaffrey,SF,RB,6,CLE,0,0,0,87.4,0.7,3.9,25.5,0.2,0,0,0,0,20.5,20.49
7,Tua Tagovailoa,MIA,QB,6,CAR,291.3,2.1,0.8,6.9,0.1,0,0,0,0,0,0,0,20.4,20.44
8,Cooper Kupp,LAR,WR,6,ARI,0,0,0,2.7,0,7.4,88.2,0.6,0,0,0,0,20,19.99
9,Ja'Marr Chase,CIN,WR,6,SEA,0,0,0,1.1,0,7.1,91.5,0.6,0,0,0,0,20,19.96
10,Justin Fields,CHI,QB,6,MIN,203.5,1.4,0.8,49,0.4,0,0,0,0,0,0,0,19.9,19.94
11,Stefon Diggs,BUF,WR,6,NYG,0,0,0,0.3,0,6.8,88.8,0.7,0,0,0,0,19.8,19.81
12,Justin Herbert,LAC,QB,6,DAL,268.4,1.8,0.7,14.5,0.2,0,0,0,0,0,0,0,19.8,19.79
13,Joe Burrow,CIN,QB,6,SEA,262.6,1.8,0.7,13.4,0.2,0,0,0,0,0,0,0,19.4,19.44
14,Kirk Cousins,MIN,QB,6,CHI,277.6,1.9,0.8,5.6,0.1,0,0,0,0,0,0,0,18.9,18.86
15,Keenan Allen,LAC,WR,6,DAL,0,0,0,0.5,0,7.1,86.6,0.5,0,0,0,0,18.8,18.81
16,Trevor Lawrence,JAX,QB,6,IND,254.9,1.5,0.7,22.2,0.2,0,0,0,0,0,0,0,18.5,18.52
17,Davante Adams,LV,WR,6,NE,0,0,0,0.1,0,6.5,83.6,0.6,0,0,0,0,18.5,18.47
