Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Justin Jefferson,MIN,WR,4,CAR,0,0,0,1.3,0,7.3,104,0.6,0,0,0,0,24.3,24.33
2,Josh Allen,BUF,QB,4,MIA,266.5,2,0.9,33.2,0.3,0,0,0,0,0,0,0,22.7,22.68
3,Jalen Hurts,PHI,QB,4,WAS,229.7,1.5,0.6,45.5,0.6,0,0,0,0,0,0,0,22.4,22.44
4,Patrick Mahomes,KC,QB,4,NYJ,276.6,2,0.7,25.7,0.2,0,0,0,0,0,0,0,21.9,21.93
5,Christian McCaffrey,SF,RB,4,ARI,0,0,0,89.1,0.7,4.2,29.2,0.2,0,0,0,0,21.4,21.43
6,Justin Herbert,LAC,QB,4,LV,292.6,2.1,0.7,12,0.1,0,0,0,0,0,0,0,21.1,21.1
7,Tyreek Hill,MIA,WR,4,BUF,0,0,0,3.7,0,6.9,96.2,0.7,0,0,0,0,21,20.99
8,Keenan Allen,LAC,WR,4,LV,0,0,0,1,0,7.7,88.7,0.6,0,0,0,0,20.2,20.17
9,Kirk Cousins,MIN,QB,4,CAR,287.8,2.1,0.8,5.6,0.1,0,0,0,0,0,0,0,20.1,20.07
10,Tua Tagovailoa,MIA,QB,4,BUF,289.1,2,0.8,6.4,0.1,0,0,0,0,0,0,0,19.8,19.8
11,Davante Adams,LV,WR,4,LAC,0,0,0,0.2,0,6.7,87.2,0.7,0,0,0,0,19.5,19.54
12,Stefon Diggs,BUF,WR,4,MIA,0,0,0,0.4,0,7.1,86.4,0.6,0,0,0,0,19.3,19.28
13,Lamar Jackson,BAL,QB,4,CLE,194,1.1,0.7,60.1,0.3,0,0,0,0,0,0,0,19.1,19.07
14,Ja'Marr Chase,CIN,WR,4,TEN,0,0,0,1.9,0,6.5,87.8,0.6,0,0,0,0,19,18.97
15,Anthony Richardson,IND,QB,4,LAR,210.9,1.2,0.9,43.1,0.4,0,0,0,0,0,0,0,18.8,18.85
16,Joe Burrow,CIN,QB,4,TEN,271.6,1.8,0.8,8.7,0.1,0,0,0,0,0,0,0,18.6,18.63
17,Daniel Jones,NYG,QB,4,SEA,219.2,1.3,0.7,37.5,0.3,0,0,0,0,0,0,0,18.6,18.62
17,Justin Fields,CHI,QB,4,DEN,185.7,1.2,1,52.9,0.4,0,0,0,0,0,0,0,18.6,18.62
19,Trevor Lawrence,JAX,QB,4,ATL,250.9,1.6,0.8,18.4,0.2,0,0,0,0,0,0,0,18.4,18.38
20,Geno Smith,SEA,QB,4,NYG,252.8,1.7,0.7,14.6,0.1,0,0,0,0,0,0,0,18.1,18.07
21,Russell Wilson,DEN,QB,4,CHI,248,1.6,0.7,16.4,0.1,0,0,0,0,0,0,0,17.7,17.66
22,Brock Purdy,SF,QB,4,ARI,241.1,1.8,0.5,7.6,0.1,0,0,0,0,0,0,0,17.6,17.6
23,Jordan Love,GB,QB,4,DET,225.3,1.5,0.7,19.8,0.2,0,0,0,0,0,0,0,17.4,17.39
24,Tony Pollard,DAL,RB,4,NE,0,0,0,79.3,0.6,3.2,20.4,0.1,0,0,0,0,17.4,17.37
25,Dak Prescott,DAL,QB,4,NE,239.1,1.6,0.8,14.3,0.1,0,0,0,0,0,0,0,17.1,17.09
26,Matthew Stafford,LAR,QB,4,IND,260.7,1.6,0.8,5.6,0.1,0,0,0,0,0,0,0,17,16.99
27,Jared Goff,DET,QB,4,GB,259.9,1.6,0.7,4.7,0.1,0,0,0,0,0,0,0,17,16.97
28,Travis Kelce,KC,TE,4,NYJ,0,0,0,0.1,0,6.1,69.9,0.6,0,0,0,0,16.7,16.7
29,Amon-Ra St. Brown,DET,WR,4,GB,0,0,0,3.3,0,6.6,73.5,0.4,0,0,0,0,16.6,16.58
30,CeeDee Lamb,DAL,WR,4,NE,0,0,0,3.3,0,5.9,73.2,0.5,0,0,0,0,16.4,16.45
31,A.J. Brown,PHI,WR,4,WAS,0,0,0,1.3,0,5.4,80.1,0.5,0,0,0,0,16.4,16.44
32,Bijan Robinson,ATL,RB,4,JAX,0,0,0,64.7,0.4,3.8,22.7,0.2,0,0,0,0,16,16.04
33,Josh Jacobs,LV,RB,4,LAC,0,0,0,70.9,0.6,3,17.1,0.1,0,0,0,0,15.9,15.9
34,C.J. Stroud,HOU,QB,4,PIT,243.9,1.3,0.8,12.8,0.1,0,0,0,0,0,0,0,15.8,15.84
35,Kenny Pickett,PIT,QB,4,HOU,219.2,1.3,0.8,14.7,0.2,0,0,0,0,0,0,0,15.7,15.74
36,Travis Etienne Jr.,JAX,RB,4,ATL,0,0,0,74.2,0.5,3,17.5,0.1,0,0,0,0,15.7,15.67
37,Kenneth Walker III,SEA,RB,4,NYG,0,0,0,71.9,0.7,2.3,13.5,0.1,0,0,0,0,15.6,15.64
38,Puka Nacua,LAR,WR,4,IND,0,0,0,1.9,0,6.2,73,0.3,0,0,0,0,15.5,15.49
39,Chris Olave,NO,WR,4,TB,0,0,0,0.1,0,5.4,75.7,0.4,0,0,0,0,15.3,15.28
40,Bryce Young,CAR,QB,4,MIN,214.3,1.3,0.8,14.3,0.1,0,0,0,0,0,0,0,14.9,14.9
41,Michael Pittman Jr.,IND,WR,4,LAR,0,0,0,1.2,0,6,63.1,0.4,0,0,0,0,14.7,14.73
42,DeVonta Smith,PHI,WR,4,WAS,0,0,0,0.2,0,5.3,69.7,0.4,0,0,0,0,14.6,14.59
43,Jaylen Waddle,MIA,WR,4,BUF,0,0,0,1.5,0,4.7,73.8,0.4,0,0,0,0,14.5,14.53
44,Derrick Henry,TEN,RB,4,CIN,0,0,0,77.4,0.6,1.8,14.4,0,0,0,0,0,14.5,14.48
45,Calvin Ridley,JAX,WR,4,ATL,0,0,0,0.1,0,5.2,69,0.4,0,0,0,0,14.4,14.41
46,Kyren Williams,LAR,RB,4,IND,0,0,0,57.2,0.5,3.3,18.6,0.1,0,0,0,0,14.4,14.38
47,Zack Moss,IND,RB,4,LAR,0,0,0,73,0.5,2.3,12.2,0.1,0,0,0,0,14.3,14.32
48,Sam Howell,WAS,QB,4,PHI,218.4,1.2,1,13,0.1,0,0,0,0,0,0,0,14.2,14.24
49,Aaron Jones,GB,RB,4,DET,0,0,0,55.9,0.4,3.1,20.2,0.2,0,0,0,0,14.2,14.21
50,Mac Jones,NE,QB,4,DAL,217.5,1.2,0.9,10.1,0.1,0,0,0,0,0,0,0,14.1,14.11
51,Baker Mayfield,TB,QB,4,NO,215.7,1.2,0.9,10.3,0.1,0,0,0,0,0,0,0,14.1,14.06
51,Joe Mixon,CIN,RB,4,TEN,0,0,0,55.9,0.4,3.4,20.7,0.1,0,0,0,0,14.1,14.06
53,Raheem Mostert,MIA,RB,4,BUF,0,0,0,63.5,0.5,2.7,14.7,0.1,0,0,0,0,14,14.02
53,Tee Higgins,CIN,WR,4,TEN,0,0,0,0.1,0,5,67.1,0.4,0,0,0,0,14,14.02
55,DK Metcalf,SEA,WR,4,NYG,0,0,0,0.5,0,5,66,0.4,0,0,0,0,14,13.95
56,Brandon Aiyuk,SF,WR,4,ARI,0,0,0,1.8,0,4.7,65.2,0.4,0,0,0,0,13.7,13.7
57,Amari Cooper,CLE,WR,4,BAL,0,0,0,0,0,4.8,65.3,0.4,0,0,0,0,13.6,13.63
58,Rhamondre Stevenson,NE,RB,4,DAL,0,0,0,58.3,0.4,3.1,17.7,0.1,0,0,0,0,13.6,13.6
59,Zay Flowers,BAL,WR,4,CLE,0,0,0,2.4,0,5.5,59.8,0.3,0,0,0,0,13.5,13.52
60,James Cook,BUF,RB,4,MIA,0,0,0,64.7,0.3,2.9,16.7,0.1,0,0,0,0,13.3,13.34
61,D'Andre Swift,PHI,RB,4,WAS,0,0,0,67.9,0.4,2.2,13.5,0.1,0,0,0,0,13.2,13.24
62,Desmond Ridder,ATL,QB,4,JAX,190.8,1.1,0.6,14,0.1,0,0,0,0,0,0,0,13.2,13.23
63,Javonte Williams,DEN,RB,4,CHI,0,0,0,58.5,0.4,2.7,16.9,0.1,0,0,0,0,13.1,13.14
64,T.J. Hockenson,MIN,TE,4,CAR,0,0,0,0,0,5.6,50.9,0.4,0,0,0,0,13.1,13.09
65,Mike Evans,TB,WR,4,NO,0,0,0,0.1,0,4.5,62.7,0.4,0,0,0,0,13.1,13.08
66,DeAndre Hopkins,TEN,WR,4,CIN,0,0,0,0,0,5.3,60.7,0.3,0,0,0,0,13.1,13.07
67,Jerry Jeudy,DEN,WR,4,CHI,0,0,0,1.1,0,4.5,61.5,0.4,0,0,0,0,13.1,13.06
68,Alvin Kamara,NO,RB,4,TB,0,0,0,55.7,0.3,3.1,20.6,0.1,0,0,0,0,13,13.03
69,Courtland Sutton,DEN,WR,4,CHI,0,0,0,0.2,0,4.6,60.4,0.4,0,0,0,0,13,12.96
70,James Conner,ARI,RB,4,SF,0,0,0,61.8,0.4,2.5,13.5,0.1,0,0,0,0,12.9,12.93
70,Miles Sanders,CAR,RB,4,MIN,0,0,0,57.9,0.4,2.7,15.4,0.1,0,0,0,0,12.9,12.93
72,Jameis Winston,NO,QB,4,TB,194.8,1.1,0.7,8.3,0.1,0,0,0,0,0,0,0,12.8,12.82
73,Tyler Lockett,SEA,WR,4,NYG,0,0,0,0.2,0,4.6,58.1,0.4,0,0,0,0,12.7,12.73
74,Christian Kirk,JAX,WR,4,ATL,0,0,0,0.8,0,4.6,57.3,0.4,0,0,0,0,12.7,12.71
75,Joshua Dobbs,ARI,QB,4,SF,194.8,0.9,0.9,18.1,0.1,0,0,0,0,0,0,0,12.7,12.7
76,Ryan Tannehill,TEN,QB,4,CIN,201.2,1,0.8,9.1,0.1,0,0,0,0,0,0,0,12.7,12.66
77,Garrett Wilson,NYJ,WR,4,KC,0,0,0,1,0,4.8,59.4,0.3,0,0,0,0,12.6,12.64
78,Nico Collins,HOU,WR,4,PIT,0,0,0,0,0,4.3,59,0.4,0,0,0,0,12.6,12.6
79,Chris Godwin,TB,WR,4,NO,0,0,0,0.6,0,5.2,56,0.3,0,0,0,0,12.6,12.56
80,Mark Andrews,BAL,TE,4,CLE,0,0,0,0.3,0,4.7,53.9,0.4,0,0,0,0,12.5,12.52
81,Alexander Mattison,MIN,RB,4,CAR,0,0,0,55.1,0.4,2.7,13.8,0.1,0,0,0,0,12.5,12.49
82,Deebo Samuel,SF,WR,4,ARI,0,0,0,11,0.1,3.9,51.1,0.3,0,0,0,0,12.4,12.41
83,Jakobi Meyers,LV,WR,4,LAC,0,0,0,0.3,0,4.8,58.7,0.3,0,0,0,0,12.4,12.4
84,Adam Thielen,CAR,WR,4,MIN,0,0,0,0,0,4.8,52.6,0.4,0,0,0,0,12.4,12.36
85,Rachaad White,TB,RB,4,NO,0,0,0,54,0.3,3,16.5,0.1,0,0,0,0,12.4,12.35
86,Tutu Atwell,LAR,WR,4,IND,0,0,0,4,0,4.2,56.9,0.3,0,0,0,0,12.1,12.09
87,Jahmyr Gibbs,DET,RB,4,GB,0,0,0,39.4,0.3,3.2,19.5,0.2,0,0,0,0,12,11.99
88,Michael Thomas,NO,WR,4,TB,0,0,0,0.1,0,4.9,53.2,0.3,0,0,0,0,11.9,11.93
89,Terry McLaurin,WAS,WR,4,PHI,0,0,0,0.9,0,4.3,57.9,0.3,0,0,0,0,11.9,11.88
90,Najee Harris,PIT,RB,4,HOU,0,0,0,60.7,0.4,1.9,10,0.1,0,0,0,0,11.9,11.87
91,Jerome Ford,CLE,RB,4,BAL,0,0,0,56.2,0.4,2.1,12.1,0.1,0,0,0,0,11.8,11.83
92,Isiah Pacheco,KC,RB,4,NYJ,0,0,0,59,0.4,1.9,11,0.1,0,0,0,0,11.8,11.8
93,Jordan Addison,MIN,WR,4,CAR,0,0,0,0.9,0,4.4,55.6,0.3,0,0,0,0,11.8,11.75
94,Zach Wilson,NYJ,QB,4,KC,182.7,0.9,1,13,0.1,0,0,0,0,0,0,0,11.7,11.71
95,Joshua Palmer,LAC,WR,4,LV,0,0,0,0.5,0,4.3,49.5,0.4,0,0,0,0,11.7,11.7
96,George Pickens,PIT,WR,4,HOU,0,0,0,0.4,0,4.1,58.5,0.3,0,0,0,0,11.7,11.69
97,DJ Moore,CHI,WR,4,DEN,0,0,0,2,0,4.1,54.8,0.3,0,0,0,0,11.5,11.48
98,Marquise Brown,ARI,WR,4,SF,0,0,0,2,0,4.4,51.5,0.3,0,0,0,0,11.4,11.45
99,George Kittle,SF,TE,4,ARI,0,0,0,0.1,0,4.1,49.3,0.4,0,0,0,0,11.4,11.44
100,Christian Watson,GB,WR,4,DET,0,0,0,2.5,0,3.7,51.8,0.4,0,0,0,0,11.4,11.43
101,Joshua Kelley,LAC,RB,4,LV,0,0,0,56.4,0.4,1.8,10.1,0.1,0,0,0,0,11.4,11.35
102,Tank Dell,HOU,WR,4,PIT,0,0,0,0.3,0,4.2,52.9,0.3,0,0,0,0,11.3,11.32
103,Brian Robinson Jr.,WAS,RB,4,PHI,0,0,0,61.7,0.4,1.2,8.5,0.1,0,0,0,0,11.2,11.22
104,David Montgomery,DET,RB,4,GB,0,0,0,60.8,0.5,1.3,8.7,0,0,0,0,0,11.2,11.15
105,Elijah Moore,CLE,WR,4,BAL,0,0,0,3.7,0,4.4,46.5,0.3,0,0,0,0,11.1,11.12
106,Dameon Pierce,HOU,RB,4,PIT,0,0,0,54.8,0.3,2.2,10.9,0.1,0,0,0,0,11.1,11.07
107,Gabe Davis,BUF,WR,4,MIA,0,0,0,0.6,0,3.3,52.8,0.4,0,0,0,0,10.9,10.94
108,Sam LaPorta,DET,TE,4,GB,0,0,0,0,0,4.3,47.1,0.3,0,0,0,0,10.8,10.81
109,Breece Hall,NYJ,RB,4,KC,0,0,0,55,0.3,1.7,11.8,0.1,0,0,0,0,10.8,10.78
109,Drake London,ATL,WR,4,JAX,0,0,0,0.2,0,4.1,49.6,0.3,0,0,0,0,10.8,10.78
109,Evan Engram,JAX,TE,4,ATL,0,0,0,0.1,0,4.4,45.7,0.3,0,0,0,0,10.8,10.78
112,Darren Waller,NYG,TE,4,SEA,0,0,0,0,0,4.1,48.5,0.3,0,0,0,0,10.8,10.75
113,De'Von Achane,MIA,RB,4,BUF,0,0,0,49.5,0.3,2.1,13.2,0.1,0,0,0,0,10.7,10.67
114,Romeo Doubs,GB,WR,4,DET,0,0,0,0.2,0,3.8,44.2,0.4,0,0,0,0,10.6,10.64
115,Khalil Herbert,CHI,RB,4,DEN,0,0,0,48.2,0.3,1.7,12.3,0.1,0,0,0,0,10.2,10.15
115,Dallas Goedert,PHI,TE,4,WAS,0,0,0,0,0,4,43.5,0.3,0,0,0,0,10.2,10.15
117,Brandin Cooks,DAL,WR,4,NE,0,0,0,0.7,0,3.8,43.9,0.3,0,0,0,0,10,9.96
118,Jaylen Warren,PIT,RB,4,HOU,0,0,0,33.2,0.2,3,17.8,0.1,0,0,0,0,9.9,9.9
119,Jahan Dotson,WAS,WR,4,PHI,0,0,0,0.3,0,3.4,44.7,0.3,0,0,0,0,9.7,9.7
120,Tyler Boyd,CIN,WR,4,TEN,0,0,0,0.4,0,3.6,43.4,0.3,0,0,0,0,9.7,9.68
121,Jayden Reed,GB,WR,4,DET,0,0,0,0.4,0,3.5,42.7,0.3,0,0,0,0,9.6,9.61
122,Kyle Pitts,ATL,TE,4,JAX,0,0,0,0,0,3.4,42.8,0.3,0,0,0,0,9.5,9.48
123,Robert Woods,HOU,WR,4,PIT,0,0,0,1.1,0,3.8,43.4,0.2,0,0,0,0,9.4,9.45
124,Jake Elliott,PHI,K,4,WAS,0,0,0,0,0,0,0,0,0,0,0,0,9.4,9.41
125,Philadelphia Eagles,PHI,DST,4,WAS,0,0,0,0,0,0,0,0,3.8,1,0.8,0.7,9.4,9.4
126,Kendrick Bourne,NE,WR,4,DAL,0,0,0,1.8,0,3.4,39.9,0.3,0,0,0,0,9.4,9.37
127,Roschon Johnson,CHI,RB,4,DEN,0,0,0,35.8,0.3,2,13,0.1,0,0,0,0,9.3,9.28
128,DJ Chark Jr.,CAR,WR,4,MIN,0,0,0,0.1,0,3,44.6,0.3,0,0,0,0,9.3,9.27
129,Matt Breida,NYG,RB,4,SEA,0,0,0,41.9,0.3,1.8,9.7,0.1,0,0,0,0,9.3,9.26
130,Harrison Butker,KC,K,4,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,9.2,9.16
131,Tyler Higbee,LAR,TE,4,IND,0,0,0,0,0,3.7,35.8,0.3,0,0,0,0,9.1,9.08
132,Jake Moody,SF,K,4,ARI,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.91
133,Quentin Johnston,LAC,WR,4,LV,0,0,0,0.2,0,3.1,39.6,0.3,0,0,0,0,8.9,8.88
134,Skyy Moore,KC,WR,4,NYJ,0,0,0,2.3,0,3.1,37.4,0.3,0,0,0,0,8.9,8.87
135,Tyler Bass,BUF,K,4,MIA,0,0,0,0,0,0,0,0,0,0,0,0,8.8,8.84
136,Cameron Dicker,LAC,K,4,LV,0,0,0,0,0,0,0,0,0,0,0,0,8.8,8.81
137,Pat Freiermuth,PIT,TE,4,HOU,0,0,0,0,0,3.3,37,0.3,0,0,0,0,8.8,8.8
138,Hunter Henry,NE,TE,4,DAL,0,0,0,0,0,3.3,36.9,0.3,0,0,0,0,8.8,8.79
139,Josh Reynolds,DET,WR,4,GB,0,0,0,0.4,0,3,39.2,0.3,0,0,0,0,8.8,8.76
