Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Christian McCaffrey,SF,RB,15,ARI,0,0,0,89.8,0.8,4.3,34.9,0.3,0,0,0,0,23.3,23.27
2,Josh Allen,BUF,QB,15,DAL,252.6,1.8,0.9,36.6,0.5,0,0,0,0,0,0,0,22.8,22.76
3,Jalen Hurts,PHI,QB,15,SEA,238.1,1.4,0.7,40.9,0.7,0,0,0,0,0,0,0,22.3,22.31
4,Lamar Jackson,BAL,QB,15,JAX,229.1,1.4,0.7,52.9,0.3,0,0,0,0,0,0,0,21,20.95
5,Dak Prescott,DAL,QB,15,BUF,267.4,1.9,0.7,14.7,0.2,0,0,0,0,0,0,0,20.1,20.07
6,Brock Purdy,SF,QB,15,ARI,260.3,1.9,0.6,13.1,0.2,0,0,0,0,0,0,0,19.8,19.82
7,Kyren Williams,LAR,RB,15,WAS,0,0,0,82.6,0.7,3.3,24.6,0.2,0,0,0,0,19.4,19.42
8,CeeDee Lamb,DAL,WR,15,BUF,0,0,0,4.4,0,6.6,87.5,0.6,0,0,0,0,19.4,19.39
9,Patrick Mahomes,KC,QB,15,NE,247.1,1.7,0.7,23,0.2,0,0,0,0,0,0,0,19.4,19.38
10,Matthew Stafford,LAR,QB,15,WAS,260.2,1.9,0.8,5.3,0.1,0,0,0,0,0,0,0,18.2,18.24
11,Sam Howell,WAS,QB,15,LAR,251.3,1.4,1,16.2,0.3,0,0,0,0,0,0,0,17.8,17.77
12,Justin Fields,CHI,QB,15,CLE,185.1,1,0.8,54.3,0.3,0,0,0,0,0,0,0,17.6,17.63
13,Jordan Love,GB,QB,15,TB,234.6,1.6,0.8,14.7,0.2,0,0,0,0,0,0,0,17.4,17.45
14,Russell Wilson,DEN,QB,15,DET,215.9,1.5,0.7,24.7,0.2,0,0,0,0,0,0,0,17.4,17.41
15,A.J. Brown,PHI,WR,15,SEA,0,0,0,0.9,0,5.9,84.1,0.5,0,0,0,0,17.4,17.4
16,Alvin Kamara,NO,RB,15,NYG,0,0,0,58.5,0.3,4.9,37.2,0.2,0,0,0,0,17.4,17.37
17,Jared Goff,DET,QB,15,DEN,255.6,1.7,0.7,4.6,0.1,0,0,0,0,0,0,0,17.2,17.18
18,Amon-Ra St. Brown,DET,WR,15,DEN,0,0,0,2.2,0,6.7,78.2,0.4,0,0,0,0,17.1,17.14
19,Trevor Lawrence,JAX,QB,15,BAL,231.6,1.3,0.7,18.6,0.2,0,0,0,0,0,0,0,16.6,16.62
20,Jake Browning,CIN,QB,15,MIN,231.1,1.4,0.8,13.9,0.2,0,0,0,0,0,0,0,16.5,16.53
21,Justin Jefferson,MIN,WR,15,CIN,0,0,0,0.8,0,5.8,80.6,0.4,0,0,0,0,16.3,16.34
21,Stefon Diggs,BUF,WR,15,DAL,0,0,0,0.3,0,6.4,69.1,0.5,0,0,0,0,16.3,16.34
23,Tyreek Hill,MIA,WR,15,NYJ,0,0,0,2.5,0,5.4,76.8,0.5,0,0,0,0,16.3,16.33
24,Cooper Kupp,LAR,WR,15,WAS,0,0,0,1.2,0,6,71.5,0.5,0,0,0,0,16.3,16.27
25,Michael Pittman Jr.,IND,WR,15,PIT,0,0,0,0.8,0,6.4,73.2,0.4,0,0,0,0,16.2,16.2
26,Tua Tagovailoa,MIA,QB,15,NYJ,248.4,1.5,0.8,5.5,0.1,0,0,0,0,0,0,0,16.1,16.09
27,Puka Nacua,LAR,WR,15,WAS,0,0,0,2,0,5.5,72.9,0.5,0,0,0,0,16,15.99
28,Austin Ekeler,LAC,RB,15,LV,0,0,0,48.3,0.4,4.2,32.4,0.2,0,0,0,0,15.8,15.77
29,Kyler Murray,ARI,QB,15,SF,205.7,1,0.8,27.9,0.3,0,0,0,0,0,0,0,15.7,15.72
30,Brandon Aiyuk,SF,WR,15,ARI,0,0,0,1.2,0,5,75.2,0.5,0,0,0,0,15.6,15.64
31,Jahmyr Gibbs,DET,RB,15,DEN,0,0,0,50.4,0.4,4.1,29.6,0.2,0,0,0,0,15.6,15.6
32,Breece Hall,NYJ,RB,15,MIA,0,0,0,52,0.3,4.2,32.7,0.2,0,0,0,0,15.6,15.57
33,Travis Kelce,KC,TE,15,NE,0,0,0,0,0,6.2,63.4,0.5,0,0,0,0,15.5,15.54
34,Saquon Barkley,NYG,RB,15,NO,0,0,0,74.9,0.4,2.9,21.8,0.1,0,0,0,0,15.5,15.47
35,Ezekiel Elliott,NE,RB,15,KC,0,0,0,67,0.4,3.3,24.9,0.1,0,0,0,0,15.4,15.39
36,Rachaad White,TB,RB,15,GB,0,0,0,64.4,0.4,3.4,26.1,0.1,0,0,0,0,15.4,15.35
36,Ja'Marr Chase,CIN,WR,15,MIN,0,0,0,1,0,5.7,71.5,0.4,0,0,0,0,15.4,15.35
38,Deebo Samuel,SF,WR,15,ARI,0,0,0,14.9,0.2,4.6,63,0.3,0,0,0,0,15.3,15.29
39,Nick Mullens,MIN,QB,15,CIN,242.7,1.3,0.9,6.8,0.1,0,0,0,0,0,0,0,15.2,15.19
40,Gardner Minshew,IND,QB,15,PIT,230.5,1.2,0.8,10.6,0.2,0,0,0,0,0,0,0,15.2,15.18
41,Bijan Robinson,ATL,RB,15,CAR,0,0,0,64.7,0.4,3.2,24.3,0.1,0,0,0,0,15,15
42,Travis Etienne Jr.,JAX,RB,15,BAL,0,0,0,61.9,0.5,2.9,23.8,0.1,0,0,0,0,15,14.97
43,Baker Mayfield,TB,QB,15,GB,219,1.3,0.8,13.3,0.1,0,0,0,0,0,0,0,14.9,14.89
44,Tony Pollard,DAL,RB,15,BUF,0,0,0,60.1,0.4,3.4,24.4,0.1,0,0,0,0,14.8,14.75
45,Mike Evans,TB,WR,15,GB,0,0,0,0.2,0,4.7,70.2,0.5,0,0,0,0,14.7,14.74
46,Davante Adams,LV,WR,15,LAC,0,0,0,0.5,0,5.6,66.1,0.4,0,0,0,0,14.7,14.66
47,Zack Moss,IND,RB,15,PIT,0,0,0,67.7,0.5,2.5,18.5,0.1,0,0,0,0,14.6,14.62
48,DK Metcalf,SEA,WR,15,PHI,0,0,0,0.4,0,4.8,67.1,0.5,0,0,0,0,14.6,14.55
49,DJ Moore,CHI,WR,15,CLE,0,0,0,4.7,0,4.9,67.1,0.4,0,0,0,0,14.5,14.48
50,Joe Mixon,CIN,RB,15,MIN,0,0,0,62.6,0.5,2.6,19.2,0.1,0,0,0,0,14.3,14.28
51,DeVonta Smith,PHI,WR,15,SEA,0,0,0,0.1,0,5.1,66.9,0.4,0,0,0,0,14.2,14.2
52,Jaylen Waddle,MIA,WR,15,NYJ,0,0,0,1.4,0,5.1,64.2,0.4,0,0,0,0,14.1,14.06
53,Mitch Trubisky,PIT,QB,15,IND,198.4,1.1,0.9,15.3,0.2,0,0,0,0,0,0,0,14,13.97
54,Tommy Devito,NYG,QB,15,NO,179.2,1,0.8,25.6,0.2,0,0,0,0,0,0,0,13.9,13.93
55,Joe Flacco,CLE,QB,15,CHI,225.3,1.2,0.9,5.3,0.1,0,0,0,0,0,0,0,13.8,13.84
56,Will Levis,TEN,QB,15,HOU,216.3,1.1,0.7,10.4,0.1,0,0,0,0,0,0,0,13.8,13.79
57,Courtland Sutton,DEN,WR,15,DET,0,0,0,0,0,4.2,59.7,0.6,0,0,0,0,13.8,13.77
58,Javonte Williams,DEN,RB,15,DET,0,0,0,61.4,0.4,2.7,19.8,0.1,0,0,0,0,13.7,13.72
59,Antonio Gibson,WAS,RB,15,LAR,0,0,0,45.2,0.3,3.7,31.4,0.1,0,0,0,0,13.7,13.66
60,Derrick Henry,TEN,RB,15,HOU,0,0,0,67.2,0.6,1.6,12.3,0.1,0,0,0,0,13.6,13.65
61,George Kittle,SF,TE,15,ARI,0,0,0,0.1,0,4.6,60,0.5,0,0,0,0,13.6,13.61
61,Garrett Wilson,NYJ,WR,15,MIA,0,0,0,1.6,0,5.3,63.5,0.3,0,0,0,0,13.6,13.61
63,James Conner,ARI,RB,15,SF,0,0,0,62.9,0.5,2.2,15.7,0.1,0,0,0,0,13.6,13.56
64,DeAndre Hopkins,TEN,WR,15,HOU,0,0,0,0.7,0,4.7,63.7,0.4,0,0,0,0,13.5,13.54
65,Chris Olave,NO,WR,15,NYG,0,0,0,0.1,0,4.9,67.4,0.3,0,0,0,0,13.4,13.45
66,James Cook,BUF,RB,15,DAL,0,0,0,55.4,0.3,3,24.7,0.1,0,0,0,0,13.3,13.31
67,Geno Smith,SEA,QB,15,PHI,197.4,1.2,0.7,8,0.1,0,0,0,0,0,0,0,13.3,13.3
68,Rashee Rice,KC,WR,15,NE,0,0,0,0,0,5,58.8,0.4,0,0,0,0,13.3,13.28
69,Ty Chandler,MIN,RB,15,CIN,0,0,0,59.7,0.4,2.6,18,0.1,0,0,0,0,13.3,13.27
70,Derek Carr,NO,QB,15,NYG,228.4,1.1,0.7,4.6,0,0,0,0,0,0,0,0,13.2,13.2
