Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Josh Allen,BUF,QB,16,LAC,254.4,1.9,0.8,33.4,0.6,0,0,0,0,0,0,0,23.5,23.52
2,Jalen Hurts,PHI,QB,16,NYG,233.5,1.5,0.7,44.5,0.8,0,0,0,0,0,0,0,23.4,23.39
3,Christian McCaffrey,SF,RB,16,BAL,0,0,0,85.1,0.7,4.2,34.1,0.2,0,0,0,0,21.4,21.42
4,Justin Fields,CHI,QB,16,ARI,212.4,1.4,0.8,54.3,0.4,0,0,0,0,0,0,0,20.8,20.83
5,Lamar Jackson,BAL,QB,16,SF,222.2,1.2,0.7,53.2,0.3,0,0,0,0,0,0,0,19.9,19.91
6,CeeDee Lamb,DAL,WR,16,MIA,0,0,0,4.2,0,7,89.8,0.6,0,0,0,0,19.9,19.9
7,Tyreek Hill,MIA,WR,16,DAL,0,0,0,3.1,0,6.5,93.9,0.6,0,0,0,0,19.8,19.8
8,Dak Prescott,DAL,QB,16,MIA,266.2,1.8,0.7,15.9,0.2,0,0,0,0,0,0,0,19.7,19.74
9,Patrick Mahomes,KC,QB,16,LV,259.9,1.8,0.7,22.9,0.1,0,0,0,0,0,0,0,19.7,19.69
10,Kyren Williams,LAR,RB,16,NO,0,0,0,86,0.6,3.4,24,0.1,0,0,0,0,18.5,18.5
11,Brock Purdy,SF,QB,16,BAL,257.3,1.8,0.7,10.9,0.1,0,0,0,0,0,0,0,18.4,18.38
12,Justin Jefferson,MIN,WR,16,DET,0,0,0,0.7,0,6.2,88.6,0.5,0,0,0,0,18.1,18.13
13,Amon-Ra St. Brown,DET,WR,16,MIN,0,0,0,1.8,0,6.8,79.5,0.5,0,0,0,0,17.9,17.93
14,A.J. Brown,PHI,WR,16,NYG,0,0,0,0.9,0,5.9,83,0.6,0,0,0,0,17.9,17.89
15,Tua Tagovailoa,MIA,QB,16,DAL,266.9,1.7,0.8,5,0.1,0,0,0,0,0,0,0,17.6,17.58
16,Trevor Lawrence,JAX,QB,16,TB,241.2,1.4,0.7,17.4,0.2,0,0,0,0,0,0,0,17.2,17.19
17,Jared Goff,DET,QB,16,MIN,255.4,1.7,0.7,4.1,0.1,0,0,0,0,0,0,0,17.1,17.13
18,Matthew Stafford,LAR,QB,16,NO,241.5,1.7,0.7,5.2,0.1,0,0,0,0,0,0,0,16.8,16.78
19,Nick Mullens,MIN,QB,16,DET,260.2,1.5,0.9,7.5,0.1,0,0,0,0,0,0,0,16.8,16.76
20,Stefon Diggs,BUF,WR,16,LAC,0,0,0,0.2,0,6.3,73.9,0.5,0,0,0,0,16.7,16.71
21,Kyler Murray,ARI,QB,16,CHI,209.8,1.1,0.8,30.5,0.3,0,0,0,0,0,0,0,16.6,16.64
22,Russell Wilson,DEN,QB,16,NE,200.5,1.4,0.6,26.1,0.2,0,0,0,0,0,0,0,16.6,16.63
23,James Cook,BUF,RB,16,LAC,0,0,0,66.5,0.4,3.4,30.4,0.2,0,0,0,0,16.6,16.59
24,Baker Mayfield,TB,QB,16,JAX,244.9,1.5,0.8,11.4,0.1,0,0,0,0,0,0,0,16.5,16.54
24,Rachaad White,TB,RB,16,JAX,0,0,0,72.5,0.5,3.2,25.9,0.1,0,0,0,0,16.5,16.54
26,Cooper Kupp,LAR,WR,16,NO,0,0,0,0.9,0,6,74.8,0.5,0,0,0,0,16.5,16.47
27,Alvin Kamara,NO,RB,16,LAR,0,0,0,57.4,0.3,4.4,33.4,0.2,0,0,0,0,16.4,16.38
28,Jake Browning,CIN,QB,16,PIT,241.8,1.4,0.8,12.8,0.1,0,0,0,0,0,0,0,16.2,16.25
29,Geno Smith,SEA,QB,16,TEN,241.5,1.4,0.8,10.3,0.1,0,0,0,0,0,0,0,16,15.99
30,Travis Kelce,KC,TE,16,LV,0,0,0,0,0,6.1,66.3,0.5,0,0,0,0,15.7,15.73
31,Deebo Samuel,SF,WR,16,BAL,0,0,0,11.8,0.2,4.7,62.4,0.4,0,0,0,0,15.7,15.72
32,DJ Moore,CHI,WR,16,ARI,0,0,0,3.1,0,5.4,74.8,0.4,0,0,0,0,15.6,15.59
33,Jordan Love,GB,QB,16,CAR,221.9,1.4,0.8,14.1,0.1,0,0,0,0,0,0,0,15.5,15.49
34,Mike Evans,TB,WR,16,JAX,0,0,0,0.1,0,4.9,72.5,0.5,0,0,0,0,15.2,15.16
35,Bijan Robinson,ATL,RB,16,IND,0,0,0,56.5,0.4,3.3,26.6,0.2,0,0,0,0,15.1,15.11
36,Jonathan Taylor,IND,RB,16,ATL,0,0,0,69.8,0.5,2.8,19.2,0.1,0,0,0,0,15.1,15.1
37,Rashee Rice,KC,WR,16,LV,0,0,0,0.1,0,5.6,64.7,0.5,0,0,0,0,15.1,15.08
38,Jaylen Waddle,MIA,WR,16,DAL,0,0,0,1.4,0,5.4,70.4,0.4,0,0,0,0,15,14.98
39,Gardner Minshew,IND,QB,16,ATL,228.8,1.3,0.7,9,0.1,0,0,0,0,0,0,0,15,14.95
40,Breece Hall,NYJ,RB,16,WAS,0,0,0,49.3,0.3,4.2,33.6,0.1,0,0,0,0,14.8,14.79
41,Davante Adams,LV,WR,16,KC,0,0,0,0.1,0,5.5,67.7,0.4,0,0,0,0,14.7,14.68
42,Jahmyr Gibbs,DET,RB,16,MIN,0,0,0,49.3,0.4,3.6,26.1,0.2,0,0,0,0,14.6,14.64
43,Joe Flacco,CLE,QB,16,HOU,252.9,1.3,0.9,4,0,0,0,0,0,0,0,0,14.6,14.62
44,Sam Howell,WAS,QB,16,NYJ,210.4,1.1,1,17.4,0.2,0,0,0,0,0,0,0,14.6,14.56
45,Puka Nacua,LAR,WR,16,NO,0,0,0,2.1,0,5.2,67.4,0.4,0,0,0,0,14.6,14.55
46,Tommy Devito,NYG,QB,16,PHI,193.4,1,0.7,24.8,0.2,0,0,0,0,0,0,0,14.5,14.52
47,Travis Etienne Jr.,JAX,RB,16,TB,0,0,0,59.7,0.4,3.1,25.4,0.1,0,0,0,0,14.5,14.51
48,Chris Olave,NO,WR,16,LAR,0,0,0,0.1,0,5.1,69.8,0.4,0,0,0,0,14.5,14.49
49,Ezekiel Elliott,NE,RB,16,DEN,0,0,0,59.8,0.3,3.6,25.3,0.1,0,0,0,0,14.4,14.41
50,Derek Carr,NO,QB,16,LAR,237.5,1.3,0.7,4.6,0,0,0,0,0,0,0,0,14.4,14.36
51,Isiah Pacheco,KC,RB,16,LV,0,0,0,65.7,0.5,2.5,17.7,0.1,0,0,0,0,14.3,14.34
52,Joe Mixon,CIN,RB,16,PIT,0,0,0,59.9,0.5,2.8,20.3,0.1,0,0,0,0,14.3,14.32
53,Raheem Mostert,MIA,RB,16,DAL,0,0,0,67.8,0.7,1.6,12,0.1,0,0,0,0,14.3,14.28
53,Tee Higgins,CIN,WR,16,PIT,0,0,0,0.1,0,5.1,67.7,0.4,0,0,0,0,14.3,14.28
55,Tony Pollard,DAL,RB,16,MIA,0,0,0,57.7,0.4,3.3,22.9,0.1,0,0,0,0,14.3,14.26
56,Saquon Barkley,NYG,RB,16,PHI,0,0,0,63.8,0.4,2.9,20.2,0.1,0,0,0,0,14.2,14.2
57,DK Metcalf,SEA,WR,16,TEN,0,0,0,0.3,0,4.6,65.5,0.5,0,0,0,0,14.2,14.18
58,Brandon Aiyuk,SF,WR,16,BAL,0,0,0,1,0,4.6,69.8,0.4,0,0,0,0,14.1,14.08
58,Garrett Wilson,NYJ,WR,16,WAS,0,0,0,1.4,0,5.2,63.4,0.4,0,0,0,0,14.1,14.08
60,DeVonta Smith,PHI,WR,16,NYG,0,0,0,0.1,0,5,66,0.4,0,0,0,0,14,14.01
