Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyreek Hill,MIA,WR,8,NE,0,0,0,2.7,0,7.1,100.7,0.7,0,0,0,0,24.6,24.64
2,Patrick Mahomes,KC,QB,8,DEN,296.2,2.2,0.7,24.8,0.2,0,0,0,0,0,0,0,23.4,23.43
3,Jalen Hurts,PHI,QB,8,WAS,246,1.5,0.7,43.1,0.7,0,0,0,0,0,0,0,23.4,23.35
4,Lamar Jackson,BAL,QB,8,ARI,232.6,1.6,0.7,54.9,0.4,0,0,0,0,0,0,0,22.6,22.59
5,Josh Allen,BUF,QB,8,TB,254.8,2,0.8,27.5,0.4,0,0,0,0,0,0,0,22.3,22.34
6,Christian McCaffrey,SF,RB,8,CIN,0,0,0,85.2,0.8,3.8,25.4,0.2,0,0,0,0,20.8,20.76
7,Justin Herbert,LAC,QB,8,CHI,273.8,1.9,0.7,14.6,0.2,0,0,0,0,0,0,0,20.3,20.31
8,Ja'Marr Chase,CIN,WR,8,SF,0,0,0,1,0,7.2,89.2,0.6,0,0,0,0,19.7,19.72
9,Stefon Diggs,BUF,WR,8,TB,0,0,0,0.2,0,7,85.2,0.7,0,0,0,0,19.6,19.64
10,Travis Kelce,KC,TE,8,DEN,0,0,0,0,0,7.5,82.9,0.6,0,0,0,0,19.4,19.39
11,Keenan Allen,LAC,WR,8,CHI,0,0,0,0.4,0,7.1,86.4,0.6,0,0,0,0,19.4,19.38
12,Tua Tagovailoa,MIA,QB,8,NE,283.1,2,0.8,4.6,0,0,0,0,0,0,0,0,18.9,18.88
13,A.J. Brown,PHI,WR,8,WAS,0,0,0,0.8,0,6.1,94.7,0.5,0,0,0,0,18.6,18.65
14,Jared Goff,DET,QB,8,LV,260.3,1.9,0.6,5.6,0.1,0,0,0,0,0,0,0,18.5,18.47
15,Cooper Kupp,LAR,WR,8,DAL,0,0,0,1.4,0,6.6,85.6,0.5,0,0,0,0,18.3,18.3
16,Amon-Ra St. Brown,DET,WR,8,LV,0,0,0,2.2,0,7.1,79.1,0.5,0,0,0,0,18.1,18.13
17,Trevor Lawrence,JAX,QB,8,PIT,237.4,1.4,0.7,24.4,0.2,0,0,0,0,0,0,0,17.7,17.74
18,Austin Ekeler,LAC,RB,8,CHI,0,0,0,58.5,0.6,4.3,24.6,0.2,0,0,0,0,17.3,17.31
19,Kirk Cousins,MIN,QB,8,GB,263.6,1.6,0.8,5.8,0.1,0,0,0,0,0,0,0,17,17.02
20,Alvin Kamara,NO,RB,8,IND,0,0,0,56.7,0.3,5.4,30.3,0.2,0,0,0,0,17,17
21,Dak Prescott,DAL,QB,8,LAR,235.2,1.6,0.8,14.6,0.1,0,0,0,0,0,0,0,16.9,16.87
22,Tony Pollard,DAL,RB,8,LAR,0,0,0,70.5,0.6,3.6,20.8,0.1,0,0,0,0,16.8,16.83
23,Jahmyr Gibbs,DET,RB,8,LV,0,0,0,68.9,0.5,4.2,22.3,0.1,0,0,0,0,16.8,16.82
24,C.J. Stroud,HOU,QB,8,CAR,244.3,1.5,0.6,10.8,0.1,0,0,0,0,0,0,0,16.6,16.65
25,Davante Adams,LV,WR,8,DET,0,0,0,0.1,0,6,77,0.5,0,0,0,0,16.6,16.61
26,Joe Burrow,CIN,QB,8,SF,244.7,1.5,0.8,10.9,0.1,0,0,0,0,0,0,0,16.6,16.58
27,Travis Etienne Jr.,JAX,RB,8,PIT,0,0,0,78.2,0.6,2.9,16.4,0.1,0,0,0,0,16.5,16.46
28,Adam Thielen,CAR,WR,8,HOU,0,0,0,0.2,0,6.5,68.8,0.5,0,0,0,0,16.4,16.4
29,Brock Purdy,SF,QB,8,CIN,231.2,1.5,0.6,10.1,0.1,0,0,0,0,0,0,0,16.2,16.16
30,CeeDee Lamb,DAL,WR,8,LAR,0,0,0,2.6,0,5.5,73.9,0.5,0,0,0,0,16.2,16.15
31,Jordan Love,GB,QB,8,MIN,213.6,1.4,0.9,16.4,0.2,0,0,0,0,0,0,0,16,15.98
32,Saquon Barkley,NYG,RB,8,NYJ,0,0,0,73.8,0.5,3.2,15.9,0.1,0,0,0,0,15.7,15.67
33,Puka Nacua,LAR,WR,8,DAL,0,0,0,0.1,0,5.8,74.4,0.4,0,0,0,0,15.6,15.65
34,Sam Howell,WAS,QB,8,PHI,226,1.2,1,16.8,0.2,0,0,0,0,0,0,0,15.5,15.52
35,Derek Carr,NO,QB,8,IND,238,1.4,0.7,5.3,0.1,0,0,0,0,0,0,0,15.4,15.35
36,Breece Hall,NYJ,RB,8,NYG,0,0,0,78,0.5,2.5,14.1,0.1,0,0,0,0,15.2,15.21
37,Matthew Stafford,LAR,QB,8,DAL,250.8,1.4,0.9,5.2,0,0,0,0,0,0,0,0,15.2,15.15
38,Raheem Mostert,MIA,RB,8,NE,0,0,0,70.8,0.6,2.5,14.4,0.1,0,0,0,0,15.1,15.12
39,Russell Wilson,DEN,QB,8,KC,200.6,1.3,0.7,21.9,0.1,0,0,0,0,0,0,0,15.1,15.11
40,Geno Smith,SEA,QB,8,CLE,223.4,1.3,0.8,12.9,0.1,0,0,0,0,0,0,0,15,15.03
41,Mark Andrews,BAL,TE,8,ARI,0,0,0,0,0,5.3,61.2,0.6,0,0,0,0,15,15.02
42,Jimmy Garoppolo,LV,QB,8,DET,241.8,1.3,1.1,5.1,0.1,0,0,0,0,0,0,0,14.7,14.68
43,Jaylen Waddle,MIA,WR,8,NE,0,0,0,1.1,0,5.1,70.1,0.4,0,0,0,0,14.6,14.62
44,Brandon Aiyuk,SF,WR,8,CIN,0,0,0,1,0,4.9,71.8,0.4,0,0,0,0,14.6,14.58
45,Desmond Ridder,ATL,QB,8,TEN,212,1.1,0.7,14.7,0.2,0,0,0,0,0,0,0,14.6,14.55
46,Baker Mayfield,TB,QB,8,BUF,220.7,1.2,0.9,13.6,0.1,0,0,0,0,0,0,0,14.5,14.49
46,Gardner Minshew,IND,QB,8,NO,215.8,1.2,1,11.6,0.2,0,0,0,0,0,0,0,14.5,14.49
48,D'Andre Swift,PHI,RB,8,WAS,0,0,0,69.8,0.4,3.1,15,0.1,0,0,0,0,14.5,14.48
49,Bijan Robinson,ATL,RB,8,TEN,0,0,0,54.5,0.4,3.4,21.2,0.2,0,0,0,0,14.5,14.47
50,DJ Moore,CHI,WR,8,LAC,0,0,0,1.2,0,5,69,0.4,0,0,0,0,14.4,14.42
51,Zay Flowers,BAL,WR,8,ARI,0,0,0,2.7,0,5.3,64.4,0.4,0,0,0,0,14.4,14.41
52,Kenneth Walker III,SEA,RB,8,CLE,0,0,0,73.9,0.6,1.9,9.8,0.1,0,0,0,0,14.4,14.37
53,Jonathan Taylor,IND,RB,8,NO,0,0,0,65.4,0.5,2.7,15.4,0.1,0,0,0,0,14.3,14.28
54,Isiah Pacheco,KC,RB,8,DEN,0,0,0,69.6,0.5,2.5,12.6,0.1,0,0,0,0,14.2,14.22
55,Josh Jacobs,LV,RB,8,DET,0,0,0,64,0.4,3.2,16.8,0.1,0,0,0,0,14.2,14.18
56,Tyrod Taylor,NYG,QB,8,NYJ,185.3,0.9,0.7,25.9,0.2,0,0,0,0,0,0,0,14,14
57,Bryce Young,CAR,QB,8,HOU,216,1.2,0.8,9.3,0.1,0,0,0,0,0,0,0,14,13.97
58,Christian Kirk,JAX,WR,8,PIT,0,0,0,1.1,0,5.1,64.1,0.4,0,0,0,0,13.9,13.92
59,Mac Jones,NE,QB,8,MIA,215.9,1.2,0.8,8.6,0.1,0,0,0,0,0,0,0,13.9,13.9
60,Mike Evans,TB,WR,8,BUF,0,0,0,0.1,0,4.8,66.8,0.4,0,0,0,0,13.9,13.89
61,Jordan Addison,MIN,WR,8,GB,0,0,0,1.1,0,4.9,65.7,0.4,0,0,0,0,13.9,13.88
62,Joshua Dobbs,ARI,QB,8,BAL,188.8,0.9,0.8,26,0.2,0,0,0,0,0,0,0,13.8,13.85
62,Jakobi Meyers,LV,WR,8,DET,0,0,0,0.3,0,5.3,62.2,0.4,0,0,0,0,13.8,13.85
64,Nico Collins,HOU,WR,8,CAR,0,0,0,0,0,4.7,67.3,0.4,0,0,0,0,13.8,13.83
65,Kenny Pickett,PIT,QB,8,JAX,204.3,1,0.8,11.7,0.2,0,0,0,0,0,0,0,13.6,13.64
66,Chris Olave,NO,WR,8,IND,0,0,0,0.1,0,5.1,67,0.3,0,0,0,0,13.6,13.61
67,T.J. Hockenson,MIN,TE,8,GB,0,0,0,0,0,6,55.9,0.3,0,0,0,0,13.4,13.39
68,Michael Pittman Jr.,IND,WR,8,NO,0,0,0,0.7,0,5.4,60.8,0.3,0,0,0,0,13.4,13.35
69,George Pickens,PIT,WR,8,JAX,0,0,0,0.6,0,4.4,64.5,0.4,0,0,0,0,13.3,13.31
70,Chris Godwin,TB,WR,8,BUF,0,0,0,0.2,0,5.5,59.5,0.3,0,0,0,0,13.2,13.17
71,Terry McLaurin,WAS,WR,8,PHI,0,0,0,0.6,0,4.9,63.2,0.3,0,0,0,0,13.1,13.08
72,Tyson Bagent,CHI,QB,8,LAC,196.5,1.1,0.9,12.5,0.1,0,0,0,0,0,0,0,13,13.01
73,DeVonta Smith,PHI,WR,8,WAS,0,0,0,0.1,0,4.5,60.9,0.4,0,0,0,0,13,13
74,Garrett Wilson,NYJ,WR,8,NYG,0,0,0,0.7,0,4.8,63.2,0.3,0,0,0,0,13,12.99
75,DK Metcalf,SEA,WR,8,CLE,0,0,0,0.3,0,4.5,60.1,0.4,0,0,0,0,12.9,12.94
76,Calvin Ridley,JAX,WR,8,PIT,0,0,0,1.3,0,4.4,59.3,0.4,0,0,0,0,12.9,12.86
77,Joe Mixon,CIN,RB,8,SF,0,0,0,60.2,0.4,2.6,13.2,0.1,0,0,0,0,12.8,12.84
78,James Cook,BUF,RB,8,TB,0,0,0,62.1,0.4,2.2,15,0.1,0,0,0,0,12.8,12.81
79,Zach Wilson,NYJ,QB,8,NYG,195.1,0.9,0.8,15.8,0.1,0,0,0,0,0,0,0,12.7,12.68
80,Tyler Lockett,SEA,WR,8,CLE,0,0,0,0.1,0,4.5,55.4,0.4,0,0,0,0,12.4,12.45
