Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,9,MIA,284.4,2.1,0.8,23.9,0.2,0,0,0,0,0,0,0,22.5,22.47
2,Jalen Hurts,PHI,QB,9,DAL,241.3,1.5,0.7,41.3,0.6,0,0,0,0,0,0,0,22.4,22.38
3,Josh Allen,BUF,QB,9,CIN,262.4,1.8,0.9,27.4,0.4,0,0,0,0,0,0,0,21.7,21.74
4,Lamar Jackson,BAL,QB,9,SEA,220.1,1.4,0.7,53,0.4,0,0,0,0,0,0,0,21.1,21.1
5,Ja'Marr Chase,CIN,WR,9,BUF,0,0,0,2.1,0,7.3,89.6,0.7,0,0,0,0,20.6,20.57
6,Tyreek Hill,MIA,WR,9,KC,0,0,0,3.1,0,6.8,99,0.6,0,0,0,0,20.5,20.51
7,Joe Burrow,CIN,QB,9,BUF,259.4,2,0.8,15.3,0.2,0,0,0,0,0,0,0,20.2,20.21
8,Stefon Diggs,BUF,WR,9,CIN,0,0,0,0.2,0,7,87.5,0.6,0,0,0,0,19.3,19.27
9,A.J. Brown,PHI,WR,9,DAL,0,0,0,0.9,0,5.9,91.2,0.6,0,0,0,0,18.7,18.71
10,Alvin Kamara,NO,RB,9,CHI,0,0,0,63.6,0.4,5.4,33.5,0.2,0,0,0,0,18.6,18.61
11,Travis Kelce,KC,TE,9,MIA,0,0,0,0,0,6.9,77.1,0.6,0,0,0,0,18.2,18.21
12,Justin Herbert,LAC,QB,9,NYJ,247.2,1.6,0.7,14.2,0.2,0,0,0,0,0,0,0,18.1,18.11
13,Tua Tagovailoa,MIA,QB,9,KC,274.2,1.9,0.8,5.3,0,0,0,0,0,0,0,0,18.1,18.1
14,CeeDee Lamb,DAL,WR,9,PHI,0,0,0,3.2,0,6.2,81.3,0.5,0,0,0,0,17.6,17.65
15,Dak Prescott,DAL,QB,9,PHI,238.2,1.6,0.8,15.1,0.1,0,0,0,0,0,0,0,17,17.04
16,Austin Ekeler,LAC,RB,9,NYJ,0,0,0,51.2,0.4,4.8,32.8,0.2,0,0,0,0,16.7,16.7
17,Keenan Allen,LAC,WR,9,NYJ,0,0,0,0.4,0,6.8,73.6,0.4,0,0,0,0,16.6,16.6
18,Cooper Kupp,LAR,WR,9,GB,0,0,0,1.4,0,6.3,75.6,0.4,0,0,0,0,16.4,16.4
19,Derek Carr,NO,QB,9,CHI,243.4,1.6,0.7,4,0.1,0,0,0,0,0,0,0,16.3,16.34
20,Adam Thielen,CAR,WR,9,IND,0,0,0,0.2,0,6.3,70,0.5,0,0,0,0,16.3,16.32
21,Saquon Barkley,NYG,RB,9,LV,0,0,0,74.3,0.4,3.4,21.2,0.1,0,0,0,0,15.8,15.85
22,C.J. Stroud,HOU,QB,9,TB,236.9,1.4,0.7,9.9,0.1,0,0,0,0,0,0,0,15.8,15.77
23,Sam Howell,WAS,QB,9,NE,235.9,1.3,1,16.4,0.1,0,0,0,0,0,0,0,15.7,15.68
24,Davante Adams,LV,WR,9,NYG,0,0,0,0.1,0,5.5,68.8,0.5,0,0,0,0,15.4,15.39
25,Jordan Love,GB,QB,9,LAR,206.9,1.3,1,17.2,0.2,0,0,0,0,0,0,0,15.3,15.3
26,Breece Hall,NYJ,RB,9,LAC,0,0,0,70.4,0.5,2.7,19.6,0.1,0,0,0,0,15.2,15.2
27,Jaylen Waddle,MIA,WR,9,KC,0,0,0,1.8,0,5.3,72.1,0.4,0,0,0,0,15.1,15.09
28,Geno Smith,SEA,QB,9,BAL,222.4,1.3,0.9,12.3,0.1,0,0,0,0,0,0,0,14.8,14.83
29,Daniel Jones,NYG,QB,9,LV,185,0.9,0.7,34.8,0.2,0,0,0,0,0,0,0,14.8,14.78
30,Baker Mayfield,TB,QB,9,HOU,223.9,1.2,0.8,14,0.1,0,0,0,0,0,0,0,14.8,14.76
31,Bryce Young,CAR,QB,9,IND,223.9,1.3,0.8,9.8,0.1,0,0,0,0,0,0,0,14.7,14.74
32,Gardner Minshew,IND,QB,9,CAR,224.6,1.3,0.8,10.4,0.1,0,0,0,0,0,0,0,14.7,14.72
33,Mac Jones,NE,QB,9,WAS,216.6,1.4,0.8,8,0.1,0,0,0,0,0,0,0,14.7,14.66
34,Josh Jacobs,LV,RB,9,NYG,0,0,0,64.1,0.5,2.8,17.9,0.1,0,0,0,0,14.5,14.5
35,Garrett Wilson,NYJ,WR,9,LAC,0,0,0,1.8,0,5.2,67.1,0.4,0,0,0,0,14.5,14.49
36,Michael Pittman Jr.,IND,WR,9,CAR,0,0,0,0.8,0,5.7,62.7,0.4,0,0,0,0,14.4,14.45
37,Bijan Robinson,ATL,RB,9,MIN,0,0,0,55.3,0.4,3.2,21.6,0.2,0,0,0,0,14.4,14.39
38,Chris Olave,NO,WR,9,CHI,0,0,0,0.1,0,5.1,68.4,0.4,0,0,0,0,14.4,14.35
39,Taylor Heinicke,ATL,QB,9,MIN,202.5,1.1,0.8,16.3,0.2,0,0,0,0,0,0,0,14.3,14.33
40,Jonathan Taylor,IND,RB,9,CAR,0,0,0,67.9,0.5,2.3,16.9,0.1,0,0,0,0,14.3,14.28
41,D'Andre Swift,PHI,RB,9,DAL,0,0,0,63.5,0.5,2.7,16.2,0.1,0,0,0,0,14.2,14.17
42,Tony Pollard,DAL,RB,9,PHI,0,0,0,54.9,0.4,3.4,22.8,0.1,0,0,0,0,14.1,14.07
43,Joe Mixon,CIN,RB,9,BUF,0,0,0,61.5,0.5,2.6,17.1,0.1,0,0,0,0,14,13.96
44,Puka Nacua,LAR,WR,9,GB,0,0,0,0.2,0,5.5,66.1,0.3,0,0,0,0,13.9,13.93
