Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Josh Allen,BUF,QB,2,LV,267.8,2,0.9,40,0.4,0,0,0,0,0,0,0,23.9,23.91
2,Jalen Hurts,PHI,QB,2,MIN,247.5,1.6,0.6,49,0.6,0,0,0,0,0,0,0,23.9,23.9
3,Patrick Mahomes,KC,QB,2,JAX,296,2.2,0.7,21.7,0.2,0,0,0,0,0,0,0,23.2,23.21
4,Lamar Jackson,BAL,QB,2,CIN,218,1.4,0.8,52.2,0.3,0,0,0,0,0,0,0,20.3,20.34
5,Christian McCaffrey,SF,RB,2,LAR,0,0,0,77.8,0.6,4.5,31.4,0.2,0,0,0,0,20.2,20.22
6,Justin Herbert,LAC,QB,2,TEN,287.4,1.9,0.7,11.5,0.1,0,0,0,0,0,0,0,20,20.05
7,Tyreek Hill,MIA,WR,2,NE,0,0,0,4.2,0,6.8,93.1,0.6,0,0,0,0,20,20.03
8,Joe Burrow,CIN,QB,2,BAL,269.4,1.9,0.8,11.2,0.2,0,0,0,0,0,0,0,19.8,19.8
9,Justin Jefferson,MIN,WR,2,PHI,0,0,0,1.2,0,6.9,97.1,0.5,0,0,0,0,19.6,19.63
10,Trevor Lawrence,JAX,QB,2,KC,255,1.8,0.8,18.6,0.2,0,0,0,0,0,0,0,19.4,19.36
11,Ja'Marr Chase,CIN,WR,2,BAL,0,0,0,2.1,0,6.6,88.1,0.6,0,0,0,0,19.1,19.12
12,Justin Fields,CHI,QB,2,TB,183.1,1.1,0.8,60.2,0.4,0,0,0,0,0,0,0,19,19.04
13,Stefon Diggs,BUF,WR,2,LV,0,0,0,0.4,0,6.8,84.9,0.6,0,0,0,0,18.8,18.83
14,Tua Tagovailoa,MIA,QB,2,NE,275.9,1.8,0.8,8.1,0.1,0,0,0,0,0,0,0,18.6,18.65
15,Anthony Richardson,IND,QB,2,HOU,201.7,1.1,0.9,46.2,0.4,0,0,0,0,0,0,0,18.4,18.39
16,Jared Goff,DET,QB,2,SEA,266,1.8,0.7,5,0.1,0,0,0,0,0,0,0,18,18.04
17,Daniel Jones,NYG,QB,2,ARI,209.3,1.2,0.7,38.8,0.3,0,0,0,0,0,0,0,18,17.95
18,Deshaun Watson,CLE,QB,2,PIT,223.9,1.4,0.7,28.7,0.2,0,0,0,0,0,0,0,17.8,17.83
19,Geno Smith,SEA,QB,2,DET,246.5,1.7,0.8,15,0.1,0,0,0,0,0,0,0,17.8,17.76
20,Kirk Cousins,MIN,QB,2,PHI,262.6,1.7,0.8,5.6,0.1,0,0,0,0,0,0,0,17.5,17.46
20,Travis Kelce,KC,TE,2,JAX,0,0,0,0.1,0,6.4,74.5,0.6,0,0,0,0,17.5,17.46
22,Davante Adams,LV,WR,2,BUF,0,0,0,0.2,0,6,76.7,0.6,0,0,0,0,17.2,17.19
23,A.J. Brown,PHI,WR,2,MIN,0,0,0,1.3,0,5.3,81.8,0.6,0,0,0,0,17.1,17.11
24,Derrick Henry,TEN,RB,2,LAC,0,0,0,87.7,0.7,2,16.1,0.1,0,0,0,0,17.1,17.08
25,Brock Purdy,SF,QB,2,LAR,234.8,1.8,0.7,7.5,0.1,0,0,0,0,0,0,0,17,17.04
26,Amon-Ra St. Brown,DET,WR,2,SEA,0,0,0,3.5,0,6.5,77,0.4,0,0,0,0,16.8,16.85
27,Keenan Allen,LAC,WR,2,TEN,0,0,0,0.9,0,6.7,75.7,0.4,0,0,0,0,16.7,16.66
28,Dak Prescott,DAL,QB,2,NYJ,226.4,1.6,0.8,14.4,0.1,0,0,0,0,0,0,0,16.5,16.5
29,Nick Chubb,CLE,RB,2,PIT,0,0,0,89.7,0.6,2.1,13.2,0.1,0,0,0,0,16.5,16.49
30,Saquon Barkley,NYG,RB,2,ARI,0,0,0,75.8,0.5,3.5,18.8,0.1,0,0,0,0,16.5,16.46
31,Tony Pollard,DAL,RB,2,NYJ,0,0,0,71.5,0.6,3,19,0.1,0,0,0,0,16.2,16.25
32,Russell Wilson,DEN,QB,2,WAS,219.1,1.4,0.7,15.4,0.2,0,0,0,0,0,0,0,16.2,16.2
33,CeeDee Lamb,DAL,WR,2,NYJ,0,0,0,3.3,0,5.7,71.1,0.5,0,0,0,0,16,16.04
34,Calvin Ridley,JAX,WR,2,KC,0,0,0,0.2,0,5.6,73.9,0.5,0,0,0,0,15.9,15.91
