Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Jalen Hurts,PHI,QB,12,BUF,232.8,1.5,0.7,41.9,0.7,0,0,0,0,0,0,0,22.7,22.7
2,Lamar Jackson,BAL,QB,12,LAC,234.5,1.5,0.6,52,0.4,0,0,0,0,0,0,0,22.1,22.08
3,Dak Prescott,DAL,QB,12,WAS,274.8,2.2,0.7,15.6,0.2,0,0,0,0,0,0,0,21.6,21.65
4,Patrick Mahomes,KC,QB,12,LV,268.9,2,0.7,24.9,0.2,0,0,0,0,0,0,0,21.6,21.55
5,Josh Allen,BUF,QB,12,PHI,255.4,1.8,0.9,28,0.4,0,0,0,0,0,0,0,21.5,21.52
6,CeeDee Lamb,DAL,WR,12,WAS,0,0,0,4.1,0,7.1,94.9,0.6,0,0,0,0,20.5,20.5
7,Christian McCaffrey,SF,RB,12,SEA,0,0,0,77.6,0.7,4.2,30.3,0.2,0,0,0,0,20.3,20.29
8,Tyreek Hill,MIA,WR,12,NYJ,0,0,0,3,0,6.7,91.7,0.6,0,0,0,0,19.7,19.67
9,Amon-Ra St. Brown,DET,WR,12,GB,0,0,0,2.7,0,7.1,84.7,0.6,0,0,0,0,19.3,19.34
10,Brock Purdy,SF,QB,12,SEA,256.2,1.7,0.6,12.6,0.2,0,0,0,0,0,0,0,18.8,18.81
11,C.J. Stroud,HOU,QB,12,JAX,274.6,1.8,0.7,8.5,0.1,0,0,0,0,0,0,0,18.7,18.73
12,Stefon Diggs,BUF,WR,12,PHI,0,0,0,0.2,0,6.9,82.5,0.6,0,0,0,0,18.7,18.67
13,Justin Fields,CHI,QB,12,MIN,198.8,1.2,0.9,52.5,0.3,0,0,0,0,0,0,0,18.6,18.6
14,A.J. Brown,PHI,WR,12,BUF,0,0,0,0.9,0,6,88.9,0.6,0,0,0,0,18.6,18.58
15,Joshua Dobbs,MIN,QB,12,CHI,226.7,1.5,0.8,27.2,0.3,0,0,0,0,0,0,0,18.5,18.49
16,Keenan Allen,LAC,WR,12,BAL,0,0,0,0.3,0,7.3,82.3,0.5,0,0,0,0,18.5,18.46
17,Kyler Murray,ARI,QB,12,LAR,223,1.3,0.7,33.4,0.3,0,0,0,0,0,0,0,18.4,18.36
