,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Justice Hill,,0,RB,RB2,5200,BAL,vs CIN,24,29.25,4.8,6.9,8.5,0,0,0,0,0,0.1158,4.17,17.8,0.06,8.13,0.1245,3.96,3.1,27.13,0.18,0,0,0,0,0,0,9.03,9.03,0,1.83,18.63,9.03,9.03,49,0,100,,145,0,1.7,1.8,0.3,31,35,35,35,118,118,,,,,,,,3.51,15.72,0.07,1.55,1.22,9.73,0.04,,,,,,,
Bears,,0,DST,DST1,3000,CHI,vs NE,32,15.75,6.1,7.1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0.82,1.05,0,0.23,15.75,8.93,8.93,0,0,21.13,8.93,8.93,13,0,100,,127,9,3,4,1.3,9,2,2,57,119,119,,,,,,,,,,,,,,,2.25,0.79,0.52,0.16,0.03,21.69,335.18
Jalen Coker,,0,WR,WR3,3800,CAR,vs NYG,24,17,5.9,0,7,0,0,0,0,0,0,0,0,0,4.41,0.1356,4.41,3.27,45.3,0.18,0,0,0,0,0,0,8.88,8.88,0,0.03,20.68,8.88,8.88,45,0,100,,103,16,2.3,7.1,1.9,47,43,43,49,120,120,,,,,,,,,,,3,2.33,37,0.17,,,,,,,
Devaughn Vele,,0,WR,WR4,3400,DEN,@ KC,16,17.75,4,0,7.1,0,0,0,0,0,0,0,0,0,5.76,0.1616,5.76,4.03,43.11,0.09,0,0,0,0,0,0,8.88,8.88,0,2.88,16.88,8.88,8.88,21,0,100,,50,44,2.6,13.9,4.1,51,43,43,53,120,120,,,,,,,,,,,4.6,3.6,35.2,,,,,,,,
Taysom Hill,,0,TE,TE2,4000,NO,vs ATL,2,22,7.6,9,8.8,0,0,0,0,0,0,0,0,0,4.22,0.1294,4.22,3.17,32.42,0.41,0,0,0,0,0,0,8.87,8.87,0,0,24.07,8.87,8.87,22,0,100,,104,6,2.2,7,1.8,15,18,18,47,121,121,3.1,1.99,24.75,0.08,0.3,0.11,45.54,4.38,23.99,0.31,1.19,0.89,8.7,0.12,,,,,,,
Andrei Iosivas,,0,WR,WR2,3900,CIN,@ BAL,3,23.25,5.7,4.6,6.5,0,0,0,0,0,0,0,0,0,4.9,0.1482,4.9,2.48,28.28,0.59,0,0,0,0,0,0,8.85,8.85,0,0.3,20.25,8.85,8.85,55,0,100,,120,0,2.3,4.9,1.3,46,44,44,48,122,122,,,,,,,,,,,2.8,1.5,15.75,0.4,,,,,,,
Ja'Tavion Sanders,,0,TE,TE1,3400,CAR,vs NYG,24,17,4.6,0,5.4,0,0,0,0,0,0,0,0,0,5.65,0.1736,5.65,4.51,42.63,0,0,0,0,0,0,0,8.77,8.77,0,1.87,17.97,8.77,8.77,15,0,100,,87,15,2.6,8.8,2.6,21,19,19,53,123,123,,,,,,,,,,,3.33,2.67,27.22,,,,,,,,
Jameson Williams,,0,WR,WR2,5900,DET,@ HOU,13,26.5,7,6.7,12.9,0,0,0,0,0,0,0,0,0,4.38,0.1363,4.38,2.47,43.83,0.31,0,0,0,0,0,0,8.71,8.71,0,0,22.71,8.71,8.71,39,0,100,,93,3,1.5,8.3,1.4,26,45,45,28,124,124,,,,,,,,0.33,4.21,0.04,3.33,1.75,31.5,0.25,,,,,,,
Ricky Pearsall,,0,WR,WR3,4400,SF,@ TB,30,28.25,3.3,0,8.4,0,0,0,0,0,0,0,0,0,5.18,0.1531,5.18,3.35,41.44,0.2,0,0,0,0,0,0,8.69,8.69,0,3.74,15.29,8.69,8.69,15,0,100,,30,0,2,17.3,3.9,41,46,46,43,125,125,,,,,,,,0.5,19.5,,4.5,3.5,29.5,,,,,,,,
Antonio Gibson,,0,RB,RB2,4900,NE,@ CHI,20,15.75,7.1,8.1,5.5,0,0,0,0,0,0.2646,6.75,27.23,0.16,9.82,0.0894,3.07,2.5,20.02,0.08,0,0,0,0,0,0,8.67,8.67,0,0,22.87,8.67,8.67,44,0,100,,138,37,1.8,2.6,0.5,34,36,36,38,126,126,,,,,,,,9.99,41.11,0.31,3.26,2.64,20.2,0.1,,,,,,,
Jaleel McLaughlin,,0,RB,RB2,4500,DEN,@ KC,2,17.75,4.8,6.2,6.5,0,0,0,0,0,0.2293,7.1,31.34,0.1,9.99,0.081,2.89,2.59,10.14,0.22,0,0,0,0,0,0,8.66,8.66,0,1.46,18.26,8.66,8.66,51,0,100,,152,24,1.9,1.2,0.3,38,37,37,42,127,127,,,,,,,,4.96,23.77,0.08,2.04,1.81,7.96,0.15,,,,,,,
Pat Freiermuth,,0,TE,TE1,4200,PIT,@ WAS,32,21.75,5,7.3,7.9,0,0,0,0,0,0,0,0,0,4.6,0.1585,4.6,3.4,33.96,0.31,0,0,0,0,0,0,8.66,8.66,0,1.16,18.66,8.66,8.66,8,0,100,,69,44,2.1,10.7,2.5,13,20,20,45,127,127,,,,,,,,,,,5.1,3.62,36.02,0.26,,,,,,,
Tyrone Tracy Jr,,0,RB,RB1,6000,NYG,@ CAR,32,23.5,8.9,0,10.1,0,0,0,0,0,0.3188,8.25,41.48,0.19,10.67,0.0709,2.42,1.98,13.45,0,0,0,0,0,0,0,8.61,8.61,0,0,26.41,8.61,8.61,5,0,100,,19,12,1.4,19.4,3.2,24,38,38,27,128,128,,,,,,,,9.89,49.11,0.22,2.33,1.89,12.89,,,,,,,,
Michael Wilson,,0,WR,WR2,4600,ARI,vs NYJ,25,22.25,6.2,8.8,8,0,0,0,0,0,0,0,0,0,4.72,0.1386,4.72,3.13,36.79,0.3,0,0,0,0,0,0,8.61,8.61,0,0,21.01,8.61,8.61,53,0,100,,116,27,1.9,5.4,1.2,39,47,47,41,128,128,,,,,,,,,,,4.45,2.95,38.55,0.27,,,,,,,
Tyler Conklin,,0,TE,TE1,3400,NYJ,@ ARI,1,23.75,5,7.2,7,0,0,0,0,0,0,0,0,0,5.47,0.135,5.47,3.75,36.48,0.19,0,0,0,0,0,0,8.54,8.54,0,1.04,18.54,8.54,8.54,36,0,100,,145,25,2.5,1.8,0.5,21,21,21,53,129,129,,,,,,,,0.04,0.04,,4.38,3.04,29.58,0.11,,,,,,,
Will Dissly,,0,TE,TE1,3100,LAC,vs TEN,31,24,5.1,3.4,6.5,0,0,0,0,0,0,0,0,0,4.55,0.1127,4.55,3.64,35.7,0.22,0,0,0,0,0,0,8.53,8.53,0,0.88,18.73,8.53,8.53,18,0,100,,96,7,2.8,8,2.6,24,22,22,56,130,130,,,,,,,,0.01,0.1,,2.63,2.12,22.78,0.18,,,,,,,
Tank Bigsby,,0,RB,RB2,5700,JAC,vs MIN,1,17.75,7.9,1.9,11,0,0,0,0,0,0.4457,11.29,55.54,0.48,11.29,0,0,0,0,0,0,0,0,0,0,0,8.43,8.43,0,0,24.23,8.43,8.43,56,0,100,,160,0,1.5,0.4,0.1,27,39,39,30,131,131,,,,,,,,6.81,30.81,0.29,0.43,0.19,2,,,,,,,,
Trey Palmer,,0,WR,WR2,4000,TB,vs SF,29,21.75,3.9,5.7,3.9,0,0,0,0,0,0,0,0,0,5.31,0.127,5.31,3.01,36.36,0.25,0,0,0,0,0,0,8.15,8.15,0,2.3,15.95,8.15,8.15,82,0,100,,162,25,2,0,,45,48,48,47,132,132,,,,,,,,0.13,0.92,,3.46,2,21.17,0.17,,,,,,,
Chris Rodriguez Jr.,,0,RB,RB2,4300,WAS,vs PIT,5,23.75,5.4,4.8,5.2,0,0,0,0,0,0.3783,11.78,56.79,0.4,11.78,0,0,0,0,0,0,0,0,0,0,0,8.08,8.08,0,0,18.88,8.08,8.08,56,0,100,,160,0,1.9,0.4,0.1,40,40,40,44,133,133,,,,,,,,6.56,32.44,0.22,0.22,0.22,1.33,,,,,,,,
Giants,,0,DST,DST1,2800,NYG,@ CAR,30,17,6,7.7,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0.31,0.83,0,0.1,17,8.05,8.05,0,0,20.05,8.05,8.05,13,0,100,,127,5,2.9,4,1.4,11,3,3,59,134,134,,,,,,,,,,,,,,,2.15,0.78,0.55,0.17,0.03,23.5,367.46
Roschon Johnson,,0,RB,RB2,4600,CHI,vs NE,31,21.75,4.6,6.8,8.2,0,0,0,0,0,0.2041,7.16,26.06,0.55,8.76,0.0507,1.6,1.25,8.45,0,0,0,0,0,0,0,8,8,0,1.1,17.2,8,8,52,0,100,,153,36,1.7,1.1,0.2,37,41,41,41,135,135,,,,,,,,5.52,21.9,0.29,2.43,2,13.05,,,,,,,,
Cole Kmet,,0,TE,TE1,4300,CHI,vs NE,22,21.75,6.7,11.5,11,0,0,0,0,0,0,0,0,0,4.14,0.1311,4.14,3.14,31.44,0.28,0,0,0,0,0,0,7.96,7.96,0,0,21.36,7.96,7.96,33,0,100,,133,20,1.9,3.3,0.8,12,23,23,44,136,136,,,,,,,,0.1,0.11,,4.61,3.35,34.1,0.25,,,,,,,
Ryan Miller,,0,WR,WR4,3500,TB,vs SF,29,21.75,1,0,5.6,0,0,0,0,0,0,0,0,0,4.43,0.106,4.43,2.59,33.7,0.33,0,0,0,0,0,0,7.94,7.94,0,6.44,9.94,7.94,7.94,68,0,100,,142,82,2.3,2.1,0.6,50,49,49,52,137,137,,,,,,,,,,,3,1.67,19.67,0.33,,,,,,,
Samaje Perine,,0,RB,RB2,4800,KC,vs DEN,9,24.75,6.3,7.3,5.4,0,0,0,0,0,0.1093,3.25,13.1,0.08,6.73,0.0873,3.48,2.9,24.06,0.13,0,0,0,0,0,0,7.88,7.88,0,0,20.48,7.88,7.88,36,0,100,,113,9,1.6,5.7,1.2,35,42,42,39,138,138,,,,,,,,5.45,21.99,0.11,2.29,1.93,15.53,0.08,,,,,,,
Lions,,0,DST,DST1,3100,DET,@ HOU,14,22.5,5.3,6.4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,1.41,0.55,0,0.22,22.5,7.85,7.85,0,0,18.45,7.85,7.85,9,0,100,,96,7,2.5,8,2.6,8,4,4,56,139,139,,,,,,,,,,,,,,,2.08,0.69,0.49,0.14,0.04,24.29,368.69
Gabriel Davis,,0,WR,WR2,5000,JAC,vs MIN,21,17.75,8,10.7,7.2,0,0,0,0,0,0,0,0,0,4.5,0.153,4.5,2.41,34.33,0.29,0,0,0,0,0,0,7.58,7.58,0,0,23.58,7.58,7.58,66,0,100,,136,18,1.5,2.9,0.6,35,50,50,37,140,140,,,,,,,,0.03,-0.03,,4.83,2.62,42.71,0.42,,,,,,,
Jalen McMillan,,0,WR,WR1,4200,TB,vs SF,29,21.75,3.8,0,4.9,0,0,0,0,0,0,0,0,0,5.65,0.135,5.65,2.77,32.15,0.24,0,0,0,0,0,0,7.43,7.43,0,1.73,15.03,7.43,7.43,82,0,100,,162,22,1.8,0,,43,51,51,45,141,141,,,,,,,,0.33,4.67,,3.67,1.67,18.17,0.17,,,,,,,
Chargers,,0,DST,DST1,3800,LAC,vs TEN,27,16,5.7,6.6,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,1.21,0.48,0,0,16,7.41,7.41,0,0,18.81,7.41,7.41,9,0,100,,96,11,2,8,2.1,1,5,5,49,142,142,,,,,,,,,,,,,,,2.27,0.81,0.51,0.14,0.02,22.39,346.6
Jordan Mason,,0,RB,RB2,7400,SF,@ TB,10,28.25,7,2.8,14.1,0,0,0,0,0,0.3033,10.76,56.31,0.29,10.76,0,0,0,0,0,0,0,0,0,0,0,7.37,7.37,0,0,21.37,7.37,7.37,55,0,100,,159,0,1,0.5,0.1,10,43,43,13,143,143,,,,,,,,6.78,35.91,0.22,0.5,0.41,3.66,,,,,,,,
Mark Andrews,,0,TE,TE1,4100,BAL,vs CIN,7,29.25,8.8,13.5,8.5,0,0,0,0,0,0,0,0,0,3.34,0.105,3.34,2.39,29.26,0.33,0,0,0,0,0,0,7.3,7.3,0,0,24.9,7.3,7.3,2,0,100,,24,31,1.8,18.8,4.6,14,24,24,46,144,144,,,,,,,,0.05,0.08,,6.23,4.27,53.65,0.46,,,,,,,
Tyler Allgeier,,0,RB,RB2,5200,ATL,@ NO,30,25.5,6.1,8.1,7.5,0,0,0,0,0,0.3439,12.31,56.08,0.28,12.31,0,0,0,0,0,0,0,0,0,0,0,7.29,7.29,0,0,19.49,7.29,7.29,35,0,100,,112,31,1.4,5.9,1.1,31,44,44,35,145,145,,,,,,,,11.19,49.71,0.21,1.14,1,9.26,0.05,,,,,,,
Tutu Atwell,,0,WR,WR4,4200,LAR,vs MIA,20,25.75,5.6,7.7,8.9,0,0,0,0,0,0,0,0,0,4.9,0.1353,4.9,2.88,38.58,0.09,0,0,0,0,0,0,7.28,7.28,0,0,18.48,7.28,7.28,73,0,100,,147,7,1.7,1.6,0.4,43,52,52,45,146,146,0.03,,,,,,0.05,0.38,1.8,0.03,3.55,2.05,28.68,0.1,,,,,,,
Miles Sanders,,0,RB,RB2,4300,CAR,vs NYG,16,17,8.2,5.6,5.6,0,0,0,0,0,0.1871,5.31,23.94,0.12,8.79,0.1069,3.48,2.56,14.6,0.02,0,0,0,0,0,0,7.25,7.25,0,0,23.65,7.25,7.25,55,0,100,,159,25,1.7,0.5,0.1,40,45,45,44,147,147,,,,,,,,11.06,52.33,0.27,2.98,2.11,14.48,0.04,,,,,,,
Ray-Ray McCloud,,0,WR,WR3,4300,ATL,@ NO,23,25.5,3.9,2.4,8.1,0,0,0,0,0,0,0,0,0,5.15,0.1617,5.15,3.55,31.85,0.08,0,0,0,0,0,0,7.22,7.22,0,1.37,15.02,7.22,7.22,47,0,100,,106,0,1.7,6.6,1.5,42,53,53,44,148,148,,,,,,,,0.24,2.88,0.01,2.13,1.45,12.77,0.02,,,,,,,
Olamide Zaccheaus,,0,WR,WR3,3400,WAS,vs PIT,27,23.75,5.3,3.5,5.4,0,0,0,0,0,0,0,0,0,4.14,0.1227,4.14,2.65,35.09,0.15,0,0,0,0,0,0,7.06,7.06,0,0,17.66,7.06,7.06,80,0,100,,156,5,2.1,0.8,0.2,51,54,54,53,149,149,,,,,,,,0.06,0.14,,3.13,1.95,26.81,0.16,,,,,,,
Theo Johnson,,0,TE,TE1,3000,NYG,@ CAR,5,23.5,4.2,0,6.2,0,0,0,0,0,0,0,0,0,4,0.1171,4,2.69,32.04,0.19,0,0,0,0,0,0,7.03,7.03,0,0.73,15.43,7.03,7.03,19,0,100,,98,32,2.3,7.7,2.6,25,25,25,57,150,150,,,,,,,,,,,3.71,2.43,28.71,0.14,,,,,,,
Noah Gray,,0,TE,TE2,2900,KC,vs DEN,10,24.75,2.8,4.4,5.4,0,0,0,0,0,0,0,0,0,3.82,0.0957,3.82,2.96,32.56,0.12,0,0,0,0,0,0,6.94,6.94,0,2.74,12.54,6.94,6.94,29,0,100,,128,32,2.4,3.8,1.3,26,26,26,58,151,151,,,,,,,,0.04,0.04,0.02,2.21,1.7,18.04,0.09,,,,,,,
Rome Odunze,,0,WR,WR3,5200,CHI,vs NE,22,21.75,8,0,9.7,0,0,0,0,0,0,0,0,0,4.44,0.1406,4.44,2.62,37.69,0.09,0,0,0,0,0,0,6.93,6.93,0,0,22.93,6.93,6.93,54,0,100,,117,18,1.3,5.3,1,33,55,55,35,152,152,,,,,,,,0.38,1.88,,5.5,3.13,48.88,0.13,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3000,TEN,@ LAC,17,16,4.2,6.7,5.1,0,0,0,0,0,0,0,0,0,4.23,0.1446,4.23,3.1,30.15,0.12,0,0,0,0,0,0,6.84,6.84,0,0.54,15.24,6.84,6.84,34,0,100,,140,32,2.3,2.4,0.8,25,27,27,57,153,153,,,,,,,,0.13,0.2,,3.73,2.65,28.43,0.13,,,,,,,
Jalen Tolbert,,0,WR,WR2,5100,DAL,vs PHI,26,18.5,5.6,4.3,10.4,0,0,0,0,0,0,0,0,0,3.87,0.1012,3.87,2.64,28.12,0.23,0,0,0,0,0,0,6.83,6.83,0,0,18.03,6.83,6.83,57,0,100,,123,8,1.3,4.4,0.9,34,56,56,36,154,154,,,,,,,,,,,3.42,2.25,26.38,0.21,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR2,3200,DEN,@ KC,16,17.75,4.1,4.3,4.3,0,0,0,0,0,0,0,0,0,4.16,0.1168,4.16,2.71,29.47,0.18,0,0,0,0,0,0,6.74,6.74,0,0.59,14.94,6.74,6.74,58,0,100,,124,9,2.1,4.3,1.3,53,57,57,55,155,155,,,,,,,,,,,2.32,1.53,19.56,0.18,,,,,,,
Rams,,0,DST,DST1,2700,LAR,vs MIA,31,23.75,6,5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0.79,0.39,0.1,0.29,23.75,6.66,6.66,0,0,18.66,6.66,6.66,10,0,100,,104,20,2.5,7,2.6,12,6,6,60,156,156,,,,,,,,,,,,,,,2.68,0.9,0.48,0.16,0.06,21.63,340.43
Zay Jones,,0,WR,WR4,3700,ARI,vs NYJ,25,22.25,7.2,8.7,0.6,0,0,0,0,0,0,0,0,0,4.95,0.1452,4.95,2.85,28.51,0.15,0,0,0,0,0,0,6.6,6.6,0,0,21,6.6,6.6,82,0,100,,162,1,1.8,0,,48,58,58,50,157,157,0.02,0.01,0.3,,,,1.23,0.08,0.24,,5.12,2.96,31.13,0.18,,,,,,,
Robert Woods,,0,WR,WR3,4100,HOU,vs DET,11,22.5,8.4,6.4,2.7,0,0,0,0,0,0,0,0,0,3.94,0.0961,3.94,2.53,33.27,0.12,0,0,0,0,0,0,6.58,6.58,0,0,23.38,6.58,6.58,78,0,100,,153,29,1.6,1.1,0.3,44,59,59,46,158,158,,,,,,,,0.55,3.74,0.04,6.76,4.32,52.45,0.23,,,,,,,
Chiefs,,0,DST,DST1,3600,KC,vs DEN,25,17.75,6.4,7.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.56,0.44,0,0.22,17.75,6.52,6.52,0,0,19.32,6.52,6.52,12,0,100,,119,22,1.8,5,1.4,3,7,7,51,159,159,,,,,,,,,,,,,,,2.53,0.93,0.57,0.25,0.02,20.44,352.22
Colby Parkinson,,0,TE,TE1,3500,LAR,vs MIA,20,25.75,3.6,4.4,6.3,0,0,0,0,0,0,0,0,0,4.19,0.1157,4.19,2.9,28.11,0.13,0,0,0,0,0,0,6.49,6.49,0,1.09,13.69,6.49,6.49,42,0,100,,162,22,1.9,0,,20,28,28,52,160,160,,,,,,,,,,,2.76,1.95,20.22,0.1,,,,,,,
Dawson Knox,,0,TE,TE2,2900,BUF,@ IND,14,25.75,5.4,5.3,3.5,0,0,0,0,0,0,0,0,0,3.2,0.0937,3.2,2.08,23.86,0.32,0,0,0,0,0,0,6.39,6.39,0,0,17.19,6.39,6.39,23,0,100,,111,25,2.2,6,2.1,26,29,29,58,161,161,,,,,,,,0.01,0.18,,3.77,2.43,28.14,0.31,,,,,,,
Marquez Valdes-Scantling,,0,WR,WR2,3900,NO,vs ATL,2,22,6.9,3.6,1,0,0,0,0,0,0,0,0,0,4.14,0.1267,4.14,1.95,33.47,0.16,0,0,0,0,0,0,6.26,6.26,0,0,20.06,6.26,6.26,2,0,100,,6,0,1.6,28.9,7.4,46,60,60,48,162,162,,,,,,,,0.09,0.5,,3.97,1.98,33.27,0.17,,,,,,,
Broncos,,0,DST,DST1,2400,DEN,@ KC,12,24.75,6,6.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0.59,0.42,0.17,0.17,24.75,6.24,6.24,0,0,18.24,6.24,6.24,12,0,100,,119,20,2.6,5,2.1,15,8,8,63,163,163,,,,,,,,,,,,,,,2.52,0.78,0.57,0.14,0.03,20.7,331.77
Troy Franklin,,0,WR,WR3,4000,DEN,@ KC,16,17.75,3.9,0,4.3,0,0,0,0,0,0,0,0,0,4.96,0.1393,4.96,2.63,25.53,0.17,0,0,0,0,0,0,6.2,6.2,0,0.35,14,6.2,6.2,70,0,100,,144,9,1.6,1.9,0.5,45,61,61,47,164,164,,,,,,,,0.25,1,,3.38,1.75,16.88,0.13,,,,,,,
49ers,,0,DST,DST1,3300,SF,@ TB,3,21.75,5.7,8.3,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,1.03,0.47,0,0.19,21.75,6.19,6.19,0,0,17.59,6.19,6.19,14,0,100,,135,12,1.9,3,0.9,6,9,9,54,165,165,,,,,,,,,,,,,,,2.38,0.77,0.53,0.11,0.02,22.38,334.92
Gus Edwards,,0,RB,RB2,4000,LAC,vs TEN,15,24,6.3,11.1,3.1,0,0,0,0,0,0.3339,9.4,42.85,0.31,9.4,0,0,0,0,0,0,0,0,0,0,0,6.15,6.15,0,0,18.75,6.15,6.15,37,0,100,,115,21,1.5,5.5,1.4,43,46,46,47,166,166,,,,,,,,10,47.68,0.35,0.54,0.42,5.08,,,,,,,,
Mecole Hardman,,0,WR,WR4,3400,KC,vs DEN,10,24.75,6.2,3.8,3.3,0,0,0,0,0,0,0,0,0,3.29,0.0824,3.29,2.31,28.01,0.17,0,0,0,0,0,0,6.13,6.13,0,0,18.53,6.13,6.13,76,0,100,,151,15,1.8,1.3,0.4,51,62,62,53,167,167,,,,,,,,0.32,2.13,0.04,3.47,2.39,30.88,0.21,,,,,,,
Tyler Boyd,,0,WR,WR3,3500,TEN,@ LAC,17,16,7.8,8.8,5,0,0,0,0,0,0,0,0,0,3.89,0.1331,3.89,2.66,28.02,0.11,0,0,0,0,0,0,6.12,6.12,0,0,21.72,6.12,6.12,82,0,100,,162,28,1.7,0,,50,63,63,52,168,168,0.05,0.02,0.66,0.01,0.01,,-0.13,0.16,1.32,,6.12,4.17,48.31,0.24,,,,,,,
Greg Dortch,,0,WR,WR3,3800,ARI,vs NYJ,25,22.25,6.2,4,5,0,0,0,0,0,0,0,0,0,4,0.1175,4,2.71,25.31,0.14,0,0,0,0,0,0,6.08,6.08,0,0,18.48,6.08,6.08,79,0,100,,155,0,1.6,0.9,0.2,47,64,64,49,169,169,,,,,,,,0.21,1.6,,2.92,2.08,19.79,0.1,,,,,,,
Odell Beckham Jr.,,0,WR,WR3,3400,MIA,@ LAR,18,23.75,10,8,1.5,0,0,0,0,0,0,0,0,0,3.7,0.1108,3.7,2.11,28.02,0.19,0,0,0,0,0,0,6.05,6.05,0,0,26.05,6.05,6.05,61,0,100,,129,33,1.8,3.7,1.1,51,65,65,53,170,170,0.05,0.04,1.41,,0.01,0.02,15.38,0.16,1.32,0.01,8.16,4.73,65.39,0.46,,,,,,,
Kayshon Boutte,,0,WR,WR2,3500,NE,@ CHI,6,15.75,4.1,1.3,5.6,0,0,0,0,0,0,0,0,0,3.44,0.1001,3.44,1.94,30.28,0.17,0,0,0,0,0,0,5.99,5.99,0,0,14.19,5.99,5.99,36,0,100,,88,5,1.7,8.7,2.5,50,66,66,52,171,171,,,,,,,,,,,2.9,1.5,22.2,0.1,,,,,,,
Bills,,0,DST,DST1,3200,BUF,@ IND,19,21.25,5.9,9.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0.88,0.61,0,0.18,21.25,5.99,5.99,0,0,17.79,5.99,5.99,2,0,100,,22,22,1.9,19,5.9,7,10,10,55,171,171,,,,,,,,,,,,,,,2.36,0.98,0.58,0.13,0.03,20.08,326.86
Van Jefferson,,0,WR,WR3,3600,PIT,@ WAS,32,21.75,5,3,5.6,0,0,0,0,0,0,0,0,0,3.6,0.124,3.6,2.07,25.85,0.22,0,0,0,0,0,0,5.98,5.98,0,0,15.98,5.98,5.98,82,0,100,,162,18,1.7,0,,49,67,67,51,172,172,,,,,,,,0.07,0.38,,3.75,2.08,28.51,0.18,,,,,,,
Nick Westbrook,,0,WR,WR2,3800,TEN,@ LAC,17,16,6.2,6.5,9,0,0,0,0,0,0,0,0,0,3.07,0.1049,3.07,1.84,22.71,0.3,0,0,0,0,0,0,5.91,5.91,0,0,18.31,5.91,5.91,49,0,100,,110,0,1.6,6.1,1.6,47,68,68,49,173,173,,,,,,,,,,,3.09,1.86,24.71,0.25,,,,,,,
Brenton Strange,,0,TE,TE2,2800,JAC,vs MIN,21,17.75,4.7,2.4,8.2,0,0,0,0,0,0,0,0,0,3.33,0.1135,3.33,2.39,21.78,0.22,0,0,0,0,0,0,5.89,5.89,0,0,15.29,5.89,5.89,25,0,100,,122,11,2.1,4.5,1.6,27,30,30,59,174,174,,,,,,,,,,,2.83,1.92,18.75,0.25,,,,,,,
Austin Hooper,,0,TE,TE2,2700,NE,@ CHI,6,15.75,6,3,3.9,0,0,0,0,0,0,0,0,0,3.43,0.0998,3.43,2.45,23.8,0.17,0,0,0,0,0,0,5.85,5.85,0,0,17.85,5.85,5.85,13,0,100,,81,17,2.2,9.4,3.5,28,31,31,60,175,175,,,,,,,,,,,4.08,2.96,29.72,0.2,,,,,,,
Mack Hollins,,0,WR,WR2,3300,BUF,@ IND,14,25.75,5.5,3.9,4.6,0,0,0,0,0,0,0,0,0,3.48,0.1019,3.48,1.96,22.29,0.26,0,0,0,0,0,0,5.75,5.75,0,0,16.75,5.75,5.75,23,0,100,,55,0,1.7,12.6,3.8,52,69,69,54,176,176,0.01,0.01,0.05,,,,0.99,0.05,0.48,,2.95,1.71,21.56,0.15,,,,,,,
Mo Alie-Cox,,0,TE,TE1,2500,IND,vs BUF,4,21.25,4.8,3.5,3.3,0,0,0,0,0,0,0,0,0,2.98,0.1038,2.98,1.85,22,0.28,0,0,0,0,0,0,5.73,5.73,0,0,15.33,5.73,5.73,42,0,100,,162,0,2.3,0,,30,32,32,62,177,177,,,,,,,,,,,2.04,1.3,16.5,0.18,,,,,,,
Hayden Hurst,,0,TE,TE2,2700,LAC,vs TEN,31,24,4.7,4.7,2.7,0,0,0,0,0,0,0,0,0,3.62,0.0898,3.62,2.5,23.21,0.15,0,0,0,0,0,0,5.72,5.72,0,0,15.12,5.72,5.72,42,0,100,,162,24,2.1,0,,28,33,33,60,178,178,,,,,,,,0.01,,,3.67,2.54,24.94,0.2,,,,,,,
Ray Davis,,0,RB,RB2,5500,BUF,@ IND,21,25.75,6.3,0,7.7,0,0,0,0,0,0.2575,8.72,38.88,0.28,8.72,0,0,0,0,0,0,0,0,0,0,0,5.57,5.57,0,0,18.17,5.57,5.57,54,0,100,,158,18,1,0.6,0.1,29,47,47,32,179,179,,,,,,,,6.78,29.11,0.22,1.22,1.11,16.56,0.11,,,,,,,
Steelers,,0,DST,DST1,3000,PIT,@ WAS,5,23.75,6,8.4,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.87,0.61,0,0.09,23.75,5.52,5.52,0,0,17.52,5.52,5.52,12,0,100,,119,26,1.8,5,1.7,9,11,11,57,180,180,,,,,,,,,,,,,,,2.93,0.96,0.59,0.12,0.04,20.04,333.81
Grant Calcaterra,,0,TE,TE2,3500,PHI,@ DAL,9,25.5,3,2.6,5.5,0,0,0,0,0,0,0,0,0,2.71,0.0859,2.71,2.47,29.2,0,0,0,0,0,0,0,5.39,5.39,0,0.89,11.39,5.39,5.39,42,0,100,,162,25,1.5,0,,20,34,34,52,181,181,,,,,,,,,,,2.07,1.73,22.4,,,,,,,,
Cam Akers,,0,RB,RB2,4700,MIN,@ JAC,18,24.75,7.3,6.7,5.5,0,0,0,0,0,0.2832,9.28,38.22,0.26,9.28,0,0,0,0,0,0,0,0,0,0,0,5.38,5.38,0,0,19.98,5.38,5.38,36,0,100,,113,14,1.1,5.7,1.2,36,48,48,40,182,182,,,,,0.02,,,10.83,43.27,0.29,1.37,1.07,8.37,0.05,,,,,,,
