,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jerome Ford,,0,RB,RB2,4900,CLE,vs KC,8,18.75,6.7,12.8,8.1,0,0,0,0,0,0.3203,7.58,31.23,0.09,12.13,0.1063,4.55,3.57,24.11,0.15,0,0,0,0,0,0,10.54,10.54,0,0.49,23.94,10.54,10.54,4,0,100,,15,35,2.2,0,,32,33,33,38,128,128,,,,,,,,9.73,39.73,0.17,3.3,2.47,16.17,0.17,,,,,,,
Mark Andrews,,0,TE,TE1,4100,BAL,@ NYG,24,29.75,8.7,13.5,10.3,0,0,0,0,0,0,0,0,0,4.87,0.1378,4.87,3.53,41.74,0.46,0,0,0,0,0,0,10.46,10.46,0,0,27.86,10.46,10.46,4,0,100,,15,32,2.6,0,,14,14,14,46,129,129,,,,,,,,0.07,0.12,,6.21,4.28,53.52,0.47,,,,,,,
Tyrone Tracy Jr,,0,RB,RB1,5700,NYG,vs BAL,2,12.75,8.2,0,11.8,0,0,0,0,0,0.4261,9.42,44.4,0.36,12.45,0.0925,3.03,2.17,16.01,0,0,0,0,0,0,0,10.37,10.37,0,0,26.77,10.37,10.37,4,0,100,,15,31,1.8,0,,24,34,34,30,130,130,,,,,,,,10.85,51.08,0.38,3.08,2.23,16.62,,,,,,,,
Christian Watson,,0,WR,WR3,5200,GB,@ SEA,28,24.75,8.7,11.3,9.2,0,0,0,0,0,0,0,0,0,5.12,0.1788,5.12,2.96,55.53,0.3,0,0,0,0,0,0,10.31,10.31,0,0,27.71,10.31,10.31,6,0,100,,15,22,2,0,,28,53,53,35,131,131,,,,,,,,0.38,2.68,0.06,4.79,2.79,46.97,0.41,,,,,,,
Cade Otton,,0,TE,TE1,4500,TB,@ LAC,17,21.25,6.4,7.3,10.8,0,0,0,0,0,0,0,0,0,6.38,0.2007,6.38,4.29,43.4,0.28,0,0,0,0,0,0,10.31,10.31,0,0.71,23.11,10.31,10.31,4,0,100,,15,22,2.3,0,,10,15,15,42,131,131,,,,,,,,0.02,-0.09,,5.02,3.4,33.07,0.23,,,,,,,
Raheem Mostert,,0,RB,RB2,4900,MIA,@ HOU,6,21.5,10,18.3,6.4,0,0,0,0,0,0.3133,9.44,45.25,0.42,11.42,0.0582,1.98,1.5,12.55,0.08,0,0,0,0,0,0,10.28,10.28,0,0,30.28,10.28,10.28,4,0,100,,15,12,2.1,0,,32,35,35,38,132,132,,,,,,,,10.15,52.37,0.5,1.81,1.37,11.06,0.1,,,,,,,
Demario Douglas,,0,WR,WR1,4500,NE,@ ARI,1,20.25,4.5,7.7,9.1,0,0,0,0,0,0,0,0,0,6.93,0.1935,6.93,4.92,49.1,0.07,0,0,0,0,0,0,10.25,10.25,0,3.5,19.25,10.25,10.25,6,0,100,,15,46,2.3,0,,35,54,54,42,133,133,,,,,,,,0.38,1.96,,5.73,3.92,40.65,0.04,,,,,,,
Nick Westbrook,,0,WR,WR2,4900,TEN,vs CIN,7,20.5,6.6,6.5,11,0,0,0,0,0,0,0,0,0,4.82,0.1435,4.82,2.71,41.24,0.54,0,0,0,0,0,0,10.07,10.07,0,0.17,23.27,10.07,10.07,6,0,100,,15,0,2.1,0,,31,55,55,38,134,134,,,,,,,,,,,3.23,1.89,27.21,0.3,,,,,,,
Justice Hill,,0,RB,RB2,4800,BAL,@ NYG,32,29.75,4.9,6.9,8.2,0,0,0,0,0,0.1012,3.52,16.12,0.1,8.75,0.1479,5.23,4.01,29.26,0.15,0,0,0,0,0,0,10.05,10.05,0,2.7,19.85,10.05,10.05,4,0,100,,15,0,2.1,0,,33,36,36,39,135,135,,,,,,,,3.46,15.85,0.08,1.7,1.32,9.89,0.04,,,,,,,
Dalton Kincaid,!,0,TE,TE1,4900,BUF,@ DET,11,26,4.9,9.5,8.2,0,0,0,0,0,0,0,0,0,6.98,0.195,6.98,4.56,42.69,0.2,0,0,0,0,0,0,10.03,10.03,0,2.68,19.83,10.03,10.03,4,0,100,,15,46,2,0,,7,16,16,38,136,136,,,,,,,,,,,5.77,4.12,39.58,0.15,,,,,,,
Ravens,,0,DST,DST1,3900,BAL,@ NYG,32,12.75,6.4,10.3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0.72,0.28,0,0,12.75,9.99,9.99,0,0.39,22.79,9.99,9.99,3,0,100,,15,19,2.6,0,,1,1,1,48,137,137,,,,,,,,,,,,,,,2.55,0.8,0.53,0.19,0.02,19.75,328.42
Gus Edwards,,0,RB,RB1,5300,LAC,vs TB,13,24.25,6.1,11.1,4.6,0,0,0,0,0,0.4802,14.75,66.84,0.53,14.75,0,0,0,0,0,0,0,0,0,0,0,9.86,9.86,0,0.71,22.06,9.86,9.86,4,0,100,,15,23,1.9,0,,28,37,37,34,138,138,,,,,,,,9.89,46.7,0.35,0.53,0.41,4.77,,,,,,,,
Michael Wilson,,0,WR,WR2,4400,ARI,vs NE,22,26.25,5.9,8.8,8.4,0,0,0,0,0,0,0,0,0,5.05,0.1593,5.05,3.4,44.56,0.32,0,0,0,0,0,0,9.78,9.78,0,0.93,21.58,9.78,9.78,6,0,100,,15,31,2.2,0,,36,56,56,43,139,139,,,,,,,,,,,4.46,2.96,39.92,0.27,,,,,,,
Alec Pierce,,0,WR,WR3,4800,IND,@ DEN,10,19.75,6.6,5.8,10,0,0,0,0,0,0,0,0,0,5.42,0.1518,5.42,2.78,50.17,0.31,0,0,0,0,0,0,9.66,9.66,0,0,22.86,9.66,9.66,6,0,100,,15,11,2,0,,32,57,57,39,140,140,,,,,,,,,,,4.24,2.22,38.09,0.2,,,,,,,
Nick Chubb,,0,RB,RB1,5500,CLE,vs KC,8,18.75,9.5,13.1,8.7,0,0,0,0,0,0.5804,13.74,65.67,0.51,13.74,0,0,0,0,0,0,0,0,0,0,0,9.63,9.63,0,0,28.63,9.63,9.63,4,0,100,,15,39,1.8,0,,26,38,38,32,141,141,,,,,,,,15.71,80.29,0.6,2.05,1.51,12.26,0.06,,,,,,,
Josh Reynolds,,0,WR,WR3,3300,JAC,vs NYJ,25,18.75,6,8.1,7.3,0,0,0,0,0,0,0,0,0,6.07,0.1942,6.07,3.6,44,0.27,0,0,0,0,0,0,9.62,9.62,0,0.62,21.62,9.62,9.62,6,0,100,,15,15,2.9,0,,47,58,58,54,142,142,,,,,,,,0.09,0.38,,4.18,2.47,33.15,0.21,,,,,,,
Isaiah Likely,,0,TE,TE2,3600,BAL,@ NYG,24,29.75,7.1,7.8,8.9,0,0,0,0,0,0,0,0,0,4.77,0.1348,4.77,3.26,37.08,0.44,0,0,0,0,0,0,9.61,9.61,0,0,23.81,9.61,9.61,4,0,100,,15,8,2.7,0,,19,17,17,51,143,143,,,,,,,,,,,3.87,2.61,30.74,0.32,,,,,,,
Brandin Cooks,,0,WR,WR3,4700,DAL,@ CAR,5,19.75,9,11,7,0,0,0,0,0,0,0,0,0,5.66,0.1514,5.66,3.56,42.95,0.29,0,0,0,0,0,0,9.6,9.6,0,0,27.6,9.6,9.6,6,0,100,,15,35,2,0,,33,59,59,40,144,144,,,,,,,,0.35,1.89,0.01,7.05,4.51,61.99,0.39,,,,,,,
Xavier Legette,,0,WR,WR2,4700,CAR,vs DAL,9,22.75,4.8,0,9,0,0,0,0,0,0,0,0,0,6.87,0.1866,6.87,3.93,39.69,0.28,0,0,0,0,0,0,9.58,9.58,0,2.38,19.18,9.58,9.58,6,0,100,,15,47,2,0,,33,60,60,40,145,145,,,,,,,,0.42,1.83,,5.58,3.25,36,0.33,,,,,,,
Xavier Worthy,,0,WR,WR2,5100,KC,@ CLE,8,22.75,6.1,0,9.6,0,0,0,0,0,0,0,0,0,6.07,0.1605,6.07,3.51,40.09,0.34,0,0,0,0,0,0,9.56,9.56,0,0.41,21.76,9.56,9.56,6,0,100,,15,36,1.9,0,,29,61,61,36,146,146,,,,,,,,0.92,4.15,0.15,5.15,2.92,34.46,0.31,,,,,,,
Ray-Ray McCloud,,0,WR,WR3,4500,ATL,@ LV,19,25,4.3,2.4,9.2,0,0,0,0,0,0,0,0,0,6.42,0.175,6.42,4.54,44.78,0.09,0,0,0,0,0,0,9.56,9.56,0,3.11,18.16,9.56,9.56,6,0,100,,15,0,2.1,0,,35,61,61,42,146,146,,,,,,,,0.26,2.83,0.01,2.34,1.63,15.25,0.02,,,,,,,
Jake Ferguson,,0,TE,TE1,3800,DAL,@ CAR,5,19.75,5.3,10.4,8.5,0,0,0,0,0,0,0,0,0,6.49,0.1737,6.49,4.71,39.93,0.13,0,0,0,0,0,0,9.48,9.48,0,1.53,20.08,9.48,9.48,4,0,100,,15,35,2.5,0,,17,18,18,49,147,147,,,,,,,,,,,4.95,3.58,35.16,0.18,,,,,,,
Darius Slayton,,0,WR,WR3,4100,NYG,vs BAL,3,12.75,7.8,9.1,8.3,0,0,0,0,0,0,0,0,0,5.67,0.1732,5.67,3.16,46.08,0.28,0,0,0,0,0,0,9.45,9.45,0,0,25.05,9.45,9.45,6,0,100,,15,14,2.3,0,,39,62,62,46,148,148,,,,,,,,0.05,-0.04,,5.32,3.01,45.04,0.24,,,,,,,
Romeo Doubs,,0,WR,WR2,4600,GB,@ SEA,28,24.75,5.9,10.3,9.4,0,0,0,0,0,0,0,0,0,5.55,0.194,5.55,3.47,41.76,0.27,0,0,0,0,0,0,9.27,9.27,0,0.42,21.07,9.27,9.27,6,0,100,,15,37,2,0,,34,63,63,41,149,149,,,,,,,,0.03,0.28,,5.4,3.38,39.55,0.33,,,,,,,
Andrei Iosivas,,0,WR,WR3,3800,CIN,@ TEN,31,26,5.4,4.6,7.1,0,0,0,0,0,0,0,0,0,4.82,0.1112,4.82,2.86,33.39,0.5,0,0,0,0,0,0,9.2,9.2,0,1.1,20,9.2,9.2,6,0,100,,15,8,2.4,0,,42,64,64,49,150,150,,,,,,,,,,,3,1.75,19.42,0.38,,,,,,,
Cole Kmet,,0,TE,TE1,3800,CHI,@ MIN,21,18.5,6.6,11.5,8.9,0,0,0,0,0,0,0,0,0,5.14,0.1382,5.14,3.85,36.97,0.25,0,0,0,0,0,0,9.05,9.05,0,0,22.25,9.05,9.05,4,0,100,,15,20,2.4,0,,17,19,19,49,151,151,,,,,,,,0.09,0.11,,4.57,3.33,33.76,0.24,,,,,,,
Cam Akers,,0,RB,RB2,4100,MIN,vs CHI,24,25.5,7.1,6.7,5.4,0,0,0,0,0,0.6209,16.96,69.02,0.35,16.96,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,23.2,9,9,4,0,100,,15,12,2.2,0,,40,39,39,46,152,152,,,,,0.02,,,10.41,41.63,0.26,1.3,1.04,8.02,0.07,,,,,,,
Justin Shorter,,0,TE,WR3,2500,LV,vs ATL,2,19.5,,,,0,0,0,0,0,0,0,0,0,5.36,0.1335,5.36,3.55,36.34,0.3,0,0,0,0,0,0,8.98,8.98,0,0,,8.98,8.98,4,0,100,,15,0,3.6,0,,30,20,20,62,153,153,,,,,,,,,,,,,,,,,,,,,
Juwan Johnson,,0,TE,TE1,3400,NO,vs WAS,32,18,5.8,7.5,8,0,0,0,0,0,0,0,0,0,5.02,0.1712,5.02,3.48,33.39,0.33,0,0,0,0,0,0,8.8,8.8,0,0.1,20.4,8.8,8.8,4,0,100,,15,13,2.6,0,,21,21,21,53,154,154,,,,,,,,,,,3.49,2.28,25.21,0.32,,,,,,,
Broncos,,0,DST,DST1,3200,DEN,vs IND,28,19.75,6.1,6.9,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.97,0.29,0,0.38,19.75,8.8,8.8,0,0,21,8.8,8.8,3,0,100,,15,20,2.8,0,,6,2,2,55,154,154,,,,,,,,,,,,,,,2.56,0.79,0.56,0.15,0.03,20.64,332.51
Tre Tucker,,0,WR,WR2,4100,LV,vs ATL,2,19.5,6.2,5.5,8,0,0,0,0,0,0,0,0,0,5.55,0.1381,5.55,3.35,40.88,0.19,0,0,0,0,0,0,8.58,8.58,0,0,20.98,8.58,8.58,6,0,100,,15,9,2.1,0,,39,65,65,46,155,155,,,,,,,,0.65,4.77,0.04,3.69,2.19,29.35,0.15,,,,,,,
Noah Gray,,0,TE,TE2,3200,KC,@ CLE,8,22.75,4.2,4.4,8.2,0,0,0,0,0,0,0,0,0,3.93,0.104,3.93,3.11,33.86,0.34,0,0,0,0,0,0,8.54,8.54,0,2.24,16.94,8.54,8.54,4,0,100,,15,14,2.7,0,,23,22,22,55,156,156,,,,,,,,0.04,0.04,0.02,2.42,1.88,19.98,0.15,,,,,,,
Jalen Coker,,0,WR,WR3,3700,CAR,vs DAL,9,22.75,5.5,0,7,0,0,0,0,0,0,0,0,0,5.02,0.1364,5.02,3.22,43.59,0.14,0,0,0,0,0,0,8.42,8.42,0,0.17,19.42,8.42,8.42,6,0,100,,15,21,2.3,0,,43,66,66,50,157,157,,,,,,,,,,,3.71,2.43,37.57,0.14,,,,,,,
Kyle Pitts,,0,TE,TE1,3900,ATL,@ LV,19,25,6.2,8.1,8.1,0,0,0,0,0,0,0,0,0,5.15,0.1403,5.15,2.98,41.73,0.21,0,0,0,0,0,0,8.41,8.41,0,0,20.81,8.41,8.41,4,0,100,,15,30,2.2,0,,16,23,23,48,158,158,,,,,,,,0.02,-0.07,,5.58,3.25,44.86,0.16,,,,,,,
Olamide Zaccheaus,,0,WR,WR3,3200,WAS,@ NO,23,25.5,5.2,3.5,4.4,0,0,0,0,0,0,0,0,0,5.27,0.1531,5.27,3.37,39.99,0.17,0,0,0,0,0,0,8.39,8.39,0,0.59,18.79,8.39,8.39,6,0,100,,15,4,2.6,0,,48,67,67,55,159,159,,,,,,,,0.06,0.13,,3.07,1.93,25.82,0.15,,,,,,,
Mike Gesicki,,0,TE,TE1,3500,CIN,@ TEN,31,26,6.8,4.4,8.5,0,0,0,0,0,0,0,0,0,5.16,0.1192,5.16,3.4,35.96,0.21,0,0,0,0,0,0,8.26,8.26,0,0,21.86,8.26,8.26,4,0,100,,15,8,2.4,0,,20,24,24,52,160,160,0.01,,,,,,0.38,,,,4.47,2.88,31.63,0.21,,,,,,,
Calvin Austin III,,0,WR,WR2,3600,PIT,@ PHI,26,18.75,5.4,3.3,6.6,0,0,0,0,0,0,0,0,0,4.17,0.1404,4.17,2.26,34.91,0.4,0,0,0,0,0,0,8.15,8.15,0,0.05,18.95,8.15,8.15,6,0,100,,15,0,2.3,0,,44,68,68,51,161,161,,,,,,,,0.38,1.97,0.03,2.48,1.38,19.55,0.17,,,,,,,
Vikings,,0,DST,DST1,3300,MIN,vs CHI,26,18.5,6,7.4,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,1.24,0.52,0,0.2,18.5,8.1,8.1,0,0,20.1,8.1,8.1,3,0,100,,15,21,2.5,0,,5,3,3,54,162,162,,,,,,,,,,,,,,,2.56,0.92,0.55,0.18,0.02,21.23,346.23
Noah Fant,,0,TE,TE1,3600,SEA,vs GB,12,22.25,5.5,5.2,6.6,0,0,0,0,0,0,0,0,0,4.86,0.1308,4.86,3.6,36.87,0.13,0,0,0,0,0,0,8.07,8.07,0,0,19.07,8.07,8.07,4,0,100,,15,30,2.2,0,,19,25,25,51,163,163,,,,,,,,0.03,-0.14,,4.54,3.28,36.02,0.16,,,,,,,
Dontayvion Wicks,,0,WR,WR4,4300,GB,@ SEA,28,24.75,6.6,8.1,6,0,0,0,0,0,0,0,0,0,5.18,0.1809,5.18,2.81,33.86,0.31,0,0,0,0,0,0,8.06,8.06,0,0,21.26,8.06,8.06,6,0,100,,15,7,1.9,0,,37,69,69,44,164,164,0.04,0.04,0.5,,,,5.14,0.04,0.04,,4.07,2.29,31.32,0.29,,,,,,,
Texans,,0,DST,DST1,3300,HOU,vs MIA,12,21.5,6.1,7.7,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,1.24,0.77,0,0.19,21.5,7.84,7.84,0,0,20.04,7.84,7.84,3,0,100,,15,6,2.4,0,,5,4,4,54,165,165,,,,,,,,,,,,,,,2.34,0.82,0.54,0.15,0.02,23.3,356.45
Jordan Akins,,0,TE,TE2,2700,CLE,vs KC,16,18.75,4.5,2.2,4.5,0,0,0,0,0,0,0,0,0,4.62,0.1078,4.62,3.14,36.03,0.18,0,0,0,0,0,0,7.82,7.82,0,1.07,16.82,7.82,7.82,4,0,100,,15,8,2.9,0,,28,26,26,60,166,166,,,,,,,,0.02,0.07,,2.93,2.02,22.66,0.1,,,,,,,
Austin Hooper,,0,TE,TE2,3200,NE,@ ARI,1,20.25,6,3,6.3,0,0,0,0,0,0,0,0,0,4.16,0.1161,4.16,3.09,31.85,0.24,0,0,0,0,0,0,7.72,7.72,0,0,19.72,7.72,7.72,4,0,100,,15,19,2.4,0,,23,27,27,55,167,167,,,,,,,,,,,4.08,2.99,30.32,0.21,,,,,,,
Troy Franklin,,0,WR,WR3,3400,DEN,vs IND,14,23.75,3.6,0,4.6,0,0,0,0,0,0,0,0,0,5.19,0.1389,5.19,2.78,29.4,0.32,0,0,0,0,0,0,7.64,7.64,0,2.24,14.84,7.64,7.64,6,0,100,,15,22,2.2,0,,46,70,70,53,168,168,,,,,,,,0.17,0.67,,3.33,1.75,18.17,0.17,,,,,,,
Ja'Tavion Sanders,,0,TE,TE1,3100,CAR,vs DAL,9,22.75,4.4,0,5.4,0,0,0,0,0,0,0,0,0,4.29,0.1164,4.29,3.46,33.2,0.14,0,0,0,0,0,0,7.62,7.62,0,1.02,16.42,7.62,7.62,4,0,100,,15,19,2.5,0,,24,28,28,56,169,169,,,,,,,,,,,3,2.42,25.17,0.08,,,,,,,
Jalen Nailor,,0,WR,WR3,3200,MIN,vs CHI,6,25.5,5.2,2,6.7,0,0,0,0,0,0,0,0,0,3.8,0.1106,3.8,2.15,29.29,0.42,0,0,0,0,0,0,7.6,7.6,0,0,18,7.6,7.6,6,0,100,,15,12,2.4,0,,48,71,71,55,170,170,,,,,,,,0.16,-0.21,,2.58,1.58,25.16,0.32,,,,,,,
Brenton Strange,,0,TE,TE1,2500,JAC,vs NYJ,25,18.75,4.2,2.4,6.1,0,0,0,0,0,0,0,0,0,4.36,0.1394,4.36,3.16,31.57,0.21,0,0,0,0,0,0,7.58,7.58,0,1.28,15.98,7.58,7.58,4,0,100,,15,11,3,0,,30,29,29,62,171,171,,,,,,,,,,,2.56,1.75,18.19,0.19,,,,,,,
Tutu Atwell,,0,WR,WR4,3500,LAR,@ SF,29,23,5.3,7.7,7.2,0,0,0,0,0,0,0,0,0,4.69,0.1297,4.69,3.04,40.43,0.08,0,0,0,0,0,0,7.56,7.56,0,0,18.16,7.56,7.56,5,0,100,,14,10,2.2,1.6,0.5,45,72,72,52,172,172,0.02,,,,,,0.05,0.36,1.6,0.02,3.4,2.04,28.62,0.09,,,,,,,
Demarcus Robinson,,0,WR,WR3,4000,LAR,@ SF,29,23,6.2,11.1,8.7,0,0,0,0,0,0,0,0,0,4.08,0.1128,4.08,2.46,29.74,0.35,0,0,0,0,0,0,7.53,7.53,0,0,19.93,7.53,7.53,6,0,100,,15,9,1.9,0,,40,73,73,47,173,173,,,,,,,,0.01,0.21,,3.75,2.35,28.08,0.26,,,,,,,
Tank Bigsby,,0,RB,RB2,5100,JAC,vs NYJ,28,18.75,7.6,1.9,9.7,0,0,0,0,0,0.4217,10.74,47.61,0.46,10.74,0,0,0,0,0,0,0,0,0,0,0,7.52,7.52,0,0,22.72,7.52,7.52,4,0,100,,15,0,1.5,0,,30,40,40,36,174,174,,,,,,,,7.08,30.58,0.29,0.5,0.25,2.33,,,,,,,,
Devin Singletary,,0,RB,RB2,4700,NYG,vs BAL,2,12.75,6.6,10.4,7.1,0,0,0,0,0,0.3908,8.64,37.84,0.22,10.38,0.0532,1.74,1.33,8.52,0.03,0,0,0,0,0,0,7.47,7.47,0,0,20.67,7.47,7.47,4,0,100,,15,38,1.6,0,,34,41,41,40,175,175,0.01,0.01,0.07,,,0.01,4.93,11,49.6,0.26,2.9,2.19,14.88,0.04,,,,,,,
Tyjae Spears,,0,RB,RB2,4300,TEN,vs CIN,22,20.5,5,9,5.7,0,0,0,0,0,0.205,6.06,25.35,0.12,9.19,0.0932,3.13,2.51,14.08,0.05,0,0,0,0,0,0,7.47,7.47,0,0,17.47,7.47,7.47,4,0,100,,15,37,1.7,0,,38,41,41,44,175,175,,,,,,,,5.77,24.54,0.12,3.46,2.69,18.27,0.04,,,,,,,
Tyler Boyd,,0,WR,WR3,3400,TEN,vs CIN,7,20.5,7.8,8.8,5.4,0,0,0,0,0,0,0,0,0,4.61,0.1371,4.61,3.17,34.35,0.14,0,0,0,0,0,0,7.45,7.45,0,0,23.05,7.45,7.45,6,0,100,,15,28,2.2,0,,46,74,74,53,176,176,0.05,0.02,0.64,0.01,0.01,,-0.11,0.15,1.28,,6.06,4.14,47.86,0.23,,,,,,,
David Moore,,0,WR,WR4,3900,CAR,vs DAL,9,22.75,5.9,3.4,5.3,0,0,0,0,0,0,0,0,0,4.75,0.129,4.75,2.73,32.05,0.23,0,0,0,0,0,0,7.32,7.32,0,0,19.12,7.32,7.32,6,0,100,,15,0,1.9,0,,41,75,75,48,177,177,,,,,,,,0.21,1.54,,3.06,1.76,25.1,0.24,,,,,,,
Cowboys,,0,DST,DST1,2800,DAL,@ CAR,23,22.75,6.8,10.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0.65,0.54,0,0.32,22.75,7.31,7.31,0,0,20.91,7.31,7.31,3,0,100,,15,6,2.6,0,,10,5,5,59,178,178,,,,,,,,,,,,,,,2.43,0.76,0.6,0.19,0.01,21.76,344.52
Sterling Shepard,!,0,WR,WR3,4000,TB,@ LAC,17,21.25,7.8,2.1,7.1,0,0,0,0,0,0,0,0,0,4.77,0.15,4.77,3.09,32.89,0.15,0,0,0,0,0,0,7.28,7.28,0,0,22.88,7.28,7.28,6,0,100,,15,29,1.8,0,,40,76,76,47,179,179,,,,,,,,0.32,2.51,0.01,6.49,4.22,46.3,0.25,,,,,,,
Nelson Agholor,,0,WR,WR3,3300,BAL,@ NYG,24,29.75,6.9,6.1,3.7,0,0,0,0,0,0,0,0,0,4.28,0.1209,4.28,2.51,30.71,0.27,0,0,0,0,0,0,7.2,7.2,0,0,21,7.2,7.2,6,0,100,,15,13,2.2,0,,47,77,77,54,180,180,0.01,0.01,0.1,,,,1.01,0.12,0.68,,4.53,2.75,34.12,0.25,,,,,,,
Seahawks,,0,DST,DST1,2600,SEA,vs GB,4,24.75,5.3,6.4,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.87,0.38,0,0.49,24.75,7.18,7.18,0,0,17.78,7.18,7.18,3,0,100,,15,27,2.8,0,,12,6,6,61,181,181,,,,,,,,,,,,,,,2.47,0.77,0.58,0.16,0.05,21.34,353.89
Jalen Tolbert,,0,WR,WR2,3900,DAL,@ CAR,5,19.75,5.3,4.3,8.3,0,0,0,0,0,0,0,0,0,4.73,0.1266,4.73,2.79,28.71,0.25,0,0,0,0,0,0,7.16,7.16,0,0,17.76,7.16,7.16,6,0,100,,15,10,1.8,0,,41,78,78,48,182,182,,,,,,,,,,,3.55,2.17,25.21,0.21,,,,,,,
Steelers,,0,DST,DST1,2800,PIT,@ PHI,10,24.25,5.9,8.4,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.98,1.06,0,0.18,24.25,7.02,7.02,0,0,18.82,7.02,7.02,3,0,100,,15,27,2.5,0,,10,7,7,59,183,183,,,,,,,,,,,,,,,2.92,0.96,0.62,0.13,0.04,20.12,333.09
Antonio Gibson,,0,RB,RB2,4900,NE,@ ARI,11,20.25,7,8.1,5.6,0,0,0,0,0,0.2378,6.62,28.74,0.19,8.5,0.0525,1.88,1.51,12.06,0.04,0,0,0,0,0,0,6.97,6.97,0,0,20.97,6.97,6.97,4,0,100,,15,36,1.4,0,,32,42,42,38,184,184,,,,,,,,9.74,40.73,0.31,3.12,2.53,19.32,0.09,,,,,,,
Eagles,,0,DST,DST1,3100,PHI,vs PIT,9,18.75,6.1,6.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.62,0.73,0,0,18.75,6.9,6.9,0,0,19.1,6.9,6.9,3,0,100,,15,20,2.2,0,,7,8,8,56,185,185,,,,,,,,,,,,,,,2.62,0.78,0.56,0.21,0.02,21.8,343.42
Commanders,,0,DST,DST1,3400,WAS,@ NO,31,18,5.2,3.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.45,0.79,0,0.11,18,6.74,6.74,0,0,17.14,6.74,6.74,3,0,100,,15,17,2,0,,4,9,9,53,186,186,,,,,,,,,,,,,,,2.52,0.71,0.56,0.12,0.02,23.36,355.56
Marvin Mims Jr.,,0,WR,WR4,4000,DEN,vs IND,14,23.75,6.1,4.4,5,0,0,0,0,0,0,0,0,0,3.29,0.0881,3.29,2.17,31.84,0.23,0,0,0,0,0,0,6.73,6.73,0,0,18.93,6.73,6.73,6,0,100,,15,0,1.7,0,,40,79,79,47,187,187,,,,,,,,0.66,2.41,,2.17,1.41,22.21,0.1,,,,,,,
Sincere McCormick,,0,RB,RB1,4700,LV,vs ATL,7,19.5,3.2,0,7.6,0,0,0,0,0,0.4897,12,54.4,0.21,12,0,0,0,0,0,0,0,0,0,0,0,6.7,6.7,0,1.9,13.1,6.7,6.7,4,0,100,,15,58,1.4,0,,34,43,43,40,188,188,,,,,,,,10.67,58.33,,1.67,1.33,4,,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,2900,TEN,vs CIN,7,20.5,4.2,6.7,5.4,0,0,0,0,0,0,0,0,0,3.98,0.1185,3.98,2.78,29.64,0.15,0,0,0,0,0,0,6.64,6.64,0,0.34,15.04,6.64,6.64,4,0,100,,15,32,2.3,0,,26,30,30,58,189,189,,,,,,,,0.11,0.18,,3.67,2.58,28.33,0.13,,,,,,,
Marquez Valdes-Scantling,,0,WR,WR1,4500,NO,vs WAS,32,18,7.2,3.6,7.2,0,0,0,0,0,0,0,0,0,3.93,0.1339,3.93,2.02,32.71,0.22,0,0,0,0,0,0,6.61,6.61,0,0,21.01,6.61,6.61,6,0,100,,15,0,1.5,0,,35,80,80,42,190,190,,,,,,,,0.09,0.48,,3.98,2.01,34.77,0.2,,,,,,,
Bengals,,0,DST,DST1,3500,CIN,@ TEN,29,20.5,5,6.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.53,0.53,0.1,0.21,20.5,6.58,6.58,0,0,16.58,6.58,6.58,3,0,100,,15,12,1.9,0,,3,10,10,52,191,191,,,,,,,,,,,,,,,2.14,0.84,0.39,0.11,0.02,22.84,370.3
Tim Patrick,,0,WR,WR3,4300,DET,vs BUF,4,28,6.2,0,6.7,0,0,0,0,0,0,0,0,0,3.49,0.0976,3.49,2.4,30.92,0.18,0,0,0,0,0,0,6.57,6.57,0,0,18.97,6.57,6.57,6,0,100,,15,27,1.5,0,,37,81,81,44,192,192,,,,,,,,0.05,0.29,,4.56,2.88,39.97,0.24,,,,,,,
Van Jefferson,,0,WR,WR1,3500,PIT,@ PHI,26,18.75,4.9,3,4.8,0,0,0,0,0,0,0,0,0,3.73,0.1255,3.73,2.07,29.95,0.25,0,0,0,0,0,0,6.57,6.57,0,0,16.37,6.57,6.57,6,0,100,,15,17,1.9,0,,45,81,81,52,192,192,,,,,,,,0.06,0.35,,3.61,1.98,27.74,0.18,,,,,,,
