,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Michael Wilson,,0,WR,WR2,4400,ARI,@ SEA,28,23.75,6.1,8.8,7.8,0,0,0,0,0,0,0,0,0,5.06,0.1466,5.06,3.34,37.22,0.27,0,0,0,0,0,0,8.68,8.68,0,0,20.88,8.68,8.68,42,0,100,,98,27,2,7.4,1.7,36,52,52,39,124,124,,,,,,,,,,,4.43,2.96,37.91,0.26,,,,,,,
Texans,,0,DST,DST1,3600,HOU,vs TEN,24,16.5,6.1,7.7,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,1.31,0.6,0,0.1,16.5,8.63,8.63,0,0,20.83,8.63,8.63,3,0,100,,32,5,2.4,19,5.3,3,2,2,47,125,125,,,,,,,,,,,,,,,2.32,0.82,0.53,0.15,0.02,23.28,356.28
Noah Brown,,0,WR,WR2,4200,WAS,vs DAL,9,27.75,6.7,10.8,7.5,0,0,0,0,0,0,0,0,0,5.51,0.1642,5.51,3.31,44.48,0.14,0,0,0,0,0,0,8.6,8.6,0,0,22,8.6,8.6,20,0,100,,60,0,2,13.1,3.1,38,53,53,41,126,126,,,,,,,,0.03,0.05,,3.67,2.2,29.72,0.09,,,,,,,
T.J. Hockenson,,0,TE,TE1,4200,MIN,@ CHI,6,21,8.1,14.9,8.1,0,0,0,0,0,0,0,0,0,5.41,0.1566,5.41,3.81,36.03,0.18,0,0,0,0,0,0,8.49,8.49,0,0,24.69,8.49,8.49,4,0,100,,23,31,2,21.4,5.1,10,15,15,41,127,127,,,,,,,,0.01,,,6.88,4.72,48.79,0.31,,,,,,,
Isaiah Likely,,0,TE,TE2,3900,BAL,@ LAC,17,27,7.1,7.8,8.3,0,0,0,0,0,0,0,0,0,3.88,0.121,3.88,2.7,33.77,0.35,0,0,0,0,0,0,8.18,8.18,0,0,22.38,8.18,8.18,36,0,100,,152,5,2.1,0,,13,16,16,44,128,128,,,,,,,,,,,3.76,2.54,30.54,0.3,,,,,,,
Justin Shorter,,0,TE,WR3,2500,LV,vs DEN,10,18,,,,0,0,0,0,0,0,0,0,0,4.72,0.1273,4.72,3.13,34.04,0.27,0,0,0,0,0,0,8.15,8.15,0,0,,8.15,8.15,36,0,100,,152,0,3.3,0,,27,17,17,58,129,129,,,,,,,,,,,,,,,,,,,,,
Ameer Abdullah,,0,RB,RB1,4300,LV,vs DEN,2,18,4.8,2.6,4.9,0,0,0,0,0,0.3893,9.79,39.95,0.19,11.75,0.0529,1.96,1.5,10.29,0.08,0,0,0,0,0,0,8.14,8.14,0,0.94,17.74,8.14,8.14,8,0,100,,37,0,1.9,17.5,4.1,35,36,36,40,130,130,,,,,,,,3.57,14.2,0.06,1.94,1.45,10.32,0.07,,,,,,,
Broncos,,0,DST,DST1,3200,DEN,@ LV,22,18,6,6.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0.69,0.4,0,0.2,18,8.04,8.04,0,0,20.04,8.04,8.04,6,0,100,,79,20,2.5,10,3.1,7,3,3,51,131,131,,,,,,,,,,,,,,,2.54,0.78,0.56,0.14,0.03,20.58,330.91
Buccaneers,,0,DST,DST1,3300,TB,@ NYG,32,17,5.9,7.9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0.6,0.83,0.12,0.12,17,7.91,7.91,0,0,19.71,7.91,7.91,6,0,100,,79,14,2.4,10,3,6,4,4,50,132,132,,,,,,,,,,,,,,,2.54,0.78,0.71,0.15,0.03,23.41,355.09
Lions,,0,DST,DST1,3700,DET,@ IND,16,21.5,5.3,6.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,1.44,0.56,0,0.22,21.5,7.89,7.89,0,0,18.49,7.89,7.89,9,0,100,,101,9,2.1,7,1.9,2,5,5,46,133,133,,,,,,,,,,,,,,,2.09,0.7,0.49,0.14,0.04,24.16,366.67
Jalen Nailor,,0,WR,WR3,3600,MIN,@ CHI,6,21,5.4,2,7,0,0,0,0,0,0,0,0,0,3.73,0.1078,3.73,2.26,32.53,0.39,0,0,0,0,0,0,7.85,7.85,0,0,18.65,7.85,7.85,41,0,100,,97,10,2.2,7.5,2.1,44,54,54,47,134,134,,,,,,,,0.18,-0.24,,2.65,1.65,26.76,0.29,,,,,,,
Nick Westbrook,,0,WR,WR2,4100,TEN,@ HOU,13,16.5,6.4,6.5,10.5,0,0,0,0,0,0,0,0,0,3.86,0.1383,3.86,2.31,32.71,0.37,0,0,0,0,0,0,7.8,7.8,0,0,20.6,7.8,7.8,21,0,100,,62,0,1.9,12.8,3.1,39,55,55,42,135,135,,,,,,,,,,,3.14,1.88,26.41,0.26,,,,,,,
Ja'Tavion Sanders,,0,TE,TE1,3400,CAR,vs KC,16,16.25,4.5,0,5.7,0,0,0,0,0,0,0,0,0,4.45,0.1411,4.45,3.67,33.85,0.12,0,0,0,0,0,0,7.78,7.78,0,1.03,16.78,7.78,7.78,18,0,100,,94,21,2.3,7.9,2.3,18,18,18,49,136,136,,,,,,,,,,,3.2,2.6,25.3,0.1,,,,,,,
Pat Freiermuth,,0,TE,TE1,3700,PIT,@ CLE,8,20,5,7.3,7.8,0,0,0,0,0,0,0,0,0,3.92,0.1404,3.92,2.99,29.07,0.31,0,0,0,0,0,0,7.76,7.76,0,0.26,17.76,7.76,7.76,15,0,100,,80,43,2.1,9.9,2.7,15,19,19,46,137,137,,,,,,,,,,,5,3.58,35.23,0.27,,,,,,,
Mark Andrews,,0,TE,TE1,4100,BAL,@ LAC,17,27,8.8,13.5,9.1,0,0,0,0,0,0,0,0,0,3.53,0.11,3.53,2.53,31,0.33,0,0,0,0,0,0,7.61,7.61,0,0,25.21,7.61,7.61,8,0,100,,44,31,1.9,15.6,3.8,11,20,20,42,138,138,,,,,,,,0.05,0.08,,6.21,4.26,53.48,0.46,,,,,,,
Antonio Gibson,,0,RB,RB2,4700,NE,@ MIA,17,19,7.1,8.1,5,0,0,0,0,0,0.2432,6.73,27.58,0.16,9.11,0.0682,2.38,1.97,15.39,0.05,0,0,0,0,0,0,7.53,7.53,0,0,21.73,7.53,7.53,28,0,100,,109,36,1.6,5.4,1.1,31,37,37,36,139,139,,,,,,,,9.83,40.58,0.31,3.18,2.58,19.67,0.1,,,,,,,
Jonathon Brooks,,0,RB,RB2,4800,CAR,vs KC,3,16.25,,,,0,0,0,0,0,0.2531,7.4,29.39,0.2,9.81,0.0765,2.41,1.8,12.74,0.05,0,0,0,0,0,0,7.51,7.51,0,0,,7.51,7.51,46,0,100,,145,0,1.6,0.7,0.1,30,38,38,35,140,140,,,,,,,,,,,,,,,,,,,,,
Alec Pierce,,0,WR,WR3,4900,IND,vs DET,11,21.5,6.7,5.8,10.5,0,0,0,0,0,0,0,0,0,4.11,0.1458,4.11,2.22,40.11,0.21,0,0,0,0,0,0,7.49,7.49,0,0,20.89,7.49,7.49,51,0,100,,112,9,1.5,4.9,1,31,56,56,34,141,141,,,,,,,,,,,4.2,2.25,38.57,0.18,,,,,,,
Steelers,,0,DST,DST1,3500,PIT,@ CLE,31,16.5,5.9,8.4,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0.97,0.76,0,0.11,16.5,7.49,7.49,0,0,19.29,7.49,7.49,9,0,100,,101,27,2.1,7,2,4,6,6,48,141,141,,,,,,,,,,,,,,,2.93,0.95,0.6,0.12,0.04,20.06,333.21
Tutu Atwell,,0,WR,WR4,3700,LAR,vs PHI,26,23,5.5,7.7,7.4,0,0,0,0,0,0,0,0,0,4.97,0.1353,4.97,2.96,39.8,0.09,0,0,0,0,0,0,7.48,7.48,0,0,18.48,7.48,7.48,46,0,100,,105,5,2,6,1.6,43,57,57,46,142,142,0.02,,,,,,0.05,0.36,1.71,0.02,3.45,2,27.95,0.1,,,,,,,
Noah Gray,,0,TE,TE2,3100,KC,@ CAR,5,26.75,3.4,4.4,6.7,0,0,0,0,0,0,0,0,0,3.76,0.0975,3.76,2.97,30.69,0.24,0,0,0,0,0,0,7.48,7.48,0,2.38,14.28,7.48,7.48,3,0,100,,20,23,2.4,22.6,7.3,21,21,21,52,142,142,,,,,,,,0.04,0.04,0.02,2.27,1.76,18.14,0.12,,,,,,,
Troy Franklin,,0,WR,WR4,3500,DEN,@ LV,19,23.5,3.9,0,4.6,0,0,0,0,0,0,0,0,0,5.15,0.1379,5.15,2.88,25.79,0.32,0,0,0,0,0,0,7.38,7.38,0,1.53,15.18,7.38,7.38,50,0,100,,110,15,2.1,5.1,1.5,45,58,58,48,143,143,,,,,,,,0.2,0.8,,3.1,1.7,15.9,0.2,,,,,,,
Packers,,0,DST,DST1,2800,GB,vs SF,12,19.25,5.3,6.9,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0.82,0.82,0,0.1,19.25,7.25,7.25,0,0,17.85,7.25,7.25,4,0,100,,67,20,2.6,12,4.3,11,7,7,55,144,144,,,,,,,,,,,,,,,2.46,0.82,0.51,0.1,0.01,21.89,347.51
JuJu Smith-Schuster,,0,WR,WR3,4300,KC,@ CAR,5,26.75,9.2,5.5,8.6,0,0,0,0,0,0,0,0,0,3.87,0.1003,3.87,2.72,32.49,0.2,0,0,0,0,0,0,7.17,7.17,0,0,25.57,7.17,7.17,66,0,100,,139,28,1.7,1.6,0.4,37,59,59,40,145,145,,,,,,,,0.04,0.23,0.01,6.73,4.66,54.82,0.34,,,,,,,
Jalen Tolbert,,0,WR,WR2,4100,DAL,@ WAS,32,17.25,5.4,4.3,9.2,0,0,0,0,0,0,0,0,0,4.5,0.1337,4.5,2.93,30.36,0.2,0,0,0,0,0,0,7.17,7.17,0,0,17.97,7.17,7.17,28,0,100,,78,10,1.7,10.2,2.5,39,59,59,42,145,145,,,,,,,,,,,3.54,2.27,25.69,0.19,,,,,,,
Colby Parkinson,,0,TE,TE2,3100,LAR,vs PHI,26,23,3.6,4.4,6.7,0,0,0,0,0,0,0,0,0,4.14,0.1127,4.14,2.93,29.48,0.2,0,0,0,0,0,0,7.08,7.08,0,1.68,14.28,7.08,7.08,29,0,100,,135,23,2.3,2,0.6,21,22,22,52,146,146,,,,,,,,,,,2.71,1.93,20.19,0.12,,,,,,,
Tre Tucker,,0,WR,WR2,4000,LV,vs DEN,10,18,6.1,5.5,7.2,0,0,0,0,0,0,0,0,0,4.72,0.1272,4.72,2.73,33.11,0.16,0,0,0,0,0,0,7,7,0,0,19.2,7,7,16,0,100,,48,3,1.8,15.2,3.8,40,60,60,43,147,147,,,,,,,,0.7,4.91,0.04,3.57,2.04,26.78,0.13,,,,,,,
Roschon Johnson,,0,RB,RB2,4600,CHI,vs MIN,1,18,4.6,6.8,7.7,0,0,0,0,0,0.2063,6.07,21.47,0.47,7.65,0.0581,1.58,1.22,7.79,0,0,0,0,0,0,0,6.97,6.97,0,0.07,16.17,6.97,6.97,24,0,100,,92,35,1.5,8.2,1.8,32,39,39,37,148,148,,,,,,,,5.52,21.26,0.3,2.35,1.91,12.48,,,,,,,,
Commanders,,0,DST,DST1,3500,WAS,vs DAL,29,17.25,5.3,3.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0.45,0.67,0,0.11,17.25,6.93,6.93,0,0,17.53,6.93,6.93,10,0,100,,111,16,2,5,1.4,4,8,8,48,149,149,,,,,,,,,,,,,,,2.53,0.72,0.55,0.13,0.03,23.4,356.4
Rams,,0,DST,DST1,2800,LAR,vs PHI,17,26,6,5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0.85,0.48,0.09,0.28,26,6.89,6.89,0,0,18.89,6.89,6.89,17,0,100,,157,20,2.5,-3,,11,9,9,55,150,150,,,,,,,,,,,,,,,2.68,0.9,0.49,0.16,0.06,21.64,340
Samaje Perine,,0,RB,RB2,4300,KC,@ CAR,32,26.75,6.2,7.3,5.2,0,0,0,0,0,0.0928,2.91,11.86,0.07,5.89,0.0771,2.98,2.44,20.76,0.11,0,0,0,0,0,0,6.78,6.78,0,0,19.18,6.78,6.78,29,0,100,,114,9,1.6,4.4,1,35,40,40,40,151,151,,,,,,,,5.32,21.48,0.1,2.31,1.93,15.69,0.08,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,2800,TEN,@ HOU,13,16.5,4.2,6.7,4.7,0,0,0,0,0,0,0,0,0,4.14,0.1484,4.14,2.99,29.07,0.11,0,0,0,0,0,0,6.56,6.56,0,0.26,14.96,6.56,6.56,10,0,100,,56,31,2.3,14,5,24,23,23,55,152,152,,,,,,,,0.12,0.19,,3.67,2.6,27.86,0.12,,,,,,,
Jordan Akins,,0,TE,TE2,2600,CLE,vs PIT,27,16.5,4.5,2.2,5,0,0,0,0,0,0,0,0,0,3.94,0.0969,3.94,2.7,30.84,0.13,0,0,0,0,0,0,6.56,6.56,0,0,15.56,6.56,6.56,21,0,100,,103,8,2.5,6.8,2.6,26,23,23,57,152,152,,,,,,,,0.02,0.08,,2.96,2.04,22.84,0.1,,,,,,,
Browns,,0,DST,DST1,2600,CLE,vs PIT,8,20,5.4,9.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0.21,0.53,0.1,0.21,20,6.55,6.55,0,0,17.35,6.55,6.55,9,0,100,,101,8,2.5,7,2.7,13,10,10,57,153,153,,,,,,,,,,,,,,,2.27,0.73,0.5,0.12,0.03,23.94,349.59
Gus Edwards,,0,RB,RB2,4300,LAC,vs BAL,4,24,6.2,11.1,3.5,0,0,0,0,0,0.3307,10.08,46.7,0.31,10.08,0,0,0,0,0,0,0,0,0,0,0,6.53,6.53,0,0,18.93,6.53,6.53,27,0,100,,100,22,1.5,7.1,1.7,35,41,41,40,154,154,,,,,,,,9.95,47.5,0.34,0.53,0.41,4.95,,,,,,,,
Kayshon Boutte,,0,WR,WR2,3500,NE,@ MIA,20,19,4,1.3,6.1,0,0,0,0,0,0,0,0,0,4.25,0.1217,4.25,2.49,32.86,0.11,0,0,0,0,0,0,6.44,6.44,0,0.44,14.44,6.44,6.44,66,0,100,,139,18,1.8,1.6,0.5,45,61,61,48,155,155,,,,,,,,,,,3.42,1.92,25.17,0.08,,,,,,,
Austin Hooper,,0,TE,TE2,3000,NE,@ MIA,20,19,5.9,3,4.7,0,0,0,0,0,0,0,0,0,3.73,0.1068,3.73,2.71,27.11,0.17,0,0,0,0,0,0,6.44,6.44,0,0,18.24,6.44,6.44,6,0,100,,42,18,2.1,15.9,5.3,22,24,24,53,155,155,,,,,,,,,,,4.08,2.97,30.02,0.2,,,,,,,
Rome Odunze,,0,WR,WR3,4800,CHI,vs MIN,21,18,7.3,0,9.5,0,0,0,0,0,0,0,0,0,4.61,0.1691,4.61,2.65,34.18,0.06,0,0,0,0,0,0,6.43,6.43,0,0,21.03,6.43,6.43,36,0,100,,88,23,1.3,8.9,1.9,32,62,62,35,156,156,,,,,,,,0.3,1.5,,6,3.4,47.9,0.1,,,,,,,
Cole Kmet,,0,TE,TE1,3600,CHI,vs MIN,21,18,6.6,11.5,9.8,0,0,0,0,0,0,0,0,0,3.59,0.1319,3.59,2.7,26.24,0.18,0,0,0,0,0,0,6.4,6.4,0,0,19.6,6.4,6.4,11,0,100,,57,20,1.8,13.4,3.7,16,25,25,47,157,157,,,,,,,,0.1,0.11,,4.58,3.33,33.92,0.25,,,,,,,
Tyler Boyd,,0,WR,WR3,3500,TEN,@ HOU,13,16.5,7.8,8.8,5,0,0,0,0,0,0,0,0,0,3.97,0.1422,3.97,2.71,29.29,0.12,0,0,0,0,0,0,6.36,6.36,0,0,21.96,6.36,6.36,26,0,100,,71,28,1.8,11.5,3.3,45,63,63,48,158,158,0.05,0.02,0.66,0.01,0.01,,-0.13,0.16,1.31,,6.09,4.16,48.2,0.24,,,,,,,
Jordan Mason,,0,RB,RB2,5000,SF,@ GB,15,19.25,6.9,2.8,11.5,0,0,0,0,0,0.333,9.5,48.86,0.24,9.5,0,0,0,0,0,0,0,0,0,0,0,6.33,6.33,0,0,20.13,6.33,6.33,38,0,100,,132,0,1.3,2.3,0.5,28,42,42,33,159,159,,,,,,,,6.47,34.32,0.21,0.47,0.38,3.44,,,,,,,,
Greg Dortch,,0,WR,WR3,3600,ARI,@ SEA,28,23.75,6.2,4,4.6,0,0,0,0,0,0,0,0,0,4.06,0.1177,4.06,2.79,24.98,0.16,0,0,0,0,0,0,6.25,6.25,0,0,18.65,6.25,6.25,67,0,100,,140,0,1.7,1.5,0.4,44,64,64,47,160,160,,,,,,,,0.2,1.57,,2.88,2.06,19.37,0.1,,,,,,,
Cardinals,,0,DST,DST1,2600,ARI,@ SEA,10,22.75,6.2,3.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0.6,0.6,0.24,0.12,22.75,6.21,6.21,0,0,18.61,6.21,6.21,5,0,100,,74,6,2.4,11,4.2,13,11,11,57,161,161,,,,,,,,,,,,,,,2.45,0.72,0.6,0.16,0.04,23.48,349.84
Olamide Zaccheaus,,0,WR,WR3,3300,WAS,vs DAL,9,27.75,5.3,3.5,4.6,0,0,0,0,0,0,0,0,0,3.74,0.1115,3.74,2.36,30.08,0.12,0,0,0,0,0,0,6.09,6.09,0,0,16.69,6.09,6.09,64,0,100,,137,4,1.8,1.8,0.5,47,65,65,50,162,162,,,,,,,,0.06,0.14,,3.11,1.92,26.27,0.15,,,,,,,
Theo Johnson,,0,TE,TE1,2900,NYG,vs TB,30,17,4,0,6.4,0,0,0,0,0,0,0,0,0,3.69,0.1116,3.69,2.47,26.46,0.15,0,0,0,0,0,0,6.02,6.02,0,0.02,14.02,6.02,6.02,20,0,100,,102,38,2.1,6.9,2.4,23,26,26,54,163,163,,,,,,,,,,,4,2.63,29.75,0.13,,,,,,,
Kendrick Bourne,,0,WR,WR3,3600,NE,@ MIA,20,19,6.1,12.6,5.5,0,0,0,0,0,0,0,0,0,3.11,0.0889,3.11,2.09,26.29,0.18,0,0,0,0,0,0,5.8,5.8,0,0,18,5.8,5.8,47,0,100,,106,21,1.6,5.9,1.6,44,66,66,47,164,164,0.01,0.01,0.24,,,0.01,1.49,0.18,1.58,,3.96,2.67,34.31,0.22,,,,,,,
Brock Wright,,0,TE,TE2,3300,DET,@ IND,14,29,3,3.1,4,0,0,0,0,0,0,0,0,0,2.51,0.075,2.51,2.15,12.78,0.39,0,0,0,0,0,0,5.77,5.77,0,1.27,11.77,5.77,5.77,24,0,100,,114,6,1.7,4.4,1.3,19,27,27,50,165,165,,,,,,,,,,,1.56,1.33,8.67,0.17,,,,,,,
John Metchie III,,0,WR,WR3,4400,HOU,vs TEN,31,24,3.9,2.3,6.5,0,0,0,0,0,0,0,0,0,3.73,0.0906,3.73,2.38,26.04,0.13,0,0,0,0,0,0,5.76,5.76,0,0,13.56,5.76,5.76,66,0,100,,139,0,1.3,1.6,0.4,36,67,67,39,166,166,,,,,,,,0.05,0.21,,2.42,1.47,15.84,0.05,,,,,,,
Ricky Pearsall,,0,WR,WR3,4700,SF,@ GB,12,19.25,6.5,0,8.5,0,0,0,0,0,0,0,0,0,3.63,0.1254,3.63,2.27,24.27,0.16,0,0,0,0,0,0,5.66,5.66,0,0,18.66,5.66,5.66,72,0,100,,152,24,1.2,0,,33,68,68,36,167,167,,,,,,,,0.25,9.75,,4.25,2.75,33,0.25,,,,,,,
49ers,,0,DST,DST1,3000,SF,@ GB,7,25.25,5.6,8.3,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0.87,0.34,0,0.17,25.25,5.62,5.62,0,0,16.82,5.62,5.62,16,0,100,,156,14,1.9,-2,,9,12,12,53,168,168,,,,,,,,,,,,,,,2.39,0.76,0.53,0.11,0.02,22.35,333.88
Tommy Tremble,,0,TE,TE2,2600,CAR,vs KC,16,16.25,3.2,4,3.8,0,0,0,0,0,0,0,0,0,4.01,0.1271,4.01,2.62,20.96,0.15,0,0,0,0,0,0,5.62,5.62,0,0.82,12.02,5.62,5.62,33,0,100,,140,16,2.2,1.5,0.6,26,28,28,57,168,168,,,,,,,,0.06,0.23,0.02,2.33,1.48,12.92,0.15,,,,,,,
Seahawks,,0,DST,DST1,2900,SEA,vs ARI,11,23.75,5.2,6.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.5,0.29,0.1,0.29,23.75,5.6,5.6,0,0,16,5.6,5.6,2,0,100,,27,28,1.9,20,6.9,10,13,13,54,169,169,,,,,,,,,,,,,,,2.46,0.76,0.58,0.15,0.05,21.49,354.81
Grant Calcaterra,,0,TE,TE2,2600,PHI,@ LAR,18,26,3.1,2.6,4.3,0,0,0,0,0,0,0,0,0,2.9,0.0922,2.9,2.51,29.94,0,0,0,0,0,0,0,5.5,5.5,0,0.85,11.7,5.5,5.5,36,0,100,,152,11,2.1,0,,26,29,29,57,170,170,,,,,,,,,,,1.88,1.53,19.76,,,,,,,,
Giants,,0,DST,DST1,2400,NYG,vs TB,5,23,6,7.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0.62,0,0.1,23,5.43,5.43,0,0,17.43,5.43,5.43,14,0,100,,144,5,2.3,1,0.4,15,14,14,59,171,171,,,,,,,,,,,,,,,2.14,0.77,0.56,0.17,0.03,23.48,367.07
Ravens,,0,DST,DST1,3000,BAL,@ LAC,19,24,6.4,10.3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0.55,0.37,0,0.09,24,5.42,5.42,0,0,18.22,5.42,5.42,11,0,100,,117,20,1.8,4,1.3,9,15,15,53,172,172,,,,,,,,,,,,,,,2.54,0.81,0.54,0.19,0.03,19.7,329.17
Chiefs,,0,DST,DST1,3900,KC,@ CAR,27,16.25,6.4,7.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0.64,0.21,0,0.11,16.25,5.28,5.28,0,0,18.08,5.28,5.28,13,0,100,,135,21,1.4,2,0.5,1,16,16,44,173,173,,,,,,,,,,,,,,,2.51,0.92,0.56,0.25,0.02,20.46,351.74
Kenneth Gainwell,,0,RB,RB2,4100,PHI,@ LAR,8,26,4.9,6.1,3.2,0,0,0,0,0,0.129,4.65,21.34,0.14,6.5,0.0588,1.85,1.33,8.98,0.01,0,0,0,0,0,0,5.26,5.26,0,0,15.06,5.26,5.26,24,0,100,,92,16,1.3,8.2,2,37,43,43,42,174,174,0.02,0.02,0.29,,,,2.65,4.19,18.51,0.19,2.15,1.58,11.08,0.02,,,,,,,
Johnny Mundt,,0,TE,TE2,2500,MIN,@ CHI,6,21,2.8,4.5,3.5,0,0,0,0,0,0,0,0,0,3.51,0.1016,3.51,2.58,19.46,0.12,0,0,0,0,0,0,5.25,5.25,0,1.05,10.85,5.25,5.25,31,0,100,,138,7,2.1,1.7,0.7,27,30,30,58,175,175,,,,,,,,,,,1.84,1.42,11.86,0.07,,,,,,,
Justin Watson,,0,WR,WR4,3500,KC,@ CAR,5,26.75,4.4,5.6,4.1,0,0,0,0,0,0,0,0,0,3.06,0.0792,3.06,1.91,26.51,0.11,0,0,0,0,0,0,5.22,5.22,0,0,14.02,5.22,5.22,60,0,100,,130,0,1.5,2.5,0.7,45,69,69,48,176,176,,,,,,,,,,,2.55,1.41,21.31,0.12,,,,,,,
Zay Jones,,0,WR,WR4,3200,ARI,@ SEA,28,23.75,7.2,8.7,0.6,0,0,0,0,0,0,0,0,0,3.91,0.1133,3.91,2.26,22.39,0.12,0,0,0,0,0,0,5.22,5.22,0,0,19.62,5.22,5.22,72,0,100,,152,1,1.6,0,,48,69,69,51,176,176,0.02,0.01,0.3,,,,1.23,0.08,0.24,,5.12,2.96,31.13,0.18,,,,,,,
Elijah Higgins,,0,TE,TE2,2800,ARI,@ SEA,28,23.75,3.3,3.3,4.2,0,0,0,0,0,0,0,0,0,2.31,0.0668,2.31,2.05,18.85,0.21,0,0,0,0,0,0,5.2,5.2,0,0.25,11.8,5.2,5.2,33,0,100,,140,11,1.9,1.5,0.5,24,31,31,55,177,177,,,,,,,,,,,1.7,1.4,13.95,0.15,,,,,,,
AJ Barner,,0,TE,TE1,3200,SEA,vs ARI,1,22.75,2.8,0,4.6,0,0,0,0,0,0,0,0,0,3.16,0.0836,3.16,2.35,21.11,0.12,0,0,0,0,0,0,5.18,5.18,0,0.98,10.78,5.18,5.18,23,0,100,,112,39,1.6,4.9,1.5,20,32,32,51,178,178,,,,,,,,,,,2.63,2,18.38,0.13,,,,,,,
Odell Beckham Jr.,,0,WR,WR3,3300,MIA,vs NE,22,26.5,10.1,8,2.3,0,0,0,0,0,0,0,0,0,3.21,0.0875,3.21,1.87,23.85,0.14,0,0,0,0,0,0,5.1,5.1,0,0,25.3,5.1,5.1,72,0,100,,152,31,1.5,0,,47,70,70,50,179,179,0.05,0.04,1.38,,0.01,0.02,15.09,0.15,1.3,0.01,8.06,4.67,64.42,0.45,,,,,,,
Ryan Miller,,0,WR,WR3,3200,TB,@ NYG,24,23,1.8,0,4.8,0,0,0,0,0,0,0,0,0,3.2,0.0987,3.2,1.75,20.76,0.21,0,0,0,0,0,0,5.09,5.09,0,2.39,8.69,5.09,5.09,61,0,100,,131,63,1.6,2.4,0.8,48,71,71,51,180,180,,,,,,,,,,,3,1.5,17.5,0.25,,,,,,,
Bears,,0,DST,DST1,2500,CHI,vs MIN,9,21,6.1,7.1,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0.71,0.71,0,0,21,5.05,5.05,0,0,17.25,5.05,5.05,11,0,100,,117,9,2,4,1.6,14,17,17,58,181,181,,,,,,,,,,,,,,,2.24,0.79,0.51,0.16,0.03,21.66,335.33
Adam Trautman,,0,TE,TE1,2700,DEN,@ LV,19,23.5,4.2,3.8,3.7,0,0,0,0,0,0,0,0,0,2.69,0.072,2.69,1.77,22.36,0.17,0,0,0,0,0,0,5.03,5.03,0,0,13.43,5.03,5.03,34,0,100,,142,0,1.9,1.3,0.5,25,33,33,56,182,182,,,,,,,,,,,2.28,1.58,17.54,0.14,,,,,,,
Van Jefferson,,0,WR,WR2,3300,PIT,@ CLE,8,20,5,3,4.2,0,0,0,0,0,0,0,0,0,3.09,0.1109,3.09,1.71,21.38,0.17,0,0,0,0,0,0,4.87,4.87,0,0,14.87,4.87,4.87,47,0,100,,106,15,1.5,5.9,1.8,47,72,72,50,183,183,,,,,,,,0.06,0.37,,3.68,2.02,27.6,0.17,,,,,,,
Calvin Austin III,,0,WR,WR3,3100,PIT,@ CLE,8,20,5,3.3,5.7,0,0,0,0,0,0,0,0,0,2.9,0.1038,2.9,1.49,21.71,0.2,0,0,0,0,0,0,4.86,4.86,0,0,14.86,4.86,4.86,14,0,100,,39,0,1.6,16.8,5.4,49,73,73,52,184,184,,,,,,,,0.42,2.19,0.04,2.42,1.31,17.54,0.12,,,,,,,
Tim Patrick,,0,WR,WR3,3400,DET,@ IND,14,29,6,0,4.4,0,0,0,0,0,0,0,0,0,2.84,0.0849,2.84,1.88,24.03,0.08,0,0,0,0,0,0,4.76,4.76,0,0,16.76,4.76,4.76,33,0,100,,84,27,1.4,9.5,2.8,46,74,74,49,185,185,,,,,,,,0.05,0.3,,4.55,2.82,39.5,0.21,,,,,,,
