,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Rdm %,Exp.,Used,FPs,Con.,Value,Score,Val,Salary,FC Proj,My Proj,Salary,FC Proj,My Proj,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
C.J. Stroud,,0,QB,QB1,6700,HOU,@ DAL,20,24.25,8.6,20.2,15.5,1,35.26,264.27,1.4,0.53,0.1126,3.65,16.63,0.07,3.65,0,0,0,0,0,0,0,0,0,0,0,17.72,17.72,0,4.82,34.92,17.72,17.72,25,0,100,,80,53,2.6,11.88,1.8,8,22,22,19,43,43,33.12,21.04,259.16,0.44,2.88,1.4,94.73,2.84,12.6,0.12,0.08,0.04,,,,,,,,,
Tyreek Hill,,0,WR,WR1,7400,MIA,vs LV,19,25.5,11.6,25.1,11.4,0,0,0,0,0,0,0,0,0,9.11,0.255,9.11,6.11,83.01,0.55,0,0,0,0,0,0,17.71,17.71,0,0.31,40.91,17.71,17.71,14,0,100,,38,39,2.4,19.1,2.6,8,11,11,12,44,44,0.01,,,0.01,,,,0.86,6.2,0.05,8.34,5.67,79.19,0.58,,,,,,,
Kareem Hunt,,0,RB,RB1,6700,KC,@ BUF,8,22.25,9.2,7.9,17.8,0,0,0,0,0,0.6742,20.83,84.77,0.85,23.22,0.0642,2.39,1.88,15.3,0.12,0,0,0,0,0,0,17.71,17.71,0,3.91,36.11,17.71,17.71,30,0,100,,120,33,2.6,6,0.9,15,14,14,19,44,44,,,,,,,,11.91,50.19,0.47,3.13,2.48,20.52,0.17,,,,,,,
Nico Collins,,0,WR,WR1,7900,HOU,@ DAL,9,24.25,10.2,18.4,23.1,0,0,0,0,0,0,0,0,0,8.57,0.243,8.57,5.76,89.82,0.46,0,0,0,0,0,0,17.5,17.5,0,2.2,37.9,17.5,17.5,41,0,100,,97,22,2.2,9.4,1.2,6,12,12,7,45,45,,,,,,,,0.02,0.16,,6.39,4.14,63.43,0.32,,,,,,,
Derrick Henry,,0,RB,RB1,8100,BAL,@ PIT,10,25.75,11.7,15.2,23.1,0,0,0,0,0,0.5948,18.52,92.7,0.89,19.91,0.0442,1.39,1.1,10.12,0.07,0,0,0,0,0,0,17.14,17.14,0,0,40.54,17.14,17.14,19,0,100,,82,32,2.1,11.5,1.4,3,15,15,5,46,46,0.08,0.06,0.3,,,0.04,13.58,17.47,84.48,0.78,1.69,1.32,12.19,0.04,,,,,,,
Tony Pollard,,0,RB,RB1,6400,TEN,vs MIN,2,17,8.4,13.3,14.6,0,0,0,0,0,0.6057,18.93,87.27,0.49,22.96,0.1289,4.03,3.11,19.91,0.06,0,0,0,0,0,0,17.13,17.13,0,4.53,33.93,17.13,17.13,36,0,100,,131,27,2.7,4.9,0.8,18,16,16,22,47,47,,,,,,,,10.49,49.28,0.3,3.03,2.34,16.92,0.06,,,,,,,
Tee Higgins,,0,WR,WR2,6300,CIN,@ LAC,17,23.5,9.3,12,16.2,0,0,0,0,0,0,0,0,0,8.99,0.2461,8.99,5.74,78.23,0.53,0,0,0,0,0,0,16.74,16.74,0,2.79,35.34,16.74,16.74,2,0,100,,7,38,2.7,32.8,5.2,19,13,13,23,48,48,,,,,,,,0.08,0.47,,7.47,4.77,67.08,0.45,,,,,,,
Derek Carr,,0,QB,QB1,5200,NO,vs CLE,16,21.5,7.5,15.9,15.7,1,31.98,238.23,1.64,0.61,0.09,2.72,7.65,0.08,2.72,0,0,0,0,0,0,0,0,0,0,0,16.72,16.72,0,5.47,31.72,16.72,16.72,17,0,100,,43,56,3.2,18.72,3.6,22,23,23,34,49,49,33.93,22.34,248.81,0.66,1.85,1.55,95.53,1.95,5.54,0.05,0.01,0.01,-0.06,,,,,,,,
Brian Thomas Jr,,0,WR,WR1,6100,JAC,@ DET,11,17,7.4,0,13.6,0,0,0,0,0,0,0,0,0,8.04,0.2001,8.04,5.34,79.09,0.57,0,0,0,0,0,0,16.67,16.67,0,5.57,31.47,16.67,16.67,28,0,100,,70,46,2.7,13.6,2.2,21,14,14,25,50,50,,,,,,,,0.3,1.5,,5.6,3.7,60.7,0.5,,,,,,,
Gardner Minshew,,0,QB,QB1,5000,LV,@ MIA,3,18,7.9,13.7,9.8,1,39.8,270.92,1.39,0.92,0.0897,2.24,8.66,0.05,2.24,0,0,0,0,0,0,0,0,0,0,0,16.64,16.64,0,4.79,32.44,16.64,16.64,15,0,100,,40,46,3.3,18.98,3.8,24,24,24,36,51,51,29.89,18.89,207.96,0.58,2.33,1.18,86.93,2.93,12.13,0.09,0.02,0.02,,,,,,,,,
Evan Engram,,0,TE,TE1,5200,JAC,@ DET,11,17,7.3,13.7,11.2,0,0,0,0,0,0,0,0,0,11.24,0.28,11.24,7.75,69.86,0.31,0,0,0,0,0,0,16.6,16.6,0,5.65,31.2,16.6,16.6,18,0,100,,108,33,3.2,7.8,1.5,5,2,2,34,52,52,,,,,,,,0.15,0.89,0.01,6.78,4.57,45.9,0.24,,,,,,,
Kirk Cousins,,0,QB,QB1,6500,ATL,@ DEN,8,21.25,8,21.3,16.9,1,32.8,250.38,1.49,0.65,0.0666,2.19,5.39,0.12,2.19,0,0,0,0,0,0,0,0,0,0,0,16.58,16.58,0,4.58,32.58,16.58,16.58,27,0,100,,121,59,2.6,5.92,0.9,10,25,25,21,53,53,34.87,23.56,266.65,0.67,2.16,1.83,100.88,2.08,6.03,0.13,0.01,0.01,-0.01,,,,,,,,
Jonathan Taylor,,0,RB,RB1,7600,IND,@ NYJ,28,19.5,10,15.9,18.1,0,0,0,0,0,0.6796,15.94,78.54,0.66,19.32,0.0867,3.38,2.47,19.24,0.06,0,0,0,0,0,0,16.57,16.57,0,1.57,36.57,16.57,16.57,28,0,100,,114,46,2.2,7,0.9,7,17,17,10,54,54,,,,,,,,17.52,86.63,0.75,2.92,2.25,17.72,0.07,,,,,,,
Courtland Sutton,,0,WR,WR1,5900,DEN,vs ATL,2,23.25,6.8,12.1,14.1,0,0,0,0,0,0,0,0,0,10.48,0.2909,10.48,6.05,79.51,0.42,0,0,0,0,0,0,16.52,16.52,0,6.32,30.12,16.52,16.52,24,0,100,,62,39,2.8,14.8,2.5,23,15,15,27,55,55,0.04,0.04,0.92,,,0.01,10.9,0.05,0.23,,6.53,3.78,53.46,0.3,,,,,,,
Amari Cooper,,0,WR,WR1,5700,BUF,vs KC,16,24.75,11,16.2,9.9,0,0,0,0,0,0,0,0,0,9.41,0.3083,9.41,5.62,74.23,0.54,0,0,0,0,0,0,16.28,16.28,0,0,38.28,16.28,16.28,47,0,100,,111,24,2.9,7.5,1.3,25,16,16,29,56,56,0.01,,,0.01,,,,0.1,0.27,,7.69,4.67,65.57,0.43,,,,,,,
George Pickens,,0,WR,WR1,7000,PIT,vs BAL,3,22.75,8.3,13.2,13.4,0,0,0,0,0,0,0,0,0,8.3,0.2602,8.3,5.07,84.72,0.44,0,0,0,0,0,0,16.18,16.18,0,3.73,32.78,16.18,16.18,18,0,100,,50,30,2.3,16.9,2.4,12,17,17,16,57,57,,,,,,,,0.19,0.84,0.02,5.95,3.6,60,0.26,,,,,,,
Travis Kelce,,0,TE,TE1,6300,KC,@ BUF,4,22.25,9,15.1,13.8,0,0,0,0,0,0,0,0,0,8.34,0.2245,8.34,6.06,69.99,0.47,0,0,0,0,0,0,15.88,15.88,0,2.38,33.88,15.88,15.88,32,0,100,,150,47,2.5,2.8,0.4,1,3,3,23,58,58,0.02,0.01,0.03,0.01,,,0.78,0.06,0.11,0.01,8.29,5.96,72.57,0.48,,,,,,,
Terry McLaurin,,0,WR,WR1,7000,WAS,@ PHI,26,22.75,7.6,12.1,16.5,0,0,0,0,0,0,0,0,0,8.14,0.2296,8.14,5.3,77.59,0.45,0,0,0,0,0,0,15.76,15.76,0,4.36,30.96,15.76,15.76,74,0,100,,156,46,2.3,2,0.3,12,18,18,16,59,59,,,,,,,,0.13,0.81,,7.48,4.72,66.6,0.34,,,,,,,
Jayden Reed,,0,WR,WR1,6400,GB,@ CHI,6,23.5,8.2,13.8,15.8,0,0,0,0,0,0,0,0,0,7.24,0.2192,7.24,5.38,74.96,0.47,0,0,0,0,0,0,15.7,15.7,0,3.4,32.1,15.7,15.7,38,0,100,,94,43,2.5,9.8,1.5,18,19,19,22,60,60,,,,,,,,0.88,9.16,0.12,5.64,4,56.52,0.44,,,,,,,
Will Levis,,0,QB,QB1,5100,TEN,vs MIN,23,17,7.1,12.6,11.3,1,31.26,210.64,1.29,1.08,0.1413,4.42,24.94,0.09,4.42,0,0,0,0,0,0,0,0,0,0,0,15.54,15.54,0,4.89,29.74,15.54,15.54,20,0,100,,54,41,3,16.6,3.3,23,26,26,35,61,61,26.87,16.67,178.8,0.73,3.33,1,78.07,3.07,13.6,0.07,,,,,,,,,,,
Javonte Williams,,0,RB,RB2,5700,DEN,vs ATL,14,23.25,6.4,11.3,10.2,0,0,0,0,0,0.4938,14.15,54.48,0.29,20.27,0.1697,6.12,4.87,28.6,0.1,0,0,0,0,0,0,15.52,15.52,0,5.92,28.32,15.52,15.52,10,0,100,,44,44,2.7,18.7,3.3,25,18,18,29,62,62,,,,,,,,12.13,48.28,0.19,3.66,2.91,17.91,0.11,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,6100,NE,vs LAR,11,19,8.1,12.2,14.5,0,0,0,0,0,0.5597,16.58,68.85,0.6,20.15,0.1103,3.57,2.84,15.8,0.08,0,0,0,0,0,0,15.39,15.39,0,3.24,31.59,15.39,15.39,17,0,100,,74,38,2.5,12.9,2.1,21,19,19,25,63,63,,,,,,,,12.66,55.52,0.4,3.74,2.9,17.68,0.04,,,,,,,
Kenneth Walker III,,0,RB,RB1,7000,SEA,@ SF,26,21.25,8.2,13.5,19.5,0,0,0,0,0,0.5794,11.92,49.56,0.54,16.44,0.1252,4.52,3.81,27.18,0.1,0,0,0,0,0,0,15.32,15.32,0,3.02,31.72,15.32,15.32,15,0,100,,68,46,2.2,13.9,2,12,20,20,16,64,64,,,,,,,,14.83,64.08,0.64,2.81,2.28,16.92,0.06,,,,,,,
DK Metcalf,,0,WR,WR1,6500,SEA,@ SF,29,21.25,8.5,14.7,16.7,0,0,0,0,0,0,0,0,0,8.38,0.232,8.38,4.97,72.81,0.5,0,0,0,0,0,0,15.25,15.25,0,2.5,32.25,15.25,15.25,26,0,100,,67,43,2.3,14,2.2,17,20,20,21,65,65,,,,,,,,0.03,0.19,,7.63,4.59,67.24,0.52,,,,,,,
Najee Harris,,0,RB,RB1,6200,PIT,vs BAL,4,22.75,7.1,11.9,13.7,0,0,0,0,0,0.5726,19.79,79.75,0.51,22.62,0.0887,2.83,2.16,14.55,0.07,0,0,0,0,0,0,15.07,15.07,0,4.42,29.27,15.07,15.07,16,0,100,,71,51,2.4,13.3,2.1,20,21,21,24,66,66,0.02,0.02,0.07,,,,1.39,16.52,65.3,0.42,3.48,2.68,16.97,0.1,,,,,,,
David Montgomery,,0,RB,RB1,6500,DET,vs JAC,25,30.5,7.6,15.5,15.8,0,0,0,0,0,0.4714,14.27,59.22,0.62,17.62,0.0887,3.35,2.72,22.29,0.04,0,0,0,0,0,0,14.83,14.83,0,3.43,30.03,14.83,14.83,4,0,100,,24,47,2.3,24.5,3.8,17,22,22,21,67,67,0.02,0.01,0.04,0.01,,0.01,5.2,15.13,61.98,0.57,2.87,2.28,18.58,0.05,,,,,,,
Travis Etienne,,0,RB,RB1,6300,JAC,@ DET,15,17,8.7,17,8.7,0,0,0,0,0,0.6881,14.62,62.44,0.46,19.19,0.1139,4.57,3.45,22.37,0.02,0,0,0,0,0,0,14.81,14.81,0,1.76,32.21,14.81,14.81,29,0,100,,118,37,2.4,6.3,1,19,23,23,23,68,68,,,,,,,,13.26,57.88,0.43,3.45,2.67,21.14,0.02,,,,,,,
Brock Bowers,,0,TE,TE1,5800,LV,@ MIA,20,18,5.7,0,14.2,0,0,0,0,0,0,0,0,0,8.39,0.2109,8.39,6.55,66.54,0.24,0,0,0,0,0,0,14.64,14.64,0,6.09,26.04,14.64,14.64,2,0,100,,6,60,2.5,34.3,5.9,3,4,4,28,69,69,,,,,,,,0.11,1.33,,8.11,6.33,64.44,0.22,,,,,,,
Drake London,,0,WR,WR1,6700,ATL,@ DEN,10,21.25,7.8,11.3,16.2,0,0,0,0,0,0,0,0,0,8.1,0.2471,8.1,5.38,64.77,0.46,0,0,0,0,0,0,14.62,14.62,0,2.92,30.22,14.62,14.62,42,0,100,,98,37,2.2,9.1,1.4,15,21,21,19,70,70,0.02,0.02,0.51,,,,4.12,,,,7.16,4.63,56.28,0.28,,,,,,,
Calvin Ridley,,0,WR,WR1,6200,TEN,vs MIN,21,17,9.8,14.2,12.2,0,0,0,0,0,0,0,0,0,8.68,0.2778,8.68,4.97,65.32,0.52,0,0,0,0,0,0,14.62,14.62,0,0,34.22,14.62,14.62,38,0,100,,94,36,2.4,9.8,1.6,20,21,21,24,70,70,,,,,,,,0.35,1.56,0.01,7.79,4.75,64.55,0.52,,,,,,,
Michael Pittman,,0,WR,WR1,6000,IND,@ NYJ,25,19.5,7.4,16.3,9.1,0,0,0,0,0,0,0,0,0,9.49,0.2438,9.49,6.07,67.82,0.28,0,0,0,0,0,0,14.53,14.53,0,3.43,29.33,14.53,14.53,39,0,100,,95,42,2.4,9.6,1.6,22,22,22,26,71,71,,,,,,,,0.15,1.41,,7.65,5.15,56.73,0.24,,,,,,,
DeVonta Smith,,0,WR,WR2,6800,PHI,vs WAS,32,26.75,8.2,14.7,13.7,0,0,0,0,0,0,0,0,0,7.36,0.2125,7.36,5.16,65.5,0.45,0,0,0,0,0,0,14.41,14.41,0,2.11,30.81,14.41,14.41,49,0,100,,115,41,2.1,6.9,1,14,23,23,18,72,72,,,,,,,,,,,6.93,4.78,63.19,0.4,,,,,,,
D'Andre Swift,,0,RB,RB1,6600,CHI,vs GB,12,17.5,7.7,12.9,14.9,0,0,0,0,0,0.6269,17.78,78.25,0.6,19.69,0.071,1.91,1.54,10.67,0.04,0,0,0,0,0,0,14.27,14.27,0,2.72,29.67,14.27,14.27,12,0,100,,55,47,2.2,16.4,2.5,16,24,24,20,73,73,0.02,,,,,,0.61,11.29,50.66,0.42,4.37,3.4,25.26,0.12,,,,,,,
Jauan Jennings,,0,WR,WR2,5300,SF,vs SEA,28,27.25,8.2,4.3,14.7,0,0,0,0,0,0,0,0,0,7.14,0.2086,7.14,4.58,69.08,0.46,0,0,0,0,0,0,14.25,14.25,0,1.95,30.65,14.25,14.25,8,0,100,,20,0,2.7,25.1,4.7,29,24,24,33,74,74,,,,,,,,,,,3.65,2.29,30.42,0.21,,,,,,,
Austin Ekeler,,0,RB,RB2,6100,WAS,@ PHI,9,22.75,9.5,13.7,11.7,0,0,0,0,0,0.2996,9.61,43.04,0.42,13.8,0.1181,4.19,3.34,30.77,0.16,0,0,0,0,0,0,14.2,14.2,0,0,33.2,14.2,14.2,11,0,100,,49,42,2.3,17.6,2.9,21,25,25,25,75,75,,,,,,,,9.55,42.56,0.39,5.29,4.2,37.73,0.28,,,,,,,
Tyler Lockett,,0,WR,WR3,5800,SEA,@ SF,29,21.25,9.4,11.9,10.2,0,0,0,0,0,0,0,0,0,7.32,0.2026,7.32,5.04,65.33,0.43,0,0,0,0,0,0,14.15,14.15,0,0.05,32.95,14.15,14.15,65,0,100,,140,27,2.4,3.9,0.7,24,25,25,28,76,76,,,,,,,,0.25,1.69,0.01,6.02,4.22,55.78,0.4,,,,,,,
Chase Brown,,0,RB,RB1,6500,CIN,@ LAC,5,23.5,8.4,4.5,14.3,0,0,0,0,0,0.5481,12.91,54.87,0.45,16.49,0.0981,3.58,2.98,18.91,0.18,0,0,0,0,0,0,14.14,14.14,0,1.54,30.94,14.14,14.14,8,0,100,,37,6,2.2,19.3,3,17,26,26,21,77,77,,,,,,,,7.36,31.82,0.23,2.36,2,13.91,0.14,,,,,,,
Raheem Mostert,,0,RB,RB2,5800,MIA,vs LV,23,25.5,10,18.3,8.5,0,0,0,0,0,0.4398,13.28,65.67,0.67,15.32,0.0572,2.04,1.55,13.44,0.1,0,0,0,0,0,0,14.08,14.08,0,0,34.08,14.08,14.08,60,0,100,,175,15,2.4,-0.2,,24,27,27,28,78,78,,,,,,,,10.43,54.17,0.52,1.83,1.39,11.35,0.11,,,,,,,
Puka Nacua,,0,WR,WR2,7300,LAR,@ NE,22,23,9.8,18.8,12.5,0,0,0,0,0,0,0,0,0,8.17,0.207,8.17,5.44,73.02,0.2,0,0,0,0,0,0,13.94,13.94,0,0,33.54,13.94,13.94,5,0,100,,15,44,1.9,28.3,3.9,9,26,26,13,79,79,,,,,,,,0.71,4.81,,9.05,6,82.67,0.29,,,,,,,
Brian Robinson,,0,RB,RB1,6300,WAS,@ PHI,9,22.75,6.6,13.5,15,0,0,0,0,0,0.4393,14.08,60.01,0.5,16.71,0.0741,2.63,2.14,19.5,0.14,0,0,0,0,0,0,13.93,13.93,0,4.03,27.13,13.93,13.93,14,0,100,,65,47,2.2,14.2,2.3,19,28,28,23,80,80,,,,,,,,14.24,58.56,0.38,1.97,1.59,14.88,0.15,,,,,,,
Josh Downs,,0,WR,WR2,6400,IND,@ NYJ,25,19.5,6.8,9.4,14.4,0,0,0,0,0,0,0,0,0,8.47,0.2176,8.47,5.78,63.05,0.28,0,0,0,0,0,0,13.77,13.77,0,3.57,27.37,13.77,13.77,13,0,100,,36,38,2.2,19.4,3,18,27,27,22,81,81,,,,,,,,0.04,0.48,,6.6,4.52,50.16,0.2,,,,,,,
Quentin Johnston,,0,WR,WR2,4900,LAC,vs CIN,7,24.5,6.2,5.5,12,0,0,0,0,0,0,0,0,0,6.6,0.1759,6.6,4.18,56.62,0.64,0,0,0,0,0,0,13.68,13.68,0,4.38,26.08,13.68,13.68,31,0,100,,75,16,2.8,12.8,2.6,33,28,28,37,82,82,,,,,,,,0.25,0.63,,4,2.42,30.71,0.29,,,,,,,
Jakobi Meyers,,0,WR,WR1,5600,LV,@ MIA,20,18,6.6,13.7,14.2,0,0,0,0,0,0,0,0,0,7.92,0.1989,7.92,5.47,63.44,0.31,0,0,0,0,0,0,13.67,13.67,0,3.77,26.87,13.67,13.67,43,0,100,,101,45,2.4,8.8,1.6,26,29,29,30,83,83,0.09,0.08,1.32,,,0.04,9.4,0.13,0.45,0.03,6.62,4.54,52.57,0.24,,,,,,,
Jerry Jeudy,,0,WR,WR1,5400,CLE,@ NO,23,22.5,6.9,8.9,9.2,0,0,0,0,0,0,0,0,0,8.48,0.2155,8.48,4.84,72.11,0.25,0,0,0,0,0,0,13.55,13.55,0,3.2,27.35,13.55,13.55,4,0,100,,13,34,2.5,29.2,5.4,28,30,30,32,84,84,,,,,,,,0.09,0.65,,6.3,3.7,52.59,0.18,,,,,,,
Khalil Shakir,,0,WR,WR2,6300,BUF,vs KC,16,24.75,6.8,7.4,12.9,0,0,0,0,0,0,0,0,0,6.52,0.2138,6.52,5.53,64.8,0.23,0,0,0,0,0,0,13.39,13.39,0,3.19,26.99,13.39,13.39,23,0,100,,61,11,2.1,15,2.4,19,31,31,23,85,85,,,,,,,,0.09,0.4,,3.4,2.77,37.17,0.14,,,,,,,
Jameson Williams,,0,WR,WR2,5800,DET,vs JAC,15,30.5,6.9,6.7,12.2,0,0,0,0,0,0,0,0,0,6.74,0.1786,6.74,3.79,67.71,0.44,0,0,0,0,0,0,13.2,13.2,0,2.85,27,13.2,13.2,7,0,100,,18,4,2.3,25.6,4.4,24,32,32,28,86,86,,,,,,,,0.32,4.04,0.04,3.4,1.8,32.36,0.24,,,,,,,
Caleb Williams,,0,QB,QB1,5400,CHI,vs GB,17,17.5,8.5,0,14.8,1,26.93,179.62,0.87,0.43,0.1848,5.24,29.56,0,5.24,0,0,0,0,0,0,0,0,0,0,0,13.19,13.19,0,0.44,30.19,13.19,13.19,21,0,100,,56,43,2.4,16.24,3,20,27,27,32,87,87,32.67,19.78,198.33,0.56,4.11,1,82.69,4.56,25.56,,,,,,,,,,,,
Tank Dell,,0,WR,WR2,6900,HOU,@ DAL,9,24.25,9.5,17.4,10.2,0,0,0,0,0,0,0,0,0,7.74,0.2196,7.74,4.84,59.01,0.4,0,0,0,0,0,0,13.14,13.14,0,0,32.14,13.14,13.14,38,0,100,,94,32,1.9,9.8,1.4,13,33,33,17,88,88,,,,,0.05,,,0.95,3.95,,6.89,4.32,58.05,0.47,,,,,,,
Darnell Mooney,,0,WR,WR2,6600,ATL,@ DEN,10,21.25,7.1,5.6,14.9,0,0,0,0,0,0,0,0,0,7.88,0.2402,7.88,4.62,61.44,0.39,0,0,0,0,0,0,13.1,13.1,0,2.45,27.3,13.1,13.1,59,0,100,,133,32,2,4.7,0.7,16,34,34,20,89,89,0.01,,,,,,0.03,0.19,0.87,0.01,6.44,3.82,48.28,0.24,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR2,6500,SEA,@ SF,29,21.25,7.7,8.8,14.7,0,0,0,0,0,0,0,0,0,7.88,0.2183,7.88,5.26,56.68,0.33,0,0,0,0,0,0,12.91,12.91,0,1.36,28.31,12.91,12.91,9,0,100,,22,29,2,24.8,3.8,17,35,35,21,90,90,0.04,0.04,1.35,,,,8.9,,,,6.46,4.35,46,0.27,,,,,,,
Cooper Rush,,0,QB,QB1,5000,DAL,vs HOU,21,17.25,6.1,0.6,2.4,1,36.25,216.68,1.23,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,12.91,0,3.76,25.11,12.91,12.91,12,0,100,,32,0,2.6,20.36,4.1,24,28,28,36,90,90,11.46,6.85,70.42,0.23,0.46,0.35,72.69,1.42,0.5,,,,,,,,,,,,
DeAndre Hopkins,,0,WR,WR1,5700,KC,@ BUF,4,22.25,9.3,13.7,9,0,0,0,0,0,0,0,0,0,6.97,0.1876,6.97,4.48,56.51,0.42,0,0,0,0,0,0,12.65,12.65,0,0,31.25,12.65,12.65,52,0,100,,122,47,2.2,5.9,1,25,36,36,29,91,91,0.03,0.01,0.04,0.01,,0.01,0.23,0.04,0.15,,9.55,5.98,77.06,0.51,,,,,,,
Jerome Ford,,0,RB,RB2,4400,CLE,@ NO,31,22.5,7,12.8,9,0,0,0,0,0,0.3418,9.83,42.8,0.18,14.65,0.1224,4.82,3.55,21.73,0.23,0,0,0,0,0,0,12.46,12.46,0,1.96,26.46,12.46,12.46,27,0,100,,107,36,2.8,7.9,1.8,38,29,29,42,92,92,,,,,,,,10.15,42.08,0.19,3.42,2.5,15.69,0.19,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4600,DAL,vs HOU,7,17.25,9.2,10.3,4.9,0,0,0,0,0,0.5432,11.41,46.88,0.38,15.38,0.1094,3.97,3.03,19.07,0.09,0,0,0,0,0,0,12.45,12.45,0,0,30.85,12.45,12.45,33,0,100,,127,45,2.7,5.4,1.2,36,30,30,40,93,93,0.02,0.01,0.03,0.01,,,-2.55,16.48,70.8,0.56,3.71,2.82,20.78,0.11,,,,,,,
Zay Flowers,,0,WR,WR1,6900,BAL,@ PIT,27,25.75,8.2,13.1,15.4,0,0,0,0,0,0,0,0,0,6.36,0.2026,6.36,4.45,58.46,0.34,0,0,0,0,0,0,12.34,12.34,0,0.04,28.74,12.34,12.34,33,0,100,,79,41,1.8,11.9,1.7,13,37,37,17,94,94,,,,,,,,0.54,3.96,0.04,6.96,4.88,59.46,0.31,,,,,,,
Ricky Pearsall,,0,WR,WR3,4900,SF,vs SEA,28,27.25,5,0,11.4,0,0,0,0,0,0,0,0,0,6.41,0.1874,6.41,4.17,57.04,0.4,0,0,0,0,0,0,12.27,12.27,0,4.77,22.27,12.27,12.27,81,0,100,,174,56,2.5,0,,33,38,38,37,95,95,,,,,,,,0.33,13,,5,3.67,44,0.33,,,,,,,
Hunter Henry,,0,TE,TE1,3900,NE,vs LAR,18,19,6.2,9.2,9.2,0,0,0,0,0,0,0,0,0,6.47,0.2,6.47,4.49,50.78,0.45,0,0,0,0,0,0,12.27,12.27,0,2.97,24.67,12.27,12.27,8,0,100,,77,37,3.1,12.3,3.2,17,5,5,47,95,95,,,,,,,,,,,5.07,3.48,40.42,0.37,,,,,,,
Tucker Kraft,,0,TE,TE1,4400,GB,@ CHI,6,23.5,6.5,5.6,10.8,0,0,0,0,0,0,0,0,0,5.61,0.1699,5.61,4.17,49.94,0.5,0,0,0,0,0,0,12.16,12.16,0,2.41,25.16,12.16,12.16,42,0,100,,174,14,2.8,0,,12,6,6,42,96,96,,,,,,,,0.09,0.17,,3.43,2.57,31.78,0.3,,,,,,,
Jaylen Waddle,,0,WR,WR2,5900,MIA,vs LV,19,25.5,8.7,14.8,8.6,0,0,0,0,0,0,0,0,0,6.5,0.1819,6.5,4.52,58.59,0.26,0,0,0,0,0,0,11.94,11.94,0,0,29.34,11.94,11.94,54,0,100,,124,40,2,5.7,1,23,39,39,27,97,97,,,,,,,,0.2,0.84,0.02,7.23,5.04,67,0.34,,,,,,,
Nick Chubb,,0,RB,RB1,6000,CLE,@ NO,31,22.5,9.5,13.1,6.6,0,0,0,0,0,0.5778,16.61,81.86,0.61,16.61,0,0,0,0,0,0,0,0,0,0,0,11.85,11.85,0,0,30.85,11.85,11.85,35,0,100,,130,41,2,5,0.8,22,31,31,26,98,98,,,,,,,,15.85,82.06,0.6,2.1,1.54,12.56,0.05,,,,,,,
Josh Palmer,,0,WR,WR3,4700,LAC,vs CIN,7,24.5,6.8,11.4,7.3,0,0,0,0,0,0,0,0,0,6.36,0.1695,6.36,4.15,57.89,0.24,0,0,0,0,0,0,11.38,11.38,0,1.18,24.98,11.38,11.38,62,0,100,,136,24,2.4,4.3,0.9,35,40,40,39,99,99,,,,,,,,0.06,0.33,,5,3.29,41.73,0.2,,,,,,,
Jaylen Warren,,0,RB,RB2,5300,PIT,vs BAL,4,22.75,5.5,12,6.3,0,0,0,0,0,0.267,9.23,42.05,0.12,13.82,0.1439,4.59,3.9,25.34,0,0,0,0,0,0,0,11.36,11.36,0,3.11,22.36,11.36,11.36,21,0,100,,86,36,2.1,10.8,2,29,32,32,33,100,100,,,,,,,,7.03,34.5,0.13,3.08,2.58,17,,,,,,,,
Vikings,,0,DST,DST1,3700,MIN,@ TEN,22,17,6,7.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,1.75,0.59,0,0.35,17,11.27,11.27,0,2.27,23.27,11.27,11.27,3,0,100,,84,21,3,11,3,2,1,1,49,101,101,,,,,,,,,,,,,,,2.56,0.91,0.55,0.19,0.02,21.24,344.93
Devaughn Vele,,0,WR,WR2,3900,DEN,vs ATL,2,23.25,4.4,0,8.2,0,0,0,0,0,0,0,0,0,6.46,0.1792,6.46,4.84,49.01,0.24,0,0,0,0,0,0,11.18,11.18,0,4.58,19.98,11.18,11.18,36,0,100,,88,46,2.9,10.6,2.7,43,41,41,47,102,102,,,,,,,,,,,4.5,3.67,35.83,0.17,,,,,,,
