,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Rdm %,Exp.,Used,FPs,Con.,Value,Score,Val,Salary,FC Proj,My Proj,Salary,FC Proj,My Proj,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
Will Dissly,,0,TE,TE1,3200,LAC,vs CIN,7,24.5,5.1,3.4,6.7,0,0,0,0,0,0,0,0,0,6.04,0.161,6.04,4.86,45.79,0.28,0,0,0,0,0,0,11.12,11.12,0,3.47,21.32,11.12,11.12,7,0,100,,47,9,3.5,18,5.6,24,7,7,54,103,103,,,,,,,,0.01,0.09,,2.68,2.16,22.88,0.18,,,,,,,
Dallas Goedert,,0,TE,TE1,4400,PHI,vs WAS,32,26.75,7,10,11.3,0,0,0,0,0,0,0,0,0,5.96,0.172,5.96,4.38,48.66,0.28,0,0,0,0,0,0,10.93,10.93,0,0.43,24.93,10.93,10.93,11,0,100,,83,31,2.5,11.1,2.5,12,8,8,42,104,104,,,,,,,,0.01,0.01,,5.26,3.86,45.32,0.26,,,,,,,
Jordan Addison,,0,WR,WR2,5100,MIN,@ TEN,31,23,8.6,13.4,10.1,0,0,0,0,0,0,0,0,0,5.89,0.1649,5.89,3.8,47.09,0.39,0,0,0,0,0,0,10.85,10.85,0,0,28.05,10.85,10.85,22,0,100,,60,31,2.1,15.1,3,31,42,42,35,105,105,,,,,,,,0.17,0.92,0.04,5.88,3.79,50.38,0.5,,,,,,,
Tyjae Spears,,0,RB,RB2,4700,TEN,vs MIN,2,17,4.9,9,7.5,0,0,0,0,0,0.253,7.91,33.67,0.18,12.23,0.1382,4.32,3.67,23.23,0.06,0,0,0,0,0,0,10.8,10.8,0,3.45,20.6,10.8,10.8,41,0,100,,150,43,2.3,2.8,0.6,35,33,33,39,106,106,,,,,,,,6.09,26.7,0.13,3.7,2.91,20.22,0.04,,,,,,,
T.J. Hockenson,,0,TE,TE1,4700,MIN,@ TEN,31,23,8.1,14.9,10.4,0,0,0,0,0,0,0,0,0,6.92,0.1938,6.92,4.85,45.57,0.23,0,0,0,0,0,0,10.79,10.79,0,0,26.99,10.79,10.79,29,0,100,,145,31,2.3,3.3,0.7,9,9,9,39,107,107,,,,,,,,0.01,,,6.93,4.76,49.27,0.31,,,,,,,
Romeo Doubs,,0,WR,WR2,5500,GB,@ CHI,6,23.5,5.9,10.3,10.4,0,0,0,0,0,0,0,0,0,6.31,0.191,6.31,4.07,46.92,0.32,0,0,0,0,0,0,10.68,10.68,0,1.83,22.48,10.68,10.68,70,0,100,,151,38,1.9,2.7,0.5,27,43,43,31,108,108,,,,,,,,0.03,0.29,,5.47,3.45,39.76,0.34,,,,,,,
Demarcus Robinson,,0,WR,WR3,5100,LAR,@ NE,22,23,6.3,11.1,9.7,0,0,0,0,0,0,0,0,0,5.69,0.1441,5.69,3.46,42.81,0.45,0,0,0,0,0,0,10.44,10.44,0,0.99,23.04,10.44,10.44,65,0,100,,140,7,2,3.9,0.8,31,44,44,35,109,109,,,,,,,,0.01,0.22,,3.79,2.38,28.37,0.25,,,,,,,
Gabriel Davis,,0,WR,WR2,4700,JAC,@ DET,11,17,8,10.7,6.7,0,0,0,0,0,0,0,0,0,6.23,0.1552,6.23,3.27,47.49,0.39,0,0,0,0,0,0,10.36,10.36,0,0,26.36,10.36,10.36,79,0,100,,164,17,2.2,1.3,0.3,35,45,45,39,110,110,,,,,,,,0.03,-0.03,,4.81,2.6,42.37,0.41,,,,,,,
Juwan Johnson,,0,TE,TE1,3400,NO,vs CLE,8,21.5,5.8,7.5,6.6,0,0,0,0,0,0,0,0,0,5.5,0.172,5.5,3.71,42.19,0.39,0,0,0,0,0,0,10.27,10.27,0,1.57,21.87,10.27,10.27,9,0,100,,78,9,3,12,3.5,22,10,10,52,111,111,,,,,,,,,,,3.41,2.19,24.46,0.3,,,,,,,
Zach Ertz,,0,TE,TE1,3700,WAS,@ PHI,26,22.75,8.2,7.4,8.3,0,0,0,0,0,0,0,0,0,6.37,0.1797,6.37,4.31,44.68,0.23,0,0,0,0,0,0,10.16,10.16,0,0,26.56,10.16,10.16,5,0,100,,44,34,2.7,18.7,5.1,19,11,11,49,112,112,,,,,,,,0.01,0.03,,7.47,5.05,51.73,0.31,,,,,,,
Jake Ferguson,,0,TE,TE1,4900,DAL,vs HOU,13,17.25,5.4,10.4,9.6,0,0,0,0,0,0,0,0,0,6.92,0.1909,6.92,5.05,41.7,0.13,0,0,0,0,0,0,10,10,0,1.9,20.8,10,10,34,0,100,,155,36,2,2.1,0.4,7,12,12,37,113,113,,,,,,,,,,,5.03,3.67,35.92,0.19,,,,,,,
Rico Dowdle,,0,RB,RB1,6000,DAL,vs HOU,7,17.25,6,5.7,12,0,0,0,0,0,0.4568,9.6,41.89,0.08,12.54,0.0811,2.94,2.36,15.45,0.21,0,0,0,0,0,0,9.83,9.83,0,0.83,21.83,9.83,9.83,33,0,100,,127,5,1.6,5.4,0.9,22,34,34,26,114,114,,,,,,,,5.97,25.3,0.07,1.7,1.37,10.33,0.17,,,,,,,
Cedric Tillman,,0,WR,WR2,5300,CLE,@ NO,23,22.5,7.9,4,10,0,0,0,0,0,0,0,0,0,5.97,0.1516,5.97,3.53,41.37,0.36,0,0,0,0,0,0,9.83,9.83,0,0,25.63,9.83,9.83,45,0,100,,109,0,1.9,7.7,1.5,29,46,46,33,114,114,,,,,,,,0.11,0.17,,4.5,2.5,27.11,0.17,,,,,,,
JuJu Smith-Schuster,,0,WR,WR3,4500,KC,@ BUF,4,22.25,9.2,5.5,10.9,0,0,0,0,0,0,0,0,0,5.26,0.1414,5.26,3.66,44.39,0.28,0,0,0,0,0,0,9.78,9.78,0,0,28.18,9.78,9.78,76,0,100,,158,29,2.2,1.8,0.4,37,47,47,41,115,115,,,,,,,,0.04,0.23,0.01,6.79,4.7,55.32,0.34,,,,,,,
Dalton Schultz,,0,TE,TE1,4000,HOU,@ DAL,9,24.25,6.7,10.3,6,0,0,0,0,0,0,0,0,0,6.18,0.1754,6.18,4.12,42.4,0.23,0,0,0,0,0,0,9.74,9.74,0,0,23.14,9.74,9.74,14,0,100,,103,24,2.4,8.3,2.1,16,13,13,46,116,116,,,,,,,,,,,5.2,3.56,36.51,0.26,,,,,,,
Dontayvion Wicks,,0,WR,WR4,5000,GB,@ CHI,6,23.5,7,8.1,6.6,0,0,0,0,0,0,0,0,0,6.17,0.1866,6.17,3.03,37.29,0.49,0,0,0,0,0,0,9.7,9.7,0,0,23.7,9.7,9.7,81,0,100,,174,7,1.9,0,,32,48,48,36,117,117,0.04,0.04,0.58,,,,5.99,0.04,0.04,,4.21,2.29,32.21,0.33,,,,,,,
Alec Pierce,,0,WR,WR3,5400,IND,@ NYJ,25,19.5,6.8,5.8,10.5,0,0,0,0,0,0,0,0,0,5.29,0.1358,5.29,2.8,50.86,0.3,0,0,0,0,0,0,9.69,9.69,0,0,23.29,9.69,9.69,37,0,100,,90,7,1.8,10.4,1.9,28,49,49,32,118,118,,,,,,,,,,,4.21,2.23,37.74,0.19,,,,,,,
Jonnu Smith,,0,TE,TE1,3800,MIA,vs LV,19,25.5,5.6,8,8.2,0,0,0,0,0,0,0,0,0,5.54,0.1549,5.54,3.86,41.56,0.27,0,0,0,0,0,0,9.64,9.64,0,1.24,20.84,9.64,9.64,3,0,100,,11,13,2.5,31.1,8.2,18,14,14,48,119,119,0.01,,,,,,0.02,0.17,1.16,0.01,3.46,2.38,26.03,0.2,,,,,,,
Demario Douglas,,0,WR,WR1,4700,NE,vs LAR,18,19,4.7,7.7,9.1,0,0,0,0,0,0,0,0,0,6.57,0.2031,6.57,4.54,44.72,0.1,0,0,0,0,0,0,9.61,9.61,0,2.56,19.01,9.61,9.61,35,0,100,,85,43,2,10.9,2.3,35,50,50,39,120,120,,,,,,,,0.39,2.17,,5.7,3.83,39.87,0.04,,,,,,,
Jalen Nailor,,0,WR,WR3,4000,MIN,@ TEN,31,23,5.4,2,7.9,0,0,0,0,0,0,0,0,0,4.39,0.123,4.39,2.82,39.64,0.47,0,0,0,0,0,0,9.6,9.6,0,1.5,20.4,9.6,9.6,81,0,100,,174,16,2.4,0,,42,51,51,46,121,121,,,,,,,,0.19,-0.25,,2.69,1.75,28.44,0.31,,,,,,,
Pat Freiermuth,,0,TE,TE1,4200,PIT,vs BAL,3,22.75,5,7.3,8.2,0,0,0,0,0,0,0,0,0,4.87,0.1527,4.87,3.64,35.53,0.37,0,0,0,0,0,0,9.41,9.41,0,1.91,19.41,9.41,9.41,28,0,100,,144,44,2.2,3.4,0.8,14,15,15,44,122,122,,,,,,,,,,,5.06,3.61,35.65,0.27,,,,,,,
Lions,,0,DST,DST1,3800,DET,vs JAC,16,17,5.3,6.4,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,1.49,0.58,0,0.23,17,9.29,9.29,0,1.34,19.89,9.29,9.29,4,0,100,,92,7,2.4,10,2.6,1,2,2,48,123,123,,,,,,,,,,,,,,,2.1,0.69,0.49,0.14,0.04,24.28,367.92
Noah Brown,,0,WR,WR2,4300,WAS,@ PHI,26,22.75,6.7,10.8,8.3,0,0,0,0,0,0,0,0,0,5.82,0.1642,5.82,3.53,48.41,0.15,0,0,0,0,0,0,9.27,9.27,0,0,22.67,9.27,9.27,78,0,100,,163,0,2.2,1.4,0.3,39,52,52,43,124,124,,,,,,,,0.03,0.05,,3.67,2.22,30.13,0.1,,,,,,,
Alexander Mattison,,0,RB,RB1,5500,LV,@ MIA,18,18,6.7,8.4,10.8,0,0,0,0,0,0.4006,9.98,38.08,0.22,12.43,0.0616,2.45,1.97,15.4,0.1,0,0,0,0,0,0,9.24,9.24,0,0,22.64,9.24,9.24,24,0,100,,93,7,1.7,9.9,1.8,27,35,35,31,125,125,,,,,,,,7.93,31.33,0.16,1.81,1.43,10.73,0.08,,,,,,,
DJ Moore,,0,WR,WR1,6000,CHI,vs GB,12,17.5,8.9,17.8,11.4,0,0,0,0,0,0,0,0,0,5.86,0.2176,5.86,3.57,43,0.22,0,0,0,0,0,0,9.19,9.19,0,0,26.99,9.19,9.19,27,0,100,,69,37,1.5,13.7,2.3,22,53,53,26,126,126,0.01,,,,,,0.37,0.45,3.53,0.01,7.71,4.72,65.69,0.3,,,,,,,
Diontae Johnson,,0,WR,WR3,4800,BAL,@ PIT,27,25.75,7.6,11.7,11.1,0,0,0,0,0,0,0,0,0,5.87,0.1871,5.87,3.46,39.84,0.28,0,0,0,0,0,0,9.12,9.12,0,0,24.32,9.12,9.12,81,0,100,,174,42,1.9,0,,34,54,54,38,127,127,,,,,,,,0.25,1.65,,8.22,4.96,55.61,0.33,,,,,,,
Kyle Pitts,,0,TE,TE1,4800,ATL,@ DEN,10,21.25,6.1,8.1,10.1,0,0,0,0,0,0,0,0,0,4.98,0.1517,4.98,3.11,44.21,0.26,0,0,0,0,0,0,9.09,9.09,0,0,21.29,9.09,9.09,35,0,100,,157,34,1.9,1.9,0.4,8,16,16,38,128,128,,,,,,,,0.02,-0.07,,5.69,3.39,46.93,0.17,,,,,,,
Elijah Moore,,0,WR,WR3,4300,CLE,@ NO,23,22.5,6.5,8.4,6.4,0,0,0,0,0,0,0,0,0,6.49,0.1649,6.49,3.89,40.67,0.15,0,0,0,0,0,0,8.86,8.86,0,0,21.86,8.86,8.86,15,0,100,,45,23,2.1,18.6,4.3,39,55,55,43,129,129,,,,,,,,0.38,1.4,0.02,5.96,3.44,37.46,0.16,,,,,,,
Keenan Allen,,0,WR,WR2,5200,CHI,vs GB,12,17.5,9.9,22.7,8.9,0,0,0,0,0,0,0,0,0,5.52,0.205,5.52,3.7,37.73,0.23,0,0,0,0,0,0,8.85,8.85,0,0,28.65,8.85,8.85,44,0,100,,105,45,1.7,8.1,1.6,30,56,56,34,130,130,0.03,0.01,0.42,,0.01,0.01,6.07,0.16,0.97,,9.75,6.73,76.9,0.42,,,,,,,
Christian Watson,,0,WR,WR3,5200,GB,@ CHI,6,23.5,8.7,11.3,7.6,0,0,0,0,0,0,0,0,0,4.78,0.1447,4.78,2.81,38.65,0.36,0,0,0,0,0,0,8.84,8.84,0,0,26.24,8.84,8.84,11,0,100,,28,20,1.7,22,4.2,30,57,57,34,131,131,,,,,,,,0.4,2.9,0.07,4.83,2.83,42.2,0.47,,,,,,,
Rashod Bateman,,0,WR,WR2,4600,BAL,@ PIT,27,25.75,5.8,5.1,10.8,0,0,0,0,0,0,0,0,0,4.65,0.1482,4.65,2.95,42.52,0.27,0,0,0,0,0,0,8.82,8.82,0,0.12,20.42,8.82,8.82,57,0,100,,130,28,1.9,5,1.1,36,58,58,40,132,132,,,,,,,,0.02,0.42,,4.6,2.88,38.79,0.19,,,,,,,
Packers,,0,DST,DST1,3500,GB,@ CHI,27,17.5,5.3,6.9,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,1.18,1.06,0,0.12,17.5,8.79,8.79,0,0.84,19.39,8.79,8.79,7,0,100,,120,20,2.5,6,1.7,4,3,3,51,133,133,,,,,,,,,,,,,,,2.46,0.83,0.52,0.1,0.01,21.91,347.24
Tyler Conklin,,0,TE,TE1,3200,NYJ,vs IND,14,23.5,5,7.2,6.4,0,0,0,0,0,0,0,0,0,5.45,0.1244,5.45,3.76,36.06,0.21,0,0,0,0,0,0,8.63,8.63,0,1.13,18.63,8.63,8.63,37,0,100,,160,24,2.7,1.7,0.5,24,17,17,54,134,134,,,,,,,,0.04,0.04,,4.35,3.01,29.31,0.11,,,,,,,
Zach Charbonnet,,0,RB,RB2,5100,SEA,@ SF,26,21.25,5.8,6.6,10.6,0,0,0,0,0,0.2559,5.27,19.76,0.22,8.72,0.0955,3.45,2.79,19.73,0.06,0,0,0,0,0,0,8.42,8.42,0,0,20.02,8.42,8.42,43,0,100,,153,28,1.7,2.5,0.5,31,36,36,35,135,135,,,,,,,,6.8,27.2,0.2,2.84,2.32,15.92,0.04,,,,,,,
Rams,,0,DST,DST1,3200,LAR,@ NE,32,19,6,5.1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.95,0.42,0.1,0.31,19,8.34,8.34,0,0,20.34,8.34,8.34,5,0,100,,99,20,2.6,9,2.8,7,4,4,54,136,136,,,,,,,,,,,,,,,2.68,0.9,0.48,0.16,0.06,21.64,339.7
Zamir White,,0,RB,RB2,4500,LV,@ MIA,18,18,5.4,6.2,4.3,0,0,0,0,0,0.5097,12.7,46.23,0.21,14.5,0.0452,1.8,1.39,9.15,0,0,0,0,0,0,0,8.19,8.19,0,0.09,18.99,8.19,8.19,53,0,100,,168,0,1.8,0.9,0.2,37,37,37,41,137,137,,,,,,,,5.84,22.42,0.06,0.87,0.68,4.13,,,,,,,,
Mike Gesicki,,0,TE,TE1,4100,CIN,@ LAC,17,23.5,6.9,4.4,9.6,0,0,0,0,0,0,0,0,0,4.99,0.1366,4.99,3.29,35.15,0.23,0,0,0,0,0,0,8.19,8.19,0,0,21.99,8.19,8.19,42,0,100,,174,7,2,0,,15,18,18,45,137,137,0.01,,,,,,0.39,,,,4.5,2.88,31.8,0.22,,,,,,,
Justin Shorter,,0,WR,WR3,3000,LV,@ MIA,20,18,,,,0,0,0,0,0,0,0,0,0,4.78,0.1201,4.78,2.88,37.31,0.24,0,0,0,0,0,0,8.05,8.05,0,0,,8.05,8.05,81,0,100,,174,0,2.7,0,,52,59,59,56,138,138,,,,,,,,,,,,,,,,,,,,,
Justice Hill,,0,RB,RB2,5200,BAL,@ PIT,10,25.75,4.8,6.9,7.8,0,0,0,0,0,0.1128,3.51,14.53,0.05,7.03,0.112,3.52,2.85,24.33,0.15,0,0,0,0,0,0,7.94,7.94,0,0.74,17.54,7.94,7.94,26,0,100,,105,0,1.5,8.1,1.6,30,38,38,34,139,139,,,,,,,,3.49,15.46,0.07,1.56,1.24,9.59,0.04,,,,,,,
Texans,,0,DST,DST1,3100,HOU,@ DAL,26,17.25,6,7.7,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,1.38,0.53,0,0,17.25,7.9,7.9,0,0,19.9,7.9,7.9,1,0,100,,39,6,2.5,19,6.1,8,5,5,55,140,140,,,,,,,,,,,,,,,2.3,0.81,0.53,0.14,0.02,23.36,356.08
Xavier Worthy,,0,WR,WR2,5600,KC,@ BUF,4,22.25,6.8,0,8.7,0,0,0,0,0,0,0,0,0,5.62,0.1513,5.62,2.54,30.1,0.39,0,0,0,0,0,0,7.89,7.89,0,0,21.49,7.89,7.89,19,0,100,,51,22,1.4,16.8,3,26,60,60,30,141,141,,,,,,,,1,4.11,0.22,4.78,2.22,27.33,0.33,,,,,,,
Brenton Strange,,0,TE,TE2,2700,JAC,@ DET,11,17,4.5,2.4,7.6,0,0,0,0,0,0,0,0,0,4.67,0.1164,4.67,3.28,31.65,0.24,0,0,0,0,0,0,7.89,7.89,0,1.14,16.89,7.89,7.89,38,0,100,,161,13,2.9,1.6,0.6,29,19,19,59,141,141,,,,,,,,,,,2.85,1.92,19.23,0.23,,,,,,,
Antonio Gibson,,0,RB,RB2,4800,NE,vs LAR,11,19,7.1,8.1,5.2,0,0,0,0,0,0.2486,7.36,29.63,0.18,9.72,0.0728,2.36,1.93,15.39,0.05,0,0,0,0,0,0,7.81,7.81,0,0,22.01,7.81,7.81,40,0,100,,148,37,1.6,3,0.6,34,39,39,38,142,142,,,,,,,,9.92,40.9,0.31,3.21,2.61,19.92,0.1,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR3,3200,DEN,vs ATL,2,23.25,4.1,4.3,4.3,0,0,0,0,0,0,0,0,0,4.83,0.1339,4.83,3.15,33.22,0.22,0,0,0,0,0,0,7.79,7.79,0,1.64,15.99,7.79,7.79,21,0,100,,59,9,2.4,15.2,4.8,50,61,61,54,143,143,,,,,,,,,,,2.34,1.54,19.66,0.17,,,,,,,
Tutu Atwell,,0,WR,WR4,4200,LAR,@ NE,22,23,5.5,7.7,8,0,0,0,0,0,0,0,0,0,5.19,0.1316,5.19,3.09,41.44,0.09,0,0,0,0,0,0,7.77,7.77,0,0,18.77,7.77,7.77,67,0,100,,147,7,1.9,3.1,0.7,40,62,62,44,144,144,0.02,,,,,,0.05,0.37,1.76,0.02,3.49,2.02,28.12,0.1,,,,,,,
Andrei Iosivas,,0,WR,WR3,4000,CIN,@ LAC,17,23.5,5.6,4.6,6.4,0,0,0,0,0,0,0,0,0,4.51,0.1235,4.51,2.25,25.56,0.48,0,0,0,0,0,0,7.69,7.69,0,0,18.89,7.69,7.69,46,0,100,,110,0,1.9,7.6,1.9,42,63,63,46,145,145,,,,,,,,,,,2.86,1.52,16.38,0.38,,,,,,,
Isaiah Likely,,0,TE,TE2,4000,BAL,@ PIT,27,25.75,7.2,7.8,8,0,0,0,0,0,0,0,0,0,3.63,0.1156,3.63,2.49,29.94,0.36,0,0,0,0,0,0,7.64,7.64,0,0,22.04,7.64,7.64,12,0,100,,89,3,1.9,10.5,2.6,16,20,20,46,146,146,,,,,,,,,,,3.72,2.5,29.31,0.31,,,,,,,
Ray-Ray McCloud,,0,WR,WR3,4200,ATL,@ DEN,10,21.25,3.9,2.4,7.9,0,0,0,0,0,0,0,0,0,5.21,0.1587,5.21,3.61,32.36,0.1,0,0,0,0,0,0,7.45,7.45,0,1.6,15.25,7.45,7.45,36,0,100,,88,0,1.8,10.6,2.5,40,64,64,44,147,147,,,,,,,,0.25,2.92,0.01,2.15,1.47,12.98,0.02,,,,,,,
Mark Andrews,,0,TE,TE1,4600,BAL,@ PIT,27,25.75,8.8,13.5,9.6,0,0,0,0,0,0,0,0,0,3.35,0.1067,3.35,2.41,29.76,0.33,0,0,0,0,0,0,7.37,7.37,0,0,24.97,7.37,7.37,24,0,100,,137,31,1.6,4.2,0.9,10,21,21,40,148,148,,,,,,,,0.05,0.08,,6.24,4.28,53.8,0.46,,,,,,,
Curtis Samuel,,0,WR,WR3,3300,BUF,vs KC,16,24.75,6.9,10,3.3,0,0,0,0,0,0,0,0,0,5,0.164,5,3.14,30.33,0.19,0,0,0,0,0,0,7.31,7.31,0,0,21.11,7.31,7.31,19,0,100,,51,27,2.2,16.8,5.1,49,65,65,53,149,149,,,,,,,,1.25,7.28,0.07,5.19,3.36,35.45,0.22,,,,,,,
Colby Parkinson,,0,TE,TE2,3600,LAR,@ NE,22,23,3.6,4.4,6.3,0,0,0,0,0,0,0,0,0,4.54,0.115,4.54,3.2,31.78,0.14,0,0,0,0,0,0,7.22,7.22,0,1.82,14.42,7.22,7.22,13,0,100,,100,22,2,8.9,2.5,20,22,22,50,150,150,,,,,,,,,,,2.76,1.95,20.22,0.1,,,,,,,
Kevin Austin Jr.,,0,WR,WR3,3000,NO,vs CLE,8,21.5,0,0,5.6,0,0,0,0,0,0,0,0,0,3.94,0.1232,3.94,2.57,35.33,0.15,0,0,0,0,0,0,7,7,0,7,7,7,7,69,0,100,,150,0,2.3,2.8,0.9,52,66,66,56,151,151,,,,,,,,,,,2,2,36,,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3000,TEN,vs MIN,21,17,4.2,6.7,4.8,0,0,0,0,0,0,0,0,0,4.12,0.1319,4.12,3.07,29.47,0.14,0,0,0,0,0,0,6.86,6.86,0,0.56,15.26,6.86,6.86,25,0,100,,140,31,2.3,3.9,1.3,26,23,23,56,152,152,,,,,,,,0.12,0.2,,3.66,2.61,28.07,0.12,,,,,,,
Tyler Allgeier,,0,RB,RB2,5300,ATL,@ DEN,3,21.25,6.1,8.1,7.4,0,0,0,0,0,0.3493,11.51,53.48,0.25,11.51,0,0,0,0,0,0,0,0,0,0,0,6.85,6.85,0,0,19.05,6.85,6.85,53,0,100,,168,30,1.3,0.9,0.2,29,40,40,33,153,153,,,,,,,,11.19,49.93,0.21,1.12,0.98,9.05,0.05,,,,,,,
Samaje Perine,,0,RB,RB2,4600,KC,@ BUF,8,22.25,6.3,7.3,5.5,0,0,0,0,0,0.1034,3.2,13.01,0.08,5.97,0.0745,2.77,2.32,20.15,0.12,0,0,0,0,0,0,6.84,6.84,0,0,19.44,6.84,6.84,41,0,100,,150,9,1.5,2.8,0.6,36,41,41,40,154,154,,,,,,,,5.38,21.73,0.1,2.29,1.93,15.78,0.08,,,,,,,
Brock Wright,,0,TE,TE1,3300,DET,vs JAC,15,30.5,2.9,3.1,3.5,0,0,0,0,0,0,0,0,0,3.63,0.0961,3.63,3,18.04,0.34,0,0,0,0,0,0,6.84,6.84,0,2.49,12.64,6.84,6.84,19,0,100,,111,0,2.1,7.5,2.3,23,24,24,53,154,154,,,,,,,,,,,1.59,1.35,8.88,0.12,,,,,,,
Nick Westbrook,,0,WR,WR2,3600,TEN,vs MIN,21,17,6.1,6.5,8.5,0,0,0,0,0,0,0,0,0,3.39,0.1084,3.39,2.11,25.57,0.35,0,0,0,0,0,0,6.77,6.77,0,0,18.97,6.77,6.77,10,0,100,,27,0,1.9,22.7,6.3,46,67,67,50,155,155,,,,,,,,,,,3.09,1.88,24.82,0.25,,,,,,,
Tre Tucker,,0,WR,WR2,4100,LV,@ MIA,20,18,6.3,5.5,7.3,0,0,0,0,0,0,0,0,0,4.61,0.1158,4.61,2.58,31.57,0.17,0,0,0,0,0,0,6.76,6.76,0,0,19.36,6.76,6.76,50,0,100,,116,0,1.6,6.5,1.6,41,68,68,45,156,156,,,,,,,,0.68,4.82,0.05,3.55,2,26.73,0.14,,,,,,,
Cedrick Wilson,,0,WR,WR2,4300,NO,vs CLE,8,21.5,6.9,6.3,4,0,0,0,0,0,0,0,0,0,3.47,0.1086,3.47,2.37,28.69,0.24,0,0,0,0,0,0,6.68,6.68,0,0,20.48,6.68,6.68,81,0,100,,174,0,1.6,0,,39,69,69,43,157,157,0.08,0.08,1.79,,0.03,0.02,10.08,0.1,0.11,,2.68,1.81,22.44,0.19,,,,,,,
Taysom Hill,,0,TE,TE2,4500,NO,vs CLE,8,21.5,7.6,9,8.5,0,0,0,0,0,0,0,0,0,3.25,0.1015,3.25,2.45,24.43,0.27,0,0,0,0,0,0,6.51,6.51,0,0,21.71,6.51,6.51,1,0,100,,1,6,1.4,46.52,10.3,11,25,25,41,158,158,3.07,1.97,24.5,0.08,0.3,0.11,45.08,4.38,23.89,0.31,1.19,0.9,8.98,0.12,,,,,,,
Cole Kmet,,0,TE,TE1,4100,CHI,vs GB,12,17.5,6.6,11.5,10.1,0,0,0,0,0,0,0,0,0,3.54,0.1314,3.54,2.65,25.41,0.22,0,0,0,0,0,0,6.51,6.51,0,0,19.71,6.51,6.51,20,0,100,,113,20,1.6,7.2,1.8,15,25,25,45,158,158,,,,,,,,0.1,0.11,,4.6,3.33,33.81,0.25,,,,,,,
Tim Patrick,,0,WR,WR3,3400,DET,vs JAC,15,30.5,6.1,0,4.2,0,0,0,0,0,0,0,0,0,3.65,0.0967,3.65,2.43,33.58,0.12,0,0,0,0,0,0,6.51,6.51,0,0,18.71,6.51,6.51,55,0,100,,125,27,1.9,5.6,1.6,48,70,70,52,158,158,,,,,,,,0.05,0.31,,4.56,2.82,39.75,0.22,,,,,,,
Gus Edwards,,0,RB,RB2,4400,LAC,vs CIN,16,24.5,6.3,11.1,3.6,0,0,0,0,0,0.3331,9.94,45.69,0.32,9.94,0,0,0,0,0,0,0,0,0,0,0,6.49,6.49,0,0,19.09,6.49,6.49,42,0,100,,151,21,1.5,2.7,0.6,38,42,42,42,159,159,,,,,,,,10,47.77,0.35,0.53,0.41,5.01,,,,,,,,
Jordan Akins,,0,TE,TE2,2900,CLE,@ NO,23,22.5,4.5,2.2,5.3,0,0,0,0,0,0,0,0,0,3.75,0.0952,3.75,2.65,30.02,0.14,0,0,0,0,0,0,6.49,6.49,0,0,15.49,6.49,6.49,31,0,100,,149,8,2.2,2.9,1,27,26,26,57,159,159,,,,,,,,0.02,0.08,,2.94,2.06,22.88,0.1,,,,,,,
Bears,,0,DST,DST1,2400,CHI,vs GB,10,23.5,6.1,7.1,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0.76,0.76,0,0.19,23.5,6.47,6.47,0,0,18.67,6.47,6.47,8,0,100,,139,9,2.7,4,1.7,15,6,6,62,160,160,,,,,,,,,,,,,,,2.24,0.79,0.51,0.16,0.03,21.67,335.13
Jordan Mason,,0,RB,RB2,5900,SF,vs SEA,22,27.25,7,2.8,12.6,0,0,0,0,0,0.3004,9.41,48.94,0.26,9.41,0,0,0,0,0,0,0,0,0,0,0,6.45,6.45,0,0,20.45,6.45,6.45,50,0,100,,164,0,1.1,1.3,0.2,23,43,43,27,161,161,,,,,,,,6.61,34.97,0.21,0.48,0.39,3.55,,,,,,,,
Bills,,0,DST,DST1,2700,BUF,vs KC,12,22.25,6,9.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.95,0.69,0,0.17,22.25,6.45,6.45,0,0,18.45,6.45,6.45,7,0,100,,120,22,2.4,6,2.2,12,7,7,59,161,161,,,,,,,,,,,,,,,2.37,0.99,0.58,0.14,0.03,20.08,327.08
