,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Wan'Dale Robinson,,0,WR,WR1,5600,NYG,@ SEA,28,17.75,5.8,8.9,13.2,0,0,0,0,0,0,0,0,0,10.91,0.3444,10.91,7.89,67.08,0.24,0,0,0,0,0,0,16.04,16.04,0,7.34,27.64,16.04,16.04,17,0,100,,50,40,2.9,16,2.9,25,20,20,27,58,58,,,,,,,,0.48,4,0.04,5.88,4.36,37.84,0.12,,,,,,,
Caleb Williams,,0,QB,QB1,5800,CHI,vs CAR,13,22,6.2,0,12.8,1,31.34,214.3,1.09,0.83,0.1912,6.95,30.8,0.13,6.95,0,0,0,0,0,0,0,0,0,0,0,15.96,15.96,0,6.66,28.36,15.96,15.96,5,0,100,,13,52,2.8,26.56,4.6,15,24,24,25,59,59,35.25,21.75,196.75,1,4,0.75,73.53,4,19.75,,,,,,,,,,,,
Matthew Stafford,,0,QB,QB1,5500,LAR,vs GB,31,26,7,17.9,11.5,1,34.81,259.59,1.53,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.81,15.81,0,5.31,29.81,15.81,15.81,22,0,100,,68,62,2.9,13.4,2.4,18,25,25,28,60,60,35.16,23.08,265.04,0.72,2.46,1.7,96.97,1.9,6.3,0.03,0.01,0.01,-0.04,,,,,,,,
Tyler Lockett,,0,WR,WR3,5200,SEA,vs NYG,24,24.75,9.5,11.9,9.5,0,0,0,0,0,0,0,0,0,8.26,0.2273,8.26,5.74,71.76,0.47,0,0,0,0,0,0,15.74,15.74,0,1.49,34.74,15.74,15.74,34,0,100,,84,27,3,11.5,2.2,29,21,21,31,61,61,,,,,,,,0.26,1.74,0.01,6.04,4.26,55.93,0.4,,,,,,,
Brandon Aiyuk,,0,WR,WR2,6300,SF,vs ARI,1,28,7.8,17,7.4,0,0,0,0,0,0,0,0,0,7.8,0.2355,7.8,5.13,79.37,0.43,0,0,0,0,0,0,15.65,15.65,0,3.95,31.25,15.65,15.65,9,0,100,,15,43,2.5,25.7,4.1,18,22,22,20,62,62,,,,,,,,0.2,1.77,0.03,6.44,4.27,62.09,0.38,,,,,,,
Rachaad White,,0,RB,RB1,5900,TB,@ ATL,23,20.75,6.8,16.2,9.7,0,0,0,0,0,0.5386,15.03,53.41,0.23,19.85,0.1357,4.82,4.28,34.32,0.18,0,0,0,0,0,0,15.51,15.51,0,5.31,29.11,15.51,15.51,31,0,100,,100,45,2.6,9.6,1.6,20,15,15,24,63,63,,,,,,,,11.95,42.86,0.19,3.89,3.46,26.27,0.14,,,,,,,
Tee Higgins,,0,WR,WR2,6000,CIN,vs BAL,3,25.5,9.4,12,9.5,0,0,0,0,0,0,0,0,0,8.51,0.2221,8.51,5.37,75.95,0.42,0,0,0,0,0,0,15.49,15.49,0,1.39,34.29,15.49,15.49,6,0,100,,10,35,2.6,29.3,4.9,21,23,23,23,64,64,,,,,,,,0.09,0.49,,7.35,4.67,66.37,0.42,,,,,,,
Rhamondre Stevenson,,0,RB,RB2,6000,NE,vs MIA,17,19.5,8.1,12.2,13,0,0,0,0,0,0.6133,17.07,76.02,0.49,21.07,0.1187,4,2.98,16.61,0.02,0,0,0,0,0,0,15.3,15.3,0,3.15,31.5,15.3,15.3,6,0,100,,36,37,2.6,19.2,3.2,19,16,16,23,65,65,,,,,,,,12.53,56.24,0.36,3.8,2.89,18.13,0.02,,,,,,,
David Njoku,,0,TE,TE1,5000,CLE,@ WAS,32,20.25,6.7,13.1,8.4,0,0,0,0,0,0,0,0,0,8.54,0.2106,8.54,5.56,64.84,0.54,0,0,0,0,0,0,15.28,15.28,0,5.23,28.68,15.28,15.28,37,0,100,,157,21,3.1,2.4,0.5,7,5,5,33,66,66,,,,,,,,0.04,-0.07,,4.92,3.2,36.35,0.27,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4700,DAL,@ PIT,2,20.75,9,10.3,5.9,0,0,0,0,0,0.5356,12.59,51.97,0.39,17.8,0.1554,5.21,3.98,28.31,0.15,0,0,0,0,0,0,15.25,15.25,0,1.75,33.25,15.25,15.25,54,0,100,,164,47,3.2,1.7,0.4,32,17,17,36,67,67,0.02,0.01,0.03,0.01,,,-2.63,16.76,72.33,0.57,3.81,2.9,21.41,0.11,,,,,,,
Kenneth Walker III,,0,RB,RB1,6800,SEA,vs NYG,12,24.75,8.6,13.5,27.7,0,0,0,0,0,0.53,14.19,64.64,0.69,17.22,0.0833,3.03,2.35,17.37,0.05,0,0,0,0,0,0,14.99,14.99,0,2.09,32.19,14.99,14.99,15,0,100,,60,43,2.2,14.6,2.1,11,18,18,15,68,68,,,,,,,,15.06,67.48,0.68,2.42,1.87,14,0.03,,,,,,,
Jordan Mason,,0,RB,RB1,7400,SF,vs ARI,20,28,7.4,2.8,20.9,0,0,0,0,0,0.6228,20.47,103.59,0.77,20.47,0,0,0,0,0,0,0,0,0,0,0,14.98,14.98,0,3.88,29.78,14.98,14.98,29,0,100,,97,0,2,9.8,1.3,5,19,19,9,69,69,,,,,,,,6.21,32.54,0.25,0.39,0.32,3.14,,,,,,,,
Pat Freiermuth,,0,TE,TE1,4200,PIT,vs DAL,9,23.25,5.1,7.3,9.7,0,0,0,0,0,0,0,0,0,9,0.2578,9,6.56,60.03,0.36,0,0,0,0,0,0,14.72,14.72,0,7.07,24.92,14.72,14.72,17,0,100,,94,44,3.5,10.2,2.4,13,6,6,41,70,70,,,,,,,,,,,5.3,3.74,36.8,0.26,,,,,,,
Jacoby Brissett,,0,QB,QB1,4900,NE,vs MIA,11,19.5,8.1,11.4,7.9,1,33.73,220.94,1.13,0.44,0.0902,2.51,10,0.13,2.51,0,0,0,0,0,0,0,0,0,0,0,14.7,14.7,0,2.55,30.9,14.7,14.7,26,0,100,,115,22,3,7.4,1.5,24,26,26,34,71,71,21.53,13.19,140.63,0.3,1.82,0.67,69.84,3.06,12.1,0.19,0.01,0.01,0.03,,,,,,,,
Christian Kirk,,0,WR,WR1,5700,JAC,vs IND,14,24.25,7.7,13.2,10,0,0,0,0,0,0,0,0,0,9.04,0.25,9.04,5.8,68.07,0.33,0,0,0,0,0,0,14.59,14.59,0,3.04,29.99,14.59,14.59,28,0,100,,73,38,2.6,12.8,2.2,24,24,24,26,72,72,0.04,0.02,0.36,,,,2.72,0.25,1.79,,6.8,4.43,55.8,0.33,,,,,,,
Jordan Addison,,0,WR,WR2,5300,MIN,vs NYJ,25,22.25,9.1,13.4,14.7,0,0,0,0,0,0,0,0,0,7.36,0.186,7.36,4.79,61.11,0.59,0,0,0,0,0,0,14.44,14.44,0,0.79,32.64,14.44,14.44,47,0,100,,121,33,2.7,6.6,1.2,28,25,25,30,73,73,,,,,,,,0.11,0.47,0.05,6.11,4,53.58,0.58,,,,,,,
Tyler Huntley,,0,QB,QB1,5600,MIA,@ NE,15,17.5,8.3,4.3,12.8,1,28.42,197.52,1.11,0.38,0.1641,3.58,16.02,0.14,3.58,0,0,0,0,0,0,0,0,0,0,0,14.4,14.4,0,1.95,31,14.4,14.4,25,0,100,,114,6,2.6,7.46,1.3,17,27,27,27,74,74,17.33,11.19,97.76,0.33,1.48,0.38,84.28,5.86,26.14,0.19,,,,,,,,,,,
Darius Slayton,,0,WR,WR2,3900,NYG,@ SEA,28,17.75,7.6,9.1,5.6,0,0,0,0,0,0,0,0,0,7.92,0.25,7.92,4.75,68.71,0.45,0,0,0,0,0,0,14.32,14.32,0,2.92,29.52,14.32,14.32,7,0,100,,11,16,3.7,29.2,7.5,42,26,26,44,75,75,,,,,,,,0.04,-0.18,,5.23,2.99,44.75,0.25,,,,,,,
Tyreek Hill,,0,WR,WR1,7600,MIA,@ NE,22,17.5,11.7,25.1,12.7,0,0,0,0,0,0,0,0,0,8.15,0.2869,8.15,5.45,62.71,0.43,0,0,0,0,0,0,14.3,14.3,0,0,37.7,14.3,14.3,27,0,100,,72,39,1.9,12.9,1.7,6,27,27,7,76,76,0.01,,,0.01,,,,0.87,6.32,0.05,8.43,5.73,80.32,0.59,,,,,,,
Jerome Ford,,0,RB,RB1,5800,CLE,@ WAS,30,20.25,6.9,12.8,12.9,0,0,0,0,0,0.4249,13.59,56.35,0.27,17.91,0.1065,4.32,3.27,21.88,0.26,0,0,0,0,0,0,14.27,14.27,0,3.92,28.07,14.27,14.27,35,0,100,,113,42,2.5,7.9,1.4,21,20,20,25,77,77,,,,,,,,10.91,44.7,0.22,3.61,2.65,17.57,0.22,,,,,,,
Javonte Williams,,0,RB,RB1,5200,DEN,vs LV,21,19.5,6.1,11.3,8,0,0,0,0,0,0.5488,15.64,57.13,0.25,20.65,0.1583,5.01,4.12,22.67,0.11,0,0,0,0,0,0,14.26,14.26,0,5.11,26.46,14.26,14.26,13,0,100,,49,46,2.7,16.1,3.1,27,21,21,31,78,78,,,,,,,,12.37,49.02,0.17,3.59,2.88,17.07,0.12,,,,,,,
Rashid Shaheed,,0,WR,WR2,5600,NO,@ KC,16,18.75,6.8,10.2,13.5,0,0,0,0,0,0,0,0,0,6.79,0.1759,6.79,4.39,68.29,0.47,0,0,0,0,0,0,14.04,14.04,0,3.84,27.64,14.04,14.04,15,0,100,,37,34,2.5,18.6,3.3,25,28,28,27,79,79,,,,,,,,0.53,4.03,0.03,4.47,2.97,48.63,0.3,,,,,,,
Marvin Harrison Jr,,0,WR,WR1,7500,ARI,@ SF,29,21,10.8,0,16.6,0,0,0,0,0,0,0,0,0,7.19,0.2145,7.19,4.09,56.95,0.66,0,0,0,0,0,0,13.75,13.75,0,0,35.35,13.75,13.75,52,0,100,,128,35,1.8,5.6,0.7,7,29,29,8,80,80,,,,,,,,,,,7,3.75,60.75,1,,,,,,,
Brian Robinson,,0,RB,RB1,6600,WAS,vs CLE,18,23.25,6.9,13.5,17.4,0,0,0,0,0,0.4041,9.18,39.38,0.24,13.55,0.1086,4.37,3.54,31.93,0.27,0,0,0,0,0,0,13.73,13.73,0,3.38,27.53,13.73,13.73,19,0,100,,65,45,2.1,13.8,2.1,13,22,22,17,81,81,,,,,,,,14.48,59.26,0.32,2.13,1.71,15.97,0.16,,,,,,,
Garrett Wilson,,0,WR,WR1,6700,NYJ,@ MIN,21,19.75,7.2,13,11.2,0,0,0,0,0,0,0,0,0,9.83,0.2613,9.83,5.58,64.94,0.26,0,0,0,0,0,0,13.63,13.63,0,2.83,28.03,13.63,13.63,4,0,100,,7,44,2,32.1,4.8,14,30,30,16,82,82,0.05,,,,,,0.06,0.24,0.24,,9.18,5.21,61.47,0.21,,,,,,,
Xavier Worthy,,0,WR,WR1,6200,KC,vs NO,23,24.25,7.2,0,11.6,0,0,0,0,0,0,0,0,0,6.58,0.1722,6.58,3.95,58.42,0.64,0,0,0,0,0,0,13.63,13.63,0,2.83,28.03,13.63,13.63,32,0,100,,81,38,2.2,11.8,1.9,19,30,30,21,82,82,,,,,,,,1.25,9.75,0.25,3.75,2.25,38.5,0.5,,,,,,,
Dontayvion Wicks,,0,WR,WR2,5000,GB,@ LAR,18,23,7.2,8.1,9.1,0,0,0,0,0,0,0,0,0,6.87,0.1915,6.87,3.95,52.43,0.73,0,0,0,0,0,0,13.57,13.57,0,2.77,27.97,13.57,13.57,61,0,100,,143,13,2.7,4,0.8,31,31,31,33,83,83,0.05,0.05,0.74,,,,7.57,0.05,0.05,,4.21,2.47,36.05,0.37,,,,,,,
Alexander Mattison,,0,RB,RB1,5200,LV,@ DEN,9,16.5,6.7,8.4,10.4,0,0,0,0,0,0.6838,14.43,60.1,0.38,17.42,0.0815,2.99,2.28,18.18,0.17,0,0,0,0,0,0,13.41,13.41,0,3.36,26.81,13.41,13.41,28,0,100,,95,3,2.6,10.1,1.9,27,23,23,31,84,84,,,,,,,,7.49,30.62,0.16,1.73,1.33,9.98,0.09,,,,,,,
Brian Thomas Jr,,0,WR,WR2,5900,JAC,vs IND,14,24.25,4.6,0,14.4,0,0,0,0,0,0,0,0,0,7.42,0.2051,7.42,4.66,63.63,0.38,0,0,0,0,0,0,13.3,13.3,0,6.4,22.5,13.3,13.3,8,0,100,,14,68,2.3,26.2,4.4,22,32,32,24,85,85,,,,,,,,0.25,3.25,,6.5,4.25,68.75,0.5,,,,,,,
Josh Downs,,0,WR,WR2,5100,IND,@ JAC,15,20.75,6.2,9.4,13.7,0,0,0,0,0,0,0,0,0,8.22,0.2005,8.22,6.01,60.46,0.2,0,0,0,0,0,0,13.26,13.26,0,3.96,25.66,13.26,13.26,18,0,100,,52,37,2.6,15.9,3.1,30,33,33,32,86,86,,,,,,,,,,,5.89,4.16,46.05,0.16,,,,,,,
Xavier Legette,,0,WR,WR2,5100,CAR,@ CHI,6,18,6,0,11.1,0,0,0,0,0,0,0,0,0,7.69,0.2064,7.69,4.62,60.74,0.42,0,0,0,0,0,0,13.21,13.21,0,4.21,25.21,13.21,13.21,71,0,100,,162,46,2.6,1.8,0.4,30,34,34,32,87,87,,,,,,,,0.67,3.33,,6.67,4,47.67,0.33,,,,,,,
Zack Moss,,0,RB,RB1,6000,CIN,vs BAL,7,25.5,7.4,12.5,14.6,0,0,0,0,0,0.4954,11.79,48.45,0.34,15.6,0.0995,3.81,2.86,19.77,0.17,0,0,0,0,0,0,12.74,12.74,0,1.64,27.54,12.74,12.74,34,0,100,,110,18,2.1,8.2,1.4,19,24,24,23,88,88,,,,,,,,9.33,39.7,0.28,2.02,1.53,10.86,0.09,,,,,,,
Trey McBride,,0,TE,TE1,5900,ARI,@ SF,29,21,7.1,11,8.7,0,0,0,0,0,0,0,0,0,8,0.2387,8,5.93,55.08,0.21,0,0,0,0,0,0,12.7,12.7,0,2.05,26.9,12.7,12.7,13,0,100,,86,25,2.2,11.3,1.9,1,7,7,24,89,89,,,,,,,,,,,5.72,4.28,41.79,0.14,,,,,,,
Courtland Sutton,,0,WR,WR1,5500,DEN,vs LV,19,19.5,6.6,12.1,10.1,0,0,0,0,0,0,0,0,0,8.18,0.2585,8.18,4.49,60.68,0.31,0,0,0,0,0,0,12.42,12.42,0,2.52,25.62,12.42,12.42,54,0,100,,132,39,2.3,5.2,0.9,26,35,35,28,90,90,0.02,0.02,0.63,,,,4.22,0.06,0.24,,6.43,3.69,52.19,0.29,,,,,,,
Tre Tucker,,0,WR,WR2,4100,LV,@ DEN,10,16.5,6.9,5.5,11.4,0,0,0,0,0,0,0,0,0,6.2,0.1689,6.2,4.3,57.79,0.37,0,0,0,0,0,0,12.3,12.3,0,1.95,26.1,12.3,12.3,58,0,100,,138,0,3,4.6,1.1,40,36,36,42,91,91,,,,,,,,0.65,4.71,0.06,3.18,2.06,29.59,0.18,,,,,,,
Keenan Allen,,0,WR,WR2,5800,CHI,vs CAR,5,22,9.9,22.7,5.9,0,0,0,0,0,0,0,0,0,7.56,0.2413,7.56,5.18,54.3,0.28,0,0,0,0,0,0,12.29,12.29,0,0,32.09,12.29,12.29,48,0,100,,122,46,2.1,6.3,1.1,23,37,37,25,92,92,0.04,0.01,0.44,,0.01,0.01,6.34,0.16,1.02,,9.88,6.86,78.62,0.42,,,,,,,
Jake Ferguson,,0,TE,TE1,4800,DAL,@ PIT,27,20.75,5.6,10.4,10.6,0,0,0,0,0,0,0,0,0,7.28,0.217,7.28,5.19,54.06,0.28,0,0,0,0,0,0,12.28,12.28,0,3.88,23.48,12.28,12.28,8,0,100,,71,33,2.6,13,2.7,8,8,8,35,93,93,,,,,,,,,,,4.74,3.42,35.29,0.23,,,,,,,
Demarcus Robinson,,0,WR,WR3,4800,LAR,vs GB,12,26,5.9,11.1,6.3,0,0,0,0,0,0,0,0,0,6.82,0.196,6.82,4.27,54.27,0.42,0,0,0,0,0,0,12.22,12.22,0,3.37,24.02,12.22,12.22,32,0,100,,81,9,2.5,11.8,2.5,33,38,38,35,94,94,,,,,,,,0.01,0.23,,3.73,2.37,27.89,0.21,,,,,,,
Tyrone Tracy Jr,,0,RB,RB1,4300,NYG,@ SEA,31,17.75,2.1,0,2.7,0,0,0,0,0,0.6167,15.23,48.65,0.21,19.42,0.1323,4.19,2.96,25.62,0.07,0,0,0,0,0,0,12.07,12.07,0,8.92,16.27,12.07,12.07,10,0,100,,44,22,2.8,17,4,36,25,25,40,95,95,,,,,,,,3,7.25,,1.5,1,10.25,,,,,,,,
Gabriel Davis,,0,WR,WR3,4500,JAC,vs IND,14,24.25,8,10.7,5.3,0,0,0,0,0,0,0,0,0,7.28,0.2014,7.28,3.73,57.72,0.42,0,0,0,0,0,0,12.02,12.02,0,0.02,28.02,12.02,12.02,50,0,100,,126,17,2.7,5.8,1.3,36,39,39,38,96,96,,,,,,,,0.03,-0.03,,4.83,2.61,43.2,0.41,,,,,,,
Zay Flowers,,0,WR,WR1,6400,BAL,@ CIN,7,23,7,13.1,10.1,0,0,0,0,0,0,0,0,0,6.88,0.2321,6.88,4.66,49.67,0.39,0,0,0,0,0,0,11.97,11.97,0,1.47,25.97,11.97,11.97,13,0,100,,28,44,1.9,22,3.4,17,40,40,19,97,97,,,,,,,,0.55,3.65,0.05,6.75,4.7,50.8,0.3,,,,,,,
De'Von Achane,,0,RB,RB1,7200,MIA,@ NE,3,17.5,13.9,18.5,16.8,0,0,0,0,0,0.3672,8,39.12,0.34,11.71,0.1304,3.71,2.99,20.78,0.15,0,0,0,0,0,0,11.92,11.92,0,0,39.72,11.92,11.92,50,0,100,,154,23,1.7,2.7,0.4,7,26,26,11,98,98,,,,,0.07,,,10.4,64.33,0.6,3.93,3.13,25.6,0.27,,,,,,,
Jerry Jeudy,,0,WR,WR2,5200,CLE,@ WAS,32,20.25,7,8.9,11.4,0,0,0,0,0,0,0,0,0,7.09,0.1749,7.09,4.14,59.74,0.27,0,0,0,0,0,0,11.73,11.73,0,1.23,25.73,11.73,11.73,66,0,100,,155,34,2.3,2.6,0.5,29,41,41,31,99,99,,,,,,,,0.1,0.7,,6.33,3.75,53.28,0.2,,,,,,,
Zach Charbonnet,,0,RB,RB2,6400,SEA,vs NYG,12,24.75,6.2,6.6,16.5,0,0,0,0,0,0.3523,9.43,37.7,0.34,12.96,0.0971,3.53,3.02,21.45,0.09,0,0,0,0,0,0,11.52,11.52,0,2.22,23.92,11.52,11.52,41,0,100,,124,28,1.8,6,0.9,15,27,27,19,100,100,,,,,,,,7.5,30.9,0.2,2.85,2.4,16.2,0.05,,,,,,,
Darnell Mooney,,0,WR,WR2,4800,ATL,vs TB,30,23.25,6.5,5.6,10.9,0,0,0,0,0,0,0,0,0,7.17,0.1884,7.17,4.14,54.4,0.3,0,0,0,0,0,0,11.38,11.38,0,1.63,24.38,11.38,11.38,3,0,100,,6,34,2.4,34.5,7.2,33,42,42,35,101,101,,,,,,,,0.21,0.95,0.02,6.18,3.68,45.45,0.19,,,,,,,
DJ Moore,,0,WR,WR1,6600,CHI,vs CAR,5,22,8.9,17.8,11.9,0,0,0,0,0,0,0,0,0,7.09,0.2262,7.09,4.4,54.77,0.24,0,0,0,0,0,0,11.32,11.32,0,0,29.12,11.32,11.32,5,0,100,,9,37,1.7,30.5,4.6,15,43,43,17,102,102,0.01,,,,,,0.39,0.45,3.6,0.01,7.77,4.77,66.87,0.3,,,,,,,
Keon Coleman,,0,WR,WR1,4700,BUF,@ HOU,13,23.25,3.9,0,6.7,0,0,0,0,0,0,0,0,0,5.58,0.1442,5.58,3.71,52.3,0.39,0,0,0,0,0,0,11.28,11.28,0,5.43,19.08,11.28,11.28,31,0,100,,80,42,2.4,11.9,2.5,34,44,44,36,103,103,,,,,,,,,,,2.75,2,31.5,0.25,,,,,,,
Kyle Pitts,,0,TE,TE1,4500,ATL,vs TB,30,23.25,5.9,8.1,6.1,0,0,0,0,0,0,0,0,0,6.73,0.1767,6.73,3.83,53.32,0.35,0,0,0,0,0,0,11.26,11.26,0,2.41,23.06,11.26,11.26,6,0,100,,53,33,2.5,15.8,3.5,10,9,9,38,104,104,,,,,,,,0.02,-0.08,,5.69,3.27,44.88,0.15,,,,,,,
Zach Ertz,,0,TE,TE1,3800,WAS,vs CLE,8,23.25,8.3,7.4,8,0,0,0,0,0,0,0,0,0,6.88,0.1711,6.88,4.83,49.55,0.24,0,0,0,0,0,0,11.23,11.23,0,0,27.83,11.23,11.23,34,0,100,,151,34,3,3,0.8,17,10,10,45,105,105,,,,,,,,0.01,0.03,,7.53,5.12,52.35,0.31,,,,,,,
Curtis Samuel,,0,WR,WR3,4200,BUF,@ HOU,13,23.25,6.8,10,3.4,0,0,0,0,0,0,0,0,0,7.15,0.1846,7.15,4.69,46.33,0.3,0,0,0,0,0,0,11.12,11.12,0,0.92,24.72,11.12,11.12,77,0,100,,172,31,2.6,0.9,0.2,39,45,45,41,106,106,,,,,,,,1.31,7.68,0.07,5.28,3.46,36.5,0.23,,,,,,,
Hunter Henry,,0,TE,TE1,3900,NE,vs MIA,20,19.5,6.2,9.2,7.9,0,0,0,0,0,0,0,0,0,5.88,0.1743,5.88,4.03,45.19,0.41,0,0,0,0,0,0,11.01,11.01,0,1.71,23.41,11.01,11.01,26,0,100,,132,37,2.8,5.2,1.3,16,11,11,44,107,107,,,,,,,,,,,5.01,3.43,40.05,0.38,,,,,,,
Alec Pierce,,0,WR,WR3,4900,IND,@ JAC,15,20.75,6.2,5.8,12.1,0,0,0,0,0,0,0,0,0,6,0.1464,6,3.16,55.01,0.36,0,0,0,0,0,0,10.82,10.82,0,1.52,23.22,10.82,10.82,10,0,100,,16,11,2.2,25.4,5.2,32,46,46,34,108,108,,,,,,,,,,,4.22,2.24,36.24,0.16,,,,,,,
Jauan Jennings,,0,WR,WR3,5600,SF,vs ARI,1,28,8.3,4.3,19.6,0,0,0,0,0,0,0,0,0,4.92,0.1484,4.92,3.31,50.02,0.41,0,0,0,0,0,0,10.77,10.77,0,0,27.37,10.77,10.77,67,0,100,,158,0,1.9,2.3,0.4,25,47,47,27,109,109,,,,,,,,,,,3.44,2.2,29.49,0.22,,,,,,,
Dalton Schultz,,0,TE,TE1,4100,HOU,vs BUF,4,24.25,6.9,10.3,4.5,0,0,0,0,0,0,0,0,0,6.63,0.1557,6.63,4.56,44.57,0.27,0,0,0,0,0,0,10.64,10.64,0,0.29,24.44,10.64,10.64,23,0,100,,115,22,2.6,7.4,1.8,14,12,12,42,110,110,,,,,,,,,,,5.19,3.59,36.4,0.28,,,,,,,
Antonio Gibson,,0,RB,RB1,5100,NE,vs MIA,17,19.5,7,8.1,7.7,0,0,0,0,0,0.2965,8.25,35.59,0.22,11.78,0.1046,3.53,2.87,22.31,0.09,0,0,0,0,0,0,10.52,10.52,0,0.02,24.52,10.52,10.52,39,0,100,,121,41,2.1,6.6,1.3,28,28,28,32,111,111,,,,,,,,10.32,43.05,0.34,3.4,2.75,21,0.11,,,,,,,
Jalen Nailor,,0,WR,WR4,4700,MIN,vs NYJ,25,22.25,5.8,2,9.7,0,0,0,0,0,0,0,0,0,4.09,0.1034,4.09,2.71,41.01,0.61,0,0,0,0,0,0,10.47,10.47,0,1.77,22.07,10.47,10.47,80,0,100,,180,11,2.2,0,,34,48,48,36,112,112,,,,,,,,0.17,0.25,,2.5,1.67,28.75,0.33,,,,,,,
Tutu Atwell,,0,WR,WR2,4900,LAR,vs GB,12,26,5.6,7.7,11.1,0,0,0,0,0,0,0,0,0,6.3,0.1809,6.3,3.73,58.25,0.14,0,0,0,0,0,0,10.4,10.4,0,2,21.6,10.4,10.4,30,0,100,,76,5,2.1,12.5,2.6,32,49,49,34,113,113,0.03,,,,,,0.06,0.39,1.81,0.03,3.28,1.89,27.89,0.11,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR2,5800,SEA,vs NYG,24,24.75,5.5,8.8,12.7,0,0,0,0,0,0,0,0,0,6.78,0.1864,6.78,4.85,44.56,0.18,0,0,0,0,0,0,10.39,10.39,0,2.14,21.39,10.39,10.39,26,0,100,,70,42,1.8,13.1,2.3,23,50,50,25,114,114,,,,,,,,,,,6,4.19,40.67,0.19,,,,,,,
Jaylen Waddle,,0,WR,WR2,5700,MIA,@ NE,22,17.5,8.7,14.8,10.5,0,0,0,0,0,0,0,0,0,5.97,0.2101,5.97,4.29,48.34,0.18,0,0,0,0,0,0,10.2,10.2,0,0,27.6,10.2,10.2,40,0,100,,107,43,1.8,8.6,1.5,24,51,51,26,115,115,,,,,,,,0.2,0.94,0.02,7.47,5.25,70.53,0.35,,,,,,,
Chase Brown,,0,RB,RB2,5600,CIN,vs BAL,7,25.5,6.5,4.5,10.1,0,0,0,0,0,0.2969,7.07,35.94,0.22,9.96,0.0754,2.89,2.45,21.36,0.1,0,0,0,0,0,0,10.1,10.1,0,0.35,23.1,10.1,10.1,12,0,100,,47,0,1.8,16.4,2.9,23,29,29,27,116,116,,,,,,,,4.56,22.69,0.13,1.5,1.31,11.69,0.06,,,,,,,
Samaje Perine,,0,RB,RB2,5200,KC,vs NO,8,24.25,6.4,7.3,4.4,0,0,0,0,0,0.1501,3.87,15.68,0.11,8.67,0.1257,4.8,4.04,30.43,0.12,0,0,0,0,0,0,10.03,10.03,0,0.43,22.83,10.03,10.03,48,0,100,,148,7,1.9,3.4,0.7,27,30,30,31,117,117,,,,,,,,5.68,22.88,0.11,2.28,1.93,15.05,0.07,,,,,,,
Bears,,0,DST,DST1,3600,CHI,vs CAR,31,18,6.1,7.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,1.56,0.56,0,0.33,18,9.78,9.78,0,0.63,21.98,9.78,9.78,3,0,100,,64,8,2.7,14,3.9,2,1,1,47,118,118,,,,,,,,,,,,,,,2.23,0.79,0.5,0.17,0.03,21.79,334.78
Jordan Whittington,,0,WR,WR1,4600,LAR,vs GB,12,26,4.4,0,5.5,0,0,0,0,0,0,0,0,0,5.69,0.1634,5.69,4.12,47.22,0.15,0,0,0,0,0,0,9.74,9.74,0,3.14,18.54,9.74,9.74,18,0,100,,52,20,2.1,15.9,3.5,35,52,52,37,119,119,,,,,,,,,,,3.25,2.75,28,,,,,,,,
Tucker Kraft,,0,TE,TE1,3500,GB,@ LAR,18,23,5.3,5.6,8,0,0,0,0,0,0,0,0,0,5.09,0.1418,5.09,3.82,41.35,0.26,0,0,0,0,0,0,9.52,9.52,0,1.57,20.12,9.52,9.52,1,0,100,,19,13,2.7,24.8,7.1,20,13,13,48,120,120,,,,,,,,,,,3.17,2.39,26.94,0.17,,,,,,,
Andrei Iosivas,,0,WR,WR3,4000,CIN,vs BAL,3,25.5,6.2,4.6,10.1,0,0,0,0,0,0,0,0,0,4.8,0.1253,4.8,2.91,25.26,0.67,0,0,0,0,0,0,9.46,9.46,0,0.16,21.86,9.46,9.46,56,0,100,,135,0,2.4,4.9,1.2,41,53,53,43,121,121,,,,,,,,,,,2.87,1.73,15.33,0.47,,,,,,,
Bucky Irving,,0,RB,RB2,5400,TB,@ ATL,23,20.75,4,0,8.9,0,0,0,0,0,0.3525,9.84,48.08,0.28,12.06,0.0624,2.22,1.66,10.88,0.03,0,0,0,0,0,0,9.42,9.42,0,3.42,17.42,9.42,9.42,39,0,100,,121,55,1.7,6.6,1.2,25,31,31,29,122,122,,,,,,,,8.75,50.75,0.25,2,1.5,8.5,,,,,,,,
Juwan Johnson,,0,TE,TE2,3200,NO,@ KC,16,18.75,6.2,7.5,7,0,0,0,0,0,0,0,0,0,5.04,0.1305,5.04,3.21,33.87,0.47,0,0,0,0,0,0,9.42,9.42,0,0.12,21.82,9.42,9.42,22,0,100,,111,3,2.9,8.1,2.5,23,14,14,51,122,122,,,,,,,,,,,3.35,2.08,23.19,0.33,,,,,,,
