,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Brenton Strange,,0,TE,TE2,2700,JAC,@ PHI,26,19.25,4.7,2.4,8.2,0,0,0,0,0,0,0,0,0,5.76,0.1367,5.76,4.16,38.16,0.39,0,0,0,0,0,0,10.32,10.32,0,3.27,19.72,10.32,10.32,43,0,100,,172,11,3.8,0,,31,16,16,60,122,122,,,,,,,,,,,2.83,1.92,18.75,0.25,,,,,,,
Zay Flowers,,0,WR,WR1,7000,BAL,vs DEN,10,27.75,7.5,13.1,14.2,0,0,0,0,0,0,0,0,0,5.45,0.1688,5.45,3.75,51.79,0.22,0,0,0,0,0,0,10.25,10.25,0,0,25.25,10.25,10.25,2,0,100,,3,44,1.5,32.7,4.7,12,46,46,17,123,123,,,,,,,,0.58,4.29,0.04,7.04,4.92,57.71,0.25,,,,,,,
T.J. Hockenson,,0,TE,TE1,5200,MIN,vs IND,14,26.5,8.2,14.9,0,0,0,0,0,0,0,0,0,0,6.31,0.1741,6.31,4.34,41.83,0.26,0,0,0,0,0,0,10.08,10.08,0,0,26.48,10.08,10.08,23,0,100,,120,31,1.9,5.7,1.1,6,17,17,35,124,124,,,,,,,,0.01,,,6.94,4.74,49.26,0.32,,,,,,,
Demarcus Robinson,,0,WR,WR4,4800,LAR,@ SEA,28,25,6,11.1,8,0,0,0,0,0,0,0,0,0,5.59,0.1464,5.59,3.47,41.33,0.4,0,0,0,0,0,0,10,10,0,1,22,10,10,5,0,100,,13,9,2.1,27.4,5.7,34,47,47,39,125,125,,,,,,,,0.01,0.23,,3.73,2.36,27.77,0.24,,,,,,,
Jalen Nailor,,0,WR,WR3,4300,MIN,vs IND,14,26.5,5.6,2,9,0,0,0,0,0,0,0,0,0,4.47,0.1234,4.47,2.97,44.89,0.42,0,0,0,0,0,0,9.98,9.98,0,1.58,21.18,9.98,9.98,41,0,100,,104,15,2.3,7.7,1.8,39,48,48,44,126,126,,,,,,,,0.14,0.21,,2.79,1.86,31.21,0.29,,,,,,,
Noah Brown,,0,WR,WR2,4000,WAS,@ NYG,24,24,6.8,10.8,8.1,0,0,0,0,0,0,0,0,0,6.05,0.1546,6.05,3.65,51.95,0.18,0,0,0,0,0,0,9.93,9.93,0,0,23.53,9.93,9.93,33,0,100,,85,0,2.5,11,2.8,42,49,49,47,127,127,,,,,,,,0.03,0.05,,3.57,2.16,29.59,0.1,,,,,,,
Alexander Mattison,,0,RB,RB1,5700,LV,@ CIN,23,18.25,6.7,8.4,11.8,0,0,0,0,0,0.4134,10.18,39.03,0.23,12.92,0.0715,2.74,2.21,16.98,0.12,0,0,0,0,0,0,9.91,9.91,0,0,23.31,9.91,9.91,44,0,100,,140,7,1.7,3.6,0.6,25,35,35,30,128,128,,,,,,,,7.92,31.27,0.16,1.84,1.45,10.86,0.08,,,,,,,
Cole Kmet,,0,TE,TE1,4400,CHI,@ ARI,1,21.5,6.7,11.5,11,0,0,0,0,0,0,0,0,0,5.1,0.1401,5.1,3.9,39.32,0.34,0,0,0,0,0,0,9.87,9.87,0,0,23.27,9.87,9.87,43,0,100,,172,20,2.2,0,,14,18,18,43,129,129,,,,,,,,0.1,0.11,,4.61,3.35,34.1,0.25,,,,,,,
Darius Slayton,,0,WR,WR2,4800,NYG,vs WAS,32,20,7.8,9.1,10.4,0,0,0,0,0,0,0,0,0,5.48,0.1475,5.48,3.22,48,0.26,0,0,0,0,0,0,9.58,9.58,0,0,25.18,9.58,9.58,37,0,100,,96,17,2,9,1.9,34,50,50,39,130,130,,,,,,,,0.04,-0.17,,5.37,3.07,46.22,0.25,,,,,,,
Roschon Johnson,,0,RB,RB2,4900,CHI,@ ARI,13,21.5,4.7,6.8,9,0,0,0,0,0,0.2271,7.72,27.84,0.61,9.84,0.0582,2.12,1.73,13.4,0,0,0,0,0,0,0,9.51,9.51,0,2.46,18.91,9.51,9.51,43,0,100,,135,36,1.9,4.1,0.8,33,36,36,38,131,131,,,,,,,,5.65,22.35,0.3,2.4,2,13.3,,,,,,,,
Antonio Gibson,,0,RB,RB2,5100,NE,@ TEN,9,17.25,7,8.1,5.9,0,0,0,0,0,0.2819,7.72,31.28,0.18,10.95,0.095,3.23,2.59,21.41,0.08,0,0,0,0,0,0,9.42,9.42,0,0,23.42,9.42,9.42,51,0,100,,154,39,1.8,2.1,0.4,31,37,37,36,132,132,,,,,,,,10.12,41.72,0.32,3.29,2.67,20.32,0.1,,,,,,,
Josh Palmer,,0,WR,WR3,4600,LAC,@ CLE,8,21.75,6.8,11.4,6.6,0,0,0,0,0,0,0,0,0,5.54,0.1532,5.54,3.68,47.93,0.15,0,0,0,0,0,0,9.37,9.37,0,0,22.97,9.37,9.37,25,0,100,,62,24,2,14.3,3.1,36,51,51,41,133,133,,,,,,,,0.06,0.34,,5.09,3.36,41.4,0.19,,,,,,,
Michael Wilson,,0,WR,WR2,4900,ARI,vs CHI,6,23,6.1,8.8,9,0,0,0,0,0,0,0,0,0,5,0.1386,5,3.34,39.47,0.32,0,0,0,0,0,0,9.21,9.21,0,0.06,21.41,9.21,9.21,84,0,100,,172,31,1.9,0,,33,52,52,38,134,134,,,,,,,,,,,4.62,3.1,40.38,0.29,,,,,,,
Tyler Conklin,,0,TE,TE1,3600,NYJ,vs HOU,13,22.75,5,7.2,7.7,0,0,0,0,0,0,0,0,0,5.8,0.1262,5.8,4,39.29,0.2,0,0,0,0,0,0,9.13,9.13,0,1.63,19.13,9.13,9.13,42,0,100,,168,26,2.5,0.7,0.2,22,19,19,51,135,135,,,,,,,,0.04,0.04,,4.41,3.06,30,0.12,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3000,TEN,vs NE,22,20.75,4.2,6.7,4.9,0,0,0,0,0,0,0,0,0,5.51,0.1704,5.51,4.02,39.37,0.16,0,0,0,0,0,0,8.92,8.92,0,2.62,17.32,8.92,8.92,19,0,100,,110,32,3,6.8,2.3,28,20,20,57,136,136,,,,,,,,0.13,0.21,,3.72,2.64,28.18,0.13,,,,,,,
Diontae Johnson,,0,WR,WR2,6300,BAL,vs DEN,10,27.75,7.5,11.7,12.5,0,0,0,0,0,0,0,0,0,5.27,0.1631,5.27,3.13,39.79,0.3,0,0,0,0,0,0,8.91,8.91,0,0,23.91,8.91,8.91,84,0,100,,172,43,1.4,0,,19,53,53,24,137,137,,,,,,,,0.25,1.67,,8.3,5.01,56.2,0.33,,,,,,,
Tyrone Tracy Jr,,0,RB,RB1,5500,NYG,vs WAS,22,20,9.4,0,10.4,0,0,0,0,0,0.3032,8.13,42.18,0.23,10.54,0.0648,2.41,1.96,13.49,0,0,0,0,0,0,0,8.91,8.91,0,0,27.71,8.91,8.91,32,0,100,,102,10,1.6,7.9,1.4,27,38,38,32,137,137,,,,,,,,9.13,47,0.25,2.5,2,14.13,,,,,,,,
Jalen Tolbert,,0,WR,WR2,5100,DAL,@ ATL,2,24.5,5.6,4.3,10.3,0,0,0,0,0,0,0,0,0,4.62,0.1178,4.62,3.28,39.77,0.27,0,0,0,0,0,0,8.88,8.88,0,0.48,20.08,8.88,8.88,34,0,100,,86,5,1.7,10.9,2.1,31,54,54,36,138,138,,,,,,,,,,,3.3,2.22,26.7,0.17,,,,,,,
Tyler Boyd,,0,WR,WR3,3700,TEN,vs NE,22,20.75,7.8,8.8,5.6,0,0,0,0,0,0,0,0,0,5.54,0.1714,5.54,3.8,41.11,0.16,0,0,0,0,0,0,8.87,8.87,0,0,24.47,8.87,8.87,83,0,100,,170,29,2.4,0.3,0.1,45,55,55,50,139,139,0.05,0.02,0.67,0.01,0.01,,-0.13,0.15,1.31,,6.17,4.2,48.69,0.24,,,,,,,
Quentin Johnston,,0,WR,WR2,4400,LAC,@ CLE,8,21.75,5.1,5.5,9.8,0,0,0,0,0,0,0,0,0,5.5,0.1521,5.5,3.17,36.3,0.33,0,0,0,0,0,0,8.78,8.78,0,1.13,18.98,8.78,8.78,7,0,100,,17,22,2,25,5.7,38,56,56,43,140,140,,,,,,,,0.23,0.59,,4.05,2.36,27.05,0.23,,,,,,,
Devaughn Vele,,0,WR,WR4,3600,DEN,@ BAL,3,18.75,3.9,0,8.1,0,0,0,0,0,0,0,0,0,5.49,0.1577,5.49,3.77,42.11,0.12,0,0,0,0,0,0,8.7,8.7,0,2.85,16.5,8.7,8.7,65,0,100,,145,52,2.4,3.1,0.9,46,57,57,51,141,141,,,,,,,,,,,5,4,41.25,,,,,,,,
Tutu Atwell,,0,WR,WR3,4700,LAR,@ SEA,28,25,5.6,7.7,10,0,0,0,0,0,0,0,0,0,5.62,0.1472,5.62,3.38,45.69,0.1,0,0,0,0,0,0,8.55,8.55,0,0.15,19.75,8.55,8.55,67,0,100,,149,8,1.8,2.6,0.6,35,58,58,40,142,142,0.03,,,,,,0.05,0.38,1.85,0.03,3.56,2.08,29,0.1,,,,,,,
Vikings,,0,DST,DST1,3200,MIN,vs IND,16,20.5,6,7.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,1.19,0.39,0,0.3,20.5,8.45,8.45,0,0,20.45,8.45,8.45,6,0,100,,85,20,2.6,11,3.4,7,1,1,55,143,143,,,,,,,,,,,,,,,2.55,0.9,0.55,0.19,0.03,21.42,346.94
Justin Shorter,,0,WR,WR3,3000,LV,@ CIN,7,18.25,,,,0,0,0,0,0,0,0,0,0,4.98,0.1299,4.98,3,38.43,0.26,0,0,0,0,0,0,8.4,8.4,0,0,,8.4,8.4,84,0,100,,172,0,2.8,0,,52,59,59,57,144,144,,,,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud,,0,WR,WR3,3800,ATL,vs DAL,9,27.5,3.8,2.4,7.5,0,0,0,0,0,0,0,0,0,6.26,0.1551,6.26,4.28,38.61,0.04,0,0,0,0,0,0,8.38,8.38,0,2.68,15.98,8.38,8.38,28,0,100,,75,0,2.2,12.5,3.3,44,60,60,49,145,145,,,,,,,,0.23,2.83,0.01,2.12,1.43,12.59,0.01,,,,,,,
Will Dissly,,0,TE,TE1,3100,LAC,@ CLE,8,21.75,5.2,3.4,7,0,0,0,0,0,0,0,0,0,4.13,0.1142,4.13,3.32,34.13,0.22,0,0,0,0,0,0,8.05,8.05,0,0.25,18.45,8.05,8.05,32,0,100,,147,7,2.6,2.9,0.9,27,21,21,56,146,146,,,,,,,,0.01,0.1,,2.63,2.13,22.97,0.18,,,,,,,
Isaiah Likely,,0,TE,TE2,4000,BAL,vs DEN,10,27.75,7.2,7.8,9,0,0,0,0,0,0,0,0,0,3.34,0.1035,3.34,2.34,30.82,0.43,0,0,0,0,0,0,8,8,0,0,22.4,8,8,43,0,100,,172,5,2,0,,18,22,22,47,147,147,,,,,,,,,,,3.8,2.57,30.14,0.31,,,,,,,
Jaleel McLaughlin,,0,RB,RB2,4700,DEN,@ BAL,5,18.75,4.9,6.2,6.7,0,0,0,0,0,0.2202,6.88,31.66,0.1,9.2,0.0666,2.32,2.06,8.19,0.21,0,0,0,0,0,0,7.91,7.91,0,0.56,17.71,7.91,7.91,41,0,100,,128,23,1.7,5,1.1,35,39,39,40,148,148,,,,,,,,4.96,24.32,0.08,2,1.76,7.88,0.16,,,,,,,
Curtis Samuel,,0,WR,WR4,3800,BUF,vs MIA,20,27.5,6.9,10,3.1,0,0,0,0,0,0,0,0,0,5.31,0.1673,5.31,3.42,32.51,0.2,0,0,0,0,0,0,7.87,7.87,0,0,21.67,7.87,7.87,84,0,100,,172,28,2.1,0,,44,61,61,49,149,149,,,,,,,,1.28,7.43,0.07,5.21,3.39,35.82,0.23,,,,,,,
Trey Palmer,,0,WR,WR1,4000,TB,@ KC,16,18.25,4,5.7,3.7,0,0,0,0,0,0,0,0,0,4.65,0.1438,4.65,2.8,30.71,0.33,0,0,0,0,0,0,7.85,7.85,0,1.85,15.85,7.85,7.85,53,0,100,,124,23,2,5.3,1.3,42,62,62,47,150,150,,,,,,,,0.13,0.96,,3.43,2,20.65,0.17,,,,,,,
Jalen Coker,,0,WR,WR2,3600,CAR,vs NO,23,18,6.4,0,7.3,0,0,0,0,0,0,0,0,0,3.89,0.113,3.89,2.82,38.56,0.18,0,0,0,0,0,0,7.76,7.76,0,0,20.56,7.76,7.76,50,0,100,,121,12,2.2,5.6,1.6,46,63,63,51,151,151,,,,,,,,,,,3,2.4,37.2,0.2,,,,,,,
Braelon Allen,,0,RB,RB2,5500,NYJ,vs HOU,4,22.75,5.8,0,6.6,0,0,0,0,0,0.2771,7.68,28.27,0.3,9.66,0.0431,1.98,1.22,10.63,0.14,0,0,0,0,0,0,7.75,7.75,0,0,19.35,7.75,7.75,56,0,100,,166,12,1.4,0.9,0.2,27,40,40,32,152,152,,,,,,,,6.13,23.38,0.25,1.75,1.13,9.25,0.13,,,,,,,
Saints,,0,DST,DST1,3800,NO,@ CAR,31,18,6.1,8.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,1.36,0.58,0.1,0.1,18,7.72,7.72,0,0,19.92,7.72,7.72,13,0,100,,146,14,2,3,0.8,1,2,2,49,153,153,,,,,,,,,,,,,,,2.53,0.85,0.56,0.13,0.03,22.17,350.06
Rome Odunze,,0,WR,WR3,4900,CHI,@ ARI,1,21.5,7.7,0,8.5,0,0,0,0,0,0,0,0,0,5.25,0.1444,5.25,2.96,38.33,0.15,0,0,0,0,0,0,7.69,7.69,0,0,23.09,7.69,7.69,18,0,100,,47,9,1.6,18.4,3.8,33,64,64,38,154,154,,,,,,,,0.43,2.14,,5.29,2.86,41,0.14,,,,,,,
Lions,,0,DST,DST1,3600,DET,@ GB,4,22.75,5.3,6.4,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,1.4,0.65,0,0.11,22.75,7.68,7.68,0,0,18.28,7.68,7.68,8,0,100,,96,7,2.1,9,2.5,3,3,3,51,155,155,,,,,,,,,,,,,,,2.1,0.68,0.5,0.14,0.05,24.35,368.42
Samaje Perine,,0,RB,RB2,4900,KC,vs TB,8,27.25,6.3,7.3,4.3,0,0,0,0,0,0.1283,3.75,14.86,0.12,6.95,0.0815,3.2,2.67,23.02,0.08,0,0,0,0,0,0,7.66,7.66,0,0,20.26,7.66,7.66,20,0,100,,68,7,1.6,13.5,2.8,33,41,41,38,156,156,,,,,,,,5.5,22.13,0.11,2.26,1.9,15.42,0.07,,,,,,,
Jonnu Smith,,0,TE,TE1,3500,MIA,@ BUF,4,21.5,5.6,8,8.1,0,0,0,0,0,0,0,0,0,4.38,0.1343,4.38,3,31.56,0.24,0,0,0,0,0,0,7.6,7.6,0,0,18.8,7.6,7.6,13,0,100,,94,11,2.2,9.6,2.7,23,23,23,52,157,157,0.01,,,,,,0.02,0.17,1.18,0.01,3.43,2.35,25.66,0.21,,,,,,,
Cedrick Wilson,,0,WR,WR3,4100,NO,@ CAR,5,25,6.9,6.3,3.8,0,0,0,0,0,0,0,0,0,3.85,0.0938,3.85,2.59,31.4,0.31,0,0,0,0,0,0,7.59,7.59,0,0,21.39,7.59,7.59,52,0,100,,123,0,1.9,5.4,1.3,41,65,65,46,158,158,0.08,0.08,1.82,,0.03,0.02,10.25,0.1,0.11,,2.67,1.8,22.25,0.2,,,,,,,
Giants,,0,DST,DST1,2300,NYG,vs WAS,11,24,6,7.7,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0.45,0.8,0,0.18,24,7.51,7.51,0,0,19.51,7.51,7.51,16,0,100,,172,6,3.3,0,,16,4,4,64,159,159,,,,,,,,,,,,,,,2.16,0.78,0.56,0.17,0.03,23.48,367.52
Rashod Bateman,,0,WR,WR3,4200,BAL,vs DEN,10,27.75,5.7,5.1,10.7,0,0,0,0,0,0,0,0,0,3.78,0.117,3.78,2.31,39.18,0.21,0,0,0,0,0,0,7.49,7.49,0,0,18.89,7.49,7.49,51,0,100,,122,28,1.8,5.5,1.3,40,66,66,45,160,160,,,,,,,,0.02,0.44,,4.54,2.8,38.76,0.17,,,,,,,
Olamide Zaccheaus,,0,WR,WR3,3400,WAS,@ NYG,24,24,5.3,3.5,5.2,0,0,0,0,0,0,0,0,0,4.41,0.1126,4.41,2.82,36.44,0.17,0,0,0,0,0,0,7.48,7.48,0,0,18.08,7.48,7.48,45,0,100,,110,5,2.2,6.8,2,48,67,67,53,161,161,,,,,,,,0.06,0.14,,3.14,1.95,26.48,0.16,,,,,,,
Miles Sanders,,0,RB,RB2,4500,CAR,vs NO,29,18,8.2,5.6,6.2,0,0,0,0,0,0.2137,6.24,28.62,0.13,9.37,0.0911,3.13,2.28,13.93,0.02,0,0,0,0,0,0,7.44,7.44,0,0,23.84,7.44,7.44,55,0,100,,165,25,1.7,1,0.2,37,42,42,42,162,162,,,,,,,,11.17,53.02,0.27,2.99,2.11,14.72,0.04,,,,,,,
Justice Hill,,0,RB,RB2,5200,BAL,vs DEN,7,27.75,4.8,6.9,8.4,0,0,0,0,0,0.113,3.89,17.49,0.06,6.81,0.0905,2.92,2.27,21.47,0.15,0,0,0,0,0,0,7.43,7.43,0,0.23,17.03,7.43,7.43,31,0,100,,98,0,1.4,8.8,1.7,30,43,43,35,163,163,,,,,,,,3.48,15.73,0.08,1.53,1.2,9.23,0.05,,,,,,,
Trenton Irwin,,0,WR,WR3,3000,CIN,vs LV,19,25.75,5,5.2,1.5,0,0,0,0,0,0,0,0,0,4.52,0.1211,4.52,2.86,33.78,0.19,0,0,0,0,0,0,7.38,7.38,0,0,17.38,7.38,7.38,84,0,100,,172,0,2.5,0,,52,68,68,57,164,164,,,,,,,,0.03,0.37,,2.37,1.53,20.03,0.17,,,,,,,
Ty Chandler,,0,RB,RB2,4600,MIN,vs IND,20,26.5,6.2,6.5,4.2,0,0,0,0,0,0.3586,9.49,37.37,0.14,11.35,0.0514,1.86,1.64,10.91,0,0,0,0,0,0,0,7.31,7.31,0,0,19.71,7.31,7.31,61,0,100,,172,0,1.6,0,,36,44,44,41,165,165,,,,,0.04,,,6.61,27.43,0.13,1.35,1.17,8.74,,,,,,,,
Noah Gray,,0,TE,TE2,3000,KC,vs TB,30,27.25,2.7,4.4,6.3,0,0,0,0,0,0,0,0,0,3.99,0.1018,3.99,3.17,34.13,0.12,0,0,0,0,0,0,7.3,7.3,0,3.25,12.7,7.3,7.3,43,0,100,,172,36,2.4,0,,28,24,24,57,166,166,,,,,,,,0.04,0.04,0.02,2.24,1.74,18.43,0.09,,,,,,,
Zamir White,,0,RB,RB2,4400,LV,@ CIN,23,18.25,5.4,6.2,3.9,0,0,0,0,0,0.4891,12.04,45.97,0.06,13.91,0.0489,1.87,1.39,8.87,0,0,0,0,0,0,0,7.23,7.23,0,0,18.03,7.23,7.23,36,0,100,,109,0,1.6,7,1.6,38,45,45,43,167,167,,,,,,,,5.83,22.83,0.03,0.9,0.7,4.27,,,,,,,,
Sterling Shepard,,0,WR,WR2,4100,TB,@ KC,16,18.25,7.9,2.1,6.6,0,0,0,0,0,0,0,0,0,4.47,0.1381,4.47,2.87,30.33,0.2,0,0,0,0,0,0,7.1,7.1,0,0,22.9,7.1,7.1,34,0,100,,86,29,1.7,10.9,2.7,41,69,69,46,168,168,,,,,,,,0.31,2.38,0.01,6.54,4.25,46.91,0.26,,,,,,,
Bills,,0,DST,DST1,3000,BUF,vs MIA,32,21.5,5.9,9.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,1.12,0.6,0,0.26,21.5,7.06,7.06,0,0,18.86,7.06,7.06,13,0,100,,146,22,2.4,3,1,9,5,5,57,169,169,,,,,,,,,,,,,,,2.37,0.99,0.58,0.13,0.03,20.04,326.56
Chiefs,,0,DST,DST1,3100,KC,vs TB,3,18.25,6.5,7.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0.56,0.44,0,0.22,18.25,7,7,0,0,20,7,7,14,0,100,,155,21,2.3,2,0.6,8,6,6,56,170,170,,,,,,,,,,,,,,,2.53,0.93,0.57,0.25,0.02,20.42,352.65
Nick Westbrook,,0,WR,WR2,3500,TEN,vs NE,22,20.75,6.1,6.5,7.2,0,0,0,0,0,0,0,0,0,3.73,0.1155,3.73,2.15,27.96,0.34,0,0,0,0,0,0,6.99,6.99,0,0,19.19,6.99,6.99,21,0,100,,56,0,2,16,4.6,47,70,70,52,171,171,,,,,,,,,,,3.04,1.8,24.25,0.24,,,,,,,
Tre Tucker,,0,WR,WR2,4300,LV,@ CIN,7,18.25,6.4,5.5,7.9,0,0,0,0,0,0,0,0,0,4.4,0.1147,4.4,2.61,33.31,0.17,0,0,0,0,0,0,6.96,6.96,0,0,19.76,6.96,6.96,68,0,100,,150,0,1.6,2.5,0.6,39,71,71,44,172,172,,,,,,,,0.71,5.05,0.05,3.43,2,27.76,0.14,,,,,,,
Bears,,0,DST,DST1,2800,CHI,@ ARI,8,23,6.1,7.1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,1.08,0.69,0,0.19,23,6.94,6.94,0,0,19.14,6.94,6.94,9,0,100,,109,9,2.5,7,2.5,11,7,7,59,173,173,,,,,,,,,,,,,,,2.25,0.79,0.51,0.16,0.03,21.66,335.08
Greg Dortch,,0,WR,WR3,3800,ARI,vs CHI,6,23,6.2,4,5.7,0,0,0,0,0,0,0,0,0,4.35,0.1207,4.35,3.03,28.63,0.16,0,0,0,0,0,0,6.85,6.85,0,0,19.25,6.85,6.85,84,0,100,,172,0,1.8,0,,44,72,72,49,174,174,,,,,,,,0.21,1.64,,2.96,2.13,20.21,0.11,,,,,,,
Colby Parkinson,,0,TE,TE1,3700,LAR,@ SEA,28,25,3.6,4.4,6.3,0,0,0,0,0,0,0,0,0,4.47,0.117,4.47,3.09,29.61,0.13,0,0,0,0,0,0,6.83,6.83,0,1.43,14.03,6.83,6.83,43,0,100,,172,22,1.8,0,,21,25,25,50,175,175,,,,,,,,,,,2.76,1.95,20.22,0.1,,,,,,,
Ja'Tavion Sanders,,0,TE,TE1,2900,CAR,vs NO,23,18,4,0,4.5,0,0,0,0,0,0,0,0,0,4.83,0.1405,4.83,3.87,28.9,0,0,0,0,0,0,0,6.76,6.76,0,0.76,14.76,6.76,6.76,8,0,100,,72,11,2.3,12.7,4.4,29,26,26,58,176,176,,,,,,,,,,,3.13,2.5,19.75,,,,,,,,
Grant Calcaterra,,0,TE,TE1,3400,PHI,vs JAC,15,26.75,2.9,2.6,5.1,0,0,0,0,0,0,0,0,0,3.19,0.092,3.19,2.8,38.59,0,0,0,0,0,0,0,6.66,6.66,0,2.31,12.46,6.66,6.66,15,0,100,,101,22,2,8,2.4,24,27,27,53,177,177,,,,,,,,,,,1.86,1.5,21.86,,,,,,,,
Ravens,,0,DST,DST1,3500,BAL,vs DEN,22,18.75,6.5,10.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0.62,0.53,0,0.09,18.75,6.49,6.49,0,0,19.49,6.49,6.49,7,0,100,,91,19,1.9,10,2.9,4,8,8,52,178,178,,,,,,,,,,,,,,,2.52,0.81,0.54,0.2,0.03,19.69,328.5
Hayden Hurst,,0,TE,TE2,2800,LAC,@ CLE,8,21.75,4.7,4.7,3,0,0,0,0,0,0,0,0,0,3.99,0.1103,3.99,2.71,26.18,0.18,0,0,0,0,0,0,6.41,6.41,0,0,15.81,6.41,6.41,37,0,100,,159,25,2.3,1.6,0.6,30,28,28,59,179,179,,,,,,,,0.01,,,3.7,2.56,25.18,0.2,,,,,,,
Kayshon Boutte,,0,WR,WR2,3700,NE,@ TEN,31,17.25,4.3,1.3,5.9,0,0,0,0,0,0,0,0,0,2.96,0.087,2.96,1.91,32.18,0.21,0,0,0,0,0,0,6.39,6.39,0,0,14.99,6.39,6.39,62,0,100,,139,2,1.7,3.8,1,45,73,73,50,180,180,,,,,,,,,,,2.56,1.44,22.67,0.11,,,,,,,
Texans,,0,DST,DST1,3600,HOU,@ NYJ,25,22.75,6,7.7,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0.75,0.56,0,0.09,22.75,6.33,6.33,0,0,18.33,6.33,6.33,12,0,100,,136,6,1.8,4,1.1,3,9,9,51,181,181,,,,,,,,,,,,,,,2.32,0.79,0.53,0.14,0.03,23.36,356.54
Taysom Hill,,0,TE,TE2,3800,NO,@ CAR,5,25,7.6,9,7,0,0,0,0,0,0,0,0,0,2.98,0.0726,2.98,2.24,21.94,0.31,0,0,0,0,0,0,6.29,6.29,0,0,21.49,6.29,6.29,5,0,100,,56,5,1.7,16,4.2,20,29,29,49,182,182,3.13,2.01,25.01,0.08,0.3,0.11,46,4.38,24.04,0.3,1.15,0.85,8.36,0.13,,,,,,,
Jonathan Mingo,,0,WR,WR4,3200,CAR,vs NO,23,18,3.3,5.7,3.4,0,0,0,0,0,0,0,0,0,6.56,0.1908,6.56,3.29,29.76,0,0,0,0,0,0,0,6.27,6.27,0,1.32,12.87,6.27,6.27,84,0,100,,172,33,2,0,,50,74,74,55,183,183,,,,,,,,0.09,0.23,,5,2.5,24.5,,,,,,,,
Packers,,0,DST,DST1,2700,GB,vs DET,2,25.25,5.3,6.9,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0.88,0.8,0,0.08,25.25,6.25,6.25,0,0,16.85,6.25,6.25,14,0,100,,155,20,2.3,2,0.7,12,10,10,60,184,184,,,,,,,,,,,,,,,2.47,0.83,0.52,0.1,0.01,21.93,347.77
Tank Bigsby,,0,RB,RB2,6200,JAC,@ PHI,14,19.25,8.1,1.9,12.3,0,0,0,0,0,0.3438,8.04,41.3,0.35,8.04,0,0,0,0,0,0,0,0,0,0,0,6.23,6.23,0,0,22.43,6.23,6.23,50,0,100,,153,0,1,2.2,0.4,20,46,46,25,185,185,,,,,,,,6.75,31.25,0.3,0.45,0.2,2.1,,,,,,,,
Zay Jones,,0,WR,WR4,4100,ARI,vs CHI,6,23,7.2,8.7,0.6,0,0,0,0,0,0,0,0,0,4.61,0.1278,4.61,2.65,26.72,0.14,0,0,0,0,0,0,6.16,6.16,0,0,20.56,6.16,6.16,84,0,100,,172,1,1.5,0,,41,75,75,46,186,186,0.02,0.01,0.3,,,,1.23,0.08,0.24,,5.12,2.96,31.13,0.18,,,,,,,
Mark Andrews,,0,TE,TE1,4200,BAL,vs DEN,10,27.75,8.8,13.5,9,0,0,0,0,0,0,0,0,0,2.67,0.0827,2.67,1.89,25.65,0.28,0,0,0,0,0,0,6.14,6.14,0,0,23.74,6.14,6.14,27,0,100,,131,31,1.5,4.6,1.1,16,30,30,45,187,187,,,,,,,,0.05,0.08,,6.28,4.29,53.94,0.46,,,,,,,
Austin Hooper,,0,TE,TE2,2800,NE,@ TEN,31,17.25,6,3,4.1,0,0,0,0,0,0,0,0,0,3.51,0.1034,3.51,2.5,24.79,0.19,0,0,0,0,0,0,6.12,6.12,0,0,18.12,6.12,6.12,36,0,100,,157,18,2.2,1.8,0.6,30,31,31,59,188,188,,,,,,,,,,,4.11,2.98,29.88,0.2,,,,,,,
Jets,,0,DST,DST1,2400,NYJ,vs HOU,12,20.25,5.5,9.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0.43,0.52,0,0.09,20.25,6.11,6.11,0,0,17.11,6.11,6.11,4,0,100,,65,8,2.5,14,5.8,15,11,11,63,189,189,,,,,,,,,,,,,,,2.23,0.71,0.5,0.13,0.05,23.28,345.72
