,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Salary,FC Proj,My Proj,Rdm %,Exp.,Used,FPs,Salary,FC Proj,My Proj,Con.,Value,Score,Val,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
Jacoby Brissett,,0,QB,QB2,4300,NE,@ BUF,27,16.25,8,11.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,33,33,0,100,,56,43,286,286,23,0,0,,21.72,13.27,140.77,0.3,1.81,0.65,69.88,3.04,12.06,0.19,0.01,0.01,0.02,,,,,,,,
Ty Chandler,,0,RB,RB3,4300,MIN,@ SEA,3,22.75,5.9,6.5,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,65,65,0,100,,56,43,286,286,0,0,0,,,,,,0.03,,,5.48,22.59,0.1,1.07,0.93,6.93,,,,,,,,
C.J. Beathard,,0,QB,QB2,4200,JAC,@ LV,15,19.25,8.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,33,33,0,100,,56,44,286,286,8,0,0,,19.41,11.72,134,0.48,1.83,0.66,73.5,2.21,9.17,0.14,,,,,,,,,,,
Mitchell Trubisky,,0,QB,QB2,4200,BUF,vs NE,26,30.25,9.9,10.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,33,33,0,100,,56,44,286,286,24,0,0,,25.35,16.26,169.53,0.65,1.74,0.97,80.91,3.36,15.73,0.18,,,,,,,,,,,
Josh Johnson,,0,QB,QB2,4200,BAL,vs PIT,7,25.75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,33,33,0,100,,56,44,286,286,0,0,0,,13.67,9.33,103.67,0.33,0.67,0.83,48.55,2.17,4.83,,,,,,,,,,,,
Davis Mills,,0,QB,QB2,4200,HOU,@ KC,9,19.5,8.5,3.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,33,33,0,100,,56,44,286,286,27,0,0,,26.43,16.57,172.4,0.71,1.86,1,78.73,1.49,4.6,0.06,,,,,,,,,,,
Jarrett Stidham,,0,QB,QB2,4200,DEN,@ LAC,5,19.25,8.7,13.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,33,33,0,100,,56,44,286,286,0,0,0,,14.07,8.36,101.57,0.57,1.36,0.57,52.24,2.43,6.79,,,,,,,,,,,,
Jimmy Garoppolo,,0,QB,QB2,4100,LAR,@ NYJ,21,24.75,8.2,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,33,33,0,100,,56,45,286,286,41,0,0,,25.03,16.82,204.43,0.7,1.77,1.23,88.58,2.4,3.32,0.09,0.03,0.03,-0.04,,,,,,,,
Clayton Tune,,0,QB,QB2,4100,ARI,@ CAR,24,25.75,2,1.7,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,33,33,0,100,,56,45,286,286,0,0,0,,2.3,1.4,7,0.2,0.7,,22.25,1.4,2.4,0.1,,,,,,,,,,,
D'Onta Foreman,,0,RB,RB3,4100,CLE,@ CIN,25,18.5,8.4,10.1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,65,65,0,100,,56,45,286,286,0,0,0,,,,,,,,,10.96,45.57,0.26,0.96,0.72,7.23,0.04,,,,,,,
Jaylen Wright,,0,RB,RB3,4100,MIA,vs SF,30,21.5,2.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,65,65,0,100,,56,45,286,286,4,0,0,,,,,,,,,5.17,21.08,,0.5,0.25,0.67,,,,,,,,
Kyle Trask,,0,QB,QB2,4100,TB,@ DAL,25,26,0.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,33,33,0,100,,56,45,286,286,0,0,0,,2.2,0.8,5.6,,,,30.16,0.6,-0.6,,,,,,,,,,,,
Tyson Bagent,,0,QB,QB2,4000,CHI,vs DET,10,20.25,7,12.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,16.11,10.67,96.67,0.67,0.56,0.33,63.18,3.22,11.33,0.22,,,,,,,,,,,
Brandon Allen,,0,QB,QB2,4000,SF,@ MIA,23,23,7.5,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,17.24,9.76,106.47,0.47,1.35,0.65,41.11,2.12,4,,0.06,,,,,,,,,,
Joshua Dobbs,,0,QB,QB3,4000,SF,@ MIA,23,23,9.5,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,19,0,0,,23.9,14.86,139.05,0.62,1.71,0.71,70.86,4.33,23.62,0.29,,,,,,,,,,,
Tyler Huntley,,0,QB,QB2,4000,MIA,vs SF,2,21.5,7.9,4.3,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,9,0,0,,17.74,11.3,101.48,0.35,1.57,0.39,84.07,5.7,25.04,0.17,,,,,,,,,,,
Carter Bradley,,0,QB,QB3,4000,LV,vs JAC,29,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Jaren Hall,,0,QB,QB3,4000,SEA,vs MIN,20,19.75,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,6.67,4.33,56,0.33,1.33,,81.4,2,4.67,,,,,,,,,,,,
Nick Mullens,,0,QB,QB2,4000,MIN,@ SEA,19,22.75,8.7,16.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,26,0,0,,24.39,16.06,194.82,0.94,1.45,1.03,86.35,1.42,0.61,,,,,,,,,,,,
Brett Rypien,,0,QB,QB3,4000,MIN,@ SEA,19,22.75,4.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,8,0,0,,18.67,10.89,105.56,1,1.22,0.44,55.67,1.56,2.33,,,,,,,,,,,,
Marcus Mariota,,0,QB,QB2,4000,WAS,vs PHI,1,21.25,9.5,6.9,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,36,0,0,,23.98,14.99,178.56,0.6,2.15,1.08,83.39,4.12,23.71,0.19,0.04,0.03,0.75,0.02,,,,,,,
Jeff Driskel,,0,QB,QB3,4000,WAS,vs PHI,1,21.25,7.7,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,21,0,0,,17.77,10.41,108.82,0.45,1.95,0.73,75.23,3.64,18.95,0.14,0.09,0.09,0.45,,,,,,,,
Kenny Pickett,,0,QB,QB2,4000,PHI,@ WAS,12,25.25,5.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,44,0,0,,25.57,15.96,159.96,0.46,0.86,0.46,37.02,3.57,10.36,0.14,,,,,,,,,,,
Tanner McKee,,0,QB,QB3,4000,PHI,@ WAS,12,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Stetson Bennett,,0,QB,QB3,4000,LAR,@ NYJ,21,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Sam Ehlinger,,0,QB,QB3,4000,IND,vs TEN,18,23.25,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,3,0,0,,14.43,9.14,81.86,0.43,2,0.43,45.71,2.86,13.71,,,,,,,,,,,,
Hendon Hooker,,0,QB,QB2,4000,DET,@ CHI,11,26.75,0.6,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,33,0,0,,3,2,20.67,,0.33,,84.13,1.67,0.67,,,,,,,,,,,,
Joe Milton III,,0,QB,QB3,4000,NE,@ BUF,27,16.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Bailey Zappe,,0,QB,QB3,4000,CLE,@ CIN,30,18.5,7.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,19,0,0,,21.71,13.71,146.64,0.86,1.79,0.79,41.9,1.93,5.93,0.07,0.07,0.07,-0.43,,,,,,,,
Logan Woodside,,0,QB,QB3,4000,CIN,vs CLE,14,28,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,0.7,0.4,3.4,0.1,0.1,,12.39,1.4,1,,,,,,,,,,,,
Trayveon Williams,,0,RB,RB3,4000,CIN,vs CLE,29,28,2.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,1.72,8.53,,0.53,0.42,2.06,,,,,,,,
Malik Willis,,0,QB,QB2,4000,GB,vs NO,13,28,7.3,2,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,0,0,0,,8.08,4.92,56.15,0.23,0.69,0.23,43.78,3.69,21.62,0.15,,,,,,,,,,,
Kyle Juszczyk,,0,RB,FB1,4000,SF,@ MIA,2,23,3.8,3.9,3.1,0,0,0,0,0,0,0,0,0,2.43,0.0753,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,17,0,0,,,,,,,,,,,,,,,,,,,,,,
Jeff Wilson,,0,RB,RB4,4000,MIA,vs SF,30,21.5,8,4.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,5,0,0,,,,,,,,,8.45,38.06,0.29,1.84,1.21,9.76,0.08,,,,,,,
Alec Ingold,,0,RB,FB1,4000,MIA,vs SF,30,21.5,2.8,2.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Keilan Robinson,,0,RB,RB3,4000,JAC,@ LV,11,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Kyle Allen,,0,QB,QB2,4000,PIT,@ BAL,17,18.75,8.7,-0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,33,33,0,100,,56,46,286,286,16,0,0,,23.5,14.73,158.43,0.7,2,0.87,72.9,2.17,5.4,0.13,,,,,,,,,,,
D'Ernest Johnson,,0,RB,RB4,4000,JAC,@ LV,11,19.25,5.4,2.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,3.12,14.16,0.04,0.94,0.72,6.56,,,,,,,,
Dylan Laube,,0,RB,RB3,4000,LV,vs JAC,19,21.75,0.4,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,0.25,,,,,,,,,,,,,
Chris Collier,,0,RB,RB4,4000,LV,vs JAC,19,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Jordan Mims,,0,RB,RB3,4000,NO,@ GB,15,14,1.8,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,1.75,5.25,,1.13,0.5,5.25,,,,,,,,
Kenny McIntosh,,0,RB,RB3,4000,SEA,vs MIN,6,19.75,2.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,1.86,8.29,,0.29,0.29,1,,,,,,,,
Adam Prentice,,0,RB,RB1,4000,NO,@ GB,15,14,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Emanuel Wilson,,0,RB,RB3,4000,GB,vs NO,26,28,3.9,3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,3,0,0,,,,,,,,,4.53,22.79,0.05,0.89,0.68,3.63,0.05,,,,,,,
C.J. Ham,!,0,RB,FB1,4000,MIN,@ SEA,3,22.75,2.3,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez Jr.,,0,RB,RB3,4000,WAS,vs PHI,7,21.25,5.9,4.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,6.25,32.67,0.25,0.17,0.17,1,,,,,,,,
Will Shipley,,0,RB,RB3,4000,PHI,@ WAS,18,25.25,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,1.67,4.17,,,,,,,,,,,,
Khari Blasingame,,0,RB,FB1,4000,PHI,@ WAS,18,25.25,1.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,0.35,1.03,,0.61,0.42,3.19,,,,,,,,
Deuce Vaughn,,0,RB,RB3,4000,DAL,vs TB,9,22.5,1.5,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,35,0,0,,,,,,,,,3.4,7.3,,1.2,1,5.8,,,,,,,,
Ronnie Rivers,,0,RB,RB3,4000,LAR,@ NYJ,32,24.75,2.4,2.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,3.19,12.56,,0.69,0.69,3.19,,,,,,,,
Hassan Haskins,,0,RB,RB3,4000,LAC,vs DEN,1,22.25,2.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,65,65,0,100,,20,46,286,286,0,0,11.9,3,,,,,,,,2.44,7.44,0.06,0.75,0.69,3.56,,,,,,,,
Cody Schrader,,0,RB,RB4,4000,LAR,@ NYJ,32,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Tyler Goodson,,0,RB,RB3,4000,IND,vs TEN,23,23.25,4.3,3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,2.41,12.82,0.06,1.29,0.94,5.29,0.06,,,,,,,
Scott Matlock,,0,RB,FB1,4000,LAC,vs DEN,1,22.25,0.8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,65,65,0,100,,49,46,286,286,0,0,2,0.5,,,,,,,,,,,,,,,,,,,,,
Michael Burton,,0,RB,FB1,4000,DEN,@ LAC,14,19.25,1.8,0.7,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,65,65,0,100,,21,46,286,286,0,0,10.9,2.7,,,,,,,,,,,,,,,,,,,,,
Julius Chestnut,,0,RB,RB3,4000,TEN,@ IND,20,19.25,1.5,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,2,6.62,,0.38,0.38,4,,,,,,,,
Blake Watson,,0,RB,RB3,4000,DEN,@ LAC,14,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14,42,65,65,0,100,,46,46,286,286,0,0,3.3,0.8,,,,,,,,,,,,,,,,,,,,,
Joshua Kelley,,0,RB,RB4,4000,TEN,@ IND,20,19.25,4.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,11,0,0,,,,,,,,,6.4,22.96,0.12,1.32,1,6.38,,,,,,,,
Rasheen Ali,,0,RB,RB3,4000,BAL,vs PIT,21,25.75,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,65,65,0,100,,55,46,286,286,0,0,0.2,0.1,,,,,,,,4,16,,,,,,,,,,,,
Patrick Ricard,,0,RB,FB1,4000,BAL,vs PIT,21,25.75,2.4,2.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Sione Vaki,,0,RB,RB3,4000,DET,@ CHI,28,26.75,0.9,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,0.86,2,,0.14,0.14,2.43,,,,,,,,
Cordarrelle Patterson,,0,RB,RB3,4000,PIT,@ BAL,8,18.75,6.7,3.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,65,65,0,100,,29,46,286,286,0,0,8.2,2.1,0.01,,,,,,0.27,3.63,16.44,0.13,2.15,1.6,13.96,0.08,,,,,,,
Jermar Jefferson,,0,RB,RB4,4000,DET,@ CHI,28,26.75,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,19,0,0,,,,,,,,,3.75,18.5,0.5,1.25,1,5.75,,,,,,,,
Darrynton Evans,,0,RB,RB3,4000,CHI,vs DET,17,20.25,4.2,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,4.06,15.56,0.06,1.19,0.75,7.5,0.06,,,,,,,
Samaje Perine,,0,RB,RB3,4000,KC,vs HOU,4,23,6.1,7.3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,65,65,0,100,,31,46,286,286,9,0,8,2,,,,,,,,5.12,20.84,0.1,2.27,1.9,15.71,0.08,,,,,,,
Carson Steele,,0,RB,RB4,4000,KC,vs HOU,4,23,2.1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,4,13.17,,0.75,0.42,2,,,,,,,,
Mike Boone,,0,RB,RB3,4000,CAR,vs ARI,12,20.75,4.9,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,2.56,13.02,0.09,0.81,0.58,4.33,,,,,,,,
Raheem Blackshear,,0,RB,RB2,4000,CAR,vs ARI,12,20.75,3.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,1.16,3.84,0.09,0.59,0.5,4.31,,,,,,,,
Dare Ogunbowale,,0,RB,RB3,4000,HOU,@ KC,13,19.5,4.1,1.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,2.1,7.27,0.05,1.84,1.25,9.64,0.03,,,,,,,
Michael Carter,,0,RB,RB3,4000,ARI,@ CAR,31,25.75,6.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,16,0,0,,,,,,,,,6.47,27.29,0.16,3.11,2.24,15.87,0.02,,,,,,,
Andrew Beck,,0,RB,RB1,4000,HOU,@ KC,13,19.5,2.9,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Terrell Jennings,,0,RB,RB3,4000,NE,@ BUF,16,16.25,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,5,13,,,,,,,,,,,,
Reggie Gilliam,,0,RB,FB1,4000,BUF,vs NE,22,30.25,2.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,0.13,0.13,,0.75,0.58,4.63,0.08,,,,,,,
Eric Gray,,0,RB,RB3,4000,NYG,@ ATL,5,17,1.9,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,1.36,3.32,,0.73,0.64,4.45,,,,,,,,
Avery Williams,,0,RB,RB3,4000,ATL,vs NYG,27,26,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,0.58,2.35,,0.38,0.35,1.42,,,,,,,,
Carlos Washington,,0,RB,RB4,4000,ATL,vs NYG,27,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,42,65,65,0,100,,56,46,286,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Mason Tipton,,0,WR,WR5,3900,NO,@ GB,12,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,126,126,0,100,,56,47,286,286,0,0,0,,,,,,,,,,,,3.13,1.75,12.38,,,,,,,,
K.J. Osborn,,0,WR,WR6,3200,WAS,vs PHI,26,21.25,7.3,8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,126,126,0,100,,56,54,286,286,0,0,0,,,,,,,,,0.06,0.25,,4.21,2.62,30.19,0.25,,,,,,,
Jonathan Mingo,,0,WR,WR5,3200,DAL,vs TB,30,22.5,3.5,5.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,126,126,0,100,,56,54,286,286,15,0,0,,,,,,,,,0.07,0.19,,4.52,2.11,20.33,,,,,,,,
Justin Watson,,0,WR,WR5,3200,KC,vs HOU,13,23,4.3,5.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,126,126,0,100,,56,54,286,286,0,0,0,,,,,,,,,,,,2.5,1.35,20.27,0.13,,,,,,,
