,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Darnell Mooney,,0,WR,WR2,5300,ATL,@ CAR,5,20,7.1,5.6,15.6,0,0,0,0,0,0,0,0,0,6.17,0.2016,6.17,3.58,45.29,0.31,0,0,0,0,0,0,9.97,9.97,0,0,24.17,9.97,9.97,47,0,100,,113,30,1.9,6.8,1.3,28,53,53,32,120,120,0.02,,,,,,0.03,0.21,0.94,0.02,6.33,3.76,46.4,0.22,,,,,,,
Jalen Tolbert,,0,WR,WR2,5000,DAL,vs DET,11,28,5.8,4.3,11.3,0,0,0,0,0,0,0,0,0,5.24,0.1165,5.24,3.44,41.86,0.36,0,0,0,0,0,0,9.79,9.79,0,1.09,21.39,9.79,9.79,41,0,100,,102,0,2,8.3,1.7,31,54,54,35,121,121,,,,,,,,,,,3.24,2.1,25.1,0.19,,,,,,,
Jameson Williams,,0,WR,WR2,5800,DET,@ DAL,9,24.5,6.9,6.7,14.7,0,0,0,0,0,0,0,0,0,5.09,0.13,5.09,2.78,50.28,0.3,0,0,0,0,0,0,9.61,9.61,0,0,23.41,9.61,9.61,17,0,100,,49,1,1.7,17.7,3.1,23,55,55,27,122,122,,,,,,,,0.32,4.09,0.05,3.41,1.73,31.09,0.23,,,,,,,
Rashod Bateman,,0,WR,WR2,4100,BAL,vs WAS,32,28.75,5.2,5.1,9,0,0,0,0,0,0,0,0,0,5.78,0.1724,5.78,3.39,45.39,0.27,0,0,0,0,0,0,9.55,9.55,0,1.75,19.95,9.55,9.55,34,0,100,,86,31,2.3,11.1,2.7,40,56,56,44,123,123,,,,,,,,0.03,0.47,,4.55,2.79,36.03,0.16,,,,,,,
Jauan Jennings,,0,WR,WR3,5100,SF,@ SEA,28,22.75,8.3,4.3,16.1,0,0,0,0,0,0,0,0,0,4.5,0.1395,4.5,2.92,43.6,0.37,0,0,0,0,0,0,9.5,9.5,0,0,26.1,9.5,9.5,53,0,100,,120,0,1.9,5.7,1.1,30,57,57,34,124,124,,,,,,,,,,,3.46,2.17,29.13,0.22,,,,,,,
Josh Palmer,,0,WR,WR1,4500,LAC,@ DEN,10,17,7,11.4,4.7,0,0,0,0,0,0,0,0,0,5.67,0.1748,5.67,3.79,44.33,0.19,0,0,0,0,0,0,9.36,9.36,0,0,23.36,9.36,9.36,52,0,100,,119,22,2.1,5.8,1.3,36,58,58,40,125,125,,,,,,,,0.07,0.36,,5.16,3.41,40.3,0.2,,,,,,,
Erick All Jr,,0,TE,TE1,2800,CIN,@ NYG,24,21,,,,0,0,0,0,0,0,0,0,0,5.57,0.1567,5.57,3.69,38.57,0.28,0,0,0,0,0,0,9.23,9.23,0,0,,9.23,9.23,31,0,100,,143,0,3.3,3,1.1,28,16,16,57,126,126,,,,,,,,,,,,,,,,,,,,,
Justice Hill,,0,RB,RB2,5200,BAL,vs WAS,30,28.75,4.8,6.9,9.8,0,0,0,0,0,0.1212,4.28,20.11,0.07,8.56,0.1278,4.28,3.23,26.66,0.13,0,0,0,0,0,0,9.11,9.11,0,1.91,18.71,9.11,9.11,52,0,100,,157,0,1.8,1.4,0.3,27,33,33,33,127,127,,,,,,,,3.52,16.3,0.08,1.52,1.17,8.71,0.03,,,,,,,
Michael Wilson,,0,WR,WR2,4600,ARI,@ GB,12,20.75,6.3,8.8,9.1,0,0,0,0,0,0,0,0,0,5.19,0.1622,5.19,3.45,42.6,0.22,0,0,0,0,0,0,9.03,9.03,0,0,21.63,9.03,9.03,36,0,100,,92,29,2,10.1,2.2,35,59,59,39,128,128,,,,,,,,,,,4.67,3.17,43.39,0.22,,,,,,,
Kyle Pitts,,0,TE,TE1,4400,ATL,@ CAR,5,20,5.9,8.1,8.1,0,0,0,0,0,0,0,0,0,5.3,0.1731,5.3,3.16,42.99,0.25,0,0,0,0,0,0,8.96,8.96,0,0.11,20.76,8.96,8.96,13,0,100,,93,34,2,10,2.3,12,17,17,41,129,129,,,,,,,,0.02,-0.08,,5.73,3.35,45.76,0.14,,,,,,,
Dalton Schultz,,0,TE,TE1,4100,HOU,@ NE,22,16.25,6.9,10.3,5.1,0,0,0,0,0,0,0,0,0,5.31,0.173,5.31,3.66,39.15,0.23,0,0,0,0,0,0,8.96,8.96,0,0,22.76,8.96,8.96,20,0,100,,114,22,2.2,6.7,1.6,15,17,17,44,129,129,,,,,,,,,,,5.2,3.59,36.37,0.28,,,,,,,
Roschon Johnson,,0,RB,RB2,5000,CHI,vs JAC,17,23.25,4.9,6.8,11.1,0,0,0,0,0,0.2261,8.41,32.94,0.51,10.18,0.0546,1.77,1.47,9.81,0,0,0,0,0,0,0,8.81,8.81,0,1.46,18.61,8.81,8.81,38,0,100,,123,35,1.8,5.3,1.1,29,34,34,35,130,130,,,,,,,,5.89,24.06,0.28,2.5,2.11,13.39,,,,,,,,
Trey Sermon,,0,RB,RB1,6000,IND,@ TEN,16,19.5,5,2.5,7.1,0,0,0,0,0,0.5491,12.68,52.91,0.57,12.68,0,0,0,0,0,0,0,0,0,0,0,8.71,8.71,0,1.21,18.71,8.71,8.71,44,0,100,,144,0,1.5,2.9,0.5,19,35,35,25,131,131,,,,,,,,5.11,21.72,0.17,0.83,0.67,3.72,,,,,,,,
Mark Andrews,,0,TE,TE1,3900,BAL,vs WAS,32,28.75,8.9,13.5,4.4,0,0,0,0,0,0,0,0,0,4.58,0.1368,4.58,3.15,39.16,0.27,0,0,0,0,0,0,8.69,8.69,0,0,26.49,8.69,8.69,6,0,100,,59,30,2.2,15.6,4,17,18,18,46,132,132,,,,,,,,0.05,0.09,,6.34,4.3,54.14,0.44,,,,,,,
Quentin Johnston,,0,WR,WR2,4700,LAC,@ DEN,10,17,5.2,5.5,10.9,0,0,0,0,0,0,0,0,0,4.96,0.153,4.96,2.86,35.3,0.38,0,0,0,0,0,0,8.67,8.67,0,0.87,19.07,8.67,8.67,57,0,100,,125,21,1.8,5.2,1.1,34,60,60,38,133,133,,,,,,,,0.19,0.62,,4.05,2.33,27.29,0.24,,,,,,,
Juwan Johnson,,0,TE,TE1,3100,NO,vs TB,30,23,6.1,7.5,7.3,0,0,0,0,0,0,0,0,0,4.6,0.1347,4.6,3.05,30.54,0.39,0,0,0,0,0,0,8.44,8.44,0,0,20.64,8.44,8.44,18,0,100,,107,5,2.7,7.8,2.5,25,19,19,54,134,134,,,,,,,,,,,3.39,2.14,23.35,0.33,,,,,,,
Cole Kmet,,0,TE,TE1,4600,CHI,vs JAC,15,23.25,6.5,11.5,9.8,0,0,0,0,0,0,0,0,0,4.61,0.1425,4.61,3.46,34.04,0.23,0,0,0,0,0,0,8.24,8.24,0,0,21.24,8.24,8.24,1,0,100,,17,21,1.8,24,5.2,10,20,20,39,135,135,,,,,,,,0.1,0.12,,4.65,3.36,33.87,0.23,,,,,,,
Giants,,0,DST,DST1,2600,NYG,vs CIN,3,21,6.1,7.7,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0.66,0.94,0,0.28,21,8.17,8.17,0,0,20.37,8.17,8.17,8,0,100,,111,5,3.1,7,2.7,12,1,1,59,136,136,,,,,,,,,,,,,,,2.12,0.8,0.56,0.18,0.03,23.52,367.74
Miles Sanders,,0,RB,RB2,4800,CAR,vs ATL,27,26,8.2,5.6,6.3,0,0,0,0,0,0.2625,8.26,36.89,0.19,10.83,0.0712,2.57,1.81,12.96,0.03,0,0,0,0,0,0,8.12,8.12,0,0,24.52,8.12,8.12,48,0,100,,149,27,1.7,2.3,0.5,31,36,36,37,137,137,,,,,,,,11.51,54.51,0.28,2.97,2.08,14.72,0.04,,,,,,,
Luke McCaffrey,,0,WR,WR3,3700,WAS,@ BAL,3,21.75,1.7,0,5,0,0,0,0,0,0,0,0,0,4.35,0.1094,4.35,3.48,38.6,0.1,0,0,0,0,0,0,7.94,7.94,0,5.39,11.34,7.94,7.94,76,0,100,,156,66,2.1,1.5,0.4,44,61,61,48,138,138,,,,,,,,,,,2.5,2.5,24.5,,,,,,,,
Bears,,0,DST,DST1,2900,CHI,vs JAC,29,21.75,6.1,7.1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.34,0.62,0,0.27,21.75,7.94,7.94,0,0,20.14,7.94,7.94,6,0,100,,99,9,2.7,9,3.1,9,2,2,56,138,138,,,,,,,,,,,,,,,2.24,0.8,0.51,0.16,0.03,21.72,334.5
K.J. Osborn,,0,WR,WR4,3300,NE,vs HOU,13,22.75,7.3,8,2.7,0,0,0,0,0,0,0,0,0,5.17,0.1462,5.17,3.1,33.11,0.25,0,0,0,0,0,0,7.91,7.91,0,0,22.51,7.91,7.91,83,0,100,,170,3,2.4,0,,48,62,62,52,139,139,,,,,,,,0.07,0.27,,4.33,2.72,31.27,0.25,,,,,,,
Raiders,,0,DST,DST1,3000,LV,vs PIT,23,16.75,5,8.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.47,0.47,0,0.38,16.75,7.89,7.89,0,0.39,17.89,7.89,7.89,12,0,100,,151,0,2.6,2,0.7,8,3,3,55,140,140,,,,,,,,,,,,,,,1.81,0.61,0.47,0.09,0.03,24.71,360.69
Broncos,,0,DST,DST1,3200,DEN,vs LAC,31,17,6,6.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0.6,0.6,0.2,0.1,17,7.71,7.71,0,0,19.71,7.71,7.71,11,0,100,,143,20,2.4,3,0.9,6,4,4,53,141,141,,,,,,,,,,,,,,,2.51,0.79,0.57,0.14,0.03,20.67,331.94
Andrei Iosivas,,0,WR,WR3,3800,CIN,@ NYG,24,21,6,4.6,9.1,0,0,0,0,0,0,0,0,0,3.92,0.1102,3.92,2.33,24.12,0.49,0,0,0,0,0,0,7.68,7.68,0,0,19.68,7.68,7.68,54,0,100,,121,0,2,5.6,1.5,43,63,63,47,142,142,,,,,,,,,,,2.81,1.69,16.81,0.44,,,,,,,
Mike Williams,,0,WR,WR3,4500,NYJ,vs BUF,4,21.5,9.2,17.7,6.1,0,0,0,0,0,0,0,0,0,3.77,0.0828,3.77,2.34,37.33,0.26,0,0,0,0,0,0,7.63,7.63,0,0,26.03,7.63,7.63,83,0,100,,170,21,1.7,0,,36,64,64,40,143,143,,,,,,,,0.1,0.35,0.01,5.88,3.57,55.01,0.34,,,,,,,
Packers,,0,DST,DST1,3100,GB,vs ARI,8,20.75,5.3,6.9,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0.87,0.78,0,0.09,20.75,7.62,7.62,0,0,18.22,7.62,7.62,5,0,100,,93,20,2.5,10,3.2,7,5,5,54,144,144,,,,,,,,,,,,,,,2.48,0.84,0.5,0.1,0.01,21.96,348.74
Saints,,0,DST,DST1,2700,NO,vs TB,7,19.5,6.1,8.4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,1.02,0.65,0,0.09,19.5,7.57,7.57,0,0,19.77,7.57,7.57,6,0,100,,99,14,2.8,9,3.3,11,6,6,58,145,145,,,,,,,,,,,,,,,2.55,0.85,0.56,0.12,0.02,21.97,348.05
Cade Otton,,0,TE,TE1,3500,TB,@ NO,23,19.5,5,7.3,6.1,0,0,0,0,0,0,0,0,0,5.09,0.1574,5.09,3.38,31.2,0.17,0,0,0,0,0,0,7.52,7.52,0,0.02,17.52,7.52,7.52,15,0,100,,96,28,2.1,9.5,2.7,21,21,21,50,146,146,,,,,,,,0.03,-0.11,,4.49,3.03,28.4,0.17,,,,,,,
Elijah Moore,,0,WR,WR3,3300,CLE,@ PHI,26,16.75,6.6,8.4,4.8,0,0,0,0,0,0,0,0,0,5.35,0.1382,5.35,3.19,33.2,0.16,0,0,0,0,0,0,7.47,7.47,0,0,20.67,7.47,7.47,78,0,100,,158,21,2.3,1.3,0.4,48,65,65,52,147,147,,,,,,,,0.41,1.52,0.02,5.85,3.35,37.3,0.17,,,,,,,
Jaleel McLaughlin,,0,RB,RB2,4400,DEN,vs LAC,13,20,5,6.2,6.6,0,0,0,0,0,0.2071,6.17,25.22,0.11,9.15,0.0942,2.98,2.59,9.1,0.13,0,0,0,0,0,0,7.46,7.46,0,0,17.46,7.46,7.46,40,0,100,,130,21,1.7,4.5,1,35,37,37,41,148,148,,,,,,,,4.95,23.55,0.09,2.14,1.86,7.77,0.14,,,,,,,
Patriots,,0,DST,DST1,2400,NE,vs HOU,24,16.25,6.9,6.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.62,0.73,0,0.21,16.25,7.46,7.46,0,0,21.26,7.46,7.46,14,0,100,,170,21,3.1,0,,14,7,7,61,148,148,,,,,,,,,,,,,,,2.4,0.99,0.52,0.2,0.05,18.42,332.35
Theo Johnson,,0,TE,TE1,2700,NYG,vs CIN,7,25,3.3,0,4.1,0,0,0,0,0,0,0,0,0,4.92,0.1385,4.92,3.14,32.62,0.15,0,0,0,0,0,0,7.3,7.3,0,2.35,13.9,7.3,7.3,22,0,100,,118,20,2.7,6,2.2,29,22,22,58,149,149,,,,,,,,,,,3.25,2,21.25,,,,,,,,
Jamaal Williams,,0,RB,RB2,5200,NO,vs TB,7,23,7.6,4.7,4.3,0,0,0,0,0,0.2506,8.45,31.59,0.25,10.26,0.0529,1.81,1.46,8.74,0.04,0,0,0,0,0,0,7.23,7.23,0,0,22.43,7.23,7.23,56,0,100,,165,16,1.4,0.7,0.1,27,38,38,33,150,150,,,,,,,,9.72,37.62,0.3,2.12,1.71,11.89,0.07,,,,,,,
Bills,,0,DST,DST1,3300,BUF,@ NYJ,25,21.5,6,9.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,1.08,0.54,0,0.27,21.5,7.2,7.2,0,0,19.2,7.2,7.2,9,0,100,,118,21,2.2,6,1.8,5,8,8,52,151,151,,,,,,,,,,,,,,,2.37,0.99,0.58,0.14,0.03,20.17,326.99
Ja'Lynn Polk,,0,WR,WR1,3600,NE,vs HOU,13,22.75,2.8,0,4.5,0,0,0,0,0,0,0,0,0,5.22,0.1476,5.22,2.72,27.22,0.27,0,0,0,0,0,0,7.06,7.06,0,2.86,12.66,7.06,7.06,77,0,100,,157,38,2,1.4,0.4,45,66,66,49,152,152,,,,,,,,0.2,,,3.8,1.8,14.8,0.2,,,,,,,
Jets,,0,DST,DST1,2700,NYJ,vs BUF,4,20.5,5.5,9.2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0.61,0.61,0,0.09,20.5,7.01,7.01,0,0,18.01,7.01,7.01,12,0,100,,151,10,2.6,2,0.7,11,9,9,58,153,153,,,,,,,,,,,,,,,2.24,0.72,0.51,0.13,0.05,23.18,345.86
Tyler Boyd,,0,WR,WR3,4100,TEN,vs IND,14,22,7.8,8.8,5.2,0,0,0,0,0,0,0,0,0,4.33,0.1308,4.33,2.9,32.76,0.13,0,0,0,0,0,0,6.96,6.96,0,0,22.56,6.96,6.96,58,0,100,,127,30,1.7,4.9,1.2,40,67,67,44,154,154,0.05,0.02,0.69,0.01,0.01,,-0.13,0.15,1.34,,6.2,4.22,49.26,0.25,,,,,,,
Jonathan Mingo,,0,WR,WR3,3700,CAR,vs ATL,2,26,3.2,5.7,4.5,0,0,0,0,0,0,0,0,0,6.74,0.1871,6.74,3.4,35.52,0,0,0,0,0,0,0,6.95,6.95,0,2.15,13.35,6.95,6.95,80,0,100,,160,41,1.9,1.1,0.3,44,68,68,48,155,155,,,,,,,,0.1,0.25,,5.3,2.7,26.9,,,,,,,,
Adonai Mitchell,,0,WR,WR4,3900,IND,@ TEN,31,19.5,3.3,0,3.1,0,0,0,0,0,0,0,0,0,6.93,0.1734,6.93,2.86,33.1,0.12,0,0,0,0,0,0,6.89,6.89,0,1.94,13.49,6.89,6.89,68,0,100,,144,0,1.8,2.9,0.7,42,69,69,46,156,156,0.2,0.2,4.8,,,,37.08,0.4,2.8,,4,1.2,14,,,,,,,,
Brenton Strange,,0,TE,TE2,3300,JAC,@ CHI,6,21.75,4.7,2.4,9,0,0,0,0,0,0,0,0,0,3.93,0.0919,3.93,2.5,22.25,0.36,0,0,0,0,0,0,6.89,6.89,0,0,16.29,6.89,6.89,34,0,100,,150,6,2.1,2.1,0.6,23,23,23,52,156,156,,,,,,,,,,,2.7,1.7,15.5,0.3,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3300,TEN,vs IND,14,22,4.3,6.7,4.8,0,0,0,0,0,0,0,0,0,3.93,0.1189,3.93,2.91,29.03,0.16,0,0,0,0,0,0,6.77,6.77,0,0.32,15.37,6.77,6.77,28,0,100,,137,32,2.1,3.6,1.1,23,24,24,52,157,157,,,,,,,,0.14,0.22,,3.69,2.61,28.58,0.14,,,,,,,
Noah Fant,,0,TE,TE1,3400,SEA,vs SF,29,26.25,5.6,5.2,5.5,0,0,0,0,0,0,0,0,0,4.11,0.1046,4.11,2.95,30.92,0.11,0,0,0,0,0,0,6.7,6.7,0,0,17.9,6.7,6.7,8,0,100,,76,29,2,12.3,3.6,22,25,25,51,158,158,,,,,,,,0.04,-0.15,,4.55,3.24,35.85,0.17,,,,,,,
Tyler Allgeier,,0,RB,RB2,5100,ATL,@ CAR,32,20,5.9,8.1,5.7,0,0,0,0,0,0.3585,12.17,55.92,0.18,12.17,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,18.47,6.67,6.67,7,0,100,,22,32,1.3,22.8,4.5,28,39,39,34,159,159,,,,,,,,11.29,49.89,0.18,1.21,1.05,9.92,0.05,,,,,,,
Greg Dortch,,0,WR,WR3,4300,ARI,@ GB,12,20.75,6.4,4,6,0,0,0,0,0,0,0,0,0,4.34,0.1356,4.34,3.09,29.16,0.11,0,0,0,0,0,0,6.67,6.67,0,0,19.47,6.67,6.67,54,0,100,,121,0,1.6,5.6,1.3,38,70,70,42,159,159,,,,,,,,0.23,1.75,,2.95,2.16,20.45,0.09,,,,,,,
DJ Turner,,0,WR,WR2,3300,LV,vs PIT,27,19.75,0.8,0,0,0,0,0,0,0,0,0,0,0,10.67,0.3034,10.67,2.41,30.58,0.19,0,0,0,0,0,0,6.61,6.61,0,5.41,8.21,6.61,6.61,53,0,100,,120,0,2,5.7,1.7,48,71,71,52,160,160,,,,,,,,0.8,5.2,,0.2,,,,,,,,,,
Mike Gesicki,,0,TE,TE2,3100,CIN,@ NYG,24,21,6.6,4.4,7,0,0,0,0,0,0,0,0,0,4.16,0.1169,4.16,2.72,28.49,0.15,0,0,0,0,0,0,6.47,6.47,0,0,19.67,6.47,6.47,41,0,100,,170,8,2.1,0,,25,26,26,54,161,161,0.01,,,,,,0.4,,,,4.44,2.83,31.01,0.2,,,,,,,
Dawson Knox,,0,TE,TE2,2800,BUF,@ NYJ,25,20.5,5.4,5.3,2,0,0,0,0,0,0,0,0,0,3.5,0.0971,3.5,2.32,24.61,0.27,0,0,0,0,0,0,6.4,6.4,0,0,17.2,6.4,6.4,16,0,100,,103,26,2.3,8.2,2.9,28,27,27,57,162,162,,,,,,,,0.01,0.19,,3.87,2.5,28.71,0.31,,,,,,,
Mo Alie-Cox,,0,TE,TE1,2600,IND,@ TEN,31,19.5,4.8,3.5,3.7,0,0,0,0,0,0,0,0,0,3.18,0.0795,3.18,1.93,23.51,0.34,0,0,0,0,0,0,6.32,6.32,0,0,15.92,6.32,6.32,17,0,100,,104,0,2.4,8.1,3.1,30,28,28,59,163,163,,,,,,,,,,,2.04,1.3,16.6,0.19,,,,,,,
Sterling Shepard,,0,WR,WR4,3300,TB,@ NO,23,19.5,8,2.1,7.8,0,0,0,0,0,0,0,0,0,3.92,0.1214,3.92,2.46,26.09,0.18,0,0,0,0,0,0,6.15,6.15,0,0,22.15,6.15,6.15,40,0,100,,101,30,1.9,8.4,2.5,48,72,72,52,164,164,,,,,,,,0.27,2.11,0.01,6.65,4.32,47.88,0.27,,,,,,,
Rome Odunze,,0,WR,WR3,5200,CHI,vs JAC,15,23.25,9.1,0,9,0,0,0,0,0,0,0,0,0,4.13,0.1277,4.13,2.27,28.82,0.16,0,0,0,0,0,0,6.11,6.11,0,0,24.31,6.11,6.11,51,0,100,,118,0,1.2,6,1.2,29,73,73,33,165,165,,,,,,,,0.2,0.4,,5.8,3,41.2,0.2,,,,,,,
Ray Davis,,0,RB,RB2,4100,BUF,@ NYJ,25,20.5,2.9,0,3.9,0,0,0,0,0,0.3763,11.4,37.53,0.39,11.4,0,0,0,0,0,0,0,0,0,0,0,6.09,6.09,0,1.74,11.89,6.09,6.09,13,0,100,,45,26,1.5,18.2,4.4,38,40,40,44,166,166,,,,,,,,5.2,15,0.2,1,0.8,3.6,,,,,,,,
Ravens,,0,DST,DST1,3000,BAL,vs WAS,10,21.75,6.5,10.3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0.81,0.57,0,0.16,21.75,6.08,6.08,0,0,19.08,6.08,6.08,10,0,100,,126,19,2,5,1.7,8,10,10,55,167,167,,,,,,,,,,,,,,,2.52,0.82,0.55,0.2,0.03,19.53,327.18
Browns,,0,DST,DST1,2600,CLE,@ PHI,21,25.25,5.4,9.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.79,0.55,0.08,0.16,25.25,6.08,6.08,0,0,16.88,6.08,6.08,5,0,100,,93,8,2.3,10,3.8,12,10,10,59,167,167,,,,,,,,,,,,,,,2.25,0.74,0.51,0.12,0.03,23.93,349.27
Hayden Hurst,,0,TE,TE2,2600,LAC,@ DEN,10,17,4.7,4.7,3,0,0,0,0,0,0,0,0,0,3.73,0.115,3.73,2.52,24.82,0.16,0,0,0,0,0,0,5.96,5.96,0,0,15.36,5.96,5.96,41,0,100,,170,25,2.3,0,,30,29,29,59,168,168,,,,,,,,0.01,,,3.7,2.56,25.18,0.2,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR2,3200,DEN,vs LAC,17,20,4.4,4.3,5.1,0,0,0,0,0,0,0,0,0,3.07,0.0971,3.07,2.07,26.44,0.19,0,0,0,0,0,0,5.85,5.85,0,0,14.65,5.85,5.85,74,0,100,,153,6,1.8,1.8,0.6,49,74,74,53,169,169,,,,,,,,,,,2.13,1.43,20.4,0.2,,,,,,,
Texans,,0,DST,DST1,3600,HOU,@ NE,26,22.75,6,7.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0.55,0.27,0,0.18,22.75,5.83,5.83,0,0,17.83,5.83,5.83,4,0,100,,80,5,1.6,12,3.3,2,11,11,49,170,170,,,,,,,,,,,,,,,2.29,0.78,0.52,0.15,0.03,23.39,357.91
Steelers,,0,DST,DST1,3700,PIT,@ LV,19,19.75,6,8.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0.86,0.43,0,0,19.75,5.81,5.81,0,0,17.81,5.81,5.81,3,0,100,,72,25,1.6,13,3.5,1,12,12,48,171,171,,,,,,,,,,,,,,,2.95,0.95,0.58,0.12,0.04,20.13,333.87
49ers,,0,DST,DST1,3200,SF,@ SEA,13,26.25,5.7,8.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.82,0.3,0.07,0.22,26.25,5.71,5.71,0,0,17.11,5.71,5.71,7,0,100,,105,12,1.8,8,2.5,6,13,13,53,172,172,,,,,,,,,,,,,,,2.39,0.74,0.54,0.12,0.02,22.36,335.08
Ray-Ray McCloud,,0,WR,WR3,4300,ATL,@ CAR,5,20,3.8,2.4,9.2,0,0,0,0,0,0,0,0,0,4.19,0.137,4.19,2.83,26.66,0.03,0,0,0,0,0,0,5.68,5.68,0,0,13.28,5.68,5.68,56,0,100,,123,0,1.3,5.3,1.2,38,75,75,42,173,173,,,,,,,,0.21,2.69,0.01,2.06,1.39,12.46,0.01,,,,,,,
Mack Hollins,,0,WR,WR3,3200,BUF,@ NYJ,25,20.5,5.5,3.9,3.9,0,0,0,0,0,0,0,0,0,3.89,0.108,3.89,2.1,24.66,0.18,0,0,0,0,0,0,5.65,5.65,0,0,16.65,5.65,5.65,44,0,100,,107,0,1.8,7.8,2.4,49,76,76,53,174,174,0.01,0.01,0.05,,,,1.04,0.05,0.5,,3,1.73,22.16,0.14,,,,,,,
Tank Bigsby,,0,RB,RB2,6000,JAC,@ CHI,14,21.75,6.8,1.9,11.5,0,0,0,0,0,0.2626,6.68,38.35,0.29,6.68,0,0,0,0,0,0,0,0,0,0,0,5.58,5.58,0,0,19.18,5.58,5.58,47,0,100,,148,0,0.9,2.4,0.4,19,41,41,25,175,175,,,,,,,,4.94,23.82,0.24,0.29,0.12,2,,,,,,,,
Eagles,,0,DST,DST1,3400,PHI,vs CLE,15,16.75,6.1,6.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0.59,0.12,0,0.23,16.75,5.56,5.56,0,0,17.76,5.56,5.56,9,0,100,,118,19,1.6,6,1.8,4,14,14,51,176,176,,,,,,,,,,,,,,,2.57,0.79,0.55,0.22,0.03,22.21,348.99
Austin Hooper,,0,TE,TE2,2800,NE,vs HOU,13,22.75,6,3,4.1,0,0,0,0,0,0,0,0,0,3.3,0.0934,3.3,2.32,22.81,0.16,0,0,0,0,0,0,5.56,5.56,0,0,17.56,5.56,5.56,40,0,100,,167,18,2,0.5,0.2,28,30,30,57,176,176,,,,,,,,,,,4.12,2.98,30.18,0.2,,,,,,,
Jalen McMillan,,0,WR,WR3,3600,TB,@ NO,23,19.5,3.8,0,5,0,0,0,0,0,0,0,0,0,2.83,0.0875,2.83,1.6,23.22,0.25,0,0,0,0,0,0,5.42,5.42,0,0,13.02,5.42,5.42,83,0,100,,170,24,1.5,0,,45,77,77,49,177,177,,,,,,,,,,,2,1,19.67,0.33,,,,,,,
Jalen Coker,,0,WR,WR4,3000,CAR,vs ATL,2,26,5.4,0,5.4,0,0,0,0,0,0,0,0,0,2.83,0.0785,2.83,1.84,27.55,0.13,0,0,0,0,0,0,5.38,5.38,0,0,16.18,5.38,5.38,51,0,100,,118,0,1.8,6,2,51,78,78,55,178,178,,,,,,,,,,,2.5,2,34,,,,,,,,
Nelson Agholor,,0,WR,WR3,3500,BAL,vs WAS,32,28.75,7,6.1,3,0,0,0,0,0,0,0,0,0,3.18,0.095,3.18,1.97,23.55,0.17,0,0,0,0,0,0,5.35,5.35,0,0,19.35,5.35,5.35,65,0,100,,138,14,1.5,3.5,1,46,79,79,50,179,179,0.01,0.01,0.11,,,,1.06,0.13,0.72,,4.67,2.85,35.13,0.25,,,,,,,
Foster Moreau,,0,TE,TE2,2900,NO,vs TB,30,23,4.3,4.2,8.3,0,0,0,0,0,0,0,0,0,2.61,0.0766,2.61,1.94,19.35,0.23,0,0,0,0,0,0,5.26,5.26,0,0,13.86,5.26,5.26,19,0,100,,109,23,1.8,7.4,2.6,27,31,31,56,180,180,,,,,,,,,0.03,,2.72,1.95,22.26,0.25,,,,,,,
D'Onta Foreman,,0,RB,RB2,4300,CLE,@ PHI,28,16.75,8.5,10.1,3.8,0,0,0,0,0,0.3517,10.07,39.36,0.21,10.07,0,0,0,0,0,0,0,0,0,0,0,5.2,5.2,0,0,22.2,5.2,5.2,34,0,100,,114,1,1.2,6.7,1.6,36,42,42,42,181,181,,,,,,,,11.28,47.06,0.28,0.98,0.72,7.34,0.04,,,,,,,
