,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
De'Von Achane,,0,RB,RB1,6200,MIA,vs ARI,14,25.5,13.6,18.5,13.4,0,0,0,0,0,0.4148,12.63,63.07,0.42,17.41,0.1341,4.78,3.8,28.39,0.22,0,0,0,0,0,0,16.79,16.79,0,0,43.99,16.79,16.79,3,0,100,,14,19,2.7,26.7,4.3,21,19,19,26,60,60,,,,,0.06,,,10.24,62.35,0.53,3.71,2.94,23,0.24,,,,,,,
Ezekiel Elliott,,0,RB,RB1,4200,DAL,@ SF,13,21,9.1,10.3,4.5,0,0,0,0,0,0.5532,14.21,58.1,0.44,19.84,0.1511,5.63,4.23,30.22,0.18,0,0,0,0,0,0,16.78,16.78,0,3.13,34.98,16.78,16.78,27,0,100,,96,46,4,10.8,2.6,41,20,20,46,61,61,0.02,0.01,0.03,0.01,,,-2.59,16.61,71.47,0.56,3.76,2.85,21.08,0.11,,,,,,,
Malik Nabers,,0,WR,WR1,7000,NYG,@ PIT,27,15.75,9.5,0,21.1,0,0,0,0,0,0,0,0,0,10.21,0.335,10.21,6.49,72.27,0.5,0,0,0,0,0,0,16.72,16.72,0,2.47,35.72,16.72,16.72,26,0,100,,76,55,2.4,14.1,2,13,14,14,18,62,62,0.2,,,,,,0.42,0.6,,,12,7.8,85.4,0.6,,,,,,,
Tank Dell,,0,WR,WR2,6300,HOU,vs IND,14,24.75,10.1,17.4,8.1,0,0,0,0,0,0,0,0,0,9.4,0.2241,9.4,5.87,72.93,0.55,0,0,0,0,0,0,16.46,16.46,0,1.31,36.66,16.46,16.46,28,0,100,,80,27,2.6,13.5,2.1,20,15,15,25,63,63,,,,,0.06,,,1.06,5.06,,6.81,4.19,56.44,0.5,,,,,,,
George Pickens,,0,WR,WR1,6300,PIT,vs NYG,24,21.75,8.4,13.2,12.6,0,0,0,0,0,0,0,0,0,8.5,0.2664,8.5,5.13,86.65,0.43,0,0,0,0,0,0,16.38,16.38,0,3.78,33.18,16.38,16.38,36,0,100,,93,28,2.6,11.4,1.8,20,16,16,25,64,64,,,,,,,,0.17,0.78,0.02,5.95,3.56,58.9,0.24,,,,,,,
DeVonta Smith,,0,WR,WR2,6600,PHI,@ CIN,7,22.5,8.2,14.7,13.4,0,0,0,0,0,0,0,0,0,8.6,0.2597,8.6,6.01,74.6,0.46,0,0,0,0,0,0,16.23,16.23,0,3.93,32.63,16.23,16.23,13,0,100,,41,41,2.5,20.5,3.1,17,17,17,22,65,65,,,,,,,,,,,7.02,4.82,63.25,0.38,,,,,,,
Brian Thomas Jr,,0,WR,WR2,6400,JAC,vs GB,12,22.75,7,0,16,0,0,0,0,0,0,0,0,0,7.86,0.227,7.86,5.15,78.21,0.52,0,0,0,0,0,0,16.09,16.09,0,5.59,30.09,16.09,16.09,24,0,100,,68,56,2.5,15,2.3,19,18,18,24,66,66,,,,,,,,0.43,2.14,,6.43,4.29,73.29,0.57,,,,,,,
Matthew Stafford,,0,QB,QB1,5500,LAR,vs MIN,22,22,7.1,17.9,10.7,1,33.4,260.83,1.58,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.06,16.06,0,5.41,30.26,16.06,16.06,8,0,100,,19,61,2.9,25.76,4.7,21,27,27,33,67,67,35.15,23.06,264.19,0.73,2.45,1.68,96.58,1.88,6.19,0.03,0.01,0.01,-0.04,,,,,,,,
Chris Olave,,0,WR,WR1,6400,NO,@ LAC,17,17,6.7,15.4,9.5,0,0,0,0,0,0,0,0,0,9.14,0.2555,9.14,6.25,79.74,0.3,0,0,0,0,0,0,16.02,16.02,0,5.97,29.42,16.02,16.02,9,0,100,,35,51,2.5,21.7,3.4,19,19,19,24,68,68,,,,,,,,0.03,0.19,,7.73,4.92,66.08,0.27,,,,,,,
Jonathan Taylor,,0,RB,RB1,7500,IND,@ HOU,6,20.25,10.2,15.9,19.6,0,0,0,0,0,0.592,14.81,72.81,0.69,17.76,0.0767,2.95,2.21,19.1,0.05,0,0,0,0,0,0,15.84,15.84,0,0.54,36.24,15.84,15.84,11,0,100,,35,45,2.1,21.7,2.9,9,21,21,13,69,69,,,,,,,,17.49,86.51,0.77,2.89,2.26,18.11,0.07,,,,,,,
Drake London,,0,WR,WR1,7200,ATL,@ TB,30,24.5,8,11.3,18,0,0,0,0,0,0,0,0,0,8.73,0.2684,8.73,5.67,70.03,0.52,0,0,0,0,0,0,15.79,15.79,0,3.79,31.79,15.79,15.79,48,0,100,,122,35,2.2,7.4,1,11,20,20,16,70,70,0.03,0.03,0.55,,,,4.43,,,,7.2,4.63,56.55,0.28,,,,,,,
Kirk Cousins,,0,QB,QB1,6200,ATL,@ TB,24,24.5,8.1,21.3,15.3,1,32.54,244.17,1.34,0.67,0.0601,2.12,5.33,0.12,2.12,0,0,0,0,0,0,0,0,0,0,0,15.71,15.71,0,3.56,31.91,15.71,15.71,3,0,100,,8,59,2.5,28.64,4.6,14,28,28,26,71,71,34.97,23.6,266.63,0.68,2.16,1.82,100.37,2.07,6.12,0.14,0.01,0.01,-0.01,,,,,,,,
Terry McLaurin,,0,WR,WR1,6900,WAS,vs CHI,6,23.75,7.7,12.1,15.7,0,0,0,0,0,0,0,0,0,8.45,0.2351,8.45,5.41,77.13,0.43,0,0,0,0,0,0,15.7,15.7,0,4.15,31.1,15.7,15.7,13,0,100,,41,45,2.3,20.5,3,14,21,21,19,72,72,,,,,,,,0.14,0.84,,7.54,4.75,65.94,0.33,,,,,,,
Javonte Williams,,0,RB,RB1,6000,DEN,vs CAR,32,26.75,6.4,11.3,11.4,0,0,0,0,0,0.5082,15.82,62.5,0.37,21.06,0.1511,5.24,4.19,23.73,0.08,0,0,0,0,0,0,15.51,15.51,0,5.91,28.31,15.51,15.51,31,0,100,,104,45,2.6,9.2,1.5,23,22,22,28,73,73,,,,,,,,12.27,49.59,0.2,3.68,2.93,17.86,0.11,,,,,,,
DJ Moore,,0,WR,WR1,6600,CHI,@ WAS,32,22.25,9,17.8,14,0,0,0,0,0,0,0,0,0,8.87,0.2299,8.87,5.55,72.03,0.44,0,0,0,0,0,0,15.39,15.39,0,1.89,33.39,15.39,15.39,55,0,100,,138,37,2.3,5.4,0.8,17,22,22,22,74,74,0.01,,,,,,0.38,0.44,3.53,0.01,7.75,4.77,66.79,0.31,,,,,,,
David Montgomery,,0,RB,RB1,6400,DET,vs TEN,3,29,7.7,15.5,17.1,0,0,0,0,0,0.4968,16.09,67.64,0.71,18.83,0.0693,2.74,2.21,18.15,0.04,0,0,0,0,0,0,15.29,15.29,0,3.74,30.69,15.29,15.29,20,0,100,,69,47,2.4,14.92,2.3,19,23,23,24,75,75,0.01,,,0.01,,,,15.23,62.58,0.56,2.9,2.3,18.63,0.05,,,,,,,
Mason Rudolph,,0,QB,QB1,4400,TEN,@ DET,18,16.5,6.7,10.1,7.6,1,29.7,237.44,1.45,0.54,0.1061,2.5,5.11,0,2.5,0,0,0,0,0,0,0,0,0,0,0,15.27,15.27,0,5.22,28.67,15.27,15.27,13,0,100,,36,32,3.5,21.54,4.9,32,29,29,44,76,76,23.41,14.77,153.86,0.55,1.18,0.91,81.76,2.18,5.05,,,,,,,,,,,,
Daniel Jones,,0,QB,QB1,5300,NYG,@ PIT,20,15.75,9,11.2,13.7,1,30.47,202.2,0.95,0.59,0.2413,5.8,29.48,0.15,5.8,0,0,0,0,0,0,0,0,0,0,0,15.15,15.15,0,1.65,33.15,15.15,15.15,30,0,100,,110,45,2.9,8.66,1.6,23,30,30,35,77,77,31.94,20.46,208.27,0.66,2.99,1.01,85.27,5.7,31.31,0.19,0.01,0.01,0.24,,,,,,,,
Jerry Jeudy,,0,WR,WR1,4800,CLE,vs BAL,3,18.5,7,8.9,7.9,0,0,0,0,0,0,0,0,0,9.24,0.2202,9.24,5.2,78.31,0.35,0,0,0,0,0,0,15.13,15.13,0,4.63,29.13,15.13,15.13,31,0,100,,85,32,3.2,12.9,2.7,35,23,23,40,78,78,,,,,,,,0.09,0.67,,6.2,3.63,51.86,0.19,,,,,,,
Gardner Minshew,,0,QB,QB1,4800,LV,vs KC,1,16.75,7.9,13.7,9.8,1,36,246.57,1.17,0.89,0.0954,2.5,10.19,0.07,2.5,0,0,0,0,0,0,0,0,0,0,0,15.09,15.09,0,3.24,30.89,15.09,15.09,18,0,100,,62,47,3.1,15.96,3.3,28,31,31,40,79,79,30.13,18.96,209.53,0.6,2.3,1.19,86.41,2.98,12.47,0.09,0.02,0.02,,,,,,,,,
Sam LaPorta,,0,TE,TE1,4800,DET,vs TEN,31,29,7.6,14.3,7.1,0,0,0,0,0,0,0,0,0,7.1,0.1795,7.1,5.28,64.46,0.56,0,0,0,0,0,0,15.09,15.09,0,3.69,30.29,15.09,15.09,8,0,100,,56,39,3.1,16.8,3.5,10,4,4,40,79,79,,,,,,,,0.04,0.17,,5.96,4.35,48.39,0.48,,,,,,,
Cooper Kupp,,0,WR,WR1,8000,LAR,vs MIN,21,22,10.5,14.7,21.3,0,0,0,0,0,0,0,0,0,7.98,0.2388,7.98,5.65,64.9,0.48,0,0,0,0,0,0,15.02,15.02,0,0,36.02,15.02,15.02,23,0,100,,60,43,1.9,16.1,2,6,24,24,8,80,80,0.04,,,,,,1.27,0.27,1.46,0.01,8.76,6.24,76.65,0.56,,,,,,,
Brock Bowers,,0,TE,TE1,6100,LV,vs KC,16,16.75,6.3,0,14.6,0,0,0,0,0,0,0,0,0,8.94,0.2482,8.94,6.81,69.42,0.21,0,0,0,0,0,0,15.01,15.01,0,5.56,27.61,15.01,15.01,17,0,100,,96,57,2.5,10.8,1.8,1,5,5,27,81,81,,,,,,,,0.14,1.71,,8.57,6.71,68.14,0.14,,,,,,,
Josh Palmer,,0,WR,WR1,4400,LAC,vs NO,23,24.5,6.9,11.4,6,0,0,0,0,0,0,0,0,0,8.89,0.2144,8.89,5.98,71.82,0.29,0,0,0,0,0,0,14.9,14.9,0,4.55,28.7,14.9,14.9,39,0,100,,104,23,3.4,9.2,2.1,39,25,25,44,82,82,,,,,,,,0.07,0.35,,5.11,3.39,40.74,0.2,,,,,,,
Puka Nacua,,0,WR,WR2,6700,LAR,vs MIN,21,22,9.9,18.8,8.2,0,0,0,0,0,0,0,0,0,7.73,0.2314,7.73,5.27,74.55,0.36,0,0,0,0,0,0,14.89,14.89,0,0.04,34.69,14.89,14.89,12,0,100,,39,46,2.2,21.1,3.1,16,26,26,21,83,83,,,,,,,,0.72,5.33,,9.06,6.06,84.5,0.33,,,,,,,
Keenan Allen,,0,WR,WR2,5800,CHI,@ WAS,32,22.25,9.9,22.7,9.8,0,0,0,0,0,0,0,0,0,8.36,0.2167,8.36,5.77,61.79,0.45,0,0,0,0,0,0,14.65,14.65,0,0,34.45,14.65,14.65,51,0,100,,133,46,2.5,5.9,1,25,27,27,30,84,84,0.04,0.01,0.43,,0.01,0.01,6.23,0.16,1,,9.81,6.81,77.88,0.43,,,,,,,
Chuba Hubbard,,0,RB,RB1,6700,CAR,@ DEN,9,13.75,7,10.9,16.3,0,0,0,0,0,0.6686,16.55,71.38,0.43,19.98,0.1177,3.43,2.94,16.6,0.05,0,0,0,0,0,0,14.62,14.62,0,4.12,28.62,14.62,14.62,32,0,100,,105,29,2.2,9.1,1.4,16,24,24,21,85,85,,,,,,,,11.26,46.61,0.28,2.26,1.85,12.43,0.04,,,,,,,
Bucky Irving,,0,RB,RB2,5800,TB,vs ATL,19,23,5.2,0,11.1,0,0,0,0,0,0.3527,10.4,52.83,0.47,14.17,0.0953,3.77,3.24,31.92,0.01,0,0,0,0,0,0,14.6,14.6,0,6.8,25,14.6,14.6,18,0,100,,66,53,2.5,15.4,2.7,25,25,25,30,86,86,,,,,,,,9.57,50.14,0.43,2.14,1.86,17.71,,,,,,,,
Najee Harris,,0,RB,RB1,6100,PIT,vs NYG,26,21.75,7.2,11.9,13.3,0,0,0,0,0,0.5251,17.94,72.01,0.47,20.84,0.0908,2.9,2.22,15.38,0.08,0,0,0,0,0,0,14.26,14.26,0,3.46,28.66,14.26,14.26,13,0,100,,47,50,2.3,19.1,3.1,22,26,26,27,87,87,0.02,0.02,0.07,,,,1.44,16.4,64.67,0.41,3.53,2.72,17.26,0.1,,,,,,,
Amari Cooper,,0,WR,WR1,6000,BUF,@ SEA,28,24,11,16.2,11.1,0,0,0,0,0,0,0,0,0,8.38,0.2335,8.38,4.99,64.15,0.47,0,0,0,0,0,0,14.23,14.23,0,0,36.23,14.23,14.23,83,0,100,,175,25,2.4,1.3,0.2,23,28,28,28,88,88,0.01,,,0.01,,,,0.1,0.28,,7.73,4.69,65.99,0.43,,,,,,,
Jaylen Waddle,,0,WR,WR2,5400,MIA,vs ARI,1,25.5,8.8,14.8,8.8,0,0,0,0,0,0,0,0,0,7.86,0.2207,7.86,5.47,70.71,0.26,0,0,0,0,0,0,14.1,14.1,0,0.9,31.7,14.1,14.1,42,0,100,,113,41,2.6,8.5,1.6,29,29,29,34,89,89,,,,,,,,0.19,0.91,0.02,7.38,5.15,68.94,0.34,,,,,,,
Brian Robinson,,0,RB,RB1,6400,WAS,vs CHI,15,23.75,6.7,13.5,16.1,0,0,0,0,0,0.414,12.08,51.28,0.48,15.14,0.0851,3.06,2.51,21.3,0.18,0,0,0,0,0,0,13.73,13.73,0,3.68,27.13,13.73,13.73,33,0,100,,111,47,2.1,8.6,1.3,19,27,27,24,90,90,,,,,,,,14.18,58.36,0.39,2,1.61,15,0.15,,,,,,,
Austin Ekeler,,0,RB,RB2,5600,WAS,vs CHI,15,23.75,9.6,13.7,10.3,0,0,0,0,0,0.3103,9.06,40.51,0.32,13.32,0.1186,4.26,3.43,31.85,0.18,0,0,0,0,0,0,13.67,13.67,0,0,32.87,13.67,13.67,36,0,100,,119,41,2.4,7.8,1.4,27,28,28,32,91,91,,,,,,,,9.53,42.46,0.38,5.36,4.26,38.29,0.28,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR1,6100,SEA,vs BUF,4,21,5.3,8.8,11.3,0,0,0,0,0,0,0,0,0,9.18,0.2411,9.18,6.15,56.37,0.31,0,0,0,0,0,0,13.65,13.65,0,5.7,24.25,13.65,13.65,31,0,100,,85,44,2.2,12.9,2.1,22,30,30,27,92,92,0.04,0.04,1.46,,,,9.64,,,,6.17,4.17,39.46,0.21,,,,,,,
Josh Downs,,0,WR,WR2,5500,IND,@ HOU,13,20.25,6.5,9.4,12.8,0,0,0,0,0,0,0,0,0,8.52,0.2214,8.52,6.09,61.19,0.24,0,0,0,0,0,0,13.65,13.65,0,3.9,26.65,13.65,13.65,6,0,100,,21,36,2.5,25.2,4.6,28,30,30,33,92,92,,,,,,,,0.05,-0.05,,6.18,4.36,46.05,0.18,,,,,,,
Evan Engram,,0,TE,TE1,5000,JAC,vs GB,12,22.75,7.4,13.7,10.7,0,0,0,0,0,0,0,0,0,9,0.26,9,6.28,57.58,0.25,0,0,0,0,0,0,13.54,13.54,0,2.44,28.34,13.54,13.54,11,0,100,,79,32,2.7,13.6,2.7,8,6,6,38,93,93,,,,,,,,0.16,0.91,0.01,6.75,4.56,46.07,0.24,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,6000,NE,vs NYJ,21,17,8.1,12.2,12.6,0,0,0,0,0,0.5359,14.25,64.33,0.43,18.02,0.1159,3.77,2.91,14.73,0.02,0,0,0,0,0,0,13.52,13.52,0,1.37,29.72,13.52,13.52,6,0,100,,28,37,2.3,23.5,3.9,23,29,29,28,94,94,,,,,,,,12.4,56.13,0.36,3.79,2.89,17.57,0.02,,,,,,,
Garrett Wilson,,0,WR,WR2,6700,NYJ,@ NE,22,24,7.8,13,16.8,0,0,0,0,0,0,0,0,0,9.35,0.2263,9.35,5.41,60.97,0.33,0,0,0,0,0,0,13.49,13.49,0,1.79,29.09,13.49,13.49,16,0,100,,44,43,2,19.3,2.9,16,31,31,21,95,95,0.05,,,,,,0.05,0.22,0.22,,9.54,5.46,63.54,0.24,,,,,,,
Calvin Ridley,,0,WR,WR1,5200,TEN,@ DET,11,16.5,9.8,14.2,7.5,0,0,0,0,0,0,0,0,0,8.8,0.2964,8.8,4.92,58.91,0.44,0,0,0,0,0,0,13.45,13.45,0,0,33.05,13.45,13.45,4,0,100,,15,35,2.6,26.6,5.1,31,32,32,36,96,96,,,,,,,,0.35,1.58,0.01,7.67,4.67,63.07,0.51,,,,,,,
Cade Otton,,0,TE,TE1,3500,TB,vs ATL,2,23,5.4,7.3,8.7,0,0,0,0,0,0,0,0,0,8.42,0.2128,8.42,5.59,57.22,0.33,0,0,0,0,0,0,13.29,13.29,0,5.19,24.09,13.29,13.29,1,0,100,,6,26,3.8,29.1,8.3,23,7,7,53,97,97,,,,,,,,0.03,-0.11,,4.68,3.14,29.97,0.19,,,,,,,
Zack Moss,,0,RB,RB2,5700,CIN,vs PHI,17,25,7.3,12.5,10.7,0,0,0,0,0,0.4952,11.81,46.58,0.31,15.98,0.1112,4.17,3.23,23.72,0.16,0,0,0,0,0,0,13.08,13.08,0,2.13,27.68,13.08,13.08,35,0,100,,118,17,2.3,7.9,1.4,26,30,30,31,98,98,,,,,,,,9.22,38.45,0.27,2.05,1.57,11.37,0.08,,,,,,,
Hunter Henry,,0,TE,TE1,3800,NE,vs NYJ,25,17,6.2,9.2,9.6,0,0,0,0,0,0,0,0,0,6.62,0.2035,6.62,4.56,52.36,0.53,0,0,0,0,0,0,12.98,12.98,0,3.68,25.38,12.98,12.98,18,0,100,,102,37,3.4,9.5,2.5,20,8,8,50,99,99,,,,,,,,,,,5.04,3.46,40.49,0.38,,,,,,,
Jake Ferguson,,0,TE,TE1,5300,DAL,@ SF,29,21,5.5,10.4,9.8,0,0,0,0,0,0,0,0,0,7.85,0.2107,7.85,5.67,58.65,0.23,0,0,0,0,0,0,12.92,12.92,0,4.67,23.92,12.92,12.92,23,0,100,,116,34,2.4,8.3,1.6,5,9,9,35,100,100,,,,,,,,,,,4.79,3.48,35.61,0.21,,,,,,,
Zay Flowers,,0,WR,WR1,6800,BAL,@ CLE,8,26,7.5,13.1,13.1,0,0,0,0,0,0,0,0,0,7.17,0.2392,7.17,5.06,59.91,0.3,0,0,0,0,0,0,12.85,12.85,0,1.6,27.85,12.85,12.85,10,0,100,,37,43,1.9,21.5,3.2,15,33,33,20,101,101,,,,,,,,0.61,4.48,0.04,6.83,4.83,55.22,0.26,,,,,,,
Jakobi Meyers,,0,WR,WR1,5400,LV,vs KC,16,16.75,6.6,13.7,12.1,0,0,0,0,0,0,0,0,0,7.44,0.2067,7.44,5.06,58.46,0.3,0,0,0,0,0,0,12.71,12.71,0,2.81,25.91,12.71,12.71,20,0,100,,54,44,2.4,17.2,3.2,29,34,34,34,102,102,0.09,0.08,1.35,,,0.04,9.66,0.14,0.46,0.03,6.55,4.47,51.86,0.23,,,,,,,
Xavier Worthy,,0,WR,WR2,6200,KC,@ LV,19,25.25,6.3,0,10.6,0,0,0,0,0,0,0,0,0,7.03,0.1839,7.03,3.77,55.74,0.54,0,0,0,0,0,0,12.58,12.58,0,3.13,25.18,12.58,12.58,27,0,100,,78,41,2,13.7,2.2,21,35,35,26,103,103,,,,,,,,1.17,7.83,0.33,4.83,2.5,33,0.33,,,,,,,
Jordan Addison,,0,WR,WR2,5700,MIN,@ LAR,18,25,8.8,13.4,11.4,0,0,0,0,0,0,0,0,0,7.13,0.1885,7.13,4.33,55.98,0.44,0,0,0,0,0,0,12.57,12.57,0,0,30.17,12.57,12.57,63,0,100,,149,32,2.2,4.2,0.7,26,36,36,31,104,104,,,,,,,,0.1,0.43,0.05,6.1,3.9,53.33,0.52,,,,,,,
Raheem Mostert,,0,RB,RB2,5900,MIA,vs ARI,14,25.5,10.2,18.3,6.6,0,0,0,0,0,0.5266,16.04,80.54,0.73,16.04,0,0,0,0,0,0,0,0,0,0,0,12.43,12.43,0,0,32.83,12.43,12.43,17,0,100,,61,14,2.1,16,2.7,24,31,31,29,105,105,,,,,,,,10.6,55.39,0.51,1.81,1.38,10.75,0.11,,,,,,,
Jalen Nailor,,0,WR,WR3,4600,MIN,@ LAR,18,25,5.7,2,10.1,0,0,0,0,0,0,0,0,0,5.05,0.1334,5.05,3.52,55.08,0.55,0,0,0,0,0,0,12.33,12.33,0,3.78,23.73,12.33,12.33,67,0,100,,155,17,2.7,3.6,0.8,37,37,37,42,106,106,,,,,,,,0.15,0.23,,2.69,1.85,32.38,0.31,,,,,,,
Tank Bigsby,,0,RB,RB1,6300,JAC,vs GB,12,22.75,8.2,1.9,12.5,0,0,0,0,0,0.5017,14.56,76.26,0.75,14.56,0,0,0,0,0,0,0,0,0,0,0,12.13,12.13,0,0,28.53,12.13,12.13,28,0,100,,97,0,1.9,10.6,1.7,20,32,32,25,107,107,,,,,,,,6.16,28.79,0.32,0.32,0.11,1.79,,,,,,,,
Christian Watson,,0,WR,WR3,5200,GB,@ JAC,15,26.25,9,11.3,7.3,0,0,0,0,0,0,0,0,0,5.45,0.151,5.45,3.37,51.34,0.6,0,0,0,0,0,0,12.1,12.1,0,0,30.1,12.1,12.1,45,0,100,,118,19,2.3,7.9,1.5,31,38,38,36,108,108,,,,,,,,0.43,3.11,0.07,4.71,2.79,42.5,0.5,,,,,,,
Broncos,,0,DST,DST1,3700,DEN,vs CAR,31,13.75,6,6.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.55,0.76,0.22,0.22,13.75,12.09,12.09,0,3.09,24.09,12.09,12.09,7,0,100,,125,20,3.3,7,1.9,2,1,1,51,109,109,,,,,,,,,,,,,,,2.53,0.78,0.58,0.14,0.03,20.62,331.67
Tucker Kraft,,0,TE,TE1,4600,GB,@ JAC,15,26.25,6.4,5.6,10.4,0,0,0,0,0,0,0,0,0,5.69,0.1577,5.69,4.22,47.77,0.49,0,0,0,0,0,0,11.94,11.94,0,2.34,24.74,11.94,11.94,8,0,100,,56,11,2.6,16.8,3.7,12,10,10,42,110,110,,,,,,,,0.05,0.1,,3.33,2.48,29.48,0.29,,,,,,,
Kareem Hunt,,0,RB,RB1,6300,KC,@ LV,24,25.25,9.3,7.9,18.2,0,0,0,0,0,0.5988,17.92,74.25,0.75,17.92,0,0,0,0,0,0,0,0,0,0,0,11.93,11.93,0,0,30.53,11.93,11.93,23,0,100,,82,32,1.9,13.3,2.1,20,33,33,25,111,111,,,,,,,,11.63,49.67,0.46,3.11,2.46,20.33,0.18,,,,,,,
Dontayvion Wicks,,0,WR,WR4,5300,GB,@ JAC,15,26.25,7,8.1,8,0,0,0,0,0,0,0,0,0,6.92,0.1918,6.92,3.52,46.22,0.63,0,0,0,0,0,0,11.92,11.92,0,1.42,25.92,11.92,11.92,70,0,100,,159,13,2.2,3.1,0.6,30,39,39,35,112,112,0.05,0.05,0.64,,,,6.54,0.05,0.05,,4.36,2.41,34.64,0.36,,,,,,,
Will Dissly,,0,TE,TE1,3000,LAC,vs NO,23,24.5,5.2,3.4,6.7,0,0,0,0,0,0,0,0,0,5.84,0.141,5.84,4.71,48.76,0.38,0,0,0,0,0,0,11.87,11.87,0,4.07,22.27,11.87,11.87,20,0,100,,105,5,4,9.1,3,28,11,11,58,113,113,,,,,,,,0.01,0.1,,2.56,2.08,22.72,0.18,,,,,,,
Ricky Pearsall,,0,WR,WR2,3900,SF,vs DAL,9,26.5,0,0,5.1,0,0,0,0,0,0,0,0,0,7.13,0.2108,7.13,4.29,55.06,0.34,0,0,0,0,0,0,11.84,11.84,0,11.84,11.84,11.84,11.84,35,0,100,,90,0,3,11.7,3,44,40,40,49,114,114,,,,,,,,,,,5,3,21,,,,,,,,
Jaylen Warren,,0,RB,RB2,5300,PIT,vs NYG,26,21.75,5.6,12,5.2,0,0,0,0,0,0.2643,9.03,41.86,0.16,13.88,0.152,4.85,4.16,24.2,0,0,0,0,0,0,0,11.73,11.73,0,3.33,22.93,11.73,11.73,35,0,100,,118,34,2.2,7.9,1.5,30,34,34,35,115,115,,,,,,,,6.79,33.37,0.13,3.11,2.61,16.79,,,,,,,,
Courtland Sutton,,0,WR,WR1,5300,DEN,vs CAR,5,26.75,6.6,12.1,10.1,0,0,0,0,0,0,0,0,0,7.68,0.2213,7.68,4.23,55.82,0.3,0,0,0,0,0,0,11.61,11.61,0,1.71,24.81,11.61,11.61,11,0,100,,38,39,2.2,21.12,4,30,41,41,35,116,116,0.02,0.02,0.61,,,,4.12,0.06,0.24,,6.41,3.67,51.97,0.3,,,,,,,
Zach Charbonnet,,0,RB,RB2,5400,SEA,vs BUF,18,21,6,6.6,11.3,0,0,0,0,0,0.3468,7.85,30.42,0.26,12.4,0.1196,4.55,3.81,26.37,0.09,0,0,0,0,0,0,11.59,11.59,0,2.59,23.59,11.59,11.59,26,0,100,,93,25,2.1,11.4,2.1,29,35,35,34,117,117,,,,,,,,7.17,29.04,0.17,2.78,2.3,15.35,0.04,,,,,,,
Khalil Shakir,,0,WR,WR2,5900,BUF,@ SEA,28,24,6.5,7.4,11.8,0,0,0,0,0,0,0,0,0,5.04,0.1404,5.04,4.39,55.28,0.27,0,0,0,0,0,0,11.54,11.54,0,1.79,24.54,11.54,11.54,7,0,100,,30,6,2,22.9,3.9,24,42,42,29,118,118,,,,,,,,0.06,0.38,,2.91,2.38,33.94,0.16,,,,,,,
Romeo Doubs,,0,WR,WR2,5700,GB,@ JAC,15,26.25,6.1,10.3,11,0,0,0,0,0,0,0,0,0,6.53,0.1811,6.53,4.23,48.47,0.38,0,0,0,0,0,0,11.36,11.36,0,2.21,23.56,11.36,11.36,37,0,100,,99,36,2,10.2,1.8,26,43,43,31,119,119,,,,,,,,0.03,0.31,,5.47,3.44,39.19,0.36,,,,,,,
DeAndre Hopkins,,0,WR,WR1,4900,TEN,@ LV,16,,9.3,13.7,6.4,0,0,0,0,0,0,0,0,0,7.1,0.2391,7.1,4.48,49.84,0.3,0,0,0,0,0,0,11.26,11.26,0,0,29.86,11.26,11.26,59,0,100,,143,47,2.3,4.9,1,34,44,44,39,120,120,0.03,0.01,0.04,0.01,,0.01,0.24,0.04,0.15,,9.63,6.01,77.48,0.51,,,,,,,
Alec Pierce,,0,WR,WR3,5000,IND,@ HOU,13,20.25,6.7,5.8,11,0,0,0,0,0,0,0,0,0,6.01,0.1562,6.01,3.06,61.54,0.32,0,0,0,0,0,0,11.13,11.13,0,1.08,24.53,11.13,11.13,76,0,100,,168,7,2.2,2.1,0.4,33,45,45,38,121,121,,,,,,,,,,,4.2,2.2,37.25,0.18,,,,,,,
Dalton Schultz,,0,TE,TE1,4100,HOU,vs IND,14,24.75,6.8,10.3,5.2,0,0,0,0,0,0,0,0,0,6.84,0.1632,6.84,4.58,46.92,0.28,0,0,0,0,0,0,10.95,10.95,0,0.75,24.55,10.95,10.95,19,0,100,,104,23,2.7,9.2,2.2,17,12,12,47,122,122,,,,,,,,,,,5.2,3.57,36.15,0.27,,,,,,,
Elijah Moore,,0,WR,WR3,3700,CLE,vs BAL,3,18.5,6.5,8.4,5.1,0,0,0,0,0,0,0,0,0,7.55,0.18,7.55,4.67,48.41,0.24,0,0,0,0,0,0,10.95,10.95,0,1.2,23.95,10.95,10.95,21,0,100,,58,22,3,16.5,4.5,46,46,46,51,122,122,,,,,,,,0.4,1.46,0.02,5.77,3.35,36.67,0.17,,,,,,,
