player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
CeeDee Lamb,61570,WR,DAL,1,9.2,0,70.6,33.3,1,3,0,7.7,1,6,9,0,61.8,73.0,81.9,,77.2,0.0,0,0,23,0.0,0,54,0,12,85.2,46,48.1,26,108.9,17,1,51.9,28,116,32,2.7,9.7,2.52
Michael Pittman Jr.,29049,WR,IND,1,7.9,0,68.8,50.0,1,2,0,0.0,0,6,14,0,78.7,71.5,77.4,68.1,78.2,0.0,0,0,14,2.1,1,48,0,11,93.8,45,22.9,11,107.6,16,1,77.1,37,105,46,4.2,9.5,2.33
A.J. Brown,48327,WR,PHI,1,9.5,3,61.5,0.0,0,3,0,0.0,0,5,24,0,76.5,70.1,72.4,,73.8,0.0,0,0,38,0.0,0,51,0,8,94.1,48,21.6,11,89.9,13,0,78.4,40,114,63,7.9,14.3,2.38
Nico Collins,61441,WR,HST,1,13.8,1,75.0,0.0,0,2,0,10.0,1,5,13,0,56.7,70.6,82.4,,81.4,0.0,0,0,59,0.0,0,31,0,9,96.8,30,19.4,6,144.4,12,1,80.6,25,191,76,8.4,21.2,6.37
Mike Evans,8642,WR,TB,1,16.4,2,58.3,66.7,2,3,0,0.0,0,5,30,0,75.6,69.5,90.2,,90.9,0.0,0,1,75,0.0,0,29,0,7,93.1,27,17.2,5,95.8,12,1,82.8,24,162,82,11.7,23.1,6.0
DeAndre Hopkins,7808,WR,TEN,1,17.3,0,41.7,0.0,0,2,0,16.7,1,4,31,0,46.3,69.1,68.8,,69.4,0.0,0,0,27,0.0,0,40,0,5,92.5,37,25.0,10,90.6,12,1,75.0,30,75,6,1.2,15.0,2.03
Ja'Marr Chase,84270,WR,CIN,1,4.8,2,91.7,100.0,3,3,0,8.3,1,5,7,0,60.2,72.0,82.6,,84.7,0.0,0,0,76,0.0,0,42,0,11,95.2,40,9.5,4,146.2,12,1,88.1,37,149,95,8.6,13.5,3.73
DeVonta Smith,61100,WR,PHI,1,10.3,2,75.0,33.3,1,3,0,10.0,1,8,24,0,56.7,70.6,77.0,,77.1,0.0,0,0,21,0.0,0,59,1,9,94.9,56,35.6,21,125.7,12,1,64.4,38,96,34,3.8,10.7,1.71
Jaxon Smith-Njigba,129758,WR,SEA,1,5.2,1,63.6,0.0,0,2,0,0.0,0,4,29,0,75.6,69.5,71.0,,70.0,0.0,0,0,18,0.0,0,36,0,7,88.9,32,52.8,19,78.6,11,0,47.2,17,62,48,6.9,8.9,1.94
Jonathan Mingo,97774,WR,CAR,1,9.7,3,60.0,,0,0,0,0.0,0,2,5,1,74.6,16.9,67.2,70.4,64.6,0.0,0,0,31,2.9,1,35,0,6,91.4,32,34.3,12,80.8,10,0,62.9,22,69,35,5.8,11.5,2.16
