player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Stefon Diggs,9579,WR,BUF,1,10.1,0,66.7,100.0,1,1,0,0.0,0,7,4,0,78.0,71.1,78.9,,81.2,0.0,0,0,28,0.0,0,34,1,10,94.1,32,38.2,13,85.4,15,0,58.8,20,100,22,2.2,10.0,3.13
Michael Pittman Jr.,29049,WR,IND,1,11.1,1,64.3,,0,0,0,0.0,0,3,14,0,77.3,70.6,65.4,,64.9,3.2,2,3,40,0.0,0,63,0,9,95.2,60,20.6,13,48.5,14,0,76.2,48,109,44,4.9,12.1,1.82
Amon-Ra St. Brown,84470,WR,DET,1,4.9,3,85.7,100.0,3,3,0,0.0,0,7,11,0,79.4,71.9,84.4,65.6,84.4,0.0,0,0,27,2.2,1,45,1,12,97.8,44,60.0,27,127.4,14,1,40.0,18,124,68,5.7,10.3,2.82
Adam Thielen,8288,WR,CAR,1,9.4,0,84.6,,0,0,0,0.0,0,8,5,0,78.7,71.5,82.7,,84.1,0.0,0,0,27,0.0,0,39,0,11,97.4,38,76.9,30,129.2,13,1,23.1,9,115,24,2.2,10.5,3.03
Ja'Marr Chase,84270,WR,CIN,1,10.5,3,50.0,33.3,1,3,0,0.0,0,5,7,0,74.6,68.8,72.4,,71.4,0.0,0,1,31,0.0,0,38,0,6,100.0,38,34.2,13,36.8,12,0,65.8,25,80,49,8.2,13.3,2.11
Drake London,86519,WR,ATL,1,11.0,0,75.0,66.7,2,3,0,0.0,0,7,2,0,77.3,70.6,86.9,,85.9,0.0,0,1,32,0.0,0,47,0,9,93.6,44,27.7,13,73.3,12,0,72.3,34,125,30,3.3,13.9,2.84
Garrett Wilson,97405,WR,NYJ,1,11.2,0,66.7,40.0,2,5,0,0.0,0,4,22,0,77.3,70.6,86.1,,82.7,0.0,0,0,33,0.0,0,41,0,8,90.2,37,24.4,10,88.9,12,0,75.6,31,90,16,2.0,11.3,2.43
Terry McLaurin,48229,WR,WAS,1,11.1,2,50.0,33.3,1,3,0,0.0,0,5,32,0,74.6,68.8,80.9,,79.4,0.0,0,0,22,0.0,0,27,0,6,100.0,27,25.9,7,71.9,12,0,74.1,20,81,34,5.7,13.5,3.0
Marquise Brown,61568,WR,ARZ,1,17.2,0,36.4,0.0,0,2,0,0.0,0,2,1,0,72.1,67.0,56.0,,55.6,0.0,0,0,22,0.0,0,43,0,4,95.3,41,14.0,6,45.3,11,0,86.0,37,34,-2,-0.5,8.5,0.83
Sam LaPorta,101690,TE,DET,1,8.6,0,36.4,0.0,0,2,0,20.0,1,2,11,0,41.6,67.0,59.4,75.0,54.2,47.6,20,0,19,7.1,3,42,0,4,92.9,39,33.3,14,46.0,11,0,19.0,8,36,14,3.5,9.0,0.92
