player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Zay Jones,11792,WR,JAX,1,15.4,0,35.7,0.0,0,4,0,0.0,0,2,15,0,73.4,68.0,57.6,,58.4,0.0,0,1,12,0.0,0,54,0,5,96.3,52,24.1,13,14.6,14,0,75.9,41,29,5,1.0,5.8,0.56
Garrett Wilson,97405,WR,NYJ,1,12.1,0,64.3,33.3,1,3,0,0.0,0,5,22,0,77.3,71.3,70.0,,70.5,0.0,0,0,25,0.0,0,43,1,9,95.3,41,30.2,13,87.8,14,0,69.8,30,108,15,1.7,12.0,2.63
Amari Cooper,9437,WR,CLV,1,11.1,2,53.8,25.0,1,4,0,0.0,0,2,8,1,75.6,17.7,63.9,,63.2,0.0,0,0,17,0.0,0,45,0,7,97.8,44,20.0,9,71.6,13,0,80.0,36,77,21,3.0,11.0,1.75
Stefon Diggs,9579,WR,BUF,1,10.9,0,33.3,0.0,0,3,0,33.3,2,1,4,0,28.6,67.0,52.8,,52.6,0.0,0,0,9,0.0,0,43,0,4,93.0,40,25.6,11,42.4,12,0,74.4,32,24,19,4.8,6.0,0.6
Evan Engram,11778,TE,JAX,1,6.7,1,91.7,50.0,1,2,0,0.0,0,7,15,0,78.7,71.5,85.9,72.6,89.9,29.1,16,0,23,7.3,4,55,0,11,89.1,49,56.4,31,139.2,12,2,14.5,8,95,29,2.6,8.6,1.94
Keenan Allen,7857,WR,LAC,1,12.8,0,50.0,33.3,1,3,0,0.0,0,5,27,0,74.6,69.5,77.8,,77.5,0.0,0,1,22,0.0,0,48,0,6,95.8,46,68.8,33,32.6,12,0,29.2,14,68,13,2.2,11.3,1.48
A.J. Brown,48327,WR,PHI,1,11.5,0,75.0,100.0,1,1,0,10.0,1,5,24,1,56.7,19.2,67.2,,69.2,0.0,0,0,24,0.0,0,29,1,9,93.1,27,24.1,7,97.2,12,0,75.9,22,94,32,3.6,10.4,3.48
DeAndre Hopkins,7808,WR,TEN,1,14.5,0,58.3,33.3,1,3,0,0.0,0,5,31,0,76.5,70.1,86.5,,84.6,0.0,0,0,45,0.0,0,38,0,7,94.7,36,10.5,4,121.5,12,1,89.5,34,124,17,2.4,17.7,3.44
Chris Godwin,11839,WR,TB,1,12.8,1,45.5,0.0,0,1,0,16.7,1,2,30,0,45.8,68.0,63.6,,63.4,6.9,2,0,32,0.0,0,29,0,5,96.6,28,41.4,12,60.0,11,0,51.7,15,53,32,6.4,10.6,1.89
Drake London,86519,WR,ATL,1,16.3,0,90.9,75.0,3,4,0,0.0,0,7,2,0,78.7,71.5,84.9,,86.0,0.0,0,0,45,0.0,0,40,0,10,92.5,37,22.5,9,118.8,11,0,77.5,31,172,21,2.1,17.2,4.65
Michael Pittman Jr.,29049,WR,IND,1,7.3,0,72.7,33.3,1,3,0,0.0,0,6,14,0,77.3,70.6,83.5,,81.8,2.4,1,0,31,0.0,0,42,0,8,95.2,40,21.4,9,98.7,11,0,76.2,32,95,34,4.3,11.9,2.38
Calvin Ridley,48262,WR,JAX,1,11.9,1,36.4,0.0,0,1,0,0.0,0,4,15,0,72.1,67.0,64.7,,64.1,0.0,0,2,16,0.0,0,57,0,4,96.5,55,28.1,16,12.9,11,0,71.9,41,53,19,4.8,13.3,0.96
Demarcus Robinson,10760,WR,LA,1,17.7,0,30.0,50.0,1,2,0,0.0,0,3,26,0,70.5,65.8,68.8,,67.0,0.0,0,0,22,0.0,0,45,0,3,93.3,42,15.6,7,79.6,10,1,84.4,38,46,7,2.3,15.3,1.1
Zay Flowers,97268,WR,BLT,1,12.0,1,60.0,100.0,1,1,0,25.0,2,5,3,0,31.8,69.5,65.7,,65.0,0.0,0,0,21,0.0,0,54,0,6,98.1,53,29.6,16,110.4,10,1,70.4,38,60,14,2.3,10.0,1.13
Davante Adams,8688,WR,LV,1,7.0,1,70.0,,0,0,0,12.5,1,0,23,0,52.5,69.5,50.2,,50.3,0.0,0,1,24,0.0,0,37,0,7,100.0,37,13.5,5,42.9,10,0,86.5,32,53,23,3.3,7.6,1.43
Rashee Rice,97605,WR,KC,1,6.2,1,70.0,50.0,1,2,0,0.0,0,3,16,1,75.6,17.7,70.4,,69.7,0.0,0,0,19,0.0,0,39,0,7,94.9,37,38.5,15,123.8,10,1,61.5,24,72,47,6.7,10.3,1.95
DeVonta Smith,61100,WR,PHI,1,13.1,2,50.0,0.0,0,2,0,0.0,0,2,24,1,73.4,16.0,64.1,,63.6,0.0,0,0,30,0.0,0,30,0,5,93.3,28,26.7,8,74.2,10,0,73.3,22,73,24,4.8,14.6,2.61
Jayden Reed,78171,WR,GB,1,1.2,0,80.0,,0,0,0,0.0,0,1,12,0,76.5,75.5,56.6,,57.8,0.0,0,0,8,0.0,0,29,0,8,96.6,28,55.2,16,79.2,10,0,44.8,13,27,35,4.4,3.4,0.96
CeeDee Lamb,61570,WR,DAL,1,10.2,0,60.0,0.0,0,2,0,14.3,1,4,9,0,49.2,69.8,62.3,,65.8,0.0,0,0,26,0.0,0,46,1,6,87.0,40,56.5,26,115.0,10,1,43.5,20,71,34,5.7,11.8,1.78
Deebo Samuel,48274,WR,SF,1,7.0,4,77.8,,0,0,0,12.5,1,5,28,0,52.1,72.3,83.5,,80.8,0.0,0,0,54,0.0,0,27,0,7,100.0,27,40.7,11,155.8,9,1,48.1,13,149,93,13.3,21.3,5.52
Odell Beckham Jr.,8647,WR,BLT,1,23.1,0,44.4,0.0,0,1,0,0.0,0,4,3,0,72.1,67.0,87.5,,84.9,0.0,0,0,46,0.0,0,31,0,4,96.8,30,9.7,3,121.1,9,1,90.3,28,97,3,0.8,24.3,3.23
De'Von Achane,124305,HB,MIA,1,5.6,1,55.6,0.0,0,1,0,0.0,0,1,17,0,73.4,73.8,67.9,,68.5,0.0,0,0,11,0.0,0,23,0,5,95.7,22,39.1,9,60.9,9,0,17.4,4,24,25,5.0,4.8,1.09
Breece Hall,97636,HB,NYJ,1,0.2,4,88.9,0.0,0,1,0,0.0,0,5,22,0,77.3,75.6,75.9,48.5,92.4,6.7,2,0,27,10.0,3,30,0,8,86.7,26,0.0,0,143.5,9,1,6.7,2,86,84,10.5,10.8,3.31
DJ Moore,48267,WR,CHI,1,10.9,0,66.7,66.7,2,3,0,0.0,0,3,6,0,74.6,71.3,69.9,,71.6,0.0,0,0,38,0.0,0,42,0,6,88.1,37,38.1,16,126.2,9,1,61.9,26,68,7,1.2,11.3,1.84
Jonathan Mingo,97774,WR,CAR,1,17.2,0,22.2,0.0,0,1,0,33.3,1,0,5,0,30.0,64.0,50.7,65.4,50.9,0.0,0,0,13,2.4,1,42,0,2,92.9,39,33.3,14,39.6,9,0,66.7,28,22,18,9.0,11.0,0.56
Cooper Kupp,11824,WR,LA,1,8.3,4,88.9,100.0,2,2,0,0.0,0,5,26,0,76.5,70.1,76.9,,77.2,0.0,0,0,34,0.0,0,46,0,8,91.3,42,71.7,33,155.8,9,1,28.3,13,115,61,7.6,14.4,2.74
David Njoku,11784,TE,CLV,1,6.3,2,75.0,100.0,1,1,0,14.3,1,4,8,0,52.1,69.5,70.1,74.5,74.9,63.6,28,0,34,11.4,5,44,0,6,86.4,38,27.3,12,151.6,8,2,6.8,3,91,39,6.5,15.2,2.39
Gerald Everett,11799,TE,LAC,1,5.0,1,62.5,0.0,0,2,0,0.0,0,2,27,0,73.4,68.0,58.3,27.8,63.2,44.4,16,0,12,5.6,2,36,0,5,91.7,33,44.4,16,74.5,8,0,11.1,4,39,19,3.8,7.8,1.18
T.J. Hockenson,40912,TE,MIN,1,11.3,0,62.5,0.0,0,2,0,0.0,0,2,18,0,73.4,68.0,55.7,28.9,59.2,33.3,15,0,26,2.2,1,45,1,5,95.6,43,53.3,24,81.8,8,0,13.3,6,53,13,2.6,10.6,1.23
Tyjae Spears,97195,HB,TEN,1,2.6,1,75.0,50.0,1,2,0,0.0,0,5,31,1,74.6,22.0,61.6,27.1,58.2,6.1,2,1,30,18.2,6,33,0,6,81.8,27,6.1,2,71.4,8,0,3.0,1,89,64,10.7,14.8,3.3
Jaylen Waddle,84088,WR,MIA,1,7.5,3,75.0,100.0,1,1,0,0.0,0,3,17,0,74.6,68.8,80.3,,80.8,0.0,0,0,16,0.0,0,35,0,6,97.1,34,20.0,7,105.7,8,0,77.1,27,79,32,5.3,13.2,2.32
Travis Kelce,7844,TE,KC,1,11.0,2,75.0,,0,0,0,0.0,0,5,16,0,75.6,69.5,88.6,68.0,88.8,27.3,12,0,23,4.5,2,44,1,6,90.9,40,50.0,22,107.8,8,0,22.7,10,83,25,4.2,13.8,2.08
