player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Alvin Kamara,11822,HB,NO,1,-1.4,2,92.9,,0,0,0,0.0,0,2,20,0,80.0,76.7,64.7,47.8,71.3,0.0,0,0,10,5.7,2,35,0,13,85.7,30,11.4,4,79.2,14,0,8.6,3,33,58,4.5,2.5,1.1
Davante Adams,8688,WR,LV,1,10.8,1,61.5,33.3,1,3,0,0.0,0,5,23,0,76.5,70.1,66.3,,68.0,0.0,0,0,19,0.0,0,43,0,8,93.0,40,9.3,4,77.4,13,0,90.7,39,75,15,1.9,9.4,1.88
A.J. Brown,48327,WR,PHI,1,16.7,1,69.2,50.0,2,4,0,0.0,0,7,24,0,77.3,70.6,89.4,,88.2,0.0,0,0,59,0.0,0,42,1,9,95.2,40,19.0,8,151.4,13,2,81.0,34,175,51,5.7,19.4,4.38
Garrett Wilson,97405,WR,NYJ,1,9.8,1,69.2,0.0,0,1,0,0.0,0,3,22,0,77.3,70.6,73.3,,72.3,0.0,0,0,14,0.0,0,42,0,9,97.6,41,40.5,17,79.0,13,0,59.5,25,60,8,0.9,6.7,1.46
Romeo Doubs,84329,WR,GB,1,10.2,0,69.2,50.0,1,2,0,0.0,0,4,12,0,77.3,70.6,71.6,,70.9,0.0,0,1,16,0.0,0,39,0,9,94.9,37,20.5,8,58.2,13,0,79.5,31,95,15,1.7,10.6,2.57
Christian Kirk,47546,WR,JAX,1,7.0,1,72.7,100.0,2,2,0,0.0,0,4,15,0,76.5,73.4,70.6,,73.0,0.0,0,0,30,0.0,0,35,0,8,100.0,35,65.7,23,94.5,11,0,34.3,12,84,28,3.5,10.5,2.4
Chris Godwin,11839,WR,TB,1,8.0,0,72.7,50.0,1,2,0,0.0,0,5,30,0,76.5,70.6,76.0,,78.4,0.0,0,1,42,0.0,0,39,0,8,89.7,35,12.8,5,68.0,11,0,87.2,34,114,67,8.4,14.3,3.26
Zach Ertz,7816,TE,ARZ,1,9.4,0,60.0,100.0,1,1,0,14.3,1,2,1,0,49.2,68.8,54.9,,55.6,18.6,8,0,15,0.0,0,43,0,6,95.3,41,67.4,29,74.2,10,0,14.0,6,53,6,1.0,8.8,1.29
Terry McLaurin,48229,WR,WAS,1,11.7,0,80.0,66.7,2,3,0,0.0,0,4,32,0,76.5,70.1,73.7,,73.7,0.0,0,0,24,0.0,0,46,0,8,95.7,44,19.6,9,102.5,10,0,80.4,37,86,33,4.1,10.8,1.95
DJ Moore,48267,WR,CHI,1,17.1,2,80.0,71.4,5,7,0,0.0,0,7,6,0,76.5,70.1,85.3,,84.2,0.0,0,0,29,0.0,0,40,0,8,95.0,38,10.0,4,152.1,10,1,90.0,36,131,23,2.9,16.4,3.45
Marquise Brown,61568,WR,ARZ,1,14.4,0,70.0,50.0,1,2,0,0.0,0,5,1,0,75.6,69.5,77.0,,75.7,0.0,0,0,41,0.0,0,48,0,7,95.8,46,18.8,9,100.4,10,0,81.3,39,96,29,4.1,13.7,2.09
