player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
CeeDee Lamb,61570,WR,DAL,1,14,0,9,13.5,1,100.0,100.0,1,1,0.0,0,3,0,72.1,92.5,0,24,0.0,0,7,4,100.0,7,158.3,4,57.1,1,63,14,3.5,15.8,9.0,0,10.7,5,77.8,50.0,1,2,0.0,0,4,0,75.6,87.2,0,26,0.0,0,22,7,90.9,20,145.8,9,45.0,1,91,49,7.0,13.0,4.55
D.K. Metcalf,47864,WR,SEA,1,14,0,29,13.0,0,33.3,50.0,1,2,0.0,0,2,0,70.5,75.5,0,43,0.0,0,16,3,93.8,15,55.3,9,60.0,0,55,8,2.7,18.3,3.67,0,10.0,0,40.0,0.0,0,1,0.0,0,1,0,68.3,62.2,1,7,0.0,0,18,2,100.0,18,8.3,5,27.8,0,12,8,4.0,6.0,0.67
Diontae Johnson,33441,WR,PIT,1,14,0,25,8.0,0,100.0,,0,0,0.0,0,1,0,64.7,73.5,0,12,0.0,0,3,1,100.0,3,116.7,1,33.3,0,12,4,4.0,12.0,4.0,0,16.1,0,55.6,0.0,0,2,28.6,2,3,0,49.2,67.7,0,16,0.0,0,33,5,90.9,30,72.0,9,30.0,0,51,5,1.0,10.2,1.7
Trey McBride,75916,TE,ARZ,1,14,0,1,6.4,0,60.0,50.0,1,2,25.0,1,1,0,36.2,61.8,0,22,7.7,1,13,3,76.9,10,70.4,5,50.0,0,22,4,1.3,7.3,2.2,0,10.1,1,71.4,,0,0,0.0,0,3,0,73.4,73.2,1,21,0.0,0,24,5,100.0,24,94.9,7,29.2,1,56,14,2.8,11.2,2.33
Garrett Wilson,97405,WR,NYJ,1,13,0,22,11.7,1,66.7,33.3,1,3,0.0,0,4,0,74.6,77.4,0,29,0.0,0,29,6,93.1,27,97.5,9,33.3,0,86,13,2.2,14.3,3.19,0,15.7,0,33.3,0.0,0,2,0.0,0,0,0,64.7,65.8,0,14,0.0,0,11,1,100.0,11,49.3,3,27.3,0,14,5,5.0,14.0,1.27
Tyreek Hill,10799,WR,MIA,1,13,0,17,5.0,0,50.0,,0,0,0.0,0,1,0,64.7,59.3,0,2,0.0,0,17,1,94.1,16,56.3,2,12.5,0,2,6,6.0,2.0,0.13,0,11.0,1,77.8,100.0,1,1,12.5,1,5,0,52.1,85.5,1,42,0.0,0,26,7,100.0,26,115.0,9,34.6,1,110,26,3.7,15.7,4.23
Jaylen Waddle,84088,WR,MIA,1,12,0,17,12.0,1,57.1,0.0,0,1,42.9,3,3,0,27.0,59.8,0,31,0.0,0,19,4,94.7,18,132.1,7,38.9,1,72,32,8.0,18.0,4.0,0,12.0,0,50.0,,0,0,0.0,0,2,0,68.3,70.0,0,23,0.0,0,23,2,95.7,22,85.4,4,18.2,0,40,6,3.0,20.0,1.82
Stefon Diggs,9579,WR,BUF,1,12,0,4,8.4,0,60.0,66.7,2,3,0.0,0,2,0,70.5,74.4,0,12,0.0,0,15,3,100.0,15,70.4,5,33.3,0,22,10,3.3,7.3,1.47,0,6.0,0,100.0,,0,0,0.0,0,1,0,73.4,60.1,0,17,0.0,0,26,5,96.2,25,94.2,5,20.0,0,33,3,0.6,6.6,1.32
Gabe Davis,55410,WR,BUF,1,12,0,4,6.2,0,60.0,50.0,1,2,0.0,0,1,0,70.5,62.0,0,16,6.7,1,15,3,93.3,14,73.8,5,35.7,0,26,9,3.0,8.7,1.86,0,7.4,2,85.7,,0,0,0.0,0,4,0,75.6,80.5,0,14,0.0,0,26,6,96.2,25,142.6,7,28.0,1,61,33,5.5,10.2,2.44
Ja'Marr Chase,84270,WR,CIN,1,12,0,7,21.0,0,100.0,,0,0,0.0,0,1,0,64.7,74.7,0,17,0.0,0,10,1,90.0,9,158.3,1,11.1,1,17,0,0.0,17.0,1.89,0,2.5,3,87.5,0.0,0,1,0.0,0,3,1,75.6,68.7,0,15,0.0,0,20,7,100.0,20,95.3,8,40.0,0,55,41,5.9,7.9,2.75
