player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Stefon Diggs,9579,WR,BUF,1,15,0,4,6.5,0,50.0,,0,0,0.0,0,0,0,68.3,56.2,0,3,0.0,0,9,2,100.0,9,56.3,4,44.4,0,4,2,1.0,2.0,0.44,0,9.7,0,71.4,100.0,1,1,0.0,0,4,0,73.4,87.7,0,28,0.0,0,15,5,86.7,13,96.7,7,53.8,0,59,8,1.6,11.8,4.54
Michael Pittman Jr.,29049,WR,IND,1,14,0,14,18.0,0,0.0,,0,0,,0,0,0,,53.8,1,0,0.0,0,10,0,100.0,10,0.0,1,10.0,0,0,0,,,0.0,0,9.2,1,66.7,,0,0,0.0,0,2,0,76.5,63.3,2,15,0.0,0,45,8,93.3,42,42.0,12,28.6,0,69,32,4.0,8.6,1.64
Amon-Ra St. Brown,84470,WR,DET,1,14,0,11,5.5,0,50.0,100.0,1,1,0.0,0,0,0,64.7,55.4,0,5,0.0,0,6,1,100.0,6,56.3,2,33.3,0,5,1,1.0,5.0,0.83,0,4.6,3,88.9,100.0,2,2,0.0,0,6,0,76.5,89.8,0,27,3.1,1,32,8,96.9,31,144.0,9,29.0,1,87,51,6.4,10.9,2.81
Adam Thielen,8288,WR,CAR,1,13,0,5,8.5,0,100.0,,0,0,0.0,0,1,0,68.3,63.7,0,8,0.0,0,12,2,91.7,11,133.3,2,18.2,1,13,1,0.5,6.5,1.18,0,10.0,0,80.0,,0,0,0.0,0,6,0,76.5,90.3,0,27,0.0,0,23,8,100.0,23,106.7,10,43.5,0,96,22,2.8,12.0,4.17
Ja'Marr Chase,84270,WR,CIN,1,12,0,7,10.0,0,33.3,100.0,1,1,0.0,0,0,0,64.7,55.3,0,7,0.0,0,9,1,100.0,9,42.4,3,33.3,0,7,1,1.0,7.0,0.78,0,11.4,2,50.0,0.0,0,2,0.0,0,4,0,72.1,73.8,1,31,0.0,0,24,4,100.0,24,35.4,8,33.3,0,60,40,10.0,15.0,2.5
Drake London,86519,WR,ATL,1,12,0,2,11.0,0,50.0,,0,0,0.0,0,1,0,64.7,61.6,1,11,0.0,0,14,1,78.6,11,27.1,2,18.2,0,11,4,4.0,11.0,1.0,0,12.6,0,75.0,66.7,2,3,0.0,0,6,0,74.6,91.0,0,32,0.0,0,30,6,100.0,30,116.7,8,26.7,0,101,22,3.7,16.8,3.37
Garrett Wilson,97405,WR,NYJ,1,12,0,22,7.0,0,100.0,100.0,1,1,0.0,0,1,0,70.5,70.6,0,11,0.0,0,14,3,92.9,13,101.4,3,23.1,0,25,4,1.3,8.3,1.92,0,12.4,0,62.5,25.0,1,4,0.0,0,3,0,73.4,79.5,0,33,0.0,0,19,5,89.5,17,88.0,8,47.1,0,65,12,2.4,13.0,3.82
Terry McLaurin,48229,WR,WAS,1,12,0,32,25.0,0,50.0,,0,0,0.0,0,1,0,64.7,73.3,0,22,0.0,0,5,1,100.0,5,89.6,2,40.0,0,22,2,2.0,22.0,4.4,0,8.5,2,66.7,50.0,1,2,0.0,0,3,0,72.1,80.2,0,18,0.0,0,12,4,100.0,12,89.6,6,50.0,0,46,27,6.8,11.5,3.83
Marquise Brown,61568,WR,ARZ,1,11,0,1,29.0,0,0.0,,0,0,,0,0,0,,56.9,0,0,0.0,0,4,0,75.0,3,39.6,2,66.7,0,0,0,,,0.0,0,13.3,0,42.9,0.0,0,1,0.0,0,1,0,70.5,52.8,0,9,0.0,0,29,3,96.6,28,50.3,7,25.0,0,12,-4,-1.3,4.0,0.43
Sam LaPorta,101690,TE,DET,1,11,0,11,15.3,0,33.3,0.0,0,1,0.0,0,1,0,64.7,66.1,0,19,0.0,0,8,1,100.0,8,56.3,3,37.5,0,19,6,6.0,19.0,2.38,0,6.0,0,28.6,0.0,0,1,33.3,1,0,0,29.9,43.2,0,5,11.1,3,27,2,88.9,24,39.6,7,29.2,0,5,3,1.5,2.5,0.21
Keenan Allen,7857,WR,LAC,1,11,0,27,8.3,0,66.7,,0,0,0.0,0,2,0,68.3,85.9,0,23,5.3,1,19,2,73.7,14,130.6,3,21.4,1,24,10,5.0,12.0,1.71,0,15.1,2,57.1,,0,0,0.0,0,2,0,73.4,78.0,0,23,0.0,0,32,4,81.3,26,86.0,7,26.9,0,61,23,5.8,15.3,2.35
DeVonta Smith,61100,WR,PHI,1,11,0,24,6.0,0,100.0,100.0,2,2,0.0,0,1,0,68.3,70.2,0,11,0.0,0,7,2,100.0,7,104.2,2,28.6,0,18,6,3.0,9.0,2.57,0,15.4,0,40.0,0.0,0,2,33.3,1,0,0,29.9,46.1,0,2,0.0,0,27,2,96.3,26,47.9,5,19.2,0,4,0,0.0,2.0,0.15
Chris Olave,84355,WR,NO,1,11,0,20,15.0,0,75.0,100.0,1,1,0.0,0,3,0,70.5,81.9,0,24,0.0,0,18,3,83.3,15,114.6,4,26.7,0,48,14,4.7,16.0,3.2,0,12.8,0,60.0,,0,0,0.0,0,2,0,70.5,64.7,0,19,0.0,0,27,3,96.3,26,84.6,5,19.2,0,39,12,4.0,13.0,1.5
Michael Gallup,26075,WR,DAL,1,10,0,9,22.0,0,0.0,,0,0,,0,0,0,,54.9,0,0,0.0,0,7,0,100.0,7,39.6,1,14.3,0,0,0,,,0.0,0,14.8,0,25.0,0.0,0,2,50.0,1,0,0,28.8,46.8,0,8,0.0,0,16,1,93.8,15,39.6,4,26.7,0,8,2,2.0,8.0,0.53
Brandon Aiyuk,84109,WR,SF,1,10,0,28,13.3,0,42.9,,0,0,0.0,0,2,0,36.2,77.1,1,33,4.2,1,24,3,75.0,18,37.5,7,38.9,0,66,45,15.0,22.0,3.67,0,18.7,0,33.3,,0,0,50.0,1,0,0,28.8,46.3,0,10,0.0,0,10,1,100.0,10,43.8,3,30.0,0,10,2,2.0,10.0,1.0
Kendrick Bourne,12270,WR,NE,1,10,0,19,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,54.9,0,0,0.0,0,8,1,75.0,6,79.2,1,16.7,0,0,4,4.0,0.0,0.0,0,3.0,3,100.0,,0,0,0.0,0,2,0,75.6,80.3,0,36,0.0,0,24,7,100.0,24,113.7,7,29.2,0,79,58,8.3,11.3,3.29
A.J. Brown,48327,WR,PHI,1,9,0,24,22.0,0,100.0,100.0,2,2,0.0,0,2,0,68.3,92.5,0,36,0.0,0,6,2,100.0,6,118.8,2,33.3,0,44,0,0.0,22.0,7.33,0,19.6,2,80.0,100.0,2,2,0.0,0,4,0,72.1,80.9,0,49,0.0,0,26,4,96.2,25,118.8,5,20.0,0,81,37,9.3,20.3,3.24
Jaylen Waddle,84088,WR,MIA,1,9,0,17,,0,,,0,0,,0,0,0,,57.7,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,10.6,1,80.0,,0,0,20.0,1,2,0,41.6,66.6,0,17,0.0,0,20,4,100.0,20,105.8,5,25.0,0,47,12,3.0,11.8,2.35
