player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,1,19,0,26,5.2,0,60.0,0.0,0,2,0.0,0,2,0,70.5,80.7,0,20,0.0,0,12,3,100.0,12,80.4,5,41.7,0,34,28,9.3,11.3,2.83,0,6.9,0,85.7,,0,0,7.7,1,5,0,61.8,74.4,0,17,2.5,1,40,12,95.0,38,100.3,14,36.8,0,113,44,3.7,9.4,2.97
Justin Jefferson,61398,WR,MIN,1,14,0,18,15.5,1,100.0,,0,0,0.0,0,1,1,68.3,68.0,0,30,0.0,0,7,2,100.0,7,118.8,2,28.6,0,34,3,1.5,17.0,4.86,0,7.3,0,83.3,,0,0,0.0,0,4,0,73.4,77.7,0,15,0.0,0,22,5,95.5,21,101.4,6,28.6,0,50,8,1.6,10.0,2.38
Christian Kirk,47546,WR,JAX,1,14,0,15,1.0,0,66.7,,0,0,0.0,0,1,0,68.3,63.9,0,7,0.0,0,13,2,100.0,13,72.9,3,23.1,0,11,12,6.0,5.5,0.85,0,5.8,2,88.9,,0,0,11.1,1,4,0,54.5,72.6,0,45,0.0,0,23,8,91.3,21,107.4,9,42.9,0,88,34,4.3,11.0,4.19
CeeDee Lamb,61570,WR,DAL,1,13,0,9,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,64.5,0,12,0.0,0,9,1,88.9,8,116.7,1,12.5,0,12,8,8.0,12.0,1.5,0,9.5,1,80.0,50.0,1,2,0.0,0,6,1,76.5,85.6,0,31,0.0,0,27,8,96.3,26,118.8,10,38.5,0,130,51,6.4,16.3,5.0
Michael Pittman Jr.,29049,WR,IND,1,12,0,14,10.3,0,66.7,,0,0,0.0,0,2,1,68.3,58.0,0,12,0.0,0,9,2,100.0,9,85.4,3,33.3,0,20,15,7.5,10.0,2.22,0,4.2,0,66.7,0.0,0,1,14.3,1,2,0,49.2,54.9,0,11,0.0,0,26,6,96.2,25,74.3,9,36.0,0,36,14,2.3,6.0,1.44
Mike Williams,11762,WR,LAC,1,12,0,27,19.6,1,40.0,0.0,0,1,0.0,0,1,0,68.3,71.4,0,20,0.0,0,12,2,83.3,10,59.6,5,50.0,0,29,20,10.0,14.5,2.9,0,6.7,2,83.3,50.0,1,2,0.0,0,3,0,73.4,71.2,0,15,0.0,0,22,5,100.0,22,96.5,6,27.3,0,43,27,5.4,8.6,1.95
Tee Higgins,61211,WR,CIN,1,11,0,7,9.8,0,75.0,66.7,2,3,0.0,0,3,0,70.5,80.6,0,11,0.0,0,11,3,90.9,10,122.9,4,40.0,2,18,4,1.3,6.0,1.8,0,10.8,0,60.0,0.0,0,1,0.0,0,2,0,70.5,71.3,1,20,0.0,0,22,3,95.5,21,51.7,5,23.8,0,47,21,7.0,15.7,2.24
Chris Olave,84355,WR,NO,1,11,0,20,2.0,0,0.0,,0,0,,0,0,0,,53.3,0,0,0.0,0,6,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0,0,14.3,0,62.5,50.0,1,2,0.0,0,3,0,73.4,88.9,1,42,0.0,0,25,5,92.0,23,55.2,8,34.8,0,78,17,3.4,15.6,3.39
Michael Thomas,10681,WR,NO,1,10,0,20,4.0,0,50.0,,0,0,0.0,0,1,0,64.7,68.9,0,6,0.0,0,5,1,100.0,5,56.3,2,40.0,0,6,1,1.0,6.0,1.2,0,14.0,0,75.0,0.0,0,1,0.0,0,2,0,70.5,63.0,0,19,0.0,0,24,3,91.7,22,95.8,4,18.2,0,30,1,0.3,10.0,1.36
Tank Dell,78874,WR,HST,1,10,0,13,,0,,,0,0,,0,0,0,,58.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,9.2,1,70.0,,0,0,0.0,0,2,0,75.6,68.6,0,23,0.0,0,39,7,97.4,38,123.8,10,26.3,1,72,21,3.0,10.3,1.89
