player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,1,16,0,27,12.0,0,50.0,,0,0,0.0,0,0,0,64.7,66.2,0,10,0.0,0,9,1,100.0,9,64.6,2,22.2,0,10,0,0.0,10.0,1.11,0,5.5,0,92.3,100.0,1,1,7.7,1,4,1,61.8,61.5,0,21,0.0,0,35,12,100.0,35,94.6,13,37.1,0,87,34,2.8,7.3,2.49
DJ Moore,48267,WR,CHI,1,13,0,6,4.8,0,75.0,0.0,0,1,0.0,0,1,0,70.5,65.8,0,10,0.0,0,9,3,100.0,9,79.2,4,44.4,0,14,2,0.7,4.7,1.56,0,5.0,2,87.5,,0,0,0.0,0,4,0,75.6,78.9,0,36,0.0,0,32,7,100.0,32,113.0,8,25.0,0,89,59,8.4,12.7,2.78
Michael Pittman Jr.,29049,WR,IND,1,13,0,14,4.8,0,83.3,50.0,1,2,0.0,0,2,0,73.4,80.9,0,24,0.0,0,13,5,100.0,13,96.5,6,46.2,0,43,30,6.0,8.6,3.31,0,9.6,1,71.4,66.7,2,3,16.7,1,4,0,45.8,72.2,0,17,0.0,0,31,5,96.8,30,99.7,7,23.3,0,64,17,3.4,12.8,2.13
Josh Downs,122832,WR,IND,1,12,0,14,2.8,1,25.0,0.0,0,1,0.0,0,1,0,64.7,64.1,1,13,0.0,0,10,1,100.0,10,1.0,4,40.0,0,13,9,9.0,13.0,1.3,0,5.0,0,50.0,,0,0,20.0,1,1,0,42.1,60.5,0,9,0.0,0,25,4,100.0,25,59.4,8,32.0,0,30,24,6.0,7.5,1.2
Curtis Samuel,11795,WR,WAS,1,12,0,32,9.2,0,70.0,50.0,1,2,0.0,0,5,0,75.6,89.3,0,30,0.0,0,20,7,100.0,20,95.0,10,50.0,0,83,46,6.6,11.9,4.15,0,1.0,0,100.0,,0,0,0.0,0,0,0,68.3,71.2,0,9,0.0,0,14,2,92.9,13,102.1,2,15.4,0,17,15,7.5,8.5,1.31
Marquise Brown,61568,WR,ARZ,1,12,0,1,27.0,0,66.7,0.0,0,1,0.0,0,2,0,68.3,91.4,0,36,0.0,0,8,2,87.5,7,109.7,3,42.9,0,53,14,7.0,26.5,7.57,0,8.4,0,50.0,0.0,0,2,0.0,0,1,0,72.1,58.1,0,17,0.0,0,32,4,90.6,29,62.0,8,27.6,0,35,18,4.5,8.8,1.21
Tyreek Hill,10799,WR,MIA,1,12,0,17,15.7,0,66.7,0.0,0,1,33.3,1,2,0,30.0,75.5,0,35,0.0,0,6,2,100.0,6,109.7,3,50.0,0,50,13,6.5,25.0,8.33,0,-0.4,1,80.0,,0,0,20.0,1,3,0,42.1,65.3,0,17,0.0,0,14,4,100.0,14,140.4,5,35.7,1,41,48,12.0,10.3,2.93
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,14.3,0,50.0,100.0,1,1,0.0,0,1,0,68.3,65.8,0,8,0.0,0,11,2,81.8,9,58.3,4,44.4,0,14,1,0.5,7.0,1.56,0,6.4,0,100.0,,0,0,0.0,0,2,0,73.4,64.0,0,28,0.0,0,31,5,96.8,30,112.5,5,16.7,0,55,23,4.6,11.0,1.83
Stefon Diggs,9579,WR,BUF,1,11,0,4,11.5,0,50.0,0.0,0,1,0.0,0,1,0,64.7,66.3,0,22,0.0,0,20,1,95.0,19,89.6,2,10.5,0,22,6,6.0,22.0,1.16,0,7.8,3,50.0,33.3,1,3,0.0,0,2,0,70.5,64.7,0,14,0.0,0,29,3,96.6,28,105.6,6,21.4,1,32,16,5.3,10.7,1.14
Terry McLaurin,48229,WR,WAS,1,11,0,32,13.8,0,20.0,0.0,0,1,50.0,1,1,0,28.8,58.2,0,24,0.0,0,23,1,100.0,23,47.1,5,21.7,0,24,7,7.0,24.0,1.04,0,12.2,0,50.0,,0,0,0.0,0,2,0,70.5,65.5,0,12,0.0,0,24,3,91.7,22,61.8,6,27.3,0,26,3,1.0,8.7,1.18
