player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyreek Hill,10799,WR,MIA,1,15,0,17,26.5,0,75.0,,0,0,0.0,0,3,0,70.5,91.6,0,47,0.0,0,11,3,100.0,11,116.7,4,36.4,0,84,16,5.3,28.0,7.64,0,11.7,0,66.7,0.0,0,1,0.0,0,1,0,68.3,75.3,0,28,0.0,0,10,2,100.0,10,102.1,3,30.0,0,32,14,7.0,16.0,3.2
Puka Nacua,100632,WR,LA,1,14,0,26,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.6,0,5,0.0,0,4,1,100.0,4,87.5,1,25.0,0,5,1,1.0,5.0,1.25,0,12.1,0,70.0,,0,0,12.5,1,4,0,52.1,83.0,0,21,0.0,0,26,7,92.3,24,102.1,10,41.7,0,100,39,5.6,14.3,4.17
Stefon Diggs,9579,WR,BUF,1,13,0,4,9.5,0,75.0,66.7,2,3,0.0,0,1,0,72.1,65.3,0,15,0.0,0,13,3,92.3,12,96.9,4,33.3,0,31,5,1.7,10.3,2.58,0,9.3,0,75.0,,0,0,0.0,0,2,0,70.5,66.0,0,15,0.0,0,22,3,100.0,22,103.1,4,18.2,0,37,6,2.0,12.3,1.68
DeAndre Hopkins,7808,WR,TEN,1,12,0,31,14.0,0,60.0,33.3,1,3,0.0,0,2,0,70.5,76.5,1,16,0.0,0,15,3,80.0,12,43.3,5,41.7,0,37,1,0.3,12.3,3.08,0,9.4,0,57.1,0.0,0,1,20.0,1,1,0,42.1,56.5,1,15,0.0,0,21,4,100.0,21,26.8,7,33.3,0,28,5,1.3,7.0,1.33
Justin Jefferson,61398,WR,MIN,1,11,0,18,15.0,0,100.0,,0,0,0.0,0,2,0,68.3,91.0,0,42,0.0,0,4,2,100.0,4,118.8,2,50.0,0,64,34,17.0,32.0,16.0,0,9.6,0,85.7,0.0,0,1,0.0,0,3,0,74.6,70.6,0,30,0.0,0,40,6,97.5,39,114.9,7,17.9,0,81,31,5.2,13.5,2.08
Kendrick Bourne,12270,WR,NE,1,11,0,19,20.8,0,25.0,0.0,0,2,0.0,0,1,0,64.7,66.5,0,19,0.0,0,16,1,100.0,16,86.5,4,25.0,1,19,0,0.0,19.0,1.19,0,8.7,0,66.7,0.0,0,1,0.0,0,1,0,72.1,63.8,1,11,0.0,0,25,4,96.0,24,76.4,6,25.0,1,27,8,2.0,6.8,1.13
Nico Collins,61441,WR,HST,1,11,0,13,7.5,1,100.0,,0,0,0.0,0,2,0,72.1,80.7,0,26,0.0,0,11,4,100.0,11,118.8,4,36.4,0,51,21,5.3,12.8,4.64,0,23.3,0,0.0,0.0,0,1,,0,0,0,,52.8,0,0,0.0,0,20,0,90.0,18,39.6,4,22.2,0,0,0,,,0.0
Calvin Ridley,48262,WR,JAX,1,11,0,15,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,8.9,1,70.0,100.0,1,1,0.0,0,3,1,76.5,74.1,0,29,0.0,0,29,7,96.6,28,98.8,10,35.7,0,92,39,5.6,13.1,3.29
Zach Ertz,7816,TE,ARZ,1,10,0,1,6.3,0,50.0,50.0,1,2,0.0,0,1,0,68.3,62.8,0,6,0.0,0,14,2,92.9,13,56.3,4,30.8,0,3,3,1.5,1.5,0.23,0,4.5,0,75.0,,0,0,25.0,1,0,0,36.2,46.4,0,5,6.7,1,15,3,86.7,13,77.1,4,30.8,0,12,2,0.7,4.0,0.92
Chris Olave,84355,WR,NO,1,10,0,20,12.7,0,100.0,,0,0,0.0,0,3,0,70.5,90.5,0,45,0.0,0,10,3,100.0,10,118.8,3,30.0,0,73,35,11.7,24.3,7.3,0,10.7,0,83.3,0.0,0,1,0.0,0,3,0,73.4,73.0,0,17,0.0,0,16,5,93.8,15,93.8,6,40.0,0,39,28,5.6,7.8,2.6
