player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Ja'Marr Chase,84270,WR,CIN,1,19,0,7,7.0,0,100.0,100.0,1,1,0.0,0,7,0,75.6,94.2,0,19,0.0,0,9,7,88.9,8,144.9,7,87.5,2,65,32,4.6,9.3,8.13,0,10.8,0,80.0,,0,0,0.0,0,7,0,76.5,91.0,0,63,0.0,0,29,8,96.6,28,152.1,10,35.7,1,127,55,6.9,15.9,4.54
Cooper Kupp,11824,WR,LA,1,13,0,26,11.9,0,28.6,0.0,0,1,0.0,0,2,0,68.3,70.9,0,17,0.0,0,15,2,100.0,15,44.3,7,46.7,0,29,15,7.5,14.5,1.93,0,9.4,1,100.0,100.0,1,1,0.0,0,4,0,73.4,76.5,0,39,0.0,0,25,5,100.0,25,118.8,5,20.0,0,81,34,6.8,16.2,3.24
Adam Thielen,8288,WR,CAR,1,13,0,5,9.6,0,80.0,,0,0,0.0,0,4,0,72.1,86.6,0,30,0.0,0,19,4,89.5,17,148.8,5,29.4,1,51,20,5.0,12.8,3.0,0,5.3,1,85.7,,0,0,0.0,0,3,0,74.6,77.0,0,12,4.2,1,24,6,87.5,21,95.2,7,33.3,0,48,23,3.8,8.0,2.29
Stefon Diggs,9579,WR,BUF,1,11,0,4,8.7,0,66.7,,0,0,0.0,0,2,0,70.5,71.1,0,15,0.0,0,12,2,83.3,10,129.2,3,30.0,1,23,4,2.0,11.5,2.3,0,20.1,0,71.4,0.0,0,2,16.7,1,3,0,46.3,69.0,1,48,0.0,0,26,5,92.3,24,73.2,7,29.2,0,86,8,1.6,17.2,3.58
Marquise Brown,61568,WR,ARZ,1,11,0,1,10.0,2,75.0,,0,0,0.0,0,3,0,70.5,92.8,0,25,0.0,0,8,3,100.0,8,156.3,4,50.0,1,53,35,11.7,17.7,6.63,0,14.9,0,14.3,0.0,0,1,50.0,1,0,0,28.8,47.0,1,8,0.0,0,21,1,100.0,21,0.0,7,33.3,0,8,5,5.0,8.0,0.38
Logan Thomas,8755,TE,WAS,1,11,0,32,4.0,0,0.0,0.0,0,1,,0,0,0,,52.5,0,0,10.0,1,10,0,80.0,8,39.6,1,12.5,0,0,0,,,0.0,0,7.9,0,87.5,0.0,0,1,0.0,0,4,1,75.6,64.5,0,13,2.7,1,37,7,94.6,35,93.2,8,22.9,0,51,23,3.3,7.3,1.46
Puka Nacua,100632,WR,LA,1,11,0,26,22.3,0,33.3,50.0,1,2,50.0,1,1,0,28.9,60.2,0,22,0.0,0,16,1,100.0,16,100.0,3,18.8,1,22,0,0.0,22.0,1.38,0,8.1,0,75.0,100.0,2,2,14.3,1,4,1,49.2,55.9,0,17,0.0,0,25,6,100.0,25,90.1,8,32.0,0,49,8,1.3,8.2,1.96
DeAndre Hopkins,7808,WR,TEN,1,11,0,31,7.0,0,100.0,,0,0,0.0,0,1,0,68.3,69.0,0,14,0.0,0,6,2,100.0,6,110.4,2,33.3,0,21,7,3.5,10.5,3.5,0,18.7,0,66.7,100.0,1,1,0.0,0,6,0,74.6,89.2,1,36,0.0,0,25,6,96.0,24,70.1,9,37.5,0,119,24,4.0,19.8,4.96
Darren Waller,9637,TE,NYG,1,11,0,21,6.0,0,100.0,,0,0,0.0,0,1,0,64.7,69.2,0,13,25.0,2,8,1,75.0,6,118.8,1,16.7,0,13,7,7.0,13.0,2.17,0,10.8,0,66.7,33.3,1,3,0.0,0,2,0,72.1,74.6,0,15,0.0,0,20,4,95.0,19,83.3,6,31.6,0,37,13,3.3,9.3,1.95
Travis Kelce,7844,TE,KC,1,11,0,16,7.0,0,100.0,100.0,2,2,0.0,0,2,0,70.5,93.6,0,14,0.0,0,5,3,100.0,5,143.8,3,60.0,1,27,6,2.0,9.0,5.4,0,4.6,0,87.5,0.0,0,1,0.0,0,1,0,75.6,66.3,0,11,0.0,0,16,7,100.0,16,87.5,8,50.0,0,40,27,3.9,5.7,2.5
DJ Moore,48267,WR,CHI,1,10,0,6,14.8,3,66.7,50.0,1,2,0.0,0,4,0,72.1,93.3,0,58,0.0,0,15,4,100.0,15,149.3,6,40.0,1,185,130,32.5,46.3,12.33,0,10.3,0,100.0,100.0,1,1,0.0,0,1,0,70.5,73.0,0,20,0.0,0,14,3,100.0,14,153.5,3,21.4,1,34,11,3.7,11.3,2.43
Trenton Irwin,48080,WR,CIN,1,10,0,7,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.0,0,7,0.0,0,7,1,100.0,7,95.8,1,14.3,0,7,2,2.0,7.0,1.0,0,4.5,0,100.0,,0,0,0.0,0,3,0,72.1,69.0,0,11,0.0,0,26,4,96.2,25,99.0,4,16.0,0,31,13,3.3,7.8,1.24
