"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-09-25T20:25:00Z","ARZ","24","4","1.51","2","100","-25","-51","LA","30","10","1.11","0","0"
"2022-09-25T20:25:00Z","ATL","26","0","1.3","2","100","1","-14","SEA","28","8","1.19","10","20"
"2022-09-25T17:00:00Z","BLT","24","8","1.53","4","0","3","-18","NE","32","17","1.29","0","0"
"2022-09-25T17:00:00Z","BUF","22","13","1.45","0","0","9","-11","MIA","29","10","1.29","4","0"
"2022-09-25T17:00:00Z","CAR","26","15","1.26","1","100","-12","-52","NO","28","10","1.04","2","100"
"2022-09-25T17:00:00Z","CHI","31","18","1.48","3","33","-19","-12","HST","29","23","1.53","3","33"
"2022-09-25T17:00:00Z","CIN","25","23","1.22","3","0","-2","37","NYJ","32","16","1.27","2","50"
"2022-09-23T00:15:00Z","CLV","28","12","1.37","2","50","-3","47","PIT","28","16","1.34","4","25"
"2022-09-27T00:15:00Z","DAL","26","5","1.38","1","100","24","19","NYG","28","10","1.27","0","0"
"2022-09-26T00:20:00Z","DEN","24","20","1.29","4","0","-4","-22","SF","32","17","0.83","2","50"
"2022-09-25T17:00:00Z","DET","27","18","1.68","4","50","-15","-3","MIN","29","22","1.43","3","67"
"2022-09-25T20:25:00Z","GB","24","19","1.4","2","50","14","-18","TB","32","22","1.28","0","0"
"2022-09-25T17:00:00Z","HST","20","24","1.09","1","0","17","-7","CHI","27","19","1.43","3","0"
"2022-09-25T17:00:00Z","IND","25","19","1.57","2","50","-24","5","KC","34","10","1.42","2","50"
"2022-09-25T20:05:00Z","JAX","27","6","1.41","2","0","-16","-12","LAC","33","27","1.9","2","0"
"2022-09-25T17:00:00Z","KC","25","0","1.61","2","50","14","29","IND","29","12","1.36","1","0"
"2022-09-25T20:25:00Z","LA","25","27","1.41","0","0","-6","7","ARZ","32","4","1.24","2","50"
"2022-09-25T20:05:00Z","LAC","19","6","1.17","1","0","23","8","JAX","32","25","1.19","1","0"
"2022-09-25T17:00:00Z","LV","23","16","1.14","2","0","6","-32","TEN","30","20","1.29","2","50"
"2022-09-25T17:00:00Z","MIA","26","11","1.22","0","0","0","-38","BUF","31","26","1.12","1","100"
"2022-09-25T17:00:00Z","MIN","27","10","1.19","0","0","5","31","DET","34","14","1.14","9","44"
"2022-09-25T17:00:00Z","NE","21","13","1.46","1","100","11","20","BLT","29","10","1.32","0","0"
"2022-09-25T17:00:00Z","NO","26","27","1.34","0","0","19","-20","CAR","32","10","1.08","2","0"
"2022-09-27T00:15:00Z","NYG","28","16","1.4","4","25","-20","-32","DAL","35","26","1.5","1","0"
"2022-09-25T17:00:00Z","NYJ","25","9","1.19","0","0","9","-11","CIN","33","10","1.37","4","25"
"2022-09-25T17:00:00Z","PHI","21","0","1.58","7","57","17","27","WAS","29","14","1.54","2","0"
"2022-09-23T00:15:00Z","PIT","24","0","1.24","3","0","-18","-5","CLV","27","18","1.26","1","100"
"2022-09-25T20:25:00Z","SEA","29","15","1.15","0","0","9","-30","ATL","24","28","1.48","0","0"
"2022-09-26T00:20:00Z","SF","22","9","1.34","10","20","7","10","DEN","30","18","1.17","1","0"
"2022-09-25T20:25:00Z","TB","22","11","1.39","1","0","-1","13","GB","36","14","1.59","1","0"
"2022-09-25T17:00:00Z","TEN","25","6","1.19","1","100","-27","4","LV","32","4","1.12","1","100"
"2022-09-25T17:00:00Z","WAS","24","16","1.33","4","25","-8","9","PHI","32","13","1.16","3","67"
