"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-12-04T18:00:00Z","ATL","27","16","1.55","15","53","-31","28","PIT","30","15","1.42","13","31"
"2022-12-04T18:00:00Z","BLT","23","18","1.84","13","46","14","-4","DEN","31","14","1.21","8","25"
"2022-12-02T01:15:00Z","BUF","24","8","1.66","14","29","-1","-36","NE","36","18","1.42","8","25"
"2022-12-04T18:00:00Z","CHI","29","17","1.58","20","35","3","7","GB","32","14","1.57","24","25"
"2022-12-04T21:25:00Z","CIN","24","19","1.22","21","38","-11","-9","KC","29","17","1.46","13","46"
"2022-12-04T18:00:00Z","CLV","25","15","1.32","16","50","24","14","HST","32","16","1.57","19","42"
"2022-12-05T01:20:00Z","DAL","25","6","1.37","14","50","23","-32","IND","30","20","1.23","19","32"
"2022-12-04T18:00:00Z","DEN","26","17","1.37","14","43","16","-11","BLT","26","18","1.13","18","39"
"2022-12-04T18:00:00Z","DET","23","12","1.23","26","42","13","3","JAX","34","10","1.15","12","58"
"2022-12-04T18:00:00Z","GB","22","17","1.5","5","20","32","19","CHI","28","11","1.39","17","47"
"2022-12-04T18:00:00Z","HST","27","15","1.2","10","30","-25","-14","CLV","28","16","1.52","15","47"
"2022-12-05T01:20:00Z","IND","25","18","1.28","14","36","-26","4","DAL","39","18","1.48","6","50"
"2022-12-04T18:00:00Z","JAX","20","16","1.7","20","30","53","-36","DET","30","10","1.61","24","42"
"2022-12-04T21:25:00Z","KC","27","8","1.53","18","33","5","9","CIN","31","14","1.43","13","38"
"2022-12-04T21:05:00Z","LA","30","20","1.23","8","25","-2","-35","SEA","28","17","1.31","23","26"
"2022-12-04T21:25:00Z","LAC","23","9","1.19","7","43","7","-8","LV","29","13","1.34","13","69"
"2022-12-04T21:25:00Z","LV","27","10","1.31","7","43","32","0","LAC","27","11","2","17","35"
"2022-12-04T21:05:00Z","MIA","24","9","1.39","10","60","-29","-10","SF","37","16","0.99","10","50"
"2022-12-04T18:00:00Z","MIN","28","16","1.09","17","41","-11","7","NYJ","35","20","1.16","10","50"
"2022-12-02T01:15:00Z","NE","24","23","1.22","14","36","1","-3","BUF","31","18","1.13","15","40"
"2022-12-06T01:15:00Z","NO","24","15","1.33","6","67","18","-32","TB","28","22","1.39","5","60"
"2022-12-04T18:00:00Z","NYG","28","16","1.64","21","48","-17","-19","WAS","33","15","1.46","18","17"
"2022-12-04T18:00:00Z","NYJ","25","12","1.31","13","31","-18","-48","MIN","34","14","1.26","14","64"
"2022-12-04T18:00:00Z","PHI","20","10","1.6","28","46","21","7","TEN","31","15","1","3","33"
"2022-12-04T18:00:00Z","PIT","24","14","1.28","13","54","31","-18","ATL","26","13","1.49","15","53"
"2022-12-04T21:05:00Z","SEA","27","18","1.63","4","50","-15","-52","LA","26","16","1.22","11","27"
"2022-12-04T21:05:00Z","SF","22","9","1.68","23","30","-13","-23","MIA","32","12","1.31","19","32"
"2022-12-06T01:15:00Z","TB","25","14","1.25","13","31","11","-37","NO","32","19","1.39","14","64"
"2022-12-04T18:00:00Z","TEN","29","13","1.02","15","60","-40","-22","PHI","36","19","1.25","14","43"
"2022-12-04T18:00:00Z","WAS","30","16","1.22","15","40","-17","-18","NYG","30","11","1.68","14","50"
