"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-09-20T00:30:00Z","MIN","29","6","1.21","0","0","-35","30","PHI","31","15","1.18","3","67"
"2022-09-18T17:00:00Z","NE","20","50","1.51","0","0","22","33","PIT","27","26","1.44","3","0"
"2022-09-18T17:00:00Z","NO","27","29","1.23","0","0","-4","-12","TB","34","13","1.19","0","0"
"2022-09-18T17:00:00Z","NYG","29","17","1.61","2","50","6","-35","CAR","31","0","1.1","0","0"
"2022-09-18T17:00:00Z","NYJ","24","10","1.21","0","0","-37","-6","CLV","30","29","1.24","1","100"
"2022-09-20T00:30:00Z","PHI","22","0","1.56","6","50","14","35","MIN","27","19","1.52","2","50"
"2022-09-18T17:00:00Z","PIT","25","0","1.2","3","0","-3","-3","NE","34","14","1.22","0","0"
"2022-09-18T20:05:00Z","SEA","31","14","1.35","0","0","-32","-46","SF","33","17","0.86","2","50"
"2022-09-18T20:05:00Z","SF","23","11","1.54","3","0","28","10","SEA","28","6","1.23","3","0"
"2022-09-18T17:00:00Z","TB","23","17","1.6","1","0","12","-23","NO","28","0","1.04","2","100"
"2022-09-19T23:15:00Z","TEN","23","0","1.24","0","0","-10","0","BUF","32","37","1.33","0","0"
"2022-09-18T17:00:00Z","WAS","24","17","1.43","1","0","54","24","DET","30","0","1.17","6","50"
"2022-09-18T20:25:00Z","ARZ","24","0","1.48","1","100","-24","-50","LV","32","0","1","0","0"
"2022-09-18T20:05:00Z","ATL","26","0","1.38","2","100","-38","-15","LA","30","17","1.13","0","0"
"2022-09-18T17:00:00Z","BLT","25","12","1.39","0","0","0","0","MIA","30","50","1.36","0","0"
"2022-09-19T23:15:00Z","BUF","22","17","1.49","0","0","0","-5","TEN","30","24","1.31","2","50"
"2022-09-18T17:00:00Z","CAR","27","20","1.13","1","100","6","-5","NYG","27","0","1.29","0","0"
"2022-09-19T00:20:00Z","CHI","31","25","1.28","2","50","-27","-25","GB","35","10","1.5","0","0"
"2022-09-18T20:25:00Z","CIN","27","22","1.27","3","0","15","19","DAL","28","0","1.54","1","0"
"2022-09-18T17:00:00Z","CLV","27","0","1.35","0","0","-1","39","NYJ","32","14","1.26","0","0"
"2022-09-18T20:25:00Z","DAL","23","8","1.34","0","0","8","1","CIN","33","8","1.34","3","0"
"2022-09-18T20:25:00Z","DEN","24","12","1.26","3","0","-2","3","HST","29","22","1.75","2","50"
"2022-09-18T17:00:00Z","DET","26","18","1.47","3","67","-31","12","WAS","30","14","1.38","1","0"
"2022-09-19T00:20:00Z","GB","23","20","1.36","2","50","2","2","CHI","31","12","1.41","3","0"
"2022-09-18T20:25:00Z","HST","23","20","0.89","0","0","-18","-39","DEN","31","12","1.16","0","0"
"2022-09-18T17:00:00Z","IND","25","17","1.53","2","50","1","18","JAX","31","12","1.14","1","0"
"2022-09-18T17:00:00Z","JAX","29","7","1.55","1","0","0","-24","IND","29","15","1.44","0","0"
"2022-09-16T00:20:00Z","KC","24","0","1.64","1","100","-1","62","LAC","33","46","1.91","1","0"
"2022-09-18T20:05:00Z","LA","26","30","1.39","0","0","27","-6","ATL","26","33","1.51","0","0"
"2022-09-16T00:20:00Z","LAC","19","0","1.15","0","0","-1","1","KC","35","9","1.48","1","100"
"2022-09-18T20:25:00Z","LV","21","25","1.18","1","0","27","-9","ARZ","29","0","1.32","1","100"
"2022-09-18T17:00:00Z","MIA","28","20","1.13","0","0","-3","-24","BLT","30","12","1.32","0","0"
