"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-10-21T00:15:00Z","ARZ","27","13","1.57","9","33","-7","-67","NO","28","16","1.35","4","75"
"2022-10-23T17:00:00Z","ATL","26","22","1.47","7","71","-13","36","CIN","34","12","1.49","6","17"
"2022-10-23T17:00:00Z","BLT","20","19","1.98","7","14","-3","12","CLV","27","11","1.48","12","42"
"2022-10-23T17:00:00Z","CAR","22","16","1.2","1","100","11","-6","TB","31","19","1.19","3","67"
"2022-10-25T00:15:00Z","CHI","31","15","1.29","9","22","-20","-9","NE","33","16","1.54","0","0"
"2022-10-23T17:00:00Z","CIN","25","20","1.24","11","18","20","-20","ATL","27","12","1.56","4","25"
"2022-10-23T17:00:00Z","CLV","24","13","1.41","11","36","27","27","BLT","25","13","1.36","12","33"
"2022-10-23T17:00:00Z","DAL","26","7","1.2","3","67","36","-7","DET","29","9","1.31","10","50"
"2022-10-23T20:05:00Z","DEN","26","17","1.23","7","29","-10","2","NYJ","32","16","1.22","7","43"
"2022-10-23T17:00:00Z","DET","25","10","1.61","9","44","-31","13","DAL","35","15","1.55","2","50"
"2022-10-23T17:00:00Z","GB","23","14","1.55","2","50","-18","-13","WAS","31","16","1.39","8","25"
"2022-10-23T20:05:00Z","HST","23","17","1.09","7","29","-12","-36","LV","29","11","1.09","5","80"
"2022-10-23T17:00:00Z","IND","27","19","1.45","5","40","-15","-8","TEN","30","19","1.08","2","50"
"2022-10-23T17:00:00Z","JAX","23","11","1.71","9","22","16","-25","NYG","28","14","1.6","3","33"
"2022-10-23T20:25:00Z","KC","25","10","1.42","10","40","-4","14","SF","37","20","0.98","6","50"
"2022-10-23T20:25:00Z","LAC","22","6","1.25","3","33","17","-15","SEA","30","16","1.38","17","24"
"2022-10-23T20:05:00Z","LV","24","11","1.35","4","25","13","-4","HST","31","18","1.5","6","33"
"2022-10-24T00:20:00Z","MIA","28","10","1.19","6","50","-16","-4","PIT","28","14","1.4","11","27"
"2022-10-25T00:15:00Z","NE","21","24","1.45","9","44","38","47","CHI","26","16","1.44","12","42"
"2022-10-21T00:15:00Z","NO","23","17","1.53","4","75","17","-9","ARZ","30","13","1.15","10","30"
"2022-10-23T17:00:00Z","NYG","27","17","1.52","11","36","11","-12","JAX","32","12","1.12","5","60"
"2022-10-23T20:05:00Z","NYJ","26","10","1.3","13","31","-14","-4","DEN","31","15","1.14","2","0"
"2022-10-24T00:20:00Z","PIT","24","12","1.18","8","38","7","-17","MIA","31","8","1.35","16","25"
"2022-10-23T20:25:00Z","SEA","25","17","1.72","0","0","12","-5","LAC","27","14","1.86","7","29"
"2022-10-23T20:25:00Z","SF","26","7","1.62","15","27","-18","-27","KC","28","11","1.35","7","43"
"2022-10-23T17:00:00Z","TB","21","12","1.32","7","29","20","-11","CAR","31","7","1.31","13","38"
"2022-10-23T17:00:00Z","TEN","29","12","1.08","7","71","-7","-6","IND","29","21","1.68","10","30"
"2022-10-23T17:00:00Z","WAS","28","23","1.4","8","38","-14","5","GB","36","21","1.6","13","23"
