"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","KC","73","212","4.57","41","26","34","309","23","0.44","71","1.83","78.8","All Defenders","HST","","","","","","","","","","","","","49.443418","32.1743048"
"DeAndre Hopkins","KC","73","212","4.57","41","26","34","309","23","0.44","71","1.83","78.8","Kamari Lassiter","HST","72","180","","17","3","76","387","14","0.21","47","0.97","68.4","61.79","12.1420185"
"DeAndre Hopkins","KC","73","212","4.57","41","26","34","309","23","0.44","71","1.83","78.8","Derek Stingley Jr.","HST","72","190","","74","2","21","529","15","0.16","45","0.68","75","39.25","12.1420185"
"DeAndre Hopkins","KC","73","212","4.57","41","26","34","309","23","0.44","71","1.83","78.8","Jimmie Ward","HST","71","195","","1","43","1","256","15","0.31","72","1.31","77.3","46.13","7.8902679"
"Keenan Allen","CHI","74","211","4.58","22","53","24","433","22","0.33","56","1.28","62.1","All Defenders","DET","","","","","","","","","","","","","68.1830309","36.2999573"
"Keenan Allen","CHI","74","211","4.58","22","53","24","433","22","0.33","56","1.28","62.1","Terrion Arnold","DET","72","196","4.5","13","9","76","494","15","0.24","61","1.12","48.8","73.76","8.0703172"
"Keenan Allen","CHI","74","211","4.58","22","53","24","433","22","0.33","56","1.28","62.1","Kindle Vildor","DET","71","189","4.44","60","6","28","124","15","0.16","53","0.81","47.3","79.3","8.0703172"
"Keenan Allen","CHI","74","211","4.58","22","53","24","433","22","0.33","56","1.28","62.1","Amik Robertson","DET","68","183","","2","90","2","308","20","0.3","60","1.45","56.2","61.5","20.1593229"
"Adam Thielen","CAR","74","195","","13","75","12","208","21","0.42","77","2.01","72.4","All Defenders","ARZ","","","","","","","","","","","","","37.5356129","30.761033"
"Adam Thielen","CAR","74","195","","13","75","12","208","21","0.42","77","2.01","72.4","Starling Thomas V","ARZ","72","194","","34","1","59","392","11","0.18","60","0.85","59.4","71.91","4.4322349"
"Adam Thielen","CAR","74","195","","13","75","12","208","21","0.42","77","2.01","72.4","Sean Murphy-Bunting","ARZ","72","195","4.42","58","","31","333","12","0.19","70","0.92","58.5","86.68","4.4322349"
"Adam Thielen","CAR","74","195","","13","75","12","208","21","0.42","77","2.01","72.4","Garrett Williams","ARZ","70","192","","","73","2","399","12","0.17","60","0.69","79.1","20.63","21.8965632"
"Mike Evans","TB","77","231","4.53","45","31","24","307","25","0.59","68","2.44","86.5","All Defenders","DAL","","","","","","","","","","","","","66.7997019","30.4910413"
"Mike Evans","TB","77","231","4.53","45","31","24","307","25","0.59","68","2.44","86.5","DaRon Bland","DAL","72","197","","43","6","50","157","13","0.26","71","0.92","74.9","55.4","9.3177592"
"Mike Evans","TB","77","231","4.53","45","31","24","307","25","0.59","68","2.44","86.5","Amani Oruwariye","DAL","74","205","4.47","70","6","19","128","21","0.5","74","2.52","53.1","90.49","9.3177592"
"Mike Evans","TB","77","231","4.53","45","31","24","307","25","0.59","68","2.44","86.5","Jourdan Lewis","DAL","70","195","4.54","7","77","8","384","14","0.21","69","0.89","69.4","57.14","11.8555229"
"Brandin Cooks","DAL","70","189","4.33","41","24","35","210","15","0.23","50","0.69","59.5","All Defenders","TB","","","","","","","","","","","","","11.2960043","33.4729359"
"Brandin Cooks","DAL","70","189","4.33","41","24","35","210","15","0.23","50","0.69","59.5","Jamel Dean","TB","73","206","4.3","","2","94","405","13","0.18","64","0.95","75.8","7","11.3865819"
"Brandin Cooks","DAL","70","189","4.33","41","24","35","210","15","0.23","50","0.69","59.5","Zyon McCollum","TB","74","199","4.33","95","2","","564","13","0.22","59","0.97","71.5","13.38","11.3865819"
"Brandin Cooks","DAL","70","189","4.33","41","24","35","210","15","0.23","50","0.69","59.5","Tykee Smith","TB","70","205","4.46","","90","","308","18","0.29","68","1.06","73","13.65","10.6997722"
"Davante Adams","NYJ","73","215","4.56","26","45","29","411","25","0.46","65","2.09","73.1","All Defenders","LA","","","","","","","","","","","","","75.2569883","37.5372763"
"Davante Adams","NYJ","73","215","4.56","26","45","29","411","25","0.46","65","2.09","73.1","Darious Williams","LA","69","187","","39","1","55","354","13","0.25","66","1.28","61.4","67.01","12.6583816"
"Davante Adams","NYJ","73","215","4.56","26","45","29","411","25","0.46","65","2.09","73.1","Cobie Durant","LA","71","180","4.38","48","21","22","392","13","0.18","58","0.86","61.8","74.6","12.6583816"
"Davante Adams","NYJ","73","215","4.56","26","45","29","411","25","0.46","65","2.09","73.1","Quentin Lake","LA","73","201","4.59","","46","","471","11","0.19","63","0.94","62.2","84.48","12.2205131"
"Amari Cooper","BUF","73","211","4.42","46","19","35","346","22","0.31","52","1.39","68.3","All Defenders","NE","","","","","","","","","","","","","32.3738462","36.1365764"
"Amari Cooper","BUF","73","211","4.42","46","19","35","346","22","0.31","52","1.39","68.3","Jonathan Jones","NE","70","185","4.33","33","18","31","325","12","0.33","79","1.3","64.5","43.03","13.8986832"
"Amari Cooper","BUF","73","211","4.42","46","19","35","346","22","0.31","52","1.39","68.3","Christian Gonzalez","NE","73","205","4.38","37","19","38","477","16","0.21","55","0.96","75.4","16.62","13.8986832"
"Amari Cooper","BUF","73","211","4.42","46","19","35","346","22","0.31","52","1.39","68.3","Marcus Jones","NE","68","188","","18","53","18","354","18","0.29","60","1.32","73.6","40.87","8.3392099"
"Nelson Agholor","BLT","72","200","4.42","24","52","19","208","13","0.24","50","1.11","63.8","All Defenders","PIT","","","","","","","","","","","","","65.2879605","22.0993873"
"Nelson Agholor","BLT","72","200","4.42","24","52","19","208","13","0.24","50","1.11","63.8","Joey Porter Jr.","PIT","74","193","4.46","38","8","48","520","13","0.2","64","1.08","52.3","63.65","14.0665508"
"Nelson Agholor","BLT","72","200","4.42","24","52","19","208","13","0.24","50","1.11","63.8","Donte Jackson","PIT","70","180","4.32","50","4","42","431","13","0.21","57","0.92","53.8","71.91","3.3439862"
"Nelson Agholor","BLT","72","200","4.42","24","52","19","208","13","0.24","50","1.11","63.8","Beanie Bishop Jr.","PIT","70","184","","1","90","1","330","17","0.28","68","1.12","60","46.59","4.6888503"
"Tyler Lockett","SEA","70","182","4.4","31","30","38","469","13","0.23","70","1.14","66","All Defenders","MIN","","","","","","","","","","","","","41.9086866","33.9766629"
"Tyler Lockett","SEA","70","182","4.4","31","30","38","469","13","0.23","70","1.14","66","Fabian Moreau","MIN","72","200","4.35","43","8","48","75","12","0.33","67","0.88","60.2","52.44","12.0301395"
"Tyler Lockett","SEA","70","182","4.4","31","30","38","469","13","0.23","70","1.14","66","Shaquill Griffin","MIN","72","198","4.38","42","5","49","352","12","0.2","52","0.96","62.5","48.67","12.0301395"
"Tyler Lockett","SEA","70","182","4.4","31","30","38","469","13","0.23","70","1.14","66","Byron Murphy Jr.","MIN","71","190","4.55","27","38","27","550","16","0.25","71","1.13","74.9","20.93","9.916384"
"Sterling Shepard","TB","70","196","4.48","27","47","26","299","15","0.22","68","1.01","58","All Defenders","DAL","","","","","","","","","","","","","13.8636709","20.3289288"
"Sterling Shepard","TB","70","196","4.48","27","47","26","299","15","0.22","68","1.01","58","DaRon Bland","DAL","72","197","","43","6","50","157","13","0.26","71","0.92","74.9","5.07","5.6612207"
"Sterling Shepard","TB","70","196","4.48","27","47","26","299","15","0.22","68","1.01","58","Amani Oruwariye","DAL","74","205","4.47","70","6","19","128","21","0.5","74","2.52","53.1","35.47","5.6612207"
"Sterling Shepard","TB","70","196","4.48","27","47","26","299","15","0.22","68","1.01","58","Jourdan Lewis","DAL","70","195","4.54","7","77","8","384","14","0.21","69","0.89","69.4","5.81","9.0064874"
"Tyler Boyd","TEN","74","203","4.58","9","83","7","375","13","0.19","70","0.95","60.3","All Defenders","IND","","","","","","","","","","","","","7.9162284","28.2340907"
"Tyler Boyd","TEN","74","203","4.58","9","83","7","375","13","0.19","70","0.95","60.3","Jaylon Jones","IND","74","203","4.57","5","1","88","519","14","0.21","63","1.15","68.4","19.66","1.92382"
"Tyler Boyd","TEN","74","203","4.58","9","83","7","375","13","0.19","70","0.95","60.3","Samuel Womack III","IND","70","189","","95","1","1","335","9","0.18","63","0.73","74.6","12.35","1.92382"
"Tyler Boyd","TEN","74","203","4.58","9","83","7","375","13","0.19","70","0.95","60.3","Kenny Moore II","IND","69","190","","17","69","","416","15","0.25","69","0.77","79.1","6.64","24.3864507"
"Demarcus Robinson","LA","73","203","4.59","41","36","23","425","12","0.27","54","1.02","66.6","All Defenders","NYJ","","","","","","","","","","","","","44.3605263","32.580506"
"Demarcus Robinson","LA","73","203","4.59","41","36","23","425","12","0.27","54","1.02","66.6","Qwan'tez Stiggers","NYJ","72","180","","32","8","48","25","20","0.29","60","1.68","60.6","71.54","10.2885808"
"Demarcus Robinson","LA","73","203","4.59","41","36","23","425","12","0.27","54","1.02","66.6","Sauce Gardner","NYJ","75","200","4.41","69","5","19","422","11","0.17","54","0.93","69.9","27.32","10.2885808"
"Demarcus Robinson","LA","73","203","4.59","41","36","23","425","12","0.27","54","1.02","66.6","Isaiah Oliver","NYJ","72","210","4.5","2","62","3","243","12","0.23","77","1.07","73.1","35.67","12.0033443"
"Tyreek Hill","MIA","70","191","","24","36","40","463","22","0.38","66","1.74","71.2","All Defenders","SF","","","","","","","","","","","","","49.2521903","30.7937197"
"Tyreek Hill","MIA","70","191","","24","36","40","463","22","0.38","66","1.74","71.2","Renardo Green","SF","72","186","4.49","28","7","62","281","17","0.27","66","1.22","73.2","29.19","9.9789343"
"Tyreek Hill","MIA","70","191","","24","36","40","463","22","0.38","66","1.74","71.2","Charvarius Ward","SF","73","196","","91","3","","302","14","0.26","58","1.19","54.2","81.75","9.9789343"
"Tyreek Hill","MIA","70","191","","24","36","40","463","22","0.38","66","1.74","71.2","Deommodore Lenoir","SF","70","200","","2","74","14","423","19","0.23","63","1.11","72.7","37.8","10.8358511"
"Mike Williams","PIT","76","218","","42","25","34","288","10","0.17","61","0.86","55.8","All Defenders","BLT","","","","","","","","","","","","","31.2023896","21.374784"
"Mike Williams","PIT","76","218","","42","25","34","288","10","0.17","61","0.86","55.8","Brandon Stephens","BLT","73","215","","1","6","88","569","14","0.24","68","1.21","52.9","61.06","7.8836866"
"Mike Williams","PIT","76","218","","42","25","34","288","10","0.17","61","0.86","55.8","Nate Wiggins","BLT","74","185","4.28","93","3","1","357","15","0.17","49","0.97","65.1","22.4","7.8836866"
"Mike Williams","PIT","76","218","","42","25","34","288","10","0.17","61","0.86","55.8","Marlon Humphrey","BLT","72","201","4.41","38","51","1","435","15","0.22","59","0.87","79.8","1.6","5.6074109"
"JuJu Smith-Schuster","KC","73","215","4.54","31","43","25","203","10","0.24","75","1.03","60.2","All Defenders","HST","","","","","","","","","","","","","11.672","24.6719836"
"JuJu Smith-Schuster","KC","73","215","4.54","31","43","25","203","10","0.24","75","1.03","60.2","Kamari Lassiter","HST","72","180","","17","3","76","387","14","0.21","47","0.97","68.4","19.29","7.1678605"
"JuJu Smith-Schuster","KC","73","215","4.54","31","43","25","203","10","0.24","75","1.03","60.2","Derek Stingley Jr.","HST","72","190","","74","2","21","529","15","0.16","45","0.68","75","6.84","7.1678605"
"JuJu Smith-Schuster","KC","73","215","4.54","31","43","25","203","10","0.24","75","1.03","60.2","Jimmie Ward","HST","71","195","","1","43","1","256","15","0.31","72","1.31","77.3","9.74","10.3362626"
"Cooper Kupp","LA","74","208","4.62","18","68","14","313","29","0.53","69","2.1","72.7","All Defenders","NYJ","","","","","","","","","","","","","53.8357066","36.1346967"
"Cooper Kupp","LA","74","208","4.62","18","68","14","313","29","0.53","69","2.1","72.7","Qwan'tez Stiggers","NYJ","72","180","","32","8","48","25","20","0.29","60","1.68","60.6","82.82","4.9606179"
"Cooper Kupp","LA","74","208","4.62","18","68","14","313","29","0.53","69","2.1","72.7","Sauce Gardner","NYJ","75","200","4.41","69","5","19","422","11","0.17","54","0.93","69.9","41.58","4.9606179"
"Cooper Kupp","LA","74","208","4.62","18","68","14","313","29","0.53","69","2.1","72.7","Isaiah Oliver","NYJ","72","210","4.5","2","62","3","243","12","0.23","77","1.07","73.1","50.67","26.213461"
"David Moore","CAR","72","219","","37","25","38","279","17","0.22","58","1.03","64","All Defenders","ARZ","","","","","","","","","","","","","42.2557096","21.9940467"
"David Moore","CAR","72","219","","37","25","38","279","17","0.22","58","1.03","64","Starling Thomas V","ARZ","72","194","","34","1","59","392","11","0.18","60","0.85","59.4","46.13","7.9120498"
"David Moore","CAR","72","219","","37","25","38","279","17","0.22","58","1.03","64","Sean Murphy-Bunting","ARZ","72","195","4.42","58","","31","333","12","0.19","70","0.92","58.5","66.74","7.9120498"
"David Moore","CAR","72","219","","37","25","38","279","17","0.22","58","1.03","64","Garrett Williams","ARZ","70","192","","","73","2","399","12","0.17","60","0.69","79.1","5.89","6.1699471"
"Tim Patrick","DET","76","212","","37","23","40","276","15","0.31","74","1.37","70.1","All Defenders","CHI","","","","","","","","","","","","","48.9057679","21.7269286"
"Tim Patrick","DET","76","212","","37","23","40","276","15","0.31","74","1.37","70.1","Jaylon Johnson","CHI","72","196","4.5","48","2","47","467","9","0.16","59","0.77","70.6","34.95","8.4534808"
"Tim Patrick","DET","76","212","","37","23","40","276","15","0.31","74","1.37","70.1","Tyrique Stevenson","CHI","72","204","4.45","47","1","45","335","21","0.34","53","1.53","56.4","68.31","8.4534808"
"Tim Patrick","DET","76","212","","37","23","40","276","15","0.31","74","1.37","70.1","Kyler Gordon","CHI","72","200","4.52","1","78","","296","16","0.27","72","1.35","73.4","39.35","4.8199671"
"Kendrick Bourne","NE","73","205","4.68","39","21","40","216","14","0.25","73","1.17","63.9","All Defenders","BUF","","","","","","","","","","","","","25.1647124","23.079184"
"Kendrick Bourne","NE","73","205","4.68","39","21","40","216","14","0.25","73","1.17","63.9","Kaiir Elam","BUF","73","191","4.39","37","1","59","111","12","0.19","77","1","69.8","18.15","8.8634343"
"Kendrick Bourne","NE","73","205","4.68","39","21","40","216","14","0.25","73","1.17","63.9","Christian Benford","BUF","73","205","","52","2","44","487","10","0.13","60","0.52","79.4","9.64","8.8634343"
"Kendrick Bourne","NE","73","205","4.68","39","21","40","216","14","0.25","73","1.17","63.9","Taron Johnson","BUF","71","192","4.5","","78","","318","17","0.33","76","1.42","61.8","62.49","5.3523154"
"Darius Slayton","NYG","73","194","4.39","42","21","36","451","14","0.21","58","1.15","59.5","All Defenders","ATL","","","","","","","","","","","","","24.3385481","31.122165"
"Darius Slayton","NYG","73","194","4.39","42","21","36","451","14","0.21","58","1.15","59.5","A.J. Terrell","ATL","73","195","4.42","45","1","52","520","10","0.17","74","0.76","72.8","16.76","11.2966116"
"Darius Slayton","NYG","73","194","4.39","42","21","36","451","14","0.21","58","1.15","59.5","Mike Hughes","ATL","70","189","4.53","50","","43","338","14","0.23","70","1.02","68.7","20.44","11.2966116"
"Darius Slayton","NYG","73","194","4.39","42","21","36","451","14","0.21","58","1.15","59.5","Dee Alford","ATL","71","175","","","91","","366","21","0.41","74","1.4","60.7","39.54","8.5289418"
"Michael Pittman Jr.","IND","76","223","4.52","37","26","37","387","22","0.32","62","1.57","69.7","All Defenders","TEN","","","","","","","","","","","","","60.0604063","34.0702789"
"Michael Pittman Jr.","IND","76","223","4.52","37","26","37","387","22","0.32","62","1.57","69.7","Darrell Baker Jr.","TEN","73","190","","48","1","47","325","11","0.23","59","0.86","63.5","49.91","12.5610939"
"Michael Pittman Jr.","IND","76","223","4.52","37","26","37","387","22","0.32","62","1.57","69.7","Chidobe Awuzie","TEN","72","202","4.43","76","2","18","125","11","0.17","50","0.7","63.6","59.49","12.5610939"
"Michael Pittman Jr.","IND","76","223","4.52","37","26","37","387","22","0.32","62","1.57","69.7","Jarvis Brownlee Jr.","TEN","72","190","","34","15","44","413","17","0.31","69","1.45","57","75.11","8.9480911"
"Devin Duvernay","JAX","71","202","4.39","15","63","20","104","13","0.16","64","0.69","60.8","All Defenders","LV","","","","","","","","","","","","","43.3095313","20.0221063"
"Devin Duvernay","JAX","71","202","4.39","15","63","20","104","13","0.16","64","0.69","60.8","Decamerion Richardson","LV","74","195","4.34","10","5","81","211","11","0.2","54","1.06","45.7","74.47","4.0669903"
"Devin Duvernay","JAX","71","202","4.39","15","63","20","104","13","0.16","64","0.69","60.8","Jack Jones","LV","71","180","4.52","83","7","4","485","13","0.3","68","1.09","55.3","50.06","4.0669903"
"Devin Duvernay","JAX","71","202","4.39","15","63","20","104","13","0.16","64","0.69","60.8","Nate Hobbs","LV","","","","","","","","","","","","","30.34","11.8881256"
"Greg Dortch","ARZ","67","175","","16","66","15","238","16","0.26","76","1.08","60.2","All Defenders","CAR","","","","","","","","","","","","","48.9595652","23.2369328"
"Greg Dortch","ARZ","67","175","","16","66","15","238","16","0.26","76","1.08","60.2","Jaycee Horn","CAR","73","200","","45","","45","465","14","0.23","55","0.89","65.4","43.15","6.0618086"
"Greg Dortch","ARZ","67","175","","16","66","15","238","16","0.26","76","1.08","60.2","Mike Jackson","CAR","73","210","4.45","46","","50","476","16","0.28","67","1.26","65.2","27.69","6.0618086"
"Greg Dortch","ARZ","67","175","","16","66","15","238","16","0.26","76","1.08","60.2","Chau Smith-Wade","CAR","71","176","4.54","3","82","1","142","18","0.26","68","1","52.4","63.73","11.1133157"
"Lil'Jordan Humphrey","DEN","76","225","4.75","14","61","24","254","16","0.24","71","1.05","56.3","All Defenders","LAC","","","","","","","","","","","","","8.5446903","18.2280895"
"Lil'Jordan Humphrey","DEN","76","225","4.75","14","61","24","254","16","0.24","71","1.05","56.3","Kristian Fulton","LAC","71","197","4.46","31","3","62","338","14","0.26","62","1.04","70.9","12.8","4.0327632"
"Lil'Jordan Humphrey","DEN","76","225","4.75","14","61","24","254","16","0.24","71","1.05","56.3","Tarheeb Still","LAC","73","196","4.52","41","23","34","381","15","0.23","61","1.05","79.9","1.53","10.6464947"
"Lil'Jordan Humphrey","DEN","76","225","4.75","14","61","24","254","16","0.24","71","1.05","56.3","Derwin James Jr.","LAC","74","215","4.47","","43","2","432","11","0.2","77","0.87","80.2","3.75","3.5488316"
"Olamide Zaccheaus","WAS","68","193","","5","56","38","200","20","0.3","75","1.5","63.4","All Defenders","PHI","","","","","","","","","","","","","19.3932776","19.8362268"
"Olamide Zaccheaus","WAS","68","193","","5","56","38","200","20","0.3","75","1.5","63.4","Quinyon Mitchell","PHI","72","196","4.33","","1","95","502","11","0.14","59","0.73","75","18.55","4.2458813"
"Olamide Zaccheaus","WAS","68","193","","5","56","38","200","20","0.3","75","1.5","63.4","Darius Slay","PHI","72","190","4.36","93","1","","350","15","0.18","49","0.76","62.7","46.59","4.2458813"
"Olamide Zaccheaus","WAS","68","193","","5","56","38","200","20","0.3","75","1.5","63.4","Cooper DeJean","PHI","73","207","","1","90","","328","19","0.23","72","0.98","81","9.53","11.3444642"
"Van Jefferson","PIT","73","200","","20","25","55","307","10","0.18","59","0.75","56.3","All Defenders","BLT","","","","","","","","","","","","","30.0974766","23.9551136"
"Van Jefferson","PIT","73","200","","20","25","55","307","10","0.18","59","0.75","56.3","Brandon Stephens","BLT","73","215","","1","6","88","569","14","0.24","68","1.21","52.9","60.38","8.6473482"
"Van Jefferson","PIT","73","200","","20","25","55","307","10","0.18","59","0.75","56.3","Nate Wiggins","BLT","74","185","4.28","93","3","1","357","15","0.17","49","0.97","65.1","21.88","8.6473482"
"Van Jefferson","PIT","73","200","","20","25","55","307","10","0.18","59","0.75","56.3","Marlon Humphrey","BLT","72","201","4.41","38","51","1","435","15","0.22","59","0.87","79.8","1.45","6.6604171"
"Jakobi Meyers","LV","74","200","4.63","30","35","36","474","22","0.34","70","1.69","75.6","All Defenders","JAX","","","","","","","","","","","","","73.7845041","33.5242467"
"Jakobi Meyers","LV","74","200","4.63","30","35","36","474","22","0.34","70","1.69","75.6","Tyson Campbell","JAX","73","195","","","3","90","296","13","0.24","64","1.19","58.3","84.36","12.0521052"
"Jakobi Meyers","LV","74","200","4.63","30","35","36","474","22","0.34","70","1.69","75.6","Montaric Brown","JAX","72","190","4.55","34","2","59","385","17","0.28","67","1.17","66.3","61.79","12.0521052"
"Jakobi Meyers","LV","74","200","4.63","30","35","36","474","22","0.34","70","1.69","75.6","Jarrian Jones","JAX","72","191","4.38","1","91","1","314","16","0.23","71","1.15","67.1","75.6","9.4200363"
"Marquez Valdes-Scantling","NO","76","206","4.37","36","22","42","217","14","0.36","52","1.74","64.1","All Defenders","GB","","","","","","","","","","","","","38.0211283","25.092503"
"Marquez Valdes-Scantling","NO","76","206","4.37","36","22","42","217","14","0.36","52","1.74","64.1","Carrington Valentine","GB","72","189","","7","2","83","214","10","0.17","71","0.98","63.5","29.41","8.9655735"
"Marquez Valdes-Scantling","NO","76","206","4.37","36","22","42","217","14","0.36","52","1.74","64.1","Eric Stokes","GB","72","194","","48","2","46","325","15","0.24","62","0.96","58.1","48.67","8.9655735"
"Marquez Valdes-Scantling","NO","76","206","4.37","36","22","42","217","14","0.36","52","1.74","64.1","Keisean Nixon","GB","70","200","","44","39","7","500","13","0.22","69","0.77","65.9","35.47","7.1613559"
"Nick Westbrook-Ikhine","TEN","74","211","","49","19","31","333","12","0.33","56","1.18","64.3","All Defenders","IND","","","","","","","","","","","","","16.2599562","25.7439279"
"Nick Westbrook-Ikhine","TEN","74","211","","49","19","31","333","12","0.33","56","1.18","64.3","Jaylon Jones","IND","74","203","4.57","5","1","88","519","14","0.21","63","1.15","68.4","24.53","8.0050462"
"Nick Westbrook-Ikhine","TEN","74","211","","49","19","31","333","12","0.33","56","1.18","64.3","Samuel Womack III","IND","70","189","","95","1","1","335","9","0.18","63","0.73","74.6","16.38","8.0050462"
"Nick Westbrook-Ikhine","TEN","74","211","","49","19","31","333","12","0.33","56","1.18","64.3","Kenny Moore II","IND","69","190","","17","69","","416","15","0.25","69","0.77","79.1","9.36","9.7338355"
"D.K. Metcalf","SEA","75","229","4.33","42","14","44","454","20","0.35","61","1.85","74.2","All Defenders","MIN","","","","","","","","","","","","","64.8041853","35.7227531"
"D.K. Metcalf","SEA","75","229","4.33","42","14","44","454","20","0.35","61","1.85","74.2","Fabian Moreau","MIN","72","200","4.35","43","8","48","75","12","0.33","67","0.88","60.2","71.68","14.722796"
"D.K. Metcalf","SEA","75","229","4.33","42","14","44","454","20","0.35","61","1.85","74.2","Shaquill Griffin","MIN","72","198","4.38","42","5","49","352","12","0.2","52","0.96","62.5","68.96","14.722796"
"D.K. Metcalf","SEA","75","229","4.33","42","14","44","454","20","0.35","61","1.85","74.2","Byron Murphy Jr.","MIN","71","190","4.55","27","38","27","550","16","0.25","71","1.13","74.9","38.93","6.2771611"
"Ray-Ray McCloud III","ATL","69","190","4.53","32","43","25","453","15","0.26","78","1.3","61.1","All Defenders","NYG","","","","","","","","","","","","","43.7830769","31.4524951"
"Ray-Ray McCloud III","ATL","69","190","4.53","32","43","25","453","15","0.26","78","1.3","61.1","Art Green","NYG","74","201","","46","12","42","26","12","0.27","100","1.54","57.9","69.85","8.8712166"
"Ray-Ray McCloud III","ATL","69","190","4.53","32","43","25","453","15","0.26","78","1.3","61.1","Adoree' Jackson","NYG","71","185","4.42","58","4","36","190","11","0.14","52","0.51","76.1","15.48","8.8712166"
"Ray-Ray McCloud III","ATL","69","190","4.53","32","43","25","453","15","0.26","78","1.3","61.1","Greg Stroman Jr.","NYG","71","180","4.48","25","31","37","67","16","0.36","73","1.55","57.3","45.23","13.710062"
"Jauan Jennings","SF","75","212","4.72","28","44","28","332","26","0.53","69","2.42","84.4","All Defenders","MIA","","","","","","","","","","","","","83.3670589","25.7819219"
"Jauan Jennings","SF","75","212","4.72","28","44","28","332","26","0.53","69","2.42","84.4","Jalen Ramsey","MIA","73","208","4.41","36","23","34","453","12","0.2","72","1.01","74.8","72.4","11.4068133"
"Jauan Jennings","SF","75","212","4.72","28","44","28","332","26","0.53","69","2.42","84.4","Kendall Fuller","MIA","71","198","","49","1","45","294","13","0.19","62","0.9","67.3","85.64","4.58138"
"Jauan Jennings","SF","75","212","4.72","28","44","28","332","26","0.53","69","2.42","84.4","Kader Kohou","MIA","70","195","","13","63","14","345","15","0.22","69","0.8","57.4","85.85","9.7937286"
"Allen Lazard","NYJ","77","227","4.55","23","42","33","318","15","0.33","63","1.35","64.1","All Defenders","LA","","","","","","","","","","","","","54.0332022","31.7912803"
"Allen Lazard","NYJ","77","227","4.55","23","42","33","318","15","0.33","63","1.35","64.1","Darious Williams","LA","69","187","","39","1","55","354","13","0.25","66","1.28","61.4","44.27","11.5004522"
"Allen Lazard","NYJ","77","227","4.55","23","42","33","318","15","0.33","63","1.35","64.1","Cobie Durant","LA","71","180","4.38","48","21","22","392","13","0.18","58","0.86","61.8","53.74","11.5004522"
