"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","KC","73","212","4.57","42","27","31","156","21","0.46","76","1.85","75","All Defenders","DEN","","","","","","","","","","","","","57.6649351","36.5536654"
"DeAndre Hopkins","KC","73","212","4.57","42","27","31","156","21","0.46","76","1.85","75","Pat Surtain II","DEN","74","202","","41","7","48","241","7","0.12","71","0.48","75","38.57","13.7669649"
"DeAndre Hopkins","KC","73","212","4.57","42","27","31","156","21","0.46","76","1.85","75","Riley Moss","DEN","73","193","4.45","55","3","36","324","18","0.28","65","1.27","67","69.91","13.7669649"
"DeAndre Hopkins","KC","73","212","4.57","42","27","31","156","21","0.46","76","1.85","75","Ja'Quan McMillian","DEN","69","183","","2","88","6","267","19","0.28","73","1.17","61.5","68.12","9.0197356"
"Keenan Allen","CHI","74","211","4.58","24","53","22","194","20","0.27","55","1.02","60.2","All Defenders","NE","","","","","","","","","","","","","28.9373398","37.7498152"
"Keenan Allen","CHI","74","211","4.58","24","53","22","194","20","0.27","55","1.02","60.2","Jonathan Jones","NE","70","185","4.33","41","12","38","205","11","0.27","74","1.24","66.9","18.75","8.1251114"
"Keenan Allen","CHI","74","211","4.58","24","53","22","194","20","0.27","55","1.02","60.2","Christian Gonzalez","NE","73","205","4.38","40","19","38","309","18","0.26","58","1.15","61.8","32.82","8.1251114"
"Keenan Allen","CHI","74","211","4.58","24","53","22","194","20","0.27","55","1.02","60.2","Marcus Jones","NE","68","188","","13","59","14","222","18","0.33","64","1.32","69.5","31.32","21.4995925"
"Davante Adams","NYJ","73","215","4.56","30","36","35","222","23","0.37","63","1.73","64.6","All Defenders","ARZ","","","","","","","","","","","","","63.2076965","36.7398606"
"Davante Adams","NYJ","73","215","4.56","30","36","35","222","23","0.37","63","1.73","64.6","Starling Thomas V","ARZ","72","194","","24","2","68","267","13","0.21","56","0.94","56.9","66.39","13.5409784"
"Davante Adams","NYJ","73","215","4.56","30","36","35","222","23","0.37","63","1.73","64.6","Sean Murphy-Bunting","ARZ","72","195","4.42","67","","21","198","10","0.21","80","0.97","51.7","88.76","13.5409784"
"Davante Adams","NYJ","73","215","4.56","30","36","35","222","23","0.37","63","1.73","64.6","Garrett Williams","ARZ","70","192","","","67","2","257","13","0.17","52","0.77","71.9","22.92","9.6579037"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","All Defenders","IND","","","","","","","","","","","","","26.61776","38.5685721"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","Jaylon Jones","IND","74","203","4.57","8","1","85","330","14","0.24","65","1.3","68.1","35.8","14.8103317"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","Samuel Womack III","IND","70","189","","95","1","2","182","10","0.22","61","0.96","72.3","29.01","14.8103317"
"Amari Cooper","BUF","73","211","4.42","43","20","36","269","21","0.29","51","1.19","64.6","Kenny Moore II","IND","69","190","","19","67","","235","15","0.28","69","0.74","80","7.46","8.9479087"
"Nelson Agholor","BLT","72","200","4.42","24","52","20","129","17","0.29","55","1.54","64.7","All Defenders","CIN","","","","","","","","","","","","","44.3496161","22.5297044"
"Nelson Agholor","BLT","72","200","4.42","24","52","20","129","17","0.29","55","1.54","64.7","Cam Taylor-Britt","CIN","71","202","4.38","10","7","77","314","15","0.31","62","1.43","59.7","53.14","3.2645601"
"Nelson Agholor","BLT","72","200","4.42","24","52","20","129","17","0.29","55","1.54","64.7","DJ Turner II","CIN","71","180","4.26","67","7","21","242","12","0.14","55","0.74","66.3","32.53","14.4488582"
"Nelson Agholor","BLT","72","200","4.42","24","52","20","129","17","0.29","55","1.54","64.7","Mike Hilton","CIN","69","184","","","93","","182","16","0.22","77","0.96","75.2","25.99","4.8162861"
