"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Keenan Allen","CHI","74","211","4.58","17","54","27","48","23","0.25","64","1","58.9","All Defenders","CAR","","","","","","","","","","","","","67.2587054","38.4647086"
"Keenan Allen","CHI","74","211","4.58","17","54","27","48","23","0.25","64","1","58.9","Jaycee Horn","CAR","73","200","","42","1","49","124","12","0.2","60","0.79","65","67.02","8.1851984"
"Keenan Allen","CHI","74","211","4.58","17","54","27","48","23","0.25","64","1","58.9","Mike Jackson","CAR","73","210","4.45","51","","46","125","24","0.37","63","1.74","67.6","59.45","8.1851984"
"Keenan Allen","CHI","74","211","4.58","17","54","27","48","23","0.25","64","1","58.9","Troy Hill","CAR","71","180","4.55","","93","","88","10","0.16","89","0.73","59.8","70.24","22.0943118"
"Mike Evans","TB","77","231","4.53","50","29","21","130","21","0.44","67","1.65","71.3","All Defenders","ATL","","","","","","","","","","","","","69.5465571","32.5874898"
"Mike Evans","TB","77","231","4.53","50","29","21","130","21","0.44","67","1.65","71.3","Mike Hughes","ATL","70","189","4.53","25","","64","107","13","0.17","71","0.81","77.5","50.09","9.9955368"
"Mike Evans","TB","77","231","4.53","50","29","21","130","21","0.44","67","1.65","71.3","A.J. Terrell","ATL","73","195","4.42","62","","33","143","12","0.19","82","0.92","64","69.39","9.9955368"
"Mike Evans","TB","77","231","4.53","50","29","21","130","21","0.44","67","1.65","71.3","Dee Alford","ATL","71","175","","","93","","102","25","0.5","84","1.73","53.3","85.11","12.5964162"
"Amari Cooper","CLV","73","211","4.42","36","24","40","173","20","0.25","47","0.86","62.6","All Defenders","WAS","","","","","","","","","","","","","82.2677484","35.7165008"
"Amari Cooper","CLV","73","211","4.42","36","24","40","173","20","0.25","47","0.86","62.6","Benjamin St-Juste","WAS","75","200","","29","9","61","133","22","0.46","66","1.83","54.9","74.44","13.6576305"
"Amari Cooper","CLV","73","211","4.42","36","24","40","173","20","0.25","47","0.86","62.6","Mike Sainristil","WAS","70","182","4.47","25","48","22","121","12","0.36","80","1.14","51.4","85.13","13.6576305"
"Amari Cooper","CLV","73","211","4.42","36","24","40","173","20","0.25","47","0.86","62.6","Noah Igbinoghene","WAS","71","197","4.48","35","51","6","79","19","0.34","60","0.72","49.7","90.34","8.4012398"
"Nelson Agholor","BLT","72","200","4.42","33","42","22","54","15","0.25","62","1.57","63.5","All Defenders","CIN","","","","","","","","","","","","","29.7638309","23.3150198"
"Nelson Agholor","BLT","72","200","4.42","33","42","22","54","15","0.25","62","1.57","63.5","Cam Taylor-Britt","CIN","71","202","4.38","","12","80","112","12","0.36","64","1.71","60.6","26.51","3.2339195"
"Nelson Agholor","BLT","72","200","4.42","33","42","22","54","15","0.25","62","1.57","63.5","Dax Hill","CIN","72","191","4.38","83","9","","127","13","0.21","65","0.75","69.4","44.38","15.0608252"
"Nelson Agholor","BLT","72","200","4.42","33","42","22","54","15","0.25","62","1.57","63.5","Mike Hilton","CIN","69","184","","","93","","87","16","0.19","64","0.9","56.9","30.11","5.0202751"
"Tyler Lockett","SEA","70","182","4.4","31","29","41","140","18","0.27","72","1.42","71.8","All Defenders","NYG","","","","","","","","","","","","","77.227427","33.1866786"
"Tyler Lockett","SEA","70","182","4.4","31","29","41","140","18","0.27","72","1.42","71.8","Deonte Banks","NYG","72","205","4.35","33","6","61","138","19","0.48","62","1.88","48.7","94.84","11.7319393"
"Tyler Lockett","SEA","70","182","4.4","31","29","41","140","18","0.27","72","1.42","71.8","Cor'Dale Flott","NYG","73","175","","48","22","20","116","14","0.3","81","1.35","59.2","72.45","11.7319393"
"Tyler Lockett","SEA","70","182","4.4","31","29","41","140","18","0.27","72","1.42","71.8","Nick McCloud","NYG","73","190","","23","42","19","26","8","0.19","100","1.12","53.9","61.74","9.7227999"
"Stefon Diggs","HST","72","191","4.46","17","63","19","150","21","0.4","78","1.55","74.3","All Defenders","BUF","","","","","","","","","","","","","33.1735327","32.2326156"
"Stefon Diggs","HST","72","191","4.46","17","63","19","150","21","0.4","78","1.55","74.3","Christian Benford","BUF","73","205","","38","1","57","148","9","0.05","36","0.18","80.1","20.97","9.6733542"
"Stefon Diggs","HST","72","191","4.46","17","63","19","150","21","0.4","78","1.55","74.3","Rasul Douglas","BUF","74","209","4.59","51","2","40","139","8","0.14","64","0.49","66.2","50.91","9.6733542"
"Stefon Diggs","HST","72","191","4.46","17","63","19","150","21","0.4","78","1.55","74.3","Taron Johnson","BUF","","","","","","","","","","","","","29.02","12.8859072"
"Sterling Shepard","TB","","","","","","","","","","","","","All Defenders","ATL","","","","","","","","","","","","","28.6772222","13.3606046"
"Sterling Shepard","TB","","","","","","","","","","","","","Mike Hughes","ATL","70","189","4.53","25","","64","107","13","0.17","71","0.81","77.5","13.21","4.7009535"
"Sterling Shepard","TB","","","","","","","","","","","","","A.J. Terrell","ATL","73","195","4.42","62","","33","143","12","0.19","82","0.92","64","27.78","4.7009535"
"Sterling Shepard","TB","","","","","","","","","","","","","Dee Alford","ATL","71","175","","","93","","102","25","0.5","84","1.73","53.3","48.11","3.9586977"
